"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","EO","EO","20","20","27710","28120"
"In post","2023","Analysis","Scotland","G6/G7","G6","25","25","72720","69970"
"In post","2023","Analysis","Scotland","G6/G7","G7","30","30","52550","51610"
"In post","2023","Analysis","Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scotland","SEO/HEO","HEO","65","65","33910","34110"
"In post","2023","Analysis","Scotland","SEO/HEO","SEO","30","30","41400","39830"
"In post","2023","Analysis","South East (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South East (England)","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Analysis","South East (England)","EO","EO","65","60","26660","25600"
"In post","2023","Analysis","South East (England)","G6/G7","G6","45","45","67650","68070"
"In post","2023","Analysis","South East (England)","G6/G7","G7","385","365","52870","51460"
"In post","2023","Analysis","South East (England)","SCS level","SCS level","15","10","82430","73330"
"In post","2023","Analysis","South East (England)","SEO/HEO","HEO","320","310","31540","31560"
"In post","2023","Analysis","South East (England)","SEO/HEO","SEO","340","325","39590","39890"
"In post","2023","Analysis","South West (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","AA/AO","AO","35","35","23400","23340"
"In post","2023","Analysis","South West (England)","EO","EO","125","120","26730","26310"
"In post","2023","Analysis","South West (England)","G6/G7","G6","45","40","71260","70550"
"In post","2023","Analysis","South West (England)","G6/G7","G7","295","280","53600","50050"
"In post","2023","Analysis","South West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","SEO/HEO","HEO","245","240","31220","30650"
"In post","2023","Analysis","South West (England)","SEO/HEO","SEO","260","250","40270","39890"
"In post","2023","Analysis","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","AA/AO","AO","40","35","21480","21200"
"In post","2023","Analysis","Wales","EO","EO","110","105","25640","25040"
"In post","2023","Analysis","Wales","G6/G7","G6","50","45","63980","62460"
"In post","2023","Analysis","Wales","G6/G7","G7","220","210","52680","51460"
"In post","2023","Analysis","Wales","SCS level","SCS level","15","15","84180","73940"
"In post","2023","Analysis","Wales","SEO/HEO","HEO","365","355","31920","31560"
"In post","2023","Analysis","Wales","SEO/HEO","SEO","360","350","39220","39300"
"In post","2023","Analysis","West Midlands (England)","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","EO","EO","25","25","26710","26780"
"In post","2023","Analysis","West Midlands (England)","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","G6/G7","G7","30","30","56060","52140"
"In post","2023","Analysis","West Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SEO/HEO","HEO","60","60","33750","32880"
"In post","2023","Analysis","West Midlands (England)","SEO/HEO","SEO","50","50","41670","40300"
"In post","2023","Analysis","Yorkshire and The Humber","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","AA/AO","AO","10","10","22230","22500"
"In post","2023","Analysis","Yorkshire and The Humber","EO","EO","40","40","26970","26780"
"In post","2023","Analysis","Yorkshire and The Humber","G6/G7","G6","50","45","68290","70570"
"In post","2023","Analysis","Yorkshire and The Humber","G6/G7","G7","180","165","53920","53190"
"In post","2023","Analysis","Yorkshire and The Humber","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SEO/HEO","HEO","160","155","32920","32160"
"In post","2023","Analysis","Yorkshire and The Humber","SEO/HEO","SEO","205","195","41010","40640"
"In post","2023","Commercial","East Midlands (England)","AA/AO","AO","10","10","22130","22150"
"In post","2023","Commercial","East Midlands (England)","EO","EO","20","20","27400","27320"
"In post","2023","Commercial","East Midlands (England)","G6/G7","G6","15","15","76020","74320"
"In post","2023","Commercial","East Midlands (England)","G6/G7","G7","30","30","56550","55320"
"In post","2023","Commercial","East Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","SEO/HEO","HEO","25","25","32550","32540"
"In post","2023","Commercial","East Midlands (England)","SEO/HEO","SEO","40","40","41440","41700"
"In post","2023","Commercial","East of England","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","EO","EO","20","20","27040","27140"
"In post","2023","Commercial","East of England","G6/G7","G6","20","20","72170","70790"
"In post","2023","Commercial","East of England","G6/G7","G7","50","50","57610","56000"
"In post","2023","Commercial","East of England","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","East of England","SEO/HEO","HEO","55","50","33480","33500"
"In post","2023","Commercial","East of England","SEO/HEO","SEO","90","85","40820","40690"
"In post","2023","Commercial","London","AA/AO","AO","35","35","24520","23850"
"In post","2023","Commercial","London","EO","EO","120","115","30320","30120"
"In post","2023","Commercial","London","G6/G7","G6","290","285","75800","72500"
"In post","2023","Commercial","London","G6/G7","G7","565","555","60720","57450"
"In post","2023","Commercial","London","SCS level","SCS level","160","160","121540","117940"
"In post","2023","Commercial","London","SEO/HEO","HEO","295","290","34760","35300"
"In post","2023","Commercial","London","SEO/HEO","SEO","345","340","44380","43650"
"In post","2023","Commercial","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","EO","EO","15","10","26740","25900"
"In post","2023","Commercial","North East (England)","G6/G7","G6","10","10","74270","70000"
"In post","2023","Commercial","North East (England)","G6/G7","G7","40","40","59470","56000"
"In post","2023","Commercial","North East (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","SEO/HEO","HEO","25","25","31370","30710"
"In post","2023","Commercial","North East (England)","SEO/HEO","SEO","45","45","39490","39090"
"In post","2023","Commercial","North West (England)","AA/AO","AO","15","15","22510","22510"
"In post","2023","Commercial","North West (England)","EO","EO","75","75","27100","27140"
"In post","2023","Commercial","North West (England)","G6/G7","G6","80","80","73550","70180"
"In post","2023","Commercial","North West (England)","G6/G7","G7","175","175","59830","56000"
"In post","2023","Commercial","North West (England)","SCS level","SCS level","25","25","96550","87160"
"In post","2023","Commercial","North West (England)","SEO/HEO","HEO","160","155","32530","32110"
"In post","2023","Commercial","North West (England)","SEO/HEO","SEO","230","225","40220","40450"
"In post","2023","Commercial","North West (England)","Unknown","Unknown","15","15","39660","42620"
"In post","2023","Commercial","Northern Ireland","EO","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","SEO","10","10","68790","69790"
"In post","2023","Commercial","Scotland","AA/AO","AA","15","15","23870","22920"
"In post","2023","Commercial","Scotland","AA/AO","AO","40","40","26900","28490"
"In post","2023","Commercial","Scotland","EO","EO","55","55","29170","27140"
"In post","2023","Commercial","Scotland","G6/G7","G6","25","25","75860","74400"
"In post","2023","Commercial","Scotland","G6/G7","G7","70","65","59480","56630"
"In post","2023","Commercial","Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","SEO/HEO","HEO","85","85","35270","34240"
"In post","2023","Commercial","Scotland","SEO/HEO","SEO","80","80","42730","42700"
"In post","2023","Commercial","Scotland","Unknown","Unknown","15","10","38040","33690"
"In post","2023","Commercial","South East (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South East (England)","AA/AO","AO","15","15","24600","24080"
"In post","2023","Commercial","South East (England)","EO","EO","115","110","27540","27470"
"In post","2023","Commercial","South East (England)","G6/G7","G6","35","35","77410","74000"
"In post","2023","Commercial","South East (England)","G6/G7","G7","85","85","58690","56000"
"In post","2023","Commercial","South East (England)","SCS level","SCS level","10","10","111020","112720"
"In post","2023","Commercial","South East (England)","SEO/HEO","HEO","135","130","34100","34300"
"In post","2023","Commercial","South East (England)","SEO/HEO","SEO","170","165","42070","42620"
"In post","2023","Commercial","South West (England)","AA/AO","AO","140","130","23530","22270"
"In post","2023","Commercial","South West (England)","EO","EO","140","130","26730","27080"
"In post","2023","Commercial","South West (England)","G6/G7","G6","145","135","70560","70710"
"In post","2023","Commercial","South West (England)","G6/G7","G7","335","325","53720","54510"
"In post","2023","Commercial","South West (England)","SCS level","SCS level","45","45","106840","99300"
"In post","2023","Commercial","South West (England)","SEO/HEO","HEO","410","390","33280","33710"
"In post","2023","Commercial","South West (England)","SEO/HEO","SEO","495","475","41690","42620"
"In post","2023","Commercial","South West (England)","Unknown","Unknown","135","135","43810","42620"
"In post","2023","Commercial","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","AA/AO","AA","10","10","19000","19000"
"In post","2023","Commercial","Wales","AA/AO","AO","35","30","22500","22500"
"In post","2023","Commercial","Wales","EO","EO","75","70","27260","27250"
"In post","2023","Commercial","Wales","G6/G7","G6","15","15","66730","66390"
"In post","2023","Commercial","Wales","G6/G7","G7","50","50","56200","53840"
"In post","2023","Commercial","Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","SEO/HEO","HEO","110","105","32660","32110"
"In post","2023","Commercial","Wales","SEO/HEO","SEO","105","100","40850","40470"
"In post","2023","Commercial","West Midlands (England)","AA/AO","AO","30","25","22210","21780"
"In post","2023","Commercial","West Midlands (England)","EO","EO","60","60","26820","26350"
"In post","2023","Commercial","West Midlands (England)","G6/G7","G6","30","30","75790","72500"
"In post","2023","Commercial","West Midlands (England)","G6/G7","G7","85","80","61520","65500"
"In post","2023","Commercial","West Midlands (England)","SCS level","SCS level","15","15","141100","128000"
"In post","2023","Commercial","West Midlands (England)","SEO/HEO","HEO","80","75","33130","33830"
"In post","2023","Commercial","West Midlands (England)","SEO/HEO","SEO","85","80","41080","41180"
"In post","2023","Commercial","Yorkshire and The Humber","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","EO","EO","40","40","26390","25900"
"In post","2023","Commercial","Yorkshire and The Humber","G6/G7","G6","55","55","70560","66270"
"In post","2023","Commercial","Yorkshire and The Humber","G6/G7","G7","165","165","60100","56000"
"In post","2023","Commercial","Yorkshire and The Humber","SCS level","SCS level","15","15","111400","102650"
"In post","2023","Commercial","Yorkshire and The Humber","SEO/HEO","HEO","90","90","31760","31270"
"In post","2023","Commercial","Yorkshire and The Humber","SEO/HEO","SEO","160","155","39420","38210"
"In post","2023","Communications","East Midlands (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","EO","EO","15","15","28520","27600"
"In post","2023","Communications","East Midlands (England)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","G6/G7","G7","20","20","55270","55820"
"In post","2023","Communications","East Midlands (England)","SEO/HEO","HEO","35","35","33070","32950"
"In post","2023","Communications","East Midlands (England)","SEO/HEO","SEO","40","40","41730","42100"
"In post","2023","Communications","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","EO","EO","10","10","27950","28550"
"In post","2023","Communications","East of England","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","G6/G7","G7","10","10","54120","51920"
"In post","2023","Communications","East of England","SEO/HEO","HEO","25","25","34470","34140"
"In post","2023","Communications","East of England","SEO/HEO","SEO","15","15","41460","41340"
"In post","2023","Communications","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","AA/AO","AO","45","45","25580","25610"
"In post","2023","Communications","London","EO","EO","195","190","30430","30110"
"In post","2023","Communications","London","G6/G7","G6","205","200","70590","70650"
"In post","2023","Communications","London","G6/G7","G7","520","500","57720","56430"
"In post","2023","Communications","London","SCS level","SCS level","115","115","93510","86850"
"In post","2023","Communications","London","SEO/HEO","HEO","515","510","37110","36330"
"In post","2023","Communications","London","SEO/HEO","SEO","595","590","44490","43770"
"In post","2023","Communications","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","AA/AO","AO","15","10","22160","22220"
"In post","2023","Communications","North East (England)","EO","EO","20","20","26940","26940"
"In post","2023","Communications","North East (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Communications","North East (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","SEO/HEO","HEO","45","40","32830","32260"
"In post","2023","Communications","North East (England)","SEO/HEO","SEO","45","40","41020","41780"
"In post","2023","Communications","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","AA/AO","AO","10","10","22150","22020"
"In post","2023","Communications","North West (England)","EO","EO","45","40","27310","27140"
"In post","2023","Communications","North West (England)","G6/G7","G6","15","15","67680","67700"
"In post","2023","Communications","North West (England)","G6/G7","G7","45","40","53120","53030"
"In post","2023","Communications","North West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","SEO/HEO","HEO","90","85","32700","32650"
"In post","2023","Communications","North West (England)","SEO/HEO","SEO","75","70","40980","40790"
"In post","2023","Communications","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SEO/HEO","SEO","15","10","41060","41780"
"In post","2023","Communications","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","EO","EO","15","15","28780","27740"
"In post","2023","Communications","Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Communications","Scotland","G6/G7","G7","15","15","54710","52360"
"In post","2023","Communications","Scotland","SEO/HEO","HEO","40","40","35220","34720"
"In post","2023","Communications","Scotland","SEO/HEO","SEO","25","25","41690","41800"
"In post","2023","Communications","South East (England)","AA/AO","AO","30","30","22790","22220"
"In post","2023","Communications","South East (England)","EO","EO","70","65","28330","27470"
"In post","2023","Communications","South East (England)","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Communications","South East (England)","G6/G7","G7","25","25","55040","54440"
"In post","2023","Communications","South East (England)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","South East (England)","SEO/HEO","HEO","85","85","33890","33990"
"In post","2023","Communications","South East (England)","SEO/HEO","SEO","65","60","40800","41200"
"In post","2023","Communications","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","AA/AO","AO","25","20","22470","22220"
"In post","2023","Communications","South West (England)","EO","EO","55","50","27810","27470"
"In post","2023","Communications","South West (England)","G6/G7","G6","15","15","66260","67180"
"In post","2023","Communications","South West (England)","G6/G7","G7","35","35","52650","52600"
"In post","2023","Communications","South West (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","SEO/HEO","HEO","75","70","33020","33430"
"In post","2023","Communications","South West (England)","SEO/HEO","SEO","95","90","39630","39540"
"In post","2023","Communications","South West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","AA/AO","AO","20","20","22690","22500"
"In post","2023","Communications","Wales","EO","EO","55","50","27540","27260"
"In post","2023","Communications","Wales","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Communications","Wales","G6/G7","G7","45","45","53920","52410"
"In post","2023","Communications","Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","SEO/HEO","HEO","75","75","32910","31730"
"In post","2023","Communications","Wales","SEO/HEO","SEO","60","55","40750","40770"
"In post","2023","Communications","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","EO","EO","25","25","27250","27300"
"In post","2023","Communications","West Midlands (England)","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","G6/G7","G7","25","25","54200","54320"
"In post","2023","Communications","West Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","SEO/HEO","HEO","40","40","33360","33990"
"In post","2023","Communications","West Midlands (England)","SEO/HEO","SEO","40","40","41370","41510"
"In post","2023","Communications","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","EO","EO","15","15","27160","26940"
"In post","2023","Communications","Yorkshire and The Humber","G6/G7","G6","10","10","66210","68000"
"In post","2023","Communications","Yorkshire and The Humber","G6/G7","G7","30","30","53050","52060"
"In post","2023","Communications","Yorkshire and The Humber","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","SEO/HEO","HEO","50","45","35420","34170"
"In post","2023","Communications","Yorkshire and The Humber","SEO/HEO","SEO","75","70","42040","43250"
"In post","2023","Communications","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","AA/AO","AO","90","70","22100","21690"
"In post","2023","Counter Fraud","East Midlands (England)","EO","EO","395","365","28180","28120"
"In post","2023","Counter Fraud","East Midlands (England)","G6/G7","G6","25","25","71130","71300"
"In post","2023","Counter Fraud","East Midlands (England)","G6/G7","G7","55","55","57360","57970"
"In post","2023","Counter Fraud","East Midlands (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","SEO/HEO","HEO","305","290","34860","34700"
"In post","2023","Counter Fraud","East Midlands (England)","SEO/HEO","SEO","115","110","42310","42510"
"In post","2023","Counter Fraud","East of England","AA/AO","AA","10","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","AA/AO","AO","165","145","22970","22520"
"In post","2023","Counter Fraud","East of England","EO","EO","360","335","29700","29600"
"In post","2023","Counter Fraud","East of England","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","G6/G7","G7","10","10","55440","56870"
"In post","2023","Counter Fraud","East of England","SEO/HEO","HEO","150","140","35670","35000"
"In post","2023","Counter Fraud","East of England","SEO/HEO","SEO","35","35","41830","42510"
"In post","2023","Counter Fraud","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","AA/AO","AO","445","400","25690","25610"
"In post","2023","Counter Fraud","London","EO","EO","1345","1280","32480","32520"
"In post","2023","Counter Fraud","London","G6/G7","G6","115","105","74670","77100"
"In post","2023","Counter Fraud","London","G6/G7","G7","275","260","63100","65230"
"In post","2023","Counter Fraud","London","SCS level","SCS level","25","25","92890","84160"
"In post","2023","Counter Fraud","London","SEO/HEO","HEO","955","925","39460","39480"
"In post","2023","Counter Fraud","London","SEO/HEO","SEO","450","440","45500","45960"
"In post","2023","Counter Fraud","North East (England)","AA/AO","AO","130","110","21870","21690"
"In post","2023","Counter Fraud","North East (England)","EO","EO","625","580","28080","28120"
"In post","2023","Counter Fraud","North East (England)","G6/G7","G6","15","15","69780","70620"
"In post","2023","Counter Fraud","North East (England)","G6/G7","G7","65","65","57050","57970"
"In post","2023","Counter Fraud","North East (England)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","SEO/HEO","HEO","325","310","34690","34700"
"In post","2023","Counter Fraud","North East (England)","SEO/HEO","SEO","105","100","41810","42140"
"In post","2023","Counter Fraud","North West (England)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","AA/AO","AO","210","190","22240","22520"
"In post","2023","Counter Fraud","North West (England)","EO","EO","1105","1020","28230","28120"
"In post","2023","Counter Fraud","North West (England)","G6/G7","G6","60","55","70870","71300"
"In post","2023","Counter Fraud","North West (England)","G6/G7","G7","195","185","57230","57970"
"In post","2023","Counter Fraud","North West (England)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","SEO/HEO","HEO","705","670","34930","35000"
"In post","2023","Counter Fraud","North West (England)","SEO/HEO","SEO","290","275","42280","42510"
"In post","2023","Counter Fraud","Northern Ireland","AA/AO","AO","35","30","22520","22520"
"In post","2023","Counter Fraud","Northern Ireland","EO","EO","175","165","28240","28130"
"In post","2023","Counter Fraud","Northern Ireland","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","G6/G7","G7","30","30","57370","57970"
"In post","2023","Counter Fraud","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","SEO/HEO","HEO","140","135","35010","35000"
"In post","2023","Counter Fraud","Northern Ireland","SEO/HEO","SEO","65","60","42590","42510"
"In post","2023","Counter Fraud","Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","AA/AO","AO","285","255","21870","21690"
"In post","2023","Counter Fraud","Scotland","EO","EO","725","655","28290","28120"
"In post","2023","Counter Fraud","Scotland","G6/G7","G6","15","15","70950","71300"
"In post","2023","Counter Fraud","Scotland","G6/G7","G7","70","70","56800","57970"
"In post","2023","Counter Fraud","Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","SEO/HEO","HEO","375","355","34800","34700"
"In post","2023","Counter Fraud","Scotland","SEO/HEO","SEO","125","115","41940","42510"
"In post","2023","Counter Fraud","South East (England)","AA/AO","AO","310","270","24460","25610"
"In post","2023","Counter Fraud","South East (England)","EO","EO","570","525","29650","28130"
"In post","2023","Counter Fraud","South East (England)","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","G6/G7","G7","25","20","58120","57970"
