"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","30","25","36680","34300"
"In post","2023","Communications","West Midlands (England)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","West Midlands","G6/G7","20","15","56850","55780"
"In post","2023","Communications","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","West Midlands","SEO/HEO","40","40","38370","37960"
"In post","2023","Communications","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","SEO/HEO","15","15","36880","38050"
"In post","2023","Communications","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","G6/G7","15","15","54750","52060"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","South Yorkshire","SEO/HEO","60","55","39060","39730"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","G6/G7","20","20","58730","57970"
"In post","2023","Communications","Yorkshire and The Humber","West Yorkshire","SEO/HEO","45","40","40840","41100"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","75","60","22050","21690"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","EO","300","275","28150","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","80","75","61600","57970"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","400","380","37030","35000"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","10","10","22530","21690"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","65","60","28410","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","15","34300","34170"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","EO","30","30","28030","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","AA/AO","20","15","23500","23140"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","EO","70","65","30560","31280"
"In post","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","SEO/HEO","20","15","36780","37520"
"In post","2023","Counter Fraud","East of England","East Anglia","AA/AO","130","115","22430","22520"
"In post","2023","Counter Fraud","East of England","East Anglia","EO","195","180","28520","28130"
"In post","2023","Counter Fraud","East of England","East Anglia","G6/G7","15","15","60960","57970"
"In post","2023","Counter Fraud","East of England","East Anglia","SEO/HEO","135","130","36570","35000"
"In post","2023","Counter Fraud","East of England","Essex","AA/AO","20","20","25470","25610"
"In post","2023","Counter Fraud","East of England","Essex","EO","90","85","31550","31280"
"In post","2023","Counter Fraud","East of England","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Essex","SEO/HEO","35","30","38040","37520"
"In post","2023","Counter Fraud","London","Inner London - East","AA/AO","150","135","25980","26920"
"In post","2023","Counter Fraud","London","Inner London - East","EO","585","560","32800","32540"
"In post","2023","Counter Fraud","London","Inner London - East","G6/G7","165","160","65990","65230"
"In post","2023","Counter Fraud","London","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2023","Counter Fraud","London","Inner London - East","SEO/HEO","730","710","41750","39790"
"In post","2023","Counter Fraud","London","Inner London - West","AA/AO","20","15","25340","25610"
"In post","2023","Counter Fraud","London","Inner London - West","EO","75","70","29450","28370"
"In post","2023","Counter Fraud","London","Inner London - West","G6/G7","115","115","65670","65230"
"In post","2023","Counter Fraud","London","Inner London - West","SCS level","10","10","98950","85820"
"In post","2023","Counter Fraud","London","Inner London - West","SEO/HEO","160","155","40010","40000"
"In post","2023","Counter Fraud","London","Outer London - East and North East","AA/AO","205","180","25290","25610"
"In post","2023","Counter Fraud","London","Outer London - East and North East","EO","205","185","32490","32520"
"In post","2023","Counter Fraud","London","Outer London - East and North East","SEO/HEO","65","65","39810","39150"
"In post","2023","Counter Fraud","London","Outer London - South","AA/AO","60","55","26480","26920"
"In post","2023","Counter Fraud","London","Outer London - South","EO","375","355","32530","32520"
"In post","2023","Counter Fraud","London","Outer London - South","G6/G7","105","95","68170","65230"
"In post","2023","Counter Fraud","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","London","Outer London - South","SEO/HEO","415","400","41720","39790"
"In post","2023","Counter Fraud","London","Outer London - West and North West","AA/AO","15","10","24750","25610"
"In post","2023","Counter Fraud","London","Outer London - West and North West","EO","110","105","32610","32520"
"In post","2023","Counter Fraud","London","Outer London - West and North West","SEO/HEO","35","35","39810","39150"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","AA/AO","60","55","22160","22520"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","EO","490","465","28110","28120"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","G6/G7","80","75","59290","57970"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","410","390","36540","35000"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","AA/AO","70","55","21610","21690"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","EO","130","120","27950","28120"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Tees Valley and Durham","SEO/HEO","20","20","34810","34170"
"In post","2023","Counter Fraud","North West (England)","Cheshire","EO","20","15","28050","28120"
"In post","2023","Counter Fraud","North West (England)","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Cumbria","EO","20","15","28120","28120"
"In post","2023","Counter Fraud","North West (England)","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","AA/AO","90","80","22420","22520"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","EO","535","505","28200","28120"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","G6/G7","155","150","60490","57970"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Greater Manchester","SEO/HEO","600","565","37290","35000"
"In post","2023","Counter Fraud","North West (England)","Lancashire","AA/AO","20","20","21730","21690"
"In post","2023","Counter Fraud","North West (England)","Lancashire","EO","155","140","28130","28120"
"In post","2023","Counter Fraud","North West (England)","Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Lancashire","SEO/HEO","45","40","35930","34170"
"In post","2023","Counter Fraud","North West (England)","Merseyside","AA/AO","100","90","22170","22520"
"In post","2023","Counter Fraud","North West (England)","Merseyside","EO","375","345","28330","28120"
"In post","2023","Counter Fraud","North West (England)","Merseyside","G6/G7","90","80","60650","57970"
"In post","2023","Counter Fraud","North West (England)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Merseyside","SEO/HEO","345","325","36940","35000"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","AA/AO","35","30","22520","22520"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","EO","175","165","28240","28130"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","G6/G7","35","35","59860","57970"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Northern Ireland","SEO/HEO","205","195","37380","35000"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","AA/AO","30","25","22180","22520"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","EO","210","190","28350","28120"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","G6/G7","25","20","59830","57970"
"In post","2023","Counter Fraud","Scotland","Eastern Scotland","SEO/HEO","135","130","36590","35000"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","EO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","EO","15","10","28120","28120"
"In post","2023","Counter Fraud","Scotland","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","AA/AO","150","135","21680","21690"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","EO","110","100","28270","28120"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Southern Scotland","SEO/HEO","35","35","36090","34700"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","AA/AO","110","100","22080","21690"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","EO","385","350","28270","28120"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","G6/G7","55","55","59490","57970"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","West Central Scotland","SEO/HEO","325","305","36630","35000"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","35","30","24300","25050"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","100","95","30760","31280"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","50","50","38860","38160"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","AA/AO","55","45","21780","21690"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","EO","135","120","28160","28120"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","G6/G7","20","20","61230","57970"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","SEO/HEO","80","80","37170","35000"
"In post","2023","Counter Fraud","South East (England)","Kent","AA/AO","190","175","25430","25610"
"In post","2023","Counter Fraud","South East (England)","Kent","EO","210","195","30470","31280"
"In post","2023","Counter Fraud","South East (England)","Kent","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Kent","SEO/HEO","105","100","37780","37240"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","AA/AO","25","20","23490","22710"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","EO","125","115","29020","28120"
"In post","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","SEO/HEO","75","70","37070","37520"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","EO","40","35","28200","28120"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","15","15","34990","34170"
"In post","2023","Counter Fraud","South West (England)","Devon","AA/AO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Devon","EO","80","65","28010","28120"
"In post","2023","Counter Fraud","South West (England)","Devon","SEO/HEO","25","25","35600","34170"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","EO","100","90","28120","28120"
"In post","2023","Counter Fraud","South West (England)","Dorset and Somerset","SEO/HEO","45","40","34770","34170"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","40","35","22100","21690"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","210","195","28350","28130"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","80","70","60910","57970"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","190","180","37430","35000"
"In post","2023","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","SEO/HEO","10","10","34800","33020"
"In post","2023","Counter Fraud","Wales","East Wales","AA/AO","130","110","22570","22520"
"In post","2023","Counter Fraud","Wales","East Wales","EO","245","225","27730","28120"
"In post","2023","Counter Fraud","Wales","East Wales","G6/G7","45","45","58930","57970"
"In post","2023","Counter Fraud","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","East Wales","SEO/HEO","245","235","36670","35000"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","AA/AO","100","95","21680","21690"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","EO","210","185","28290","28120"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","West Wales and The Valleys","SEO/HEO","90","85","34910","34170"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","45","40","28170","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","15","15","35400","34170"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","AA/AO","10","10","21640","21690"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","EO","65","55","28370","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","20","20","35720","34170"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","AA/AO","125","100","22210","22520"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","EO","495","460","28300","28120"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","G6/G7","75","70","60270","57970"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","West Midlands","SEO/HEO","450","430","36620","35000"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","20","20","21690","21690"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","95","85","28150","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","15","15","34470","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","EO","35","30","28030","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","SEO/HEO","60","60","35170","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","AA/AO","15","10","21660","21690"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","EO","95","85","28150","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","SEO/HEO","30","30","35840","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","AA/AO","125","105","22290","22520"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","EO","420","390","28220","28130"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","G6/G7","100","100","60760","57970"
"In post","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","SEO/HEO","410","395","37390","35000"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","380","350","22760","22520"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","EO","55","50","28340","28120"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","185","155","21680","21690"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","25","20","28060","28120"
"In post","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","AA/AO","95","75","24970","25610"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","EO","20","20","32160","32520"
"In post","2023","Debt","East of England","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East of England","East Anglia","AA/AO","15","15","22520","22520"
"In post","2023","Debt","East of England","East Anglia","EO","15","15","29120","29730"
"In post","2023","Debt","East of England","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","Inner London - East","AA/AO","275","245","26700","26920"
"In post","2023","Debt","London","Inner London - East","EO","95","90","32480","32540"
"In post","2023","Debt","London","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","Inner London - East","SEO/HEO","20","20","42040","40930"
"In post","2023","Debt","London","Inner London - West","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","London","Outer London - South","AA/AO","150","135","26890","26920"
"In post","2023","Debt","London","Outer London - South","EO","60","55","33080","33480"
"In post","2023","Debt","London","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","Outer London - South","SEO/HEO","10","10","43000","42060"
"In post","2023","Debt","London","Outer London - West and North West","AA/AO","10","10","25610","25610"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","AA/AO","840","750","22180","22520"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","EO","145","135","28030","28120"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","35","30","36230","34400"
"In post","2023","Debt","North East (England)","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2023","Debt","North East (England)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","AA/AO","210","185","21640","21690"
"In post","2023","Debt","North West (England)","Greater Manchester","EO","45","45","28090","28120"
"In post","2023","Debt","North West (England)","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Greater Manchester","SEO/HEO","15","15","34240","34170"
"In post","2023","Debt","North West (England)","Lancashire","AA/AO","30","25","21650","21690"
"In post","2023","Debt","North West (England)","Lancashire","EO","15","10","28370","28130"
"In post","2023","Debt","North West (England)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","North West (England)","Merseyside","AA/AO","325","300","22530","22520"
"In post","2023","Debt","North West (England)","Merseyside","EO","65","65","28360","28130"
"In post","2023","Debt","North West (England)","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","Merseyside","SEO/HEO","35","35","38190","36750"
"In post","2023","Debt","Northern Ireland","Northern Ireland","EO","10","10","28400","28130"
"In post","2023","Debt","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","Eastern Scotland","AA/AO","375","350","22520","22520"
"In post","2023","Debt","Scotland","Eastern Scotland","EO","70","65","28410","28130"
"In post","2023","Debt","Scotland","Eastern Scotland","SEO/HEO","10","10","37500","35000"
"In post","2023","Debt","Scotland","Highlands and Islands","AA/AO","95","85","21660","21690"
"In post","2023","Debt","Scotland","Highlands and Islands","EO","15","15","28120","28120"
"In post","2023","Debt","Scotland","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","Southern Scotland","AA/AO","360","330","22520","22520"
"In post","2023","Debt","Scotland","Southern Scotland","EO","50","45","28170","28130"
"In post","2023","Debt","Scotland","Southern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","Southern Scotland","SEO/HEO","25","20","36770","35000"
"In post","2023","Debt","Scotland","West Central Scotland","AA/AO","355","310","22420","22520"
"In post","2023","Debt","Scotland","West Central Scotland","EO","85","75","28380","28130"
"In post","2023","Debt","Scotland","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Scotland","West Central Scotland","SEO/HEO","40","35","37380","35000"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","10","10","26480","26920"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","10","5","[c]","[c]"
"In post","2023","Debt","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","EO","10","10","28810","28130"
"In post","2023","Debt","South East (England)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","AA/AO","15","10","22520","22520"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","EO","20","15","29650","29730"
"In post","2023","Debt","South East (England)","Surrey, East and West Sussex","SEO/HEO","10","5","38570","36990"
"In post","2023","Debt","South West (England)","Dorset and Somerset","AA/AO","115","95","21680","21690"
"In post","2023","Debt","South West (England)","Dorset and Somerset","EO","20","20","27970","28120"
"In post","2023","Debt","South West (England)","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","29080","29730"
"In post","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Wales","East Wales","AA/AO","260","240","22520","22520"
"In post","2023","Debt","Wales","East Wales","EO","130","130","28070","28130"
"In post","2023","Debt","Wales","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Wales","East Wales","SEO/HEO","35","35","36390","35000"
"In post","2023","Debt","Wales","West Wales and The Valleys","AA/AO","70","65","21680","21690"
"In post","2023","Debt","Wales","West Wales and The Valleys","EO","10","10","28120","28120"
"In post","2023","Debt","Wales","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","145","115","21640","21690"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","20","20","27980","28120"
"In post","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","EO","10","5","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","10","10","39520","42140"
"In post","2023","Debt","West Midlands (England)","West Midlands","AA/AO","870","785","22120","22520"
