"Status","Year","Age","Function_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Debt","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","West Yorkshire","Outside London","15","15","22430","22520"
"In post","2023","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Devon","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","19540","19460"
"In post","2023","16-19","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Finance","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Inner London - West","London","10","10","[c]","[c]"
"In post","2023","16-19","Legal","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Legal","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","No function","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","22820","23230"
"In post","2023","16-19","No function","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","No function","Derbyshire and Nottinghamshire","Outside London","35","30","24900","23230"
"In post","2023","16-19","No function","Devon","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","No function","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","No function","East Anglia","Outside London","40","35","24440","23230"
"In post","2023","16-19","No function","East Wales","Outside London","40","40","22030","22520"
"In post","2023","16-19","No function","East Yorkshire and Northern Lincolnshire","Outside London","15","15","26220","28880"
"In post","2023","16-19","No function","Eastern Scotland","Outside London","15","15","23400","23190"
"In post","2023","16-19","No function","Essex","Outside London","15","15","24620","22400"
"In post","2023","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","90","90","20540","18780"
"In post","2023","16-19","No function","Greater Manchester","Outside London","30","30","24540","22520"
"In post","2023","16-19","No function","Hampshire and Isle of Wight","Outside London","40","40","22850","22310"
"In post","2023","16-19","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","No function","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Inner London - East","London","10","10","[c]","[c]"
"In post","2023","16-19","No function","Inner London - West","London","25","25","28520","28770"
"In post","2023","16-19","No function","Kent","Outside London","50","50","24100","22400"
"In post","2023","16-19","No function","Lancashire","Outside London","25","25","24010","23230"
"In post","2023","16-19","No function","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","25890","28120"
"In post","2023","16-19","No function","Lincolnshire","Outside London","10","10","25350","23650"
"In post","2023","16-19","No function","Merseyside","Outside London","40","35","22900","22400"
"In post","2023","16-19","No function","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","No function","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","No function","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Northumberland, and Tyne and Wear","Outside London","25","25","22500","22520"
"In post","2023","16-19","No function","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Outer London - South","London","10","10","26950","26920"
"In post","2023","16-19","No function","Outer London - West and North West","London","20","20","26720","26400"
"In post","2023","16-19","No function","Shropshire and Staffordshire","Outside London","20","20","23860","23230"
"In post","2023","16-19","No function","South Yorkshire","Outside London","15","15","23030","22400"
"In post","2023","16-19","No function","Southern Scotland","Outside London","15","15","20530","21090"
"In post","2023","16-19","No function","Surrey, East and West Sussex","Outside London","15","15","26050","25340"
"In post","2023","16-19","No function","Tees Valley and Durham","Outside London","25","25","24830","23230"
"In post","2023","16-19","No function","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","West Central Scotland","Outside London","15","15","22580","22400"
"In post","2023","16-19","No function","West Midlands","Outside London","40","35","23340","22500"
"In post","2023","16-19","No function","West Wales and The Valleys","Outside London","85","75","20760","20390"
"In post","2023","16-19","No function","West Yorkshire","Outside London","45","45","24990","23230"
"In post","2023","16-19","Project Delivery","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Devon","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","20","18770","18280"
"In post","2023","16-19","Project Delivery","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","23520","23280"
"In post","2023","16-19","Property","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Wales","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Eastern Scotland","Outside London","15","15","23270","22760"
"In post","2023","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","20980","19430"
"In post","2023","16-19","Unknown","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Southern Scotland","Outside London","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","West Central Scotland","Outside London","20","20","22650","22180"
"In post","2023","16-19","Unknown","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Derbyshire and Nottinghamshire","Outside London","20","20","33340","33290"
"In post","2023","20-29","Analysis","Devon","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Dorset and Somerset","Outside London","20","20","28000","25970"
"In post","2023","20-29","Analysis","East Anglia","Outside London","55","55","27910","26660"
"In post","2023","20-29","Analysis","East Wales","Outside London","355","350","34080","31560"
"In post","2023","20-29","Analysis","Eastern Scotland","Outside London","15","15","35200","34110"
"In post","2023","20-29","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","225","220","32980","30650"
"In post","2023","20-29","Analysis","Greater Manchester","Outside London","220","220","36570","34700"
"In post","2023","20-29","Analysis","Hampshire and Isle of Wight","Outside London","355","350","34320","31560"
"In post","2023","20-29","Analysis","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Inner London - East","London","360","360","39580","39110"
"In post","2023","20-29","Analysis","Inner London - West","London","1515","1505","40990","38660"
"In post","2023","20-29","Analysis","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Merseyside","Outside London","50","50","36600","34400"
"In post","2023","20-29","Analysis","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Northumberland, and Tyne and Wear","Outside London","60","60","34910","34400"
"In post","2023","20-29","Analysis","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Outer London - South","London","50","50","39430","38250"
"In post","2023","20-29","Analysis","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","South Yorkshire","Outside London","85","80","37240","34170"
"In post","2023","20-29","Analysis","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Tees Valley and Durham","Outside London","70","70","31030","31560"
"In post","2023","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","West Central Scotland","Outside London","25","25","33210","33020"
"In post","2023","20-29","Analysis","West Midlands","Outside London","60","60","34790","33950"
"In post","2023","20-29","Analysis","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","West Yorkshire","Outside London","100","100","36230","34170"
"In post","2023","20-29","Commercial","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","32630","29140"
"In post","2023","20-29","Commercial","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Derbyshire and Nottinghamshire","Outside London","15","15","29400","28080"
"In post","2023","20-29","Commercial","Devon","Outside London","15","15","33330","30930"
"In post","2023","20-29","Commercial","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","East Anglia","Outside London","20","20","35390","33910"
"In post","2023","20-29","Commercial","East Wales","Outside London","25","25","30950","31640"
"In post","2023","20-29","Commercial","Eastern Scotland","Outside London","15","15","31440","29910"
"In post","2023","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","320","320","31820","31920"
"In post","2023","20-29","Commercial","Greater Manchester","Outside London","80","80","36010","33760"
"In post","2023","20-29","Commercial","Hampshire and Isle of Wight","Outside London","45","45","29720","27470"
"In post","2023","20-29","Commercial","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Inner London - East","London","45","45","35770","33230"
"In post","2023","20-29","Commercial","Inner London - West","London","305","305","42590","38640"
"In post","2023","20-29","Commercial","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Merseyside","Outside London","30","30","34440","32110"
"In post","2023","20-29","Commercial","North Yorkshire","Outside London","15","15","35160","30320"
"In post","2023","20-29","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Outer London - South","London","15","15","40720","36000"
"In post","2023","20-29","Commercial","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Shropshire and Staffordshire","Outside London","15","15","33570","28840"
"In post","2023","20-29","Commercial","South Yorkshire","Outside London","20","20","35080","38300"
"In post","2023","20-29","Commercial","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Tees Valley and Durham","Outside London","10","10","30560","30330"
"In post","2023","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","West Central Scotland","Outside London","40","40","31710","31570"
"In post","2023","20-29","Commercial","West Midlands","Outside London","30","30","37040","31650"
"In post","2023","20-29","Commercial","West Wales and The Valleys","Outside London","15","15","28270","26780"
"In post","2023","20-29","Commercial","West Yorkshire","Outside London","45","45","36590","31940"
"In post","2023","20-29","Communications","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","29970","29140"
"In post","2023","20-29","Communications","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Derbyshire and Nottinghamshire","Outside London","15","15","30890","31270"
"In post","2023","20-29","Communications","Devon","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","East Wales","Outside London","30","25","32260","31160"
"In post","2023","20-29","Communications","Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","30","30","33160","32080"
"In post","2023","20-29","Communications","Greater Manchester","Outside London","20","20","33050","32070"
"In post","2023","20-29","Communications","Hampshire and Isle of Wight","Outside London","20","20","33020","31060"
"In post","2023","20-29","Communications","Inner London - East","London","25","25","35720","35910"
"In post","2023","20-29","Communications","Inner London - West","London","545","545","38610","37790"
"In post","2023","20-29","Communications","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Communications","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Northumberland, and Tyne and Wear","Outside London","15","15","31150","32260"
"In post","2023","20-29","Communications","Outer London - South","London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Communications","South Yorkshire","Outside London","10","10","35170","35080"
"In post","2023","20-29","Communications","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Communications","West Midlands","Outside London","15","15","32770","31350"
"In post","2023","20-29","Communications","West Wales and The Valleys","Outside London","10","10","30910","27020"
"In post","2023","20-29","Communications","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","29740","29710"
"In post","2023","20-29","Counter Fraud","Cheshire","Outside London","[c]","[c]","[c]","[c]"
