"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Unknown","AA/AO","Male","85","75","27280","25620"
"In post","2023","65+","Unknown","EO","Female","40","30","30930","30610"
"In post","2023","65+","Unknown","EO","Male","55","45","31920","31940"
"In post","2023","65+","Unknown","G6/G7","Female","30","20","[c]","[c]"
"In post","2023","65+","Unknown","G6/G7","Male","95","70","64500","64330"
"In post","2023","65+","Unknown","SCS level","Female","10","5","[c]","[c]"
"In post","2023","65+","Unknown","SCS level","Male","10","5","[c]","[c]"
"In post","2023","65+","Unknown","SEO/HEO","Female","75","55","43100","39690"
"In post","2023","65+","Unknown","SEO/HEO","Male","95","75","43980","42670"
"In post","2023","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","EO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","No function","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","No function","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","AA/AO","Female","70","[c]","21950","21780"
"Leaver CS","2023","16-19","No function","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","AA/AO","Female","80","[c]","21960","22140"
"Leaver CS","2023","20-29","Analysis","AA/AO","Male","120","[c]","21390","19860"
"Leaver CS","2023","20-29","Analysis","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","EO","Male","40","[c]","27830","27840"
"Leaver CS","2023","20-29","Analysis","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","SEO/HEO","Female","70","[c]","34450","33710"
"Leaver CS","2023","20-29","Analysis","SEO/HEO","Male","135","[c]","34100","32880"
"Leaver CS","2023","20-29","Commercial","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","SEO/HEO","Female","40","[c]","34800","33990"
"Leaver CS","2023","20-29","Commercial","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","SEO/HEO","Female","45","[c]","37680","37900"
"Leaver CS","2023","20-29","Communications","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","AA/AO","Female","115","[c]","21750","21690"
"Leaver CS","2023","20-29","Debt","AA/AO","Male","105","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","AA/AO","Female","30","[c]","20680","19080"
"Leaver CS","2023","20-29","Digital, Data & Technology","AA/AO","Male","35","[c]","20540","20660"
"Leaver CS","2023","20-29","Digital, Data & Technology","EO","Female","40","[c]","27060","27140"
"Leaver CS","2023","20-29","Digital, Data & Technology","EO","Male","90","[c]","28050","27500"
"Leaver CS","2023","20-29","Digital, Data & Technology","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","SEO/HEO","Female","85","[c]","35360","34850"
"Leaver CS","2023","20-29","Digital, Data & Technology","SEO/HEO","Male","160","[c]","36610","36180"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","SEO/HEO","Male","45","[c]","36080","34930"
"Leaver CS","2023","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AA/AO","Female","50","[c]","21810","21690"
"Leaver CS","2023","20-29","Human Resources","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","EO","Female","45","[c]","25270","25830"
"Leaver CS","2023","20-29","Human Resources","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","SEO/HEO","Female","40","[c]","34940","35310"
"Leaver CS","2023","20-29","Human Resources","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AA/AO","Female","65","[c]","22730","22870"
"Leaver CS","2023","20-29","Legal","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","EO","Female","55","[c]","27660","27760"
"Leaver CS","2023","20-29","Legal","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","AA/AO","Female","2350","[c]","22210","21780"
"Leaver CS","2023","20-29","No function","AA/AO","Male","1905","[c]","22170","21780"
"Leaver CS","2023","20-29","No function","EO","Female","1000","[c]","28530","28120"
"Leaver CS","2023","20-29","No function","EO","Male","700","[c]","28350","27960"
"Leaver CS","2023","20-29","No function","G6/G7","Female","105","[c]","55450","54000"
"Leaver CS","2023","20-29","No function","G6/G7","Male","95","[c]","55460","54130"
"Leaver CS","2023","20-29","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","No function","SCS level","Male","[c]","[c]","[c]","[c]"
