"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Declared non-disabled","HM Land Registry","Operational Delivery","30","[c]","32240","33840"
"Leaver CS","2023","65+","Declared non-disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Operational Delivery","190","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Property","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Revenue and Customs","Tax","65","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Operational Delivery","150","[c]","27320","26400"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Finance","30","[c]","37630","34640"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Human Resources","110","[c]","29840","26670"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Operational Delivery","45","[c]","28940","27180"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Other","45","[c]","24800","21320"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Property","30","[c]","31510","33300"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Science and Engineering","45","[c]","35220","35550"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Security","60","[c]","27720","22230"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Operational Delivery","405","[c]","23930","21780"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Ministry of Justice","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","National Crime Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Scottish Government","Unknown","50","[c]","41880","31940"
"Leaver CS","2023","65+","Declared non-disabled","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","Operational Delivery","45","[c]","23790","21200"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Transport","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Work and Pensions","Counter Fraud","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Work and Pensions","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department of Health and Social Care","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Revenue and Customs","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Defence","Security","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Operational Delivery","110","[c]","25350","21780"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Ministry of Justice","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Transport","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Work and Pensions","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Foreign, Commonwealth and Development Office","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Operational Delivery","95","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HM Revenue and Customs","Tax","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Home Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Human Resources","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Medicine","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Other","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Security","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Justice","Operational Delivery","40","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","National Crime Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","Operational Delivery","45","[c]","32020","31970"
"Leaver CS","2023","65+","Unknown","Scottish Government","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Scottish Government","Unknown","30","[c]","35500","31940"
"Leaver CS","2023","65+","Unknown","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","UK Statistics Authority","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
