"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","London","Heterosexual / straight","145","140","47620","43650"
"In post","2023","40-49","Property","London","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Property","London","Undeclared","25","20","[c]","[c]"
"In post","2023","40-49","Property","London","Unknown","50","50","42160","39420"
"In post","2023","40-49","Property","Outside London","Heterosexual / straight","905","880","39420","36590"
"In post","2023","40-49","Property","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","40-49","Property","Outside London","Undeclared","105","95","37910","35020"
"In post","2023","40-49","Property","Outside London","Unknown","190","180","35750","32260"
"In post","2023","40-49","Property","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","40-49","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Outside London","Heterosexual / straight","250","235","46990","50000"
"In post","2023","40-49","Psychology","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Psychology","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Psychology","Outside London","Unknown","55","50","46320","48640"
"In post","2023","40-49","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","Heterosexual / straight","160","155","53710","54450"
"In post","2023","40-49","Science and Engineering","London","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","Unknown","60","60","51270","46000"
"In post","2023","40-49","Science and Engineering","Outside London","Heterosexual / straight","1755","1685","45830","44120"
"In post","2023","40-49","Science and Engineering","Outside London","LGBO","65","65","43050","41230"
"In post","2023","40-49","Science and Engineering","Outside London","Undeclared","250","235","45910","43400"
"In post","2023","40-49","Science and Engineering","Outside London","Unknown","480","455","45750","45720"
"In post","2023","40-49","Science and Engineering","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","London","Heterosexual / straight","260","255","48640","43750"
"In post","2023","40-49","Security","London","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Security","London","Undeclared","30","30","51160","45400"
"In post","2023","40-49","Security","London","Unknown","60","60","51170","44880"
"In post","2023","40-49","Security","Outside London","Heterosexual / straight","1135","1120","34850","34170"
"In post","2023","40-49","Security","Outside London","LGBO","45","45","36510","38470"
"In post","2023","40-49","Security","Outside London","Undeclared","190","190","36710","39830"
"In post","2023","40-49","Security","Outside London","Unknown","265","260","36470","35160"
"In post","2023","40-49","Security","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","London","Heterosexual / straight","90","85","59790","61530"
"In post","2023","40-49","Social Research","London","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Social Research","London","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Social Research","London","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Social Research","Outside London","Heterosexual / straight","145","130","46270","41920"
"In post","2023","40-49","Social Research","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Social Research","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Social Research","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","40-49","Statistics","London","Heterosexual / straight","180","170","58630","58660"
"In post","2023","40-49","Statistics","London","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Statistics","London","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Statistics","London","Unknown","20","15","[c]","[c]"
"In post","2023","40-49","Statistics","Outside London","Heterosexual / straight","280","260","48940","51060"
"In post","2023","40-49","Statistics","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Statistics","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Statistics","Outside London","Unknown","45","45","48230","48410"
"In post","2023","40-49","Tax","London","Heterosexual / straight","245","235","47720","39960"
"In post","2023","40-49","Tax","London","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Tax","London","Undeclared","30","30","[c]","[c]"
"In post","2023","40-49","Tax","London","Unknown","115","110","43870","39790"
"In post","2023","40-49","Tax","Outside London","Heterosexual / straight","2045","1965","39870","35000"
"In post","2023","40-49","Tax","Outside London","LGBO","125","120","38570","35000"
"In post","2023","40-49","Tax","Outside London","Undeclared","245","235","43250","35070"
"In post","2023","40-49","Tax","Outside London","Unknown","815","775","34340","34700"
"In post","2023","40-49","Unknown","London","Heterosexual / straight","655","625","58680","56450"
"In post","2023","40-49","Unknown","London","LGBO","65","65","65740","65480"
"In post","2023","40-49","Unknown","London","Undeclared","155","145","56920","55590"
"In post","2023","40-49","Unknown","London","Unknown","185","175","59380","56430"
"In post","2023","40-49","Unknown","Outside London","Heterosexual / straight","3775","3615","46680","42140"
"In post","2023","40-49","Unknown","Outside London","LGBO","245","240","47310","42860"
"In post","2023","40-49","Unknown","Outside London","Undeclared","290","280","48250","43330"
"In post","2023","40-49","Unknown","Outside London","Unknown","1650","1570","40580","34730"
"In post","2023","40-49","Unknown","Overseas","Heterosexual / straight","55","55","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","Outside London","Heterosexual / straight","110","105","44850","38920"
"In post","2023","40-49","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Veterinarian","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Commercial","London","Heterosexual / straight","340","335","66530","57180"
"In post","2023","50-59","Commercial","London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Commercial","London","Undeclared","45","45","64180","58430"
"In post","2023","50-59","Commercial","London","Unknown","85","85","64740","56540"
"In post","2023","50-59","Commercial","Outside London","Heterosexual / straight","1215","1180","48570","42620"
"In post","2023","50-59","Commercial","Outside London","LGBO","35","35","47060","41750"
"In post","2023","50-59","Commercial","Outside London","Undeclared","165","160","44020","42620"
"In post","2023","50-59","Commercial","Outside London","Unknown","195","190","50560","43480"
"In post","2023","50-59","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","London","Heterosexual / straight","185","180","51970","47870"
"In post","2023","50-59","Communications","London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Communications","London","Undeclared","30","30","54510","50080"
"In post","2023","50-59","Communications","London","Unknown","40","40","52020","51820"
"In post","2023","50-59","Communications","Outside London","Heterosexual / straight","370","360","40050","37590"
"In post","2023","50-59","Communications","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Communications","Outside London","Undeclared","65","65","36800","33930"
"In post","2023","50-59","Communications","Outside London","Unknown","65","60","40150","37700"
"In post","2023","50-59","Corporate Finance","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","London","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","London","Heterosexual / straight","400","385","39180","34370"
"In post","2023","50-59","Counter Fraud","London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","London","Undeclared","80","75","39060","35770"
"In post","2023","50-59","Counter Fraud","London","Unknown","135","130","37030","34380"
"In post","2023","50-59","Counter Fraud","Outside London","Heterosexual / straight","1730","1620","30920","28120"
"In post","2023","50-59","Counter Fraud","Outside London","LGBO","65","65","32400","28120"
"In post","2023","50-59","Counter Fraud","Outside London","Undeclared","280","260","30210","28120"
"In post","2023","50-59","Counter Fraud","Outside London","Unknown","465","435","31470","28120"
"In post","2023","50-59","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","London","Heterosexual / straight","855","845","53750","52020"
"In post","2023","50-59","Digital, Data and Technology","London","LGBO","35","35","59670","56770"
"In post","2023","50-59","Digital, Data and Technology","London","Undeclared","135","135","51520","47830"
"In post","2023","50-59","Digital, Data and Technology","London","Unknown","185","180","53990","50980"
"In post","2023","50-59","Digital, Data and Technology","Outside London","Heterosexual / straight","3375","3295","45330","41800"
"In post","2023","50-59","Digital, Data and Technology","Outside London","LGBO","100","100","44490","39500"
"In post","2023","50-59","Digital, Data and Technology","Outside London","Undeclared","570","560","44050","41000"
"In post","2023","50-59","Digital, Data and Technology","Outside London","Unknown","710","690","46360","41780"
"In post","2023","50-59","Digital, Data and Technology","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","London","Heterosexual / straight","55","50","75280","73440"
"In post","2023","50-59","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","London","Undeclared","15","10","[c]","[c]"
"In post","2023","50-59","Economics","London","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Economics","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","50-59","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Finance","London","Heterosexual / straight","540","530","53360","47420"
"In post","2023","50-59","Finance","London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Finance","London","Undeclared","65","65","49850","47050"
"In post","2023","50-59","Finance","London","Unknown","95","90","53590","46460"
"In post","2023","50-59","Finance","Outside London","Heterosexual / straight","1730","1665","43440","39650"
"In post","2023","50-59","Finance","Outside London","LGBO","40","35","40170","35000"
"In post","2023","50-59","Finance","Outside London","Undeclared","245","235","42100","38470"
"In post","2023","50-59","Finance","Outside London","Unknown","220","210","39600","34990"
"In post","2023","50-59","Finance","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","Outside London","Heterosexual / straight","70","65","33760","34370"
"In post","2023","50-59","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Geography","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","50-59","Human Resources","London","Heterosexual / straight","655","640","52190","47220"
"In post","2023","50-59","Human Resources","London","LGBO","35","35","59180","56430"
"In post","2023","50-59","Human Resources","London","Undeclared","70","70","49160","45550"
"In post","2023","50-59","Human Resources","London","Unknown","80","80","50560","44240"
"In post","2023","50-59","Human Resources","Outside London","Heterosexual / straight","2470","2395","39130","34640"
"In post","2023","50-59","Human Resources","Outside London","LGBO","65","60","39220","35540"
"In post","2023","50-59","Human Resources","Outside London","Undeclared","280","275","35810","33830"
"In post","2023","50-59","Human Resources","Outside London","Unknown","260","255","37780","34170"
"In post","2023","50-59","Human Resources","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Overseas","Unknown","55","55","59780","58630"
"In post","2023","50-59","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","London","Heterosexual / straight","35","35","65410","52750"
"In post","2023","50-59","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","London","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","Outside London","Heterosexual / straight","365","355","68560","77470"
"In post","2023","50-59","Inspector of Education and Training","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","London","Heterosexual / straight","220","215","42450","38680"
"In post","2023","50-59","Intelligence Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","London","Undeclared","50","45","38430","36240"
"In post","2023","50-59","Intelligence Analysis","London","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Outside London","Heterosexual / straight","415","400","31500","28480"
"In post","2023","50-59","Intelligence Analysis","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Outside London","Undeclared","80","80","31600","28730"
"In post","2023","50-59","Intelligence Analysis","Outside London","Unknown","45","45","30080","27650"
"In post","2023","50-59","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","Heterosexual / straight","55","50","60410","55240"
"In post","2023","50-59","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Outside London","Heterosexual / straight","155","150","48480","46110"
"In post","2023","50-59","Internal Audit","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","50-59","Internal Audit","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Internal Audit","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","London","Heterosexual / straight","130","125","58590","55500"
"In post","2023","50-59","International Trade","London","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","London","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","International Trade","London","Unknown","40","35","51230","44680"
"In post","2023","50-59","International Trade","Outside London","Heterosexual / straight","125","120","45970","42550"
"In post","2023","50-59","International Trade","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","International Trade","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","Outside London","Unknown","45","45","44890","43320"
"In post","2023","50-59","International Trade","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","London","Heterosexual / straight","150","145","41520","36360"
"In post","2023","50-59","Knowledge and Information Management","London","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","London","Undeclared","30","25","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","London","Unknown","45","45","41430","36930"
"In post","2023","50-59","Knowledge and Information Management","Outside London","Heterosexual / straight","390","380","33500","31140"
"In post","2023","50-59","Knowledge and Information Management","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Outside London","Undeclared","85","85","35080","32640"
"In post","2023","50-59","Knowledge and Information Management","Outside London","Unknown","50","45","34350","31330"
"In post","2023","50-59","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","London","Heterosexual / straight","690","660","63860","63990"
"In post","2023","50-59","Legal","London","LGBO","60","55","67730","68780"
"In post","2023","50-59","Legal","London","Undeclared","105","105","61740","63140"
"In post","2023","50-59","Legal","London","Unknown","265","250","62150","63500"
"In post","2023","50-59","Legal","Outside London","Heterosexual / straight","1365","1280","52120","53750"
"In post","2023","50-59","Legal","Outside London","LGBO","45","40","53840","56450"
"In post","2023","50-59","Legal","Outside London","Undeclared","185","170","45860","45450"
"In post","2023","50-59","Legal","Outside London","Unknown","500","460","51990","56450"
"In post","2023","50-59","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","London","Heterosexual / straight","55","50","73070","70170"
"In post","2023","50-59","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","London","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","London","Unknown","25","20","[c]","[c]"
"In post","2023","50-59","Medicine","Outside London","Heterosexual / straight","435","390","60110","47670"
"In post","2023","50-59","Medicine","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","Outside London","Undeclared","80","70","63760","49480"
"In post","2023","50-59","Medicine","Outside London","Unknown","95","80","60050","46750"
"In post","2023","50-59","Medicine","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","London","Heterosexual / straight","6615","6325","37370","32520"
"In post","2023","50-59","Operational Delivery","London","LGBO","265","260","39840","33870"
"In post","2023","50-59","Operational Delivery","London","Undeclared","1120","1065","36230","32520"
"In post","2023","50-59","Operational Delivery","London","Unknown","1770","1655","34260","32160"
"In post","2023","50-59","Operational Delivery","Outside London","Heterosexual / straight","47895","44235","30540","28120"
"In post","2023","50-59","Operational Delivery","Outside London","LGBO","1830","1735","30730","28120"
"In post","2023","50-59","Operational Delivery","Outside London","Undeclared","7015","6410","29740","28120"
"In post","2023","50-59","Operational Delivery","Outside London","Unknown","12385","11115","28460","27480"
"In post","2023","50-59","Operational Delivery","Overseas","Heterosexual / straight","80","80","47670","47380"
"In post","2023","50-59","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Unknown","Heterosexual / straight","130","120","35360","28680"
"In post","2023","50-59","Operational Delivery","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Operational Delivery","Unknown","Undeclared","35","30","29230","27880"
"In post","2023","50-59","Operational Delivery","Unknown","Unknown","35","30","34760","34630"
"In post","2023","50-59","Operational Research","London","Heterosexual / straight","30","30","60620","59150"
"In post","2023","50-59","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","London","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","London","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","Outside London","Heterosexual / straight","80","75","46820","49260"
"In post","2023","50-59","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Other","London","Heterosexual / straight","445","435","45340","36310"
"In post","2023","50-59","Other","London","LGBO","30","30","45970","36790"
"In post","2023","50-59","Other","London","Undeclared","65","65","45470","36180"
"In post","2023","50-59","Other","London","Unknown","90","85","46080","32620"
"In post","2023","50-59","Other","Outside London","Heterosexual / straight","3035","2870","32420","28120"
"In post","2023","50-59","Other","Outside London","LGBO","100","100","32210","28120"
"In post","2023","50-59","Other","Outside London","Undeclared","405","380","31010","27470"
"In post","2023","50-59","Other","Outside London","Unknown","550","510","31660","26010"
"In post","2023","50-59","Other","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other","Unknown","Unknown","440","440","47340","43120"
"In post","2023","50-59","Planning","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","Outside London","Heterosexual / straight","30","30","48610","49370"
"In post","2023","50-59","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","Outside London","Heterosexual / straight","110","100","61560","60050"
"In post","2023","50-59","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","50-59","Policy","London","Heterosexual / straight","2195","2140","56130","55360"
"In post","2023","50-59","Policy","London","LGBO","140","135","56300","55730"
"In post","2023","50-59","Policy","London","Undeclared","290","285","54910","56150"
"In post","2023","50-59","Policy","London","Unknown","380","365","57590","55440"
"In post","2023","50-59","Policy","Outside London","Heterosexual / straight","1820","1760","47130","42550"
"In post","2023","50-59","Policy","Outside London","LGBO","90","90","49640","49400"
"In post","2023","50-59","Policy","Outside London","Undeclared","260","245","46060","42140"
"In post","2023","50-59","Policy","Outside London","Unknown","195","190","45280","42510"
"In post","2023","50-59","Policy","Overseas","Heterosexual / straight","340","335","59280","58140"
"In post","2023","50-59","Policy","Overseas","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Policy","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Policy","Overseas","Unknown","120","120","59690","59770"
"In post","2023","50-59","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
