"Status","Year","Age","Disability","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","Unknown","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","AA/AO","50","45","21070","21780"
"In post","2023","16-19","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","West Midlands (England)","AA/AO","30","25","[c]","[c]"
"In post","2023","16-19","Unknown","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","AA/AO","45","45","23740","22520"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","East Midlands (England)","AA/AO","135","130","23680","22520"
"In post","2023","20-29","Declared disabled","East Midlands (England)","EO","65","65","27750","28120"
"In post","2023","20-29","Declared disabled","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","East Midlands (England)","SEO/HEO","50","50","34940","34700"
"In post","2023","20-29","Declared disabled","East Midlands (England)","Unknown","50","50","25080","23640"
"In post","2023","20-29","Declared disabled","East of England","AA/AO","115","110","26200","24070"
"In post","2023","20-29","Declared disabled","East of England","EO","75","70","28100","28120"
"In post","2023","20-29","Declared disabled","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","East of England","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","East of England","Unknown","65","60","25850","24570"
"In post","2023","20-29","Declared disabled","London","AA/AO","135","135","27680","26400"
"In post","2023","20-29","Declared disabled","London","EO","340","335","30560","30080"
"In post","2023","20-29","Declared disabled","London","G6/G7","255","255","57010","55370"
"In post","2023","20-29","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","London","SEO/HEO","990","985","36750","35650"
"In post","2023","20-29","Declared disabled","London","Unknown","50","50","30610","28580"
"In post","2023","20-29","Declared disabled","North East (England)","AA/AO","130","125","22830","22150"
"In post","2023","20-29","Declared disabled","North East (England)","EO","100","95","27320","28080"
"In post","2023","20-29","Declared disabled","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","North East (England)","SEO/HEO","65","65","33710","34170"
"In post","2023","20-29","Declared disabled","North East (England)","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","North West (England)","AA/AO","275","270","23000","22150"
"In post","2023","20-29","Declared disabled","North West (England)","EO","185","185","27780","28120"
"In post","2023","20-29","Declared disabled","North West (England)","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","North West (England)","SEO/HEO","175","170","34660","34180"
"In post","2023","20-29","Declared disabled","North West (England)","Unknown","65","65","25890","24570"
"In post","2023","20-29","Declared disabled","Northern Ireland","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scotland","AA/AO","225","215","23090","22520"
"In post","2023","20-29","Declared disabled","Scotland","EO","165","160","28930","28130"
"In post","2023","20-29","Declared disabled","Scotland","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scotland","SEO/HEO","135","130","36470","34730"
"In post","2023","20-29","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","South East (England)","AA/AO","200","195","26730","25610"
"In post","2023","20-29","Declared disabled","South East (England)","EO","130","130","28650","28120"
"In post","2023","20-29","Declared disabled","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","South East (England)","SEO/HEO","140","140","34610","33510"
"In post","2023","20-29","Declared disabled","South East (England)","Unknown","75","75","25490","24570"
"In post","2023","20-29","Declared disabled","South West (England)","AA/AO","205","200","23930","22500"
"In post","2023","20-29","Declared disabled","South West (England)","EO","140","140","26870","27080"
"In post","2023","20-29","Declared disabled","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","South West (England)","SEO/HEO","280","275","33890","32500"
"In post","2023","20-29","Declared disabled","South West (England)","Unknown","80","80","29050","27540"
"In post","2023","20-29","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wales","AA/AO","150","145","22840","22400"
"In post","2023","20-29","Declared disabled","Wales","EO","95","95","27600","28120"
"In post","2023","20-29","Declared disabled","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wales","SEO/HEO","80","80","35030","34170"
"In post","2023","20-29","Declared disabled","Wales","Unknown","30","30","25110","24570"
"In post","2023","20-29","Declared disabled","West Midlands (England)","AA/AO","165","155","23750","21780"
"In post","2023","20-29","Declared disabled","West Midlands (England)","EO","110","105","27610","28120"
"In post","2023","20-29","Declared disabled","West Midlands (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","West Midlands (England)","SEO/HEO","70","70","34900","34170"
"In post","2023","20-29","Declared disabled","West Midlands (England)","Unknown","35","35","27080","25300"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","AA/AO","150","145","24150","22520"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","EO","120","115","27710","28120"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","SEO/HEO","150","150","33950","33260"
"In post","2023","20-29","Declared disabled","Yorkshire and The Humber","Unknown","55","55","25000","23640"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","AA/AO","1025","1000","25590","23230"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","EO","485","480","28070","28120"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","G6/G7","30","30","54620","54900"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","SEO/HEO","345","345","34810","34700"
"In post","2023","20-29","Declared non-disabled","East Midlands (England)","Unknown","255","255","25350","23640"
"In post","2023","20-29","Declared non-disabled","East of England","AA/AO","835","810","27210","28880"
"In post","2023","20-29","Declared non-disabled","East of England","EO","415","405","28660","28120"
"In post","2023","20-29","Declared non-disabled","East of England","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","East of England","SEO/HEO","265","260","35270","33990"
"In post","2023","20-29","Declared non-disabled","East of England","Unknown","245","240","25770","24570"
"In post","2023","20-29","Declared non-disabled","London","AA/AO","1080","1065","28270","26560"
"In post","2023","20-29","Declared non-disabled","London","EO","2265","2240","30530","30090"
"In post","2023","20-29","Declared non-disabled","London","G6/G7","2170","2165","57160","55500"
"In post","2023","20-29","Declared non-disabled","London","SCS level","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","London","SEO/HEO","5415","5395","38540","38660"
"In post","2023","20-29","Declared non-disabled","London","Unknown","305","295","30090","28580"
"In post","2023","20-29","Declared non-disabled","North East (England)","AA/AO","1295","1255","23780","22520"
"In post","2023","20-29","Declared non-disabled","North East (England)","EO","760","745","27800","28120"
"In post","2023","20-29","Declared non-disabled","North East (England)","G6/G7","70","70","53910","53780"
"In post","2023","20-29","Declared non-disabled","North East (England)","SEO/HEO","650","645","35270","34700"
"In post","2023","20-29","Declared non-disabled","North East (England)","Unknown","200","195","25210","24530"
"In post","2023","20-29","Declared non-disabled","North West (England)","AA/AO","2105","2055","23860","22520"
"In post","2023","20-29","Declared non-disabled","North West (England)","EO","1610","1590","27520","27890"
"In post","2023","20-29","Declared non-disabled","North West (England)","G6/G7","180","180","53980","53310"
"In post","2023","20-29","Declared non-disabled","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","North West (England)","SEO/HEO","1325","1320","35160","34400"
"In post","2023","20-29","Declared non-disabled","North West (England)","Unknown","505","495","25050","23640"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","AA/AO","115","110","22470","22520"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","EO","75","75","27630","27890"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Northern Ireland","SEO/HEO","60","60","35040","34700"
"In post","2023","20-29","Declared non-disabled","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Overseas","SEO/HEO","160","160","35810","33540"
"In post","2023","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Scotland","AA/AO","1555","1510","23520","22520"
"In post","2023","20-29","Declared non-disabled","Scotland","EO","1125","1115","28850","28700"
"In post","2023","20-29","Declared non-disabled","Scotland","G6/G7","185","185","53750","52360"
"In post","2023","20-29","Declared non-disabled","Scotland","SEO/HEO","940","935","36670","34730"
"In post","2023","20-29","Declared non-disabled","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","South East (England)","AA/AO","1295","1270","27560","26100"
"In post","2023","20-29","Declared non-disabled","South East (England)","EO","900","885","28480","28120"
"In post","2023","20-29","Declared non-disabled","South East (England)","G6/G7","35","30","52760","51460"
"In post","2023","20-29","Declared non-disabled","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","South East (England)","SEO/HEO","725","720","35170","33990"
"In post","2023","20-29","Declared non-disabled","South East (England)","Unknown","315","310","25890","24570"
"In post","2023","20-29","Declared non-disabled","South West (England)","AA/AO","1120","1100","24220","22500"
"In post","2023","20-29","Declared non-disabled","South West (England)","EO","855","845","27350","27140"
"In post","2023","20-29","Declared non-disabled","South West (England)","G6/G7","120","120","52420","51360"
"In post","2023","20-29","Declared non-disabled","South West (England)","SEO/HEO","1655","1645","34570","32710"
"In post","2023","20-29","Declared non-disabled","South West (England)","Unknown","530","520","28820","28370"
"In post","2023","20-29","Declared non-disabled","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","EO","30","30","26770","27610"
"In post","2023","20-29","Declared non-disabled","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Wales","AA/AO","1395","1345","23210","22500"
"In post","2023","20-29","Declared non-disabled","Wales","EO","880","870","27820","28080"
"In post","2023","20-29","Declared non-disabled","Wales","G6/G7","70","70","54470","53020"
"In post","2023","20-29","Declared non-disabled","Wales","SEO/HEO","665","660","35670","34700"
"In post","2023","20-29","Declared non-disabled","Wales","Unknown","205","200","25200","24570"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","AA/AO","1335","1295","24500","22520"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","EO","785","775","27740","28120"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","G6/G7","100","100","53260","51440"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","SEO/HEO","655","650","35010","34400"
"In post","2023","20-29","Declared non-disabled","West Midlands (England)","Unknown","280","275","26140","24570"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","AA/AO","1470","1430","25460","23230"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","EO","1060","1045","28070","28120"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","G6/G7","145","145","53580","51580"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","845","840","34980","34400"
"In post","2023","20-29","Declared non-disabled","Yorkshire and The Humber","Unknown","360","355","25710","24570"
"In post","2023","20-29","Undeclared","East Midlands (England)","AA/AO","55","55","23690","22220"
"In post","2023","20-29","Undeclared","East Midlands (England)","EO","30","30","28230","28100"
"In post","2023","20-29","Undeclared","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","East Midlands (England)","SEO/HEO","30","30","[c]","[c]"
"In post","2023","20-29","Undeclared","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","EO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","London","AA/AO","65","65","27940","25610"
"In post","2023","20-29","Undeclared","London","EO","135","135","30220","29660"
"In post","2023","20-29","Undeclared","London","G6/G7","145","145","57380","55190"
"In post","2023","20-29","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","London","SEO/HEO","395","390","37790","37860"
"In post","2023","20-29","Undeclared","London","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Undeclared","North East (England)","AA/AO","40","40","23220","22520"
"In post","2023","20-29","Undeclared","North East (England)","EO","30","30","27600","28120"
"In post","2023","20-29","Undeclared","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","North East (England)","SEO/HEO","35","35","35180","34700"
"In post","2023","20-29","Undeclared","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","North West (England)","AA/AO","85","85","23340","22150"
"In post","2023","20-29","Undeclared","North West (England)","EO","80","75","27600","28120"
"In post","2023","20-29","Undeclared","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","North West (England)","SEO/HEO","80","80","34960","34700"
"In post","2023","20-29","Undeclared","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Undeclared","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Undeclared","Scotland","AA/AO","50","50","22880","22520"
"In post","2023","20-29","Undeclared","Scotland","EO","30","30","28600","28120"
"In post","2023","20-29","Undeclared","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Scotland","SEO/HEO","35","35","36630","35000"
"In post","2023","20-29","Undeclared","South East (England)","AA/AO","75","75","27020","25610"
"In post","2023","20-29","Undeclared","South East (England)","EO","40","40","30420","28780"
"In post","2023","20-29","Undeclared","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","South East (England)","SEO/HEO","35","35","35730","35990"
"In post","2023","20-29","Undeclared","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","South West (England)","AA/AO","65","60","24600","23390"
"In post","2023","20-29","Undeclared","South West (England)","EO","30","30","27620","28100"
"In post","2023","20-29","Undeclared","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","South West (England)","SEO/HEO","70","70","35160","33990"
