"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Thurrock","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Tower Hamlets","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tyneside","AA/AO","25","25","22240","22520"
"In post","2023","16-19","Tyneside","EO","5","5","[c]","[c]"
"In post","2023","16-19","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Wakefield","AA/AO","10","10","26220","28880"
"In post","2023","16-19","Wandsworth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warwickshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Cumbria","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Surrey","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Westminster","AA/AO","20","20","23380","23300"
"In post","2023","16-19","Westminster","EO","35","35","28490","28730"
"In post","2023","16-19","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wiltshire","AA/AO","35","35","22340","23230"
"In post","2023","16-19","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","York","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","AA/AO","95","90","25970","24890"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","EO","95","95","30850","29450"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","40","40","36320","34730"
"In post","2023","20-29","Angus and Dundee City","AA/AO","235","225","22950","22180"
"In post","2023","20-29","Angus and Dundee City","EO","110","110","29310","29100"
"In post","2023","20-29","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Angus and Dundee City","SEO/HEO","30","30","35410","34730"
"In post","2023","20-29","Antrim and Newtownabbey","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Armagh City, Banbridge and Craigavon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barking & Dagenham and Havering","AA/AO","10","10","25900","25610"
"In post","2023","20-29","Barking & Dagenham and Havering","EO","55","50","32520","32520"
"In post","2023","20-29","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barking & Dagenham and Havering","Unknown","25","25","29270","28580"
"In post","2023","20-29","Barnet","AA/AO","50","45","25060","24780"
"In post","2023","20-29","Barnet","EO","95","95","29790","28240"
"In post","2023","20-29","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Barnet","SEO/HEO","140","135","36680","33810"
"In post","2023","20-29","Barnet","Unknown","20","20","29840","28580"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","AA/AO","270","260","27300","28880"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","EO","50","50","30120","28120"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","SEO/HEO","20","20","33260","32420"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","Unknown","75","75","26950","24570"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","740","735","23780","22800"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","375","370","27760","26600"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","40","40","54040","54440"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","1080","1075","34960","32550"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","430","425","30240","28850"
"In post","2023","20-29","Bedford","AA/AO","110","110","29230","30880"
"In post","2023","20-29","Bedford","EO","25","25","28400","27350"
"In post","2023","20-29","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bedford","SEO/HEO","10","10","34680","33000"
"In post","2023","20-29","Bedford","Unknown","15","10","23650","23640"
"In post","2023","20-29","Belfast","AA/AO","275","265","22480","22520"
"In post","2023","20-29","Belfast","EO","135","135","27580","27890"
"In post","2023","20-29","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Belfast","SEO/HEO","90","90","35450","34700"
"In post","2023","20-29","Berkshire","AA/AO","180","175","27810","28410"
"In post","2023","20-29","Berkshire","EO","75","75","31160","31280"
"In post","2023","20-29","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Berkshire","SEO/HEO","60","60","36610","37300"
"In post","2023","20-29","Berkshire","Unknown","60","60","26010","24570"
"In post","2023","20-29","Bexley and Greenwich","AA/AO","200","200","31390","32110"
"In post","2023","20-29","Bexley and Greenwich","EO","60","60","33080","32520"
"In post","2023","20-29","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bexley and Greenwich","SEO/HEO","15","15","36190","35260"
"In post","2023","20-29","Bexley and Greenwich","Unknown","15","15","28950","28460"
"In post","2023","20-29","Birmingham","AA/AO","1160","1115","22920","22260"
"In post","2023","20-29","Birmingham","EO","715","710","27680","27890"
"In post","2023","20-29","Birmingham","G6/G7","95","95","53740","51770"
"In post","2023","20-29","Birmingham","SEO/HEO","585","585","34910","34700"
"In post","2023","20-29","Birmingham","Unknown","125","120","25440","24570"
"In post","2023","20-29","Blackburn with Darwen","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Blackburn with Darwen","EO","10","10","28100","28120"
"In post","2023","20-29","Blackburn with Darwen","Unknown","30","25","24880","23640"
"In post","2023","20-29","Blackpool","AA/AO","245","240","21690","21690"
"In post","2023","20-29","Blackpool","EO","275","270","28100","28120"
"In post","2023","20-29","Blackpool","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Blackpool","SEO/HEO","80","80","34950","34170"
"In post","2023","20-29","Blackpool","Unknown","15","15","25420","23640"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","AA/AO","20","20","21940","21780"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","EO","15","15","27350","28120"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","Unknown","35","35","25200","24570"
"In post","2023","20-29","Bradford","AA/AO","385","365","22340","22520"
"In post","2023","20-29","Bradford","EO","120","120","27960","28120"
"In post","2023","20-29","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bradford","SEO/HEO","20","20","35230","34700"
"In post","2023","20-29","Bradford","Unknown","65","65","24260","23640"
"In post","2023","20-29","Breckland and South Norfolk","AA/AO","70","70","28600","28880"
"In post","2023","20-29","Breckland and South Norfolk","EO","10","10","29400","28120"
"In post","2023","20-29","Breckland and South Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brent","AA/AO","10","10","25790","25610"
"In post","2023","20-29","Brent","EO","50","50","31970","32520"
"In post","2023","20-29","Brent","SEO/HEO","20","20","34730","35410"
"In post","2023","20-29","Brent","Unknown","15","15","30960","29300"
"In post","2023","20-29","Bridgend and Neath Port Talbot","AA/AO","40","40","21770","21780"
"In post","2023","20-29","Bridgend and Neath Port Talbot","EO","20","20","29750","28120"
"In post","2023","20-29","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bridgend and Neath Port Talbot","Unknown","20","20","26160","24570"
"In post","2023","20-29","Brighton and Hove","AA/AO","20","20","23070","21780"
"In post","2023","20-29","Brighton and Hove","EO","25","25","28160","28120"
"In post","2023","20-29","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Brighton and Hove","SEO/HEO","15","15","35310","34170"
"In post","2023","20-29","Brighton and Hove","Unknown","30","30","24850","24110"
"In post","2023","20-29","Bristol, City of","AA/AO","325","320","23600","22500"
"In post","2023","20-29","Bristol, City of","EO","285","280","27480","27650"
"In post","2023","20-29","Bristol, City of","G6/G7","85","85","54070","52020"
"In post","2023","20-29","Bristol, City of","SEO/HEO","440","440","34350","34400"
"In post","2023","20-29","Bristol, City of","Unknown","95","95","25450","24570"
"In post","2023","20-29","Bromley","AA/AO","10","10","25040","25480"
"In post","2023","20-29","Bromley","EO","25","25","32210","32520"
"In post","2023","20-29","Bromley","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Bromley","Unknown","25","25","28980","27640"
"In post","2023","20-29","Buckinghamshire","AA/AO","90","90","28220","28880"
"In post","2023","20-29","Buckinghamshire","EO","65","65","29450","29080"
"In post","2023","20-29","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Buckinghamshire","SEO/HEO","60","60","36160","35990"
"In post","2023","20-29","Buckinghamshire","Unknown","25","25","27190","24570"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","AA/AO","15","15","27290","26600"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","EO","5","5","[c]","[c]"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","EO","55","55","28040","28120"
"In post","2023","20-29","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Calderdale and Kirklees","Unknown","50","50","24810","24570"
"In post","2023","20-29","Cambridgeshire CC","AA/AO","220","215","27070","28880"
"In post","2023","20-29","Cambridgeshire CC","EO","90","90","28090","27140"
"In post","2023","20-29","Cambridgeshire CC","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Cambridgeshire CC","SEO/HEO","105","105","34620","33990"
"In post","2023","20-29","Cambridgeshire CC","Unknown","40","40","25770","24740"
"In post","2023","20-29","Camden and City of London","AA/AO","90","90","25400","25480"
"In post","2023","20-29","Camden and City of London","EO","75","75","30120","29890"
"In post","2023","20-29","Camden and City of London","G6/G7","15","15","59470","59290"
"In post","2023","20-29","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Camden and City of London","SEO/HEO","90","90","38840","36490"
"In post","2023","20-29","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","AA/AO","705","690","23560","22520"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","EO","585","575","27720","27890"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","G6/G7","60","60","55070","54690"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","SEO/HEO","470","470","35530","34700"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","Unknown","70","70","24990","23640"
"In post","2023","20-29","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Causeway Coast and Glens","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","AA/AO","15","10","22030","22220"
"In post","2023","20-29","Central Bedfordshire","EO","20","20","28720","28120"
"In post","2023","20-29","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Central Hampshire","AA/AO","155","155","26700","24910"
"In post","2023","20-29","Central Hampshire","EO","130","130","26940","27080"
"In post","2023","20-29","Central Hampshire","G6/G7","20","20","49050","49260"
