"Status","Year","Region_ITL3","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Bedford","Outside London","Male","Undeclared","45","45","34020","31950"
"In post","2023","Bedford","Outside London","Male","Unknown","65","65","31120","30880"
"In post","2023","Bedford","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedford","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Belfast","Outside London","Female","Heterosexual / straight","1105","1015","33140","29730"
"In post","2023","Belfast","Outside London","Female","LGBO","60","60","29590","27890"
"In post","2023","Belfast","Outside London","Female","Undeclared","65","60","33430","29730"
"In post","2023","Belfast","Outside London","Female","Unknown","445","400","28240","22520"
"In post","2023","Belfast","Outside London","Male","Heterosexual / straight","1035","1005","33710","29730"
"In post","2023","Belfast","Outside London","Male","LGBO","75","70","30340","27890"
"In post","2023","Belfast","Outside London","Male","Undeclared","90","85","33020","34700"
"In post","2023","Belfast","Outside London","Male","Unknown","445","435","29600","27650"
"In post","2023","Belfast","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Belfast","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire","Outside London","Female","Heterosexual / straight","955","880","34300","31280"
"In post","2023","Berkshire","Outside London","Female","LGBO","55","50","32840","31280"
"In post","2023","Berkshire","Outside London","Female","Undeclared","120","115","33260","30770"
"In post","2023","Berkshire","Outside London","Female","Unknown","260","235","33380","30910"
"In post","2023","Berkshire","Outside London","Male","Heterosexual / straight","945","925","38820","37350"
"In post","2023","Berkshire","Outside London","Male","LGBO","45","45","35500","31280"
"In post","2023","Berkshire","Outside London","Male","Undeclared","150","145","40290","41000"
"In post","2023","Berkshire","Outside London","Male","Unknown","315","310","36450","32700"
"In post","2023","Berkshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","Female","Heterosexual / straight","590","550","33550","32520"
"In post","2023","Bexley and Greenwich","London","Female","LGBO","45","45","33740","33650"
"In post","2023","Bexley and Greenwich","London","Female","Undeclared","70","60","32740","31310"
"In post","2023","Bexley and Greenwich","London","Female","Unknown","195","180","31500","32110"
"In post","2023","Bexley and Greenwich","London","Male","Heterosexual / straight","560","550","36190","35410"
"In post","2023","Bexley and Greenwich","London","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","Male","Undeclared","60","55","37670","35830"
"In post","2023","Bexley and Greenwich","London","Male","Unknown","200","190","33760","33810"
"In post","2023","Bexley and Greenwich","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bexley and Greenwich","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Birmingham","Outside London","Female","Heterosexual / straight","5265","4830","32900","28120"
"In post","2023","Birmingham","Outside London","Female","LGBO","245","235","33350","28920"
"In post","2023","Birmingham","Outside London","Female","Undeclared","535","475","31720","28120"
"In post","2023","Birmingham","Outside London","Female","Unknown","1735","1565","30180","27890"
"In post","2023","Birmingham","Outside London","Male","Heterosexual / straight","3940","3835","35150","30940"
"In post","2023","Birmingham","Outside London","Male","LGBO","250","245","33980","29240"
"In post","2023","Birmingham","Outside London","Male","Undeclared","430","415","34610","29730"
"In post","2023","Birmingham","Outside London","Male","Unknown","1375","1320","32320","28120"
"In post","2023","Birmingham","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Birmingham","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Female","Heterosexual / straight","175","155","29410","28120"
"In post","2023","Blackburn with Darwen","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Female","Unknown","35","30","26890","28120"
"In post","2023","Blackburn with Darwen","Outside London","Male","Heterosexual / straight","115","110","29210","28120"
"In post","2023","Blackburn with Darwen","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Male","Unknown","30","30","29240","28120"
"In post","2023","Blackburn with Darwen","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Blackburn with Darwen","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Blackpool","Outside London","Female","Heterosexual / straight","2445","2175","30950","28120"
"In post","2023","Blackpool","Outside London","Female","LGBO","125","120","27990","28120"
"In post","2023","Blackpool","Outside London","Female","Undeclared","240","215","31260","28120"
"In post","2023","Blackpool","Outside London","Female","Unknown","550","475","29040","28120"
"In post","2023","Blackpool","Outside London","Male","Heterosexual / straight","1480","1435","33680","28120"
"In post","2023","Blackpool","Outside London","Male","LGBO","115","115","30340","28120"
"In post","2023","Blackpool","Outside London","Male","Undeclared","170","165","32960","28120"
"In post","2023","Blackpool","Outside London","Male","Unknown","370","350","33780","28120"
"In post","2023","Blackpool","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Blackpool","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Female","Heterosexual / straight","330","290","29450","28120"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Female","Undeclared","35","30","28910","27960"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Female","Unknown","60","50","27050","27480"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Male","Heterosexual / straight","230","220","29750","27850"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Male","Undeclared","35","35","28910","27650"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Male","Unknown","45","40","28230","25750"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bournemouth, Christchurch and Poole","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bradford","Outside London","Female","Heterosexual / straight","1080","930","27990","26650"
"In post","2023","Bradford","Outside London","Female","LGBO","45","45","27730","23640"
"In post","2023","Bradford","Outside London","Female","Undeclared","120","100","26620","25400"
"In post","2023","Bradford","Outside London","Female","Unknown","425","350","25670","22520"
"In post","2023","Bradford","Outside London","Male","Heterosexual / straight","690","660","27520","23640"
"In post","2023","Bradford","Outside London","Male","LGBO","40","40","26750","25830"
"In post","2023","Bradford","Outside London","Male","Undeclared","70","65","27390","22520"
"In post","2023","Bradford","Outside London","Male","Unknown","325","305","25940","22520"
"In post","2023","Bradford","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bradford","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Female","Heterosexual / straight","195","180","31050","28480"
"In post","2023","Breckland and South Norfolk","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Female","Unknown","30","30","31420","28880"
"In post","2023","Breckland and South Norfolk","Outside London","Male","Heterosexual / straight","235","225","33440","31720"
"In post","2023","Breckland and South Norfolk","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Male","Unknown","40","40","31470","29430"
"In post","2023","Breckland and South Norfolk","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Breckland and South Norfolk","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Brent","London","Female","Heterosexual / straight","225","205","32590","32520"
"In post","2023","Brent","London","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Brent","London","Female","Undeclared","50","45","32020","32520"
"In post","2023","Brent","London","Female","Unknown","75","70","33360","31920"
"In post","2023","Brent","London","Male","Heterosexual / straight","120","115","34110","32520"
"In post","2023","Brent","London","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Brent","London","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Brent","London","Male","Unknown","50","50","33480","30930"
"In post","2023","Brent","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Brent","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Female","Heterosexual / straight","385","345","28740","28120"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Female","Unknown","75","65","26880","25160"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Male","Heterosexual / straight","175","170","32660","28120"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Male","Unknown","35","35","29490","28120"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bridgend and Neath Port Talbot","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Brighton and Hove","Outside London","Female","Heterosexual / straight","285","250","34840","28610"
"In post","2023","Brighton and Hove","Outside London","Female","LGBO","50","45","32130","28120"
"In post","2023","Brighton and Hove","Outside London","Female","Undeclared","45","35","33580","30560"
"In post","2023","Brighton and Hove","Outside London","Female","Unknown","70","60","31000","28120"
"In post","2023","Brighton and Hove","Outside London","Male","Heterosexual / straight","135","130","36300","28620"
"In post","2023","Brighton and Hove","Outside London","Male","LGBO","40","35","33610","28120"
"In post","2023","Brighton and Hove","Outside London","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Brighton and Hove","Outside London","Male","Unknown","35","35","35290","29050"
"In post","2023","Brighton and Hove","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Brighton and Hove","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bristol, City of","Outside London","Female","Heterosexual / straight","2630","2400","36510","33340"
"In post","2023","Bristol, City of","Outside London","Female","LGBO","215","205","37820","34440"
"In post","2023","Bristol, City of","Outside London","Female","Undeclared","310","280","36940","33130"
"In post","2023","Bristol, City of","Outside London","Female","Unknown","565","500","34090","28840"
"In post","2023","Bristol, City of","Outside London","Male","Heterosexual / straight","2075","2015","39410","35000"
"In post","2023","Bristol, City of","Outside London","Male","LGBO","180","175","36680","34660"
"In post","2023","Bristol, City of","Outside London","Male","Undeclared","300","285","37810","33890"
"In post","2023","Bristol, City of","Outside London","Male","Unknown","540","520","37700","33570"
"In post","2023","Bristol, City of","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bristol, City of","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bromley","London","Female","Heterosexual / straight","340","305","32760","32520"
"In post","2023","Bromley","London","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Bromley","London","Female","Undeclared","35","30","36080","32520"
"In post","2023","Bromley","London","Female","Unknown","60","55","34050","32520"
"In post","2023","Bromley","London","Male","Heterosexual / straight","125","120","34670","32520"
"In post","2023","Bromley","London","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Bromley","London","Male","Undeclared","25","20","[c]","[c]"
"In post","2023","Bromley","London","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Bromley","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bromley","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Buckinghamshire","Outside London","Female","Heterosexual / straight","760","710","34160","30940"
"In post","2023","Buckinghamshire","Outside London","Female","LGBO","50","50","31550","32380"
"In post","2023","Buckinghamshire","Outside London","Female","Undeclared","80","75","32860","30550"
"In post","2023","Buckinghamshire","Outside London","Female","Unknown","115","100","33060","29080"
"In post","2023","Buckinghamshire","Outside London","Male","Heterosexual / straight","520","510","36900","34060"
"In post","2023","Buckinghamshire","Outside London","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Buckinghamshire","Outside London","Male","Undeclared","65","60","35790","35560"
"In post","2023","Buckinghamshire","Outside London","Male","Unknown","95","90","36550","33830"
"In post","2023","Buckinghamshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Buckinghamshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","Heterosexual / straight","65","55","28970","28120"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Female","Unknown","25","20","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","Heterosexual / straight","70","70","34270","31940"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Male","Unknown","40","35","33670","31940"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","Female","Heterosexual / straight","535","470","30300","28120"
"In post","2023","Calderdale and Kirklees","Outside London","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","Female","Undeclared","65","55","30050","28120"
"In post","2023","Calderdale and Kirklees","Outside London","Female","Unknown","105","80","28800","28120"
"In post","2023","Calderdale and Kirklees","Outside London","Male","Heterosexual / straight","235","230","30750","28120"
"In post","2023","Calderdale and Kirklees","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","Male","Undeclared","35","35","31820","28120"
"In post","2023","Calderdale and Kirklees","Outside London","Male","Unknown","60","60","29810","28120"
"In post","2023","Calderdale and Kirklees","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Calderdale and Kirklees","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cambridgeshire CC","Outside London","Female","Heterosexual / straight","1210","1130","34210","30940"
"In post","2023","Cambridgeshire CC","Outside London","Female","LGBO","55","55","31220","29050"
"In post","2023","Cambridgeshire CC","Outside London","Female","Undeclared","160","150","35670","32920"
"In post","2023","Cambridgeshire CC","Outside London","Female","Unknown","215","200","32530","28300"
"In post","2023","Cambridgeshire CC","Outside London","Male","Heterosexual / straight","1295","1255","37260","33990"
"In post","2023","Cambridgeshire CC","Outside London","Male","LGBO","50","50","35530","33170"
"In post","2023","Cambridgeshire CC","Outside London","Male","Undeclared","190","180","37260","34300"
"In post","2023","Cambridgeshire CC","Outside London","Male","Unknown","290","275","34400","31740"
"In post","2023","Cambridgeshire CC","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cambridgeshire CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Camden and City of London","London","Female","Heterosexual / straight","650","605","37130","29890"
"In post","2023","Camden and City of London","London","Female","LGBO","25","20","[c]","[c]"
"In post","2023","Camden and City of London","London","Female","Undeclared","100","90","35590","30930"
"In post","2023","Camden and City of London","London","Female","Unknown","145","135","36630","29750"
"In post","2023","Camden and City of London","London","Male","Heterosexual / straight","505","490","42300","31950"
"In post","2023","Camden and City of London","London","Male","LGBO","45","45","39630","33050"
"In post","2023","Camden and City of London","London","Male","Undeclared","110","100","40240","31950"
"In post","2023","Camden and City of London","London","Male","Unknown","180","175","47490","36180"
"In post","2023","Camden and City of London","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Camden and City of London","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Female","Heterosexual / straight","4780","4385","37040","32460"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Female","LGBO","335","320","33760","28880"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Female","Undeclared","480","435","37550","32160"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Female","Unknown","1120","1005","30230","27890"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Male","Heterosexual / straight","3770","3675","38640","34700"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Male","LGBO","365","360","36860","32110"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Male","Undeclared","515","490","39660","35000"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Male","Unknown","1100","1065","32030","28130"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cardiff and Vale of Glamorgan","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Outside London","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Causeway Coast and Glens","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
