"Status","Year","Age","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Transport","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Tyneside","Outside London","10","10","24030","21690"
"In post","2023","16-19","Department for Work and Pensions","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Milton Keynes","Outside London","30","30","23900","23660"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Birmingham","Outside London","10","10","23410","22520"
"In post","2023","16-19","HM Revenue and Customs","Bradford","Outside London","20","15","22520","22520"
"In post","2023","16-19","HM Revenue and Customs","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Cardiff and Vale of Glamorgan","Outside London","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Croydon","London","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Glasgow City","Outside London","15","10","22920","22520"
"In post","2023","16-19","HM Revenue and Customs","Greater Manchester South West","Outside London","10","10","23850","22520"
"In post","2023","16-19","HM Revenue and Customs","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Leeds","Outside London","20","15","23950","22520"
"In post","2023","16-19","HM Revenue and Customs","Liverpool","Outside London","20","20","22820","22520"
"In post","2023","16-19","HM Revenue and Customs","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Nottingham","Outside London","15","15","23130","22520"
"In post","2023","16-19","HM Revenue and Customs","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","South Lanarkshire","Outside London","10","10","22520","22520"
"In post","2023","16-19","HM Revenue and Customs","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Sunderland","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs","Tyneside","Outside London","15","15","22520","22520"
"In post","2023","16-19","HM Treasury","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury","Westminster","London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Croydon","London","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Durham","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","East Kent","Outside London","40","40","23280","22400"
"In post","2023","16-19","Home Office","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Harrow and Hillingdon","London","15","15","26990","26400"
"In post","2023","16-19","Home Office","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Liverpool","Outside London","20","15","23250","22400"
"In post","2023","16-19","Home Office","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Peterborough","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Sefton","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","100","100","19350","18780"
"In post","2023","16-19","Ministry of Defence","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Plymouth","Outside London","10","10","21940","19670"
"In post","2023","16-19","Ministry of Defence","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","South Hampshire","Outside London","15","15","19720","18780"
"In post","2023","16-19","Ministry of Defence","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Ministry of Defence","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence","Wiltshire","Outside London","30","30","21830","23340"
"In post","2023","16-19","Ministry of Justice","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Birmingham","Outside London","20","20","23480","21780"
"In post","2023","16-19","Ministry of Justice","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Central Hampshire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Chorley and West Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Durham","Outside London","15","15","26600","28880"
"In post","2023","16-19","Ministry of Justice","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","East Riding of Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Flintshire and Wrexham","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Leeds","Outside London","15","15","25600","23640"
"In post","2023","16-19","Ministry of Justice","Leicester","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Leicestershire CC and Rutland","Outside London","15","15","24650","23230"
"In post","2023","16-19","Ministry of Justice","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Lincolnshire CC","Outside London","10","10","26030","25930"
"In post","2023","16-19","Ministry of Justice","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","North Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","South and West Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Staffordshire CC","Outside London","15","15","26370","28880"
"In post","2023","16-19","Ministry of Justice","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Suffolk CC","Outside London","10","10","24080","23230"
"In post","2023","16-19","Ministry of Justice","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Wakefield","Outside London","10","10","26820","28880"
"In post","2023","16-19","Ministry of Justice","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Birmingham","Outside London","[c]","[c]","[c]","[c]"
