"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","No function","Human Resources","Inner London - West","40","40","51630","55190"
"In post","2023","Declared non-disabled","No function","Human Resources","Kent","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Merseyside","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Outer London - South","35","35","42960","43000"
"In post","2023","Declared non-disabled","No function","Human Resources","Outer London - West and North West","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","West Midlands","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Bedfordshire and Hertfordshire","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Cheshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Cumbria","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Derbyshire and Nottinghamshire","60","60","65650","66170"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Devon","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Dorset and Somerset","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","East Anglia","40","40","65450","66170"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","East Wales","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Essex","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","72220","77470"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Greater Manchester","50","50","60940","52750"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Hampshire and Isle of Wight","30","30","67320","69320"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Inner London - East","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Inner London - West","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Kent","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Lancashire","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Lincolnshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Merseyside","30","30","68150","66170"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","North Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Outer London - East and North East","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Outer London - South","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Outer London - West and North West","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Shropshire and Staffordshire","30","30","70370","77470"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Surrey, East and West Sussex","50","50","66470","72470"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","Tees Valley and Durham","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","West Midlands","35","35","63120","59460"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Inspector of Education and Training","West Yorkshire","35","35","70760","77470"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Devon","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","East Anglia","250","240","34020","33990"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","East Wales","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","50","50","29840","27580"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Essex","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Greater Manchester","150","140","29050","26780"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Hampshire and Isle of Wight","35","35","27380","27130"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Inner London - East","35","30","37090","32790"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Inner London - West","190","185","47370","45750"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Kent","205","195","29030","27650"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Lancashire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","40","35","29840","28480"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Lincolnshire","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Merseyside","75","70","28210","26450"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Outer London - South","110","105","35220","31250"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Outer London - West and North West","305","285","33700","31230"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","South Yorkshire","65","60","29560","27320"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Surrey, East and West Sussex","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Tees Valley and Durham","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","West Central Scotland","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","West Midlands","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intelligence Analysis","West Yorkshire","40","35","29670","28480"
"In post","2023","Declared non-disabled","No function","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Derbyshire and Nottinghamshire","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","East Anglia","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","East Wales","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Greater Manchester","50","45","42580","39840"
"In post","2023","Declared non-disabled","No function","International Trade","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Inner London - East","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Inner London - West","725","715","51360","55370"
"In post","2023","Declared non-disabled","No function","International Trade","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Outer London - South","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","Tees Valley and Durham","45","45","38420","32580"
"In post","2023","Declared non-disabled","No function","International Trade","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","West Midlands","45","45","42970","38600"
"In post","2023","Declared non-disabled","No function","International Trade","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","International Trade","West Yorkshire","40","35","43330","43020"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","East Wales","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Inner London - West","165","155","41750","39150"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Lancashire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Merseyside","105","100","31290","28630"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Outer London - South","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Outer London - West and North West","55","50","35450","31450"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Shropshire and Staffordshire","50","50","24990","21780"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","South Yorkshire","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","West Midlands","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Knowledge and Information Management","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Berkshire, Buckinghamshire and Oxfordshire","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Cheshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Cumbria","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Derbyshire and Nottinghamshire","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Devon","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","East Anglia","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","East Wales","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Essex","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","45120","45310"
"In post","2023","Declared non-disabled","No function","Legal","Greater Manchester","35","30","45380","46280"
"In post","2023","Declared non-disabled","No function","Legal","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Herefordshire, Worcestershire and Warwickshire","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Inner London - East","40","35","46370","46500"
"In post","2023","Declared non-disabled","No function","Legal","Inner London - West","140","130","59580","59770"
"In post","2023","Declared non-disabled","No function","Legal","Kent","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Lancashire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Merseyside","30","30","44460","42430"
"In post","2023","Declared non-disabled","No function","Legal","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Northumberland, and Tyne and Wear","30","25","45200","42850"
"In post","2023","Declared non-disabled","No function","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Outer London - South","30","25","50210","52610"
"In post","2023","Declared non-disabled","No function","Legal","Outer London - West and North West","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","South Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Surrey, East and West Sussex","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","Tees Valley and Durham","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","West Midlands","40","35","45650","47100"
"In post","2023","Declared non-disabled","No function","Legal","West Wales and The Valleys","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Legal","West Yorkshire","40","35","44660","45450"
"In post","2023","Declared non-disabled","No function","Medicine","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Berkshire, Buckinghamshire and Oxfordshire","60","50","56120","41190"
"In post","2023","Declared non-disabled","No function","Medicine","Cheshire","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Cornwall and Isles of Scilly","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Derbyshire and Nottinghamshire","70","65","51710","43810"
"In post","2023","Declared non-disabled","No function","Medicine","Devon","60","50","59170","47670"
"In post","2023","Declared non-disabled","No function","Medicine","Dorset and Somerset","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","East Anglia","45","40","56090","40890"
"In post","2023","Declared non-disabled","No function","Medicine","East Wales","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Eastern Scotland","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Essex","30","25","51280","40590"
"In post","2023","Declared non-disabled","No function","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","115","100","54090","41190"
"In post","2023","Declared non-disabled","No function","Medicine","Greater Manchester","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Hampshire and Isle of Wight","100","85","58200","43810"
"In post","2023","Declared non-disabled","No function","Medicine","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Highlands and Islands","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Inner London - West","50","45","79380","70170"
"In post","2023","Declared non-disabled","No function","Medicine","Kent","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Lancashire","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Lincolnshire","30","30","46510","40590"
"In post","2023","Declared non-disabled","No function","Medicine","Merseyside","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","North Yorkshire","85","75","48190","40590"
"In post","2023","Declared non-disabled","No function","Medicine","Northern Ireland","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Northumberland, and Tyne and Wear","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Outer London - East and North East","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Outer London - West and North West","40","35","78680","87090"
"In post","2023","Declared non-disabled","No function","Medicine","Overseas","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Shropshire and Staffordshire","55","55","52160","43810"
"In post","2023","Declared non-disabled","No function","Medicine","Surrey, East and West Sussex","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","West Central Scotland","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","West Midlands","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Medicine","West Wales and The Valleys","40","35","74400","85780"
"In post","2023","Declared non-disabled","No function","Medicine","West Yorkshire","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Bedfordshire and Hertfordshire","1950","1810","31380","30880"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","2725","2550","31430","30880"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Cheshire","1815","1685","31720","28880"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Cornwall and Isles of Scilly","755","675","27080","27450"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Cumbria","690","640","28670","27450"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Derbyshire and Nottinghamshire","4880","4490","30010","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Devon","2865","2535","29330","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Dorset and Somerset","1815","1650","29530","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","East Anglia","5375","4930","29660","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","East Wales","5210","4830","29970","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","East Yorkshire and Northern Lincolnshire","2735","2480","29530","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Eastern Scotland","3480","3205","28680","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Essex","2340","2145","30400","29570"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5555","5140","32190","28880"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Greater Manchester","6995","6505","28780","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Hampshire and Isle of Wight","4025","3615","29340","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","1795","1680","29770","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Highlands and Islands","440","405","28120","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Inner London - East","3950","3710","35890","32520"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Inner London - West","5175","4990","40000","35410"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Kent","4480","4170","30680","30190"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Lancashire","7050","6390","27860","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Leicestershire, Rutland and Northamptonshire","3265","2990","28860","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Lincolnshire","1325","1235","29450","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Merseyside","9075","8265","28360","26180"
"In post","2023","Declared non-disabled","No function","Operational Delivery","North Eastern Scotland","515","465","40560","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","North Yorkshire","975","905","29900","27470"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Northern Ireland","1040","960","28050","25880"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Northumberland, and Tyne and Wear","7660","6745","26980","23180"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Outer London - East and North East","2255","2075","32450","32520"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Outer London - South","3715","3470","34940","31310"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Outer London - West and North West","4085","3755","32950","32520"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Overseas","135","135","48680","47380"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Shropshire and Staffordshire","3670","3390","30080","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","South Yorkshire","4210","3790","29690","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Southern Scotland","1625","1440","28120","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Surrey, East and West Sussex","3945","3600","30900","28180"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Tees Valley and Durham","5110","4630","29220","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","Unknown","370","350","30300","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","West Central Scotland","5095","4635","28000","26650"
"In post","2023","Declared non-disabled","No function","Operational Delivery","West Midlands","7580","6895","28740","28120"
"In post","2023","Declared non-disabled","No function","Operational Delivery","West Wales and The Valleys","7610","6775","26150","23640"
"In post","2023","Declared non-disabled","No function","Operational Delivery","West Yorkshire","6085","5605","30150","28120"
"In post","2023","Declared non-disabled","No function","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Inner London - West","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
