"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","National Savings and Investments","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","National Savings and Investments","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Gas and Electricity Markets","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Qualifications and Examinations Regulation","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Office of the Secretary of State for Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning Inspectorate","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Queen Elizabeth II Centre","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Registers of Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Courts and Tribunals Service","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","AO","Unknown","20","20","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Scottish Prison Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Serious Fraud Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Submarine Delivery Agency","Unknown","Heterosexual / straight","50","45","56500","54510"
"In post","2023","Finance","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Submarine Delivery Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Teaching Regulation Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Teaching Regulation Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The Insolvency Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","The National Archives","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Debt Management Office","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","UK Export Finance","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Finance","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Export Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Health Security Agency","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","UK Hydrographic Office","G6","LGBO","[c]","[c]","[c]","[c]"
