"Status","Year","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","20","[c]","32010","30650"
"Leaver CS","2023","Policy","East of England","30","[c]","30820","28120"
"Leaver CS","2023","Policy","London","1470","[c]","48010","43560"
"Leaver CS","2023","Policy","North East (England)","40","[c]","42710","37590"
"Leaver CS","2023","Policy","North West (England)","85","[c]","38230","34170"
"Leaver CS","2023","Policy","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Scotland","25","[c]","41320","39500"
"Leaver CS","2023","Policy","South East (England)","50","[c]","41610","40570"
"Leaver CS","2023","Policy","South West (England)","70","[c]","39220","37590"
"Leaver CS","2023","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Wales","70","[c]","42580","38160"
"Leaver CS","2023","Policy","West Midlands (England)","60","[c]","41810","37540"
"Leaver CS","2023","Policy","Yorkshire and The Humber","105","[c]","34570","31290"
"Leaver CS","2023","Project Delivery","East Midlands (England)","20","[c]","40770","39820"
"Leaver CS","2023","Project Delivery","East of England","45","[c]","41310","40890"
"Leaver CS","2023","Project Delivery","London","315","[c]","48900","43210"
"Leaver CS","2023","Project Delivery","North East (England)","45","[c]","35600","33930"
"Leaver CS","2023","Project Delivery","North West (England)","100","[c]","40380","38470"
"Leaver CS","2023","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","25","[c]","44780","42460"
"Leaver CS","2023","Project Delivery","South East (England)","90","[c]","42190","40000"
"Leaver CS","2023","Project Delivery","South West (England)","385","[c]","42490","40580"
"Leaver CS","2023","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wales","65","[c]","43230","39040"
"Leaver CS","2023","Project Delivery","West Midlands (England)","45","[c]","39520","36940"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","50","[c]","42860","39260"
"Leaver CS","2023","Property","East Midlands (England)","50","[c]","30960","27070"
"Leaver CS","2023","Property","East of England","40","[c]","37990","35480"
"Leaver CS","2023","Property","London","85","[c]","44690","45540"
"Leaver CS","2023","Property","North East (England)","30","[c]","33460","27960"
"Leaver CS","2023","Property","North West (England)","35","[c]","36760","31270"
"Leaver CS","2023","Property","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","30","[c]","31410","26900"
"Leaver CS","2023","Property","South East (England)","55","[c]","34860","33990"
"Leaver CS","2023","Property","South West (England)","75","[c]","33330","33300"
"Leaver CS","2023","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Wales","40","[c]","33680","29430"
"Leaver CS","2023","Property","West Midlands (England)","25","[c]","38550","33990"
"Leaver CS","2023","Property","Yorkshire and The Humber","40","[c]","37790","35020"
"Leaver CS","2023","Psychology","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","East of England","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","East Midlands (England)","90","[c]","36490","35610"
"Leaver CS","2023","Science and Engineering","East of England","105","[c]","37810","36330"
"Leaver CS","2023","Science and Engineering","London","165","[c]","42420","38200"
"Leaver CS","2023","Science and Engineering","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","North West (England)","80","[c]","35000","33710"
"Leaver CS","2023","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Scotland","40","[c]","36590","33570"
"Leaver CS","2023","Science and Engineering","South East (England)","215","[c]","36610","35800"
"Leaver CS","2023","Science and Engineering","South West (England)","595","[c]","36740","33430"
"Leaver CS","2023","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","Wales","50","[c]","35170","30590"
"Leaver CS","2023","Science and Engineering","West Midlands (England)","60","[c]","35330","34390"
"Leaver CS","2023","Science and Engineering","Yorkshire and The Humber","45","[c]","30730","29400"
"Leaver CS","2023","Security","East Midlands (England)","25","[c]","28440","25170"
"Leaver CS","2023","Security","East of England","70","[c]","35720","27500"
"Leaver CS","2023","Security","London","90","[c]","36520","33460"
"Leaver CS","2023","Security","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","30","[c]","30530","27480"
"Leaver CS","2023","Security","Northern Ireland","25","[c]","24750","22130"
"Leaver CS","2023","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","110","[c]","33560","28780"
"Leaver CS","2023","Security","South East (England)","195","[c]","32050","28750"
"Leaver CS","2023","Security","South West (England)","160","[c]","31220","27500"
"Leaver CS","2023","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Wales","25","[c]","32900","26210"
"Leaver CS","2023","Security","West Midlands (England)","35","[c]","30390","26010"
"Leaver CS","2023","Security","Yorkshire and The Humber","55","[c]","31520","27500"
"Leaver CS","2023","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","London","45","[c]","36830","36180"
"Leaver CS","2023","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","South East (England)","10","[c]","36790","32800"
"Leaver CS","2023","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Wales","15","[c]","35520","31560"
"Leaver CS","2023","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","London","110","[c]","32090","26870"
"Leaver CS","2023","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","South East (England)","20","[c]","30190","26860"
"Leaver CS","2023","Statistics","South West (England)","10","[c]","33380","33820"
"Leaver CS","2023","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Wales","30","[c]","36400","31240"
"Leaver CS","2023","Statistics","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","Yorkshire and The Humber","10","[c]","31300","26910"
"Leaver CS","2023","Tax","East Midlands (England)","70","[c]","[c]","[c]"
"Leaver CS","2023","Tax","East of England","20","[c]","[c]","[c]"
"Leaver CS","2023","Tax","London","145","[c]","[c]","[c]"
"Leaver CS","2023","Tax","North East (England)","125","[c]","[c]","[c]"
"Leaver CS","2023","Tax","North West (England)","215","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Northern Ireland","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Scotland","150","[c]","[c]","[c]"
"Leaver CS","2023","Tax","South East (England)","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Wales","75","[c]","[c]","[c]"
"Leaver CS","2023","Tax","West Midlands (England)","75","[c]","[c]","[c]"
"Leaver CS","2023","Tax","Yorkshire and The Humber","75","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Midlands (England)","80","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","65","[c]","44930","38330"
"Leaver CS","2023","Unknown","London","1545","[c]","51000","46250"
"Leaver CS","2023","Unknown","North East (England)","70","[c]","28260","21720"
"Leaver CS","2023","Unknown","North West (England)","145","[c]","42440","38460"
"Leaver CS","2023","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","1140","[c]","38680","33520"
"Leaver CS","2023","Unknown","South East (England)","180","[c]","48620","36460"
"Leaver CS","2023","Unknown","South West (England)","95","[c]","40280","35560"
"Leaver CS","2023","Unknown","Unknown","75","[c]","51260","30630"
"Leaver CS","2023","Unknown","Wales","40","[c]","47810","42130"
"Leaver CS","2023","Unknown","West Midlands (England)","105","[c]","45460","39820"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","205","[c]","40410","34320"
"Leaver CS","2023","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","London","10","[c]","48050","45400"
"Leaver CS","2023","Veterinarian","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","15","[c]","40830","41590"
"Leaver Dept.","2023","Commercial","London","50","[c]","38060","34430"
"Leaver Dept.","2023","Commercial","North East (England)","15","[c]","38410","41590"
"Leaver Dept.","2023","Commercial","North West (England)","40","[c]","38710","39130"
"Leaver Dept.","2023","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","10","[c]","35940","33990"
"Leaver Dept.","2023","Commercial","South East (England)","10","[c]","35660","35640"
"Leaver Dept.","2023","Commercial","South West (England)","35","[c]","40430","41200"
"Leaver Dept.","2023","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Wales","20","[c]","35560","32000"
"Leaver Dept.","2023","Commercial","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Yorkshire and The Humber","35","[c]","37650","38010"
"Leaver Dept.","2023","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","180","[c]","41620","38140"
"Leaver Dept.","2023","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","15","[c]","39490","31290"
"Leaver Dept.","2023","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Wales","15","[c]","30370","31060"
"Leaver Dept.","2023","Communications","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East Midlands (England)","10","[c]","27930","28120"
"Leaver Dept.","2023","Counter Fraud","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","50","[c]","36380","32520"
"Leaver Dept.","2023","Counter Fraud","North East (England)","15","[c]","29560","28120"
"Leaver Dept.","2023","Counter Fraud","North West (England)","15","[c]","29550","28120"
"Leaver Dept.","2023","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","25","[c]","26380","27570"
"Leaver Dept.","2023","Counter Fraud","South East (England)","15","[c]","29090","31280"
"Leaver Dept.","2023","Counter Fraud","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","10","[c]","26990","27840"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","15","[c]","30490","29230"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","15","[c]","33060","31150"
"Leaver Dept.","2023","Digital, Data and Technology","East Midlands (England)","20","[c]","37700","32160"
"Leaver Dept.","2023","Digital, Data and Technology","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","London","190","[c]","48400","43650"
"Leaver Dept.","2023","Digital, Data and Technology","North East (England)","70","[c]","37840","34170"
"Leaver Dept.","2023","Digital, Data and Technology","North West (England)","90","[c]","38250","38030"
"Leaver Dept.","2023","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Scotland","25","[c]","35260","31970"
"Leaver Dept.","2023","Digital, Data and Technology","South East (England)","25","[c]","34240","32650"
"Leaver Dept.","2023","Digital, Data and Technology","South West (England)","55","[c]","42160","41200"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","Wales","60","[c]","40420","38160"
"Leaver Dept.","2023","Digital, Data and Technology","West Midlands (England)","45","[c]","40170","37810"
"Leaver Dept.","2023","Digital, Data and Technology","Yorkshire and The Humber","55","[c]","41930","37590"
"Leaver Dept.","2023","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","London","140","[c]","46920","38850"
"Leaver Dept.","2023","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","175","[c]","48770","40000"
"Leaver Dept.","2023","Finance","North East (England)","35","[c]","38750","34170"
"Leaver Dept.","2023","Finance","North West (England)","60","[c]","41420","37680"
"Leaver Dept.","2023","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","South East (England)","15","[c]","37070","34570"
"Leaver Dept.","2023","Finance","South West (England)","20","[c]","51920","46390"
"Leaver Dept.","2023","Finance","Unknown","10","[c]","33260","32630"
"Leaver Dept.","2023","Finance","Wales","20","[c]","39140","31660"
"Leaver Dept.","2023","Finance","West Midlands (England)","25","[c]","38760","34250"
"Leaver Dept.","2023","Finance","Yorkshire and The Humber","40","[c]","42880","34170"
"Leaver Dept.","2023","Geography","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","East Midlands (England)","15","[c]","29370","26940"
"Leaver Dept.","2023","Human Resources","East of England","15","[c]","34510","27830"
"Leaver Dept.","2023","Human Resources","London","160","[c]","43400","38020"
"Leaver Dept.","2023","Human Resources","North East (England)","20","[c]","33430","32160"
"Leaver Dept.","2023","Human Resources","North West (England)","70","[c]","35590","32410"
"Leaver Dept.","2023","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scotland","20","[c]","36500","28000"
"Leaver Dept.","2023","Human Resources","South East (England)","30","[c]","33570","32670"
"Leaver Dept.","2023","Human Resources","South West (England)","55","[c]","33760","31830"
"Leaver Dept.","2023","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Wales","85","[c]","33090","31660"
"Leaver Dept.","2023","Human Resources","West Midlands (England)","25","[c]","39850","40580"
"Leaver Dept.","2023","Human Resources","Yorkshire and The Humber","45","[c]","40070","38210"
"Leaver Dept.","2023","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","London","35","[c]","40360","38020"
"Leaver Dept.","2023","Intelligence Analysis","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","London","70","[c]","40630","38160"
"Leaver Dept.","2023","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","London","20","[c]","38480","34260"
"Leaver Dept.","2023","Knowledge and Information Management","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","145","[c]","57810","54120"
"Leaver Dept.","2023","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","North West (England)","15","[c]","41850","37060"
"Leaver Dept.","2023","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","South West (England)","10","[c]","50910","50880"
"Leaver Dept.","2023","Legal","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","East Midlands (England)","210","[c]","27850","27570"
"Leaver Dept.","2023","Operational Delivery","East of England","165","[c]","27960","27650"
"Leaver Dept.","2023","Operational Delivery","London","1125","[c]","37200","32520"
"Leaver Dept.","2023","Operational Delivery","North East (England)","475","[c]","27120","25920"
"Leaver Dept.","2023","Operational Delivery","North West (England)","915","[c]","27760","27170"
"Leaver Dept.","2023","Operational Delivery","Northern Ireland","40","[c]","27290","26750"
"Leaver Dept.","2023","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","Scotland","695","[c]","26040","27570"
"Leaver Dept.","2023","Operational Delivery","South East (England)","400","[c]","28420","28120"
"Leaver Dept.","2023","Operational Delivery","South West (England)","280","[c]","29050","27570"
"Leaver Dept.","2023","Operational Delivery","Unknown","30","[c]","30040","28120"
"Leaver Dept.","2023","Operational Delivery","Wales","410","[c]","29230","27450"
"Leaver Dept.","2023","Operational Delivery","West Midlands (England)","535","[c]","27970","27570"
"Leaver Dept.","2023","Operational Delivery","Yorkshire and The Humber","455","[c]","29670","28120"
"Leaver Dept.","2023","Operational Research","London","25","[c]","43290","41990"
"Leaver Dept.","2023","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","London","165","[c]","41290","35070"
"Leaver Dept.","2023","Other","North East (England)","15","[c]","25950","21690"
"Leaver Dept.","2023","Other","North West (England)","35","[c]","24190","21690"
"Leaver Dept.","2023","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Scotland","15","[c]","31750","27570"
"Leaver Dept.","2023","Other","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","South West (England)","25","[c]","40690","40720"
"Leaver Dept.","2023","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","Wales","15","[c]","39940","31670"
"Leaver Dept.","2023","Other","West Midlands (England)","20","[c]","26390","21690"
"Leaver Dept.","2023","Other","Yorkshire and The Humber","25","[c]","26310","25880"
"Leaver Dept.","2023","Planning","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","East Midlands (England)","15","[c]","35210","30330"
"Leaver Dept.","2023","Policy","East of England","10","[c]","45900","50110"
"Leaver Dept.","2023","Policy","London","1725","[c]","46640","41750"
"Leaver Dept.","2023","Policy","North East (England)","45","[c]","43300","37330"
"Leaver Dept.","2023","Policy","North West (England)","90","[c]","38060","33250"
"Leaver Dept.","2023","Policy","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Scotland","20","[c]","36050","32950"
"Leaver Dept.","2023","Policy","South East (England)","15","[c]","35290","30700"
"Leaver Dept.","2023","Policy","South West (England)","70","[c]","43510","38060"
"Leaver Dept.","2023","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","Wales","75","[c]","37250","33070"
"Leaver Dept.","2023","Policy","West Midlands (England)","60","[c]","41430","37590"
"Leaver Dept.","2023","Policy","Yorkshire and The Humber","100","[c]","39130","38470"
"Leaver Dept.","2023","Project Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","East of England","15","[c]","36240","36330"
"Leaver Dept.","2023","Project Delivery","London","240","[c]","43000","39150"
"Leaver Dept.","2023","Project Delivery","North East (England)","35","[c]","38170","34260"
"Leaver Dept.","2023","Project Delivery","North West (England)","55","[c]","38010","35860"
"Leaver Dept.","2023","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Scotland","25","[c]","42250","39000"
"Leaver Dept.","2023","Project Delivery","South East (England)","30","[c]","44260","41800"
"Leaver Dept.","2023","Project Delivery","South West (England)","55","[c]","40630","40000"
