"Status","Year","Organisation","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Defence (excl. agencies)","Shropshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Somerset CC","Outside London","AA/AO","200","185","22100","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Somerset CC","Outside London","EO","55","50","27690","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Somerset CC","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Somerset CC","Outside London","SEO/HEO","35","35","38400","38240"
"In post","2023","Ministry of Defence (excl. agencies)","South Ayrshire","Outside London","AA/AO","20","15","21800","21380"
"In post","2023","Ministry of Defence (excl. agencies)","South Ayrshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Ayrshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","AA/AO","190","180","23660","22220"
"In post","2023","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","EO","160","155","30870","33080"
"In post","2023","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","G6/G7","25","25","61570","57710"
"In post","2023","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","SEO/HEO","185","180","38430","35650"
"In post","2023","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Lanarkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Lanarkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Nottinghamshire","Outside London","AA/AO","125","115","22020","22220"
"In post","2023","Ministry of Defence (excl. agencies)","South Nottinghamshire","Outside London","EO","35","35","29440","27600"
"In post","2023","Ministry of Defence (excl. agencies)","South Nottinghamshire","Outside London","G6/G7","15","10","67050","58450"
"In post","2023","Ministry of Defence (excl. agencies)","South Nottinghamshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Nottinghamshire","Outside London","SEO/HEO","90","85","40160","40590"
"In post","2023","Ministry of Defence (excl. agencies)","South Teesside","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South Teesside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South West Wales","Outside London","AA/AO","30","30","21260","21380"
"In post","2023","Ministry of Defence (excl. agencies)","South West Wales","Outside London","EO","10","10","28420","27470"
"In post","2023","Ministry of Defence (excl. agencies)","South West Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Southampton","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Southampton","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Southend-on-Sea","Outside London","AA/AO","10","10","23510","23720"
"In post","2023","Ministry of Defence (excl. agencies)","Southend-on-Sea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Southend-on-Sea","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","AA/AO","160","150","21890","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","EO","190","185","27330","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","G6/G7","180","175","60010","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","SCS level","10","10","116830","112570"
"In post","2023","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","SEO/HEO","510","495","37650","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Stoke-on-Trent","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Suffolk CC","Outside London","AA/AO","380","370","22380","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Suffolk CC","Outside London","EO","130","130","28700","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Suffolk CC","Outside London","G6/G7","15","15","64650","65410"
"In post","2023","Ministry of Defence (excl. agencies)","Suffolk CC","Outside London","SEO/HEO","120","115","37170","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Sunderland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Sunderland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Swansea","Outside London","AA/AO","10","10","21640","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Swansea","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Swindon","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Swindon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Swindon","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Swindon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","AA/AO","105","100","25370","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","EO","40","40","27710","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","G6/G7","20","20","60460","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","SEO/HEO","70","70","38210","35570"
"In post","2023","Ministry of Defence (excl. agencies)","Torbay","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Torbay","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Tower Hamlets","London","AA/AO","10","10","24910","24380"
"In post","2023","Ministry of Defence (excl. agencies)","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Tower Hamlets","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Tyneside","Outside London","AA/AO","65","60","21340","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Tyneside","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Tyneside","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","AA/AO","15","15","22170","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","SEO/HEO","15","15","47130","48540"
"In post","2023","Ministry of Defence (excl. agencies)","Wakefield","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wakefield","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wakefield","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Walsall","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wandsworth","London","AA/AO","20","20","24260","22880"
"In post","2023","Ministry of Defence (excl. agencies)","Wandsworth","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Warrington","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Warrington","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Warwickshire CC","Outside London","AA/AO","80","80","22740","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Warwickshire CC","Outside London","EO","20","20","29930","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Warwickshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Warwickshire CC","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Cumbria","Outside London","AA/AO","50","50","31060","27480"
"In post","2023","Ministry of Defence (excl. agencies)","West Cumbria","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Cumbria","Outside London","SEO/HEO","10","10","46710","46500"
"In post","2023","Ministry of Defence (excl. agencies)","West Essex","Outside London","AA/AO","30","30","19940","18830"
"In post","2023","Ministry of Defence (excl. agencies)","West Essex","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Essex","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Kent","Outside London","AA/AO","20","20","38000","45380"
"In post","2023","Ministry of Defence (excl. agencies)","West Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Lothian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Northamptonshire","Outside London","AA/AO","20","20","32150","34720"
"In post","2023","Ministry of Defence (excl. agencies)","West Northamptonshire","Outside London","EO","15","15","30760","29570"
"In post","2023","Ministry of Defence (excl. agencies)","West Northamptonshire","Outside London","SEO/HEO","15","15","35920","34530"
"In post","2023","Ministry of Defence (excl. agencies)","West Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Surrey","Outside London","AA/AO","115","110","21960","22190"
"In post","2023","Ministry of Defence (excl. agencies)","West Surrey","Outside London","EO","45","40","29640","27470"
"In post","2023","Ministry of Defence (excl. agencies)","West Surrey","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Surrey","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Surrey","Outside London","SEO/HEO","35","30","37410","34300"
"In post","2023","Ministry of Defence (excl. agencies)","West Sussex (South West)","Outside London","AA/AO","15","15","22050","22220"
"In post","2023","Ministry of Defence (excl. agencies)","West Sussex (South West)","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Sussex (South West)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Sussex (South West)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Westminster","London","AA/AO","335","330","27650","26560"
"In post","2023","Ministry of Defence (excl. agencies)","Westminster","London","EO","310","305","32090","31580"
"In post","2023","Ministry of Defence (excl. agencies)","Westminster","London","G6/G7","820","810","63250","61440"
"In post","2023","Ministry of Defence (excl. agencies)","Westminster","London","SCS level","195","185","92350","82780"
"In post","2023","Ministry of Defence (excl. agencies)","Westminster","London","SEO/HEO","1600","1580","43280","45540"
"In post","2023","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","AA/AO","670","640","24060","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","EO","590","565","28280","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","G6/G7","435","420","60130","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","SCS level","25","25","96940","85790"
"In post","2023","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","SEO/HEO","1395","1335","38030","36020"
"In post","2023","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wirral","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wolverhampton","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wolverhampton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Worcestershire CC","Outside London","AA/AO","20","20","21550","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Worcestershire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Worcestershire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","York","Outside London","AA/AO","85","80","23240","22220"
"In post","2023","Ministry of Defence (excl. agencies)","York","Outside London","EO","35","35","29380","27470"
"In post","2023","Ministry of Defence (excl. agencies)","York","Outside London","G6/G7","10","10","64520","56180"
"In post","2023","Ministry of Defence (excl. agencies)","York","Outside London","SEO/HEO","60","55","36960","34300"
"In post","2023","Ministry of Justice (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Barking & Dagenham and Havering","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","SEO/HEO","20","15","37810","41190"
"In post","2023","Ministry of Justice (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","15","15","36260","36060"
"In post","2023","Ministry of Justice (excl. agencies)","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bedford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Berkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Berkshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bexley and Greenwich","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bexley and Greenwich","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bexley and Greenwich","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bexley and Greenwich","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Birmingham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Birmingham","Outside London","EO","25","25","25930","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Birmingham","Outside London","G6/G7","70","70","57560","55220"
"In post","2023","Ministry of Justice (excl. agencies)","Birmingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Birmingham","Outside London","SEO/HEO","95","95","35390","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Birmingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Blackburn with Darwen","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Blackburn with Darwen","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Blackpool","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Blackpool","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Blackpool","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bournemouth, Christchurch and Poole","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bournemouth, Christchurch and Poole","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bradford","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bradford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Breckland and South Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Breckland and South Norfolk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bridgend and Neath Port Talbot","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bridgend and Neath Port Talbot","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Brighton and Hove","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Brighton and Hove","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Brighton and Hove","Outside London","SEO/HEO","15","15","36300","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","G6/G7","15","15","56760","56630"
"In post","2023","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","SEO/HEO","15","15","35540","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Buckinghamshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Buckinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Buckinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Buckinghamshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Calderdale and Kirklees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cambridgeshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cambridgeshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Camden and City of London","London","AA/AO","10","10","25480","25480"
"In post","2023","Ministry of Justice (excl. agencies)","Camden and City of London","London","EO","20","20","29820","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Camden and City of London","London","G6/G7","20","20","59910","58740"
"In post","2023","Ministry of Justice (excl. agencies)","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Camden and City of London","London","SEO/HEO","20","15","38390","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","EO","15","10","25830","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","G6/G7","30","30","55670","52680"
"In post","2023","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","60","55","35980","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Central Hampshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Central Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Central Hampshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Central Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Central Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cheshire East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cheshire West and Chester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Chorley and West Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Chorley and West Lancashire","Outside London","SEO/HEO","20","20","37530","39590"
"In post","2023","Ministry of Justice (excl. agencies)","City of Edinburgh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","City of Edinburgh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","City of Edinburgh","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Coventry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Coventry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Croydon","London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Croydon","London","G6/G7","25","25","66250","64140"
"In post","2023","Ministry of Justice (excl. agencies)","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Croydon","London","SEO/HEO","50","45","41210","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Croydon","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Darlington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Darlington","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Derby","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Devon CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Devon CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Devon CC","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Devon CC","Outside London","SEO/HEO","20","20","37410","41350"
"In post","2023","Ministry of Justice (excl. agencies)","Dorset","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Dorset","Outside London","SEO/HEO","15","15","36170","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Dudley","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Dudley","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Durham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Durham","Outside London","G6/G7","10","10","58670","57380"
"In post","2023","Ministry of Justice (excl. agencies)","Durham","Outside London","SEO/HEO","30","30","35000","33660"
"In post","2023","Ministry of Justice (excl. agencies)","East Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Merseyside","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Riding of Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Riding of Yorkshire","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Riding of Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
