"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Grants Management","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Grants Management","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Grants Management","London","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Grants Management","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Grants Management","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","AO","Heterosexual / straight","910","820","22130","22150"
"In post","2023","Grants Management","Outside London","AO","LGBO","90","90","22130","22150"
"In post","2023","Grants Management","Outside London","AO","Undeclared","130","125","22130","22150"
"In post","2023","Grants Management","Outside London","AO","Unknown","290","265","22110","22150"
"In post","2023","Grants Management","Outside London","EO","Heterosexual / straight","445","415","26070","25920"
"In post","2023","Grants Management","Outside London","EO","LGBO","30","30","[c]","[c]"
"In post","2023","Grants Management","Outside London","EO","Undeclared","70","65","26170","25920"
"In post","2023","Grants Management","Outside London","EO","Unknown","105","100","26190","25920"
"In post","2023","Grants Management","Outside London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Grants Management","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","G7","Heterosexual / straight","40","40","50170","49400"
"In post","2023","Grants Management","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Grants Management","Outside London","HEO","Heterosexual / straight","185","170","30870","30320"
"In post","2023","Grants Management","Outside London","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Grants Management","Outside London","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Grants Management","Outside London","HEO","Unknown","50","45","31140","30840"
"In post","2023","Grants Management","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Grants Management","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Outside London","SEO","Heterosexual / straight","85","80","38050","37300"
"In post","2023","Grants Management","Outside London","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Grants Management","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Grants Management","Outside London","SEO","Unknown","30","30","38190","37980"
"In post","2023","Human Resources","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","AO","Heterosexual / straight","55","55","26280","26400"
"In post","2023","Human Resources","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","London","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Human Resources","London","AO","Unknown","15","15","[c]","[c]"
"In post","2023","Human Resources","London","EO","Heterosexual / straight","325","315","30470","30090"
"In post","2023","Human Resources","London","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Human Resources","London","EO","Undeclared","50","45","30580","30630"
"In post","2023","Human Resources","London","EO","Unknown","75","75","30730","30300"
"In post","2023","Human Resources","London","G6","Heterosexual / straight","260","250","70840","70220"
"In post","2023","Human Resources","London","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Human Resources","London","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","Human Resources","London","G6","Unknown","35","35","71480","70920"
"In post","2023","Human Resources","London","G7","Heterosexual / straight","515","500","58210","57840"
"In post","2023","Human Resources","London","G7","LGBO","50","50","56460","55790"
"In post","2023","Human Resources","London","G7","Undeclared","45","45","59200","59290"
"In post","2023","Human Resources","London","G7","Unknown","80","80","58540","59000"
"In post","2023","Human Resources","London","HEO","Heterosexual / straight","540","520","36920","36680"
"In post","2023","Human Resources","London","HEO","LGBO","60","60","35810","35860"
"In post","2023","Human Resources","London","HEO","Undeclared","50","50","36490","36260"
"In post","2023","Human Resources","London","HEO","Unknown","110","105","36460","36690"
"In post","2023","Human Resources","London","SCS level","Heterosexual / straight","125","120","91410","83300"
"In post","2023","Human Resources","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Human Resources","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Human Resources","London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Human Resources","London","SEO","Heterosexual / straight","430","410","44760","43760"
"In post","2023","Human Resources","London","SEO","LGBO","30","30","44630","43650"
"In post","2023","Human Resources","London","SEO","Undeclared","45","45","44480","44060"
"In post","2023","Human Resources","London","SEO","Unknown","65","65","44180","43650"
"In post","2023","Human Resources","London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Human Resources","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Outside London","AA","Heterosexual / straight","60","50","21180","21380"
"In post","2023","Human Resources","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Outside London","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Human Resources","Outside London","AA","Unknown","15","15","[c]","[c]"
"In post","2023","Human Resources","Outside London","AO","Heterosexual / straight","790","725","22440","22220"
"In post","2023","Human Resources","Outside London","AO","LGBO","40","40","22520","22490"
"In post","2023","Human Resources","Outside London","AO","Undeclared","85","75","22270","22220"
"In post","2023","Human Resources","Outside London","AO","Unknown","170","160","22780","22220"
"In post","2023","Human Resources","Outside London","EO","Heterosexual / straight","2285","2160","28250","28090"
"In post","2023","Human Resources","Outside London","EO","LGBO","120","120","27450","27560"
"In post","2023","Human Resources","Outside London","EO","Undeclared","285","270","28730","28120"
"In post","2023","Human Resources","Outside London","EO","Unknown","420","395","28450","28080"
"In post","2023","Human Resources","Outside London","G6","Heterosexual / straight","335","325","66550","66630"
"In post","2023","Human Resources","Outside London","G6","LGBO","25","25","[c]","[c]"
"In post","2023","Human Resources","Outside London","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Human Resources","Outside London","G6","Unknown","30","25","[c]","[c]"
"In post","2023","Human Resources","Outside London","G7","Heterosexual / straight","1045","1005","54020","53750"
"In post","2023","Human Resources","Outside London","G7","LGBO","65","65","53610","52340"
"In post","2023","Human Resources","Outside London","G7","Undeclared","75","75","54830","55110"
"In post","2023","Human Resources","Outside London","G7","Unknown","120","120","54000","54000"
"In post","2023","Human Resources","Outside London","HEO","Heterosexual / straight","2225","2130","34050","34170"
"In post","2023","Human Resources","Outside London","HEO","LGBO","140","135","33440","34170"
"In post","2023","Human Resources","Outside London","HEO","Undeclared","215","210","34530","34300"
"In post","2023","Human Resources","Outside London","HEO","Unknown","390","370","34790","34300"
"In post","2023","Human Resources","Outside London","SCS level","Heterosexual / straight","85","85","88780","81820"
"In post","2023","Human Resources","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Human Resources","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Human Resources","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Outside London","SEO","Heterosexual / straight","1525","1460","41510","41200"
"In post","2023","Human Resources","Outside London","SEO","LGBO","85","80","40410","39970"
"In post","2023","Human Resources","Outside London","SEO","Undeclared","120","115","42450","41550"
"In post","2023","Human Resources","Outside London","SEO","Unknown","195","190","41700","41000"
"In post","2023","Human Resources","Outside London","Unknown","Heterosexual / straight","75","70","39310","38290"
"In post","2023","Human Resources","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Human Resources","Outside London","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","Human Resources","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Human Resources","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Human Resources","Overseas","HEO","Heterosexual / straight","35","35","47490","43690"
"In post","2023","Human Resources","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Overseas","HEO","Unknown","155","150","56930","57770"
"In post","2023","Human Resources","Overseas","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Internal Audit","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","G7","Heterosexual / straight","40","35","57870","56740"
"In post","2023","Internal Audit","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Internal Audit","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","SEO","Heterosexual / straight","45","45","48840","48190"
"In post","2023","Internal Audit","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","London","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Internal Audit","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","G6","Heterosexual / straight","50","50","64870","64280"
"In post","2023","Internal Audit","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","G7","Heterosexual / straight","75","70","52940","51350"
"In post","2023","Internal Audit","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","G7","Undeclared","10","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","HEO","Heterosexual / straight","80","80","34200","33990"
"In post","2023","Internal Audit","Outside London","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Internal Audit","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SEO","Heterosexual / straight","160","145","44330","43470"
"In post","2023","Internal Audit","Outside London","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Internal Audit","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AO","Heterosexual / straight","310","290","24340","24480"
"In post","2023","Legal","London","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Legal","London","AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Legal","London","AO","Unknown","95","85","25350","24480"
"In post","2023","Legal","London","EO","Heterosexual / straight","570","550","29700","28870"
"In post","2023","Legal","London","EO","LGBO","45","45","29470","28540"
"In post","2023","Legal","London","EO","Undeclared","55","55","29840","28870"
"In post","2023","Legal","London","EO","Unknown","160","145","30320","30560"
"In post","2023","Legal","London","G6","Heterosexual / straight","725","675","71260","69110"
"In post","2023","Legal","London","G6","LGBO","60","60","72560","71430"
"In post","2023","Legal","London","G6","Undeclared","110","100","72890","72750"
"In post","2023","Legal","London","G6","Unknown","300","275","71640","69710"
"In post","2023","Legal","London","G7","Heterosexual / straight","1285","1205","57390","54320"
"In post","2023","Legal","London","G7","LGBO","100","95","56820","54100"
"In post","2023","Legal","London","G7","Undeclared","110","105","57910","55170"
"In post","2023","Legal","London","G7","Unknown","340","310","59360","59180"
"In post","2023","Legal","London","HEO","Heterosexual / straight","270","265","37480","36050"
"In post","2023","Legal","London","HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Legal","London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","London","HEO","Unknown","75","75","36780","35550"
"In post","2023","Legal","London","SCS level","Heterosexual / straight","250","235","91160","84010"
"In post","2023","Legal","London","SCS level","LGBO","30","30","91460","86750"
"In post","2023","Legal","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2023","Legal","London","SCS level","Unknown","75","70","87990","82190"
"In post","2023","Legal","London","SEO","Heterosexual / straight","135","135","42040","40800"
"In post","2023","Legal","London","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Legal","London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","London","SEO","Unknown","45","45","43020","42720"
"In post","2023","Legal","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","AA","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Outside London","AO","Heterosexual / straight","1000","930","22870","22870"
"In post","2023","Legal","Outside London","AO","LGBO","80","75","22720","22870"
"In post","2023","Legal","Outside London","AO","Undeclared","55","50","22890","22870"
"In post","2023","Legal","Outside London","AO","Unknown","245","205","23070","22870"
"In post","2023","Legal","Outside London","EO","Heterosexual / straight","995","930","28070","28130"
"In post","2023","Legal","Outside London","EO","LGBO","85","85","27700","27170"
"In post","2023","Legal","Outside London","EO","Undeclared","60","55","28700","28130"
"In post","2023","Legal","Outside London","EO","Unknown","305","275","28400","28430"
"In post","2023","Legal","Outside London","G6","Heterosexual / straight","435","410","71820","72490"
"In post","2023","Legal","Outside London","G6","LGBO","25","25","[c]","[c]"
"In post","2023","Legal","Outside London","G6","Undeclared","40","35","72750","74000"
"In post","2023","Legal","Outside London","G6","Unknown","95","90","72980","71700"
"In post","2023","Legal","Outside London","G7","Heterosexual / straight","2355","2185","55680","54800"
"In post","2023","Legal","Outside London","G7","LGBO","110","105","55240","55230"
"In post","2023","Legal","Outside London","G7","Undeclared","140","125","56700","55990"
"In post","2023","Legal","Outside London","G7","Unknown","610","535","57860","56450"
"In post","2023","Legal","Outside London","HEO","Heterosexual / straight","530","500","34360","34700"
"In post","2023","Legal","Outside London","HEO","LGBO","40","35","33650","34290"
"In post","2023","Legal","Outside London","HEO","Undeclared","45","40","34460","34850"
"In post","2023","Legal","Outside London","HEO","Unknown","165","155","34920","35000"
"In post","2023","Legal","Outside London","SCS level","Heterosexual / straight","85","85","89860","85510"
"In post","2023","Legal","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Legal","Outside London","SEO","Heterosexual / straight","420","405","40710","40540"
"In post","2023","Legal","Outside London","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Legal","Outside London","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Legal","Outside London","SEO","Unknown","100","90","42670","42160"
"In post","2023","Legal","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","London","AA","Heterosexual / straight","805","735","24760","23500"
"In post","2023","No function","London","AA","LGBO","40","35","24890","23670"
"In post","2023","No function","London","AA","Undeclared","105","95","24120","23500"
"In post","2023","No function","London","AA","Unknown","365","340","25120","23670"
"In post","2023","No function","London","AO","Heterosexual / straight","5000","4615","28180","26400"
"In post","2023","No function","London","AO","LGBO","275","265","29640","26920"
"In post","2023","No function","London","AO","Undeclared","695","625","27000","25610"
"In post","2023","No function","London","AO","Unknown","2150","2020","28520","26400"
"In post","2023","No function","London","EO","Heterosexual / straight","9360","8805","31710","31310"
"In post","2023","No function","London","EO","LGBO","520","505","31560","31260"
"In post","2023","No function","London","EO","Undeclared","1370","1260","31360","30930"
"In post","2023","No function","London","EO","Unknown","3055","2895","31280","30920"
"In post","2023","No function","London","G6","Heterosexual / straight","3055","2935","69750","68030"
"In post","2023","No function","London","G6","LGBO","290","285","68540","67420"
"In post","2023","No function","London","G6","Undeclared","460","445","70560","68430"
"In post","2023","No function","London","G6","Unknown","675","650","69950","67890"
"In post","2023","No function","London","G7","Heterosexual / straight","7060","6870","57830","56340"
"In post","2023","No function","London","G7","LGBO","780","775","57050","55720"
"In post","2023","No function","London","G7","Undeclared","1055","1035","57640","56040"
"In post","2023","No function","London","G7","Unknown","1720","1685","57930","56500"
"In post","2023","No function","London","HEO","Heterosexual / straight","7010","6840","37150","36180"
"In post","2023","No function","London","HEO","LGBO","665","660","36110","35410"
"In post","2023","No function","London","HEO","Undeclared","965","930","36730","36180"
"In post","2023","No function","London","HEO","Unknown","2055","2010","37300","36180"
"In post","2023","No function","London","SCS level","Heterosexual / straight","1715","1645","89140","80230"
"In post","2023","No function","London","SCS level","LGBO","155","150","88170","79260"
"In post","2023","No function","London","SCS level","Undeclared","165","155","89400","82380"
"In post","2023","No function","London","SCS level","Unknown","370","350","97970","87740"
"In post","2023","No function","London","SEO","Heterosexual / straight","5855","5715","44240","43320"
"In post","2023","No function","London","SEO","LGBO","610","600","43360","42490"
"In post","2023","No function","London","SEO","Undeclared","895","870","44110","43210"
"In post","2023","No function","London","SEO","Unknown","1530","1500","43960","43210"
"In post","2023","No function","London","Unknown","Heterosexual / straight","1740","1660","35590","33820"
"In post","2023","No function","London","Unknown","LGBO","125","125","36540","34820"
"In post","2023","No function","London","Unknown","Undeclared","180","170","37500","34210"
"In post","2023","No function","London","Unknown","Unknown","390","355","31870","29300"
"In post","2023","No function","Outside London","AA","Heterosexual / straight","7415","6575","21670","21760"
"In post","2023","No function","Outside London","AA","LGBO","510","475","22260","23230"
"In post","2023","No function","Outside London","AA","Undeclared","1015","845","20900","19930"
"In post","2023","No function","Outside London","AA","Unknown","2680","2330","22090","22520"
"In post","2023","No function","Outside London","AO","Heterosexual / straight","54630","49075","24320","22400"
"In post","2023","No function","Outside London","AO","LGBO","3640","3475","24970","22520"
"In post","2023","No function","Outside London","AO","Undeclared","6495","5700","23790","22400"
"In post","2023","No function","Outside London","AO","Unknown","21550","19325","24030","22520"
"In post","2023","No function","Outside London","EO","Heterosexual / straight","52605","48295","28580","28120"
"In post","2023","No function","Outside London","EO","LGBO","3295","3170","28550","28120"
"In post","2023","No function","Outside London","EO","Undeclared","6605","5950","28590","28120"
"In post","2023","No function","Outside London","EO","Unknown","16550","15215","28750","28120"
"In post","2023","No function","Outside London","G6","Heterosexual / straight","2860","2730","71240","68660"
"In post","2023","No function","Outside London","G6","LGBO","130","125","69420","65940"
"In post","2023","No function","Outside London","G6","Undeclared","345","320","71970","68960"
"In post","2023","No function","Outside London","G6","Unknown","475","435","71410","69140"
"In post","2023","No function","Outside London","G7","Heterosexual / straight","7715","7465","56090","54470"
"In post","2023","No function","Outside London","G7","LGBO","465","455","55530","54260"
"In post","2023","No function","Outside London","G7","Undeclared","980","940","55780","54510"
"In post","2023","No function","Outside London","G7","Unknown","1330","1280","55740","55110"
"In post","2023","No function","Outside London","HEO","Heterosexual / straight","24075","22900","34550","34170"
"In post","2023","No function","Outside London","HEO","LGBO","1565","1525","34350","34170"
"In post","2023","No function","Outside London","HEO","Undeclared","2900","2745","34690","34300"
