"Status","Year","Profession_of_post","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Intelligence Analysis","West Central Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","Male","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Midlands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Male","Heterosexual / straight","30","30","32510","32310"
"In post","2023","Intelligence Analysis","West Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","30","30","43200","42510"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Female","Heterosexual / straight","55","50","50560","47170"
"In post","2023","Internal Audit","Inner London - West","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Male","Heterosexual / straight","70","70","56580","55110"
"In post","2023","Internal Audit","Inner London - West","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
