"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","North and North East Lincolnshire","G6/G7","G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","North and North East Lincolnshire","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and North East Lincolnshire","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","HEO","Heterosexual / straight","55","50","33730","34170"
"In post","2023","North and North East Lincolnshire","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","SEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","North and North East Lincolnshire","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North and North East Lincolnshire","Unknown","Unknown","Heterosexual / straight","115","105","30390","29050"
"In post","2023","North and North East Lincolnshire","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","North and North East Lincolnshire","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","North and North East Lincolnshire","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","North and West Norfolk","AA/AO","AA","Heterosexual / straight","100","95","21530","21380"
"In post","2023","North and West Norfolk","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2023","North and West Norfolk","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","AA/AO","AA","Unknown","15","15","[c]","[c]"
"In post","2023","North and West Norfolk","AA/AO","AO","Heterosexual / straight","290","275","28050","28880"
"In post","2023","North and West Norfolk","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2023","North and West Norfolk","AA/AO","AO","Undeclared","25","20","[c]","[c]"
"In post","2023","North and West Norfolk","AA/AO","AO","Unknown","50","40","28390","28180"
"In post","2023","North and West Norfolk","EO","EO","Heterosexual / straight","145","130","29970","28120"
"In post","2023","North and West Norfolk","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","EO","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","North and West Norfolk","EO","EO","Unknown","25","20","[c]","[c]"
"In post","2023","North and West Norfolk","G6/G7","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","G6/G7","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","North and West Norfolk","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","SEO/HEO","HEO","Heterosexual / straight","115","110","34530","33990"
"In post","2023","North and West Norfolk","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","SEO/HEO","SEO","Heterosexual / straight","50","45","44910","42970"
"In post","2023","North and West Norfolk","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","SEO/HEO","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","Unknown","Unknown","Heterosexual / straight","45","40","31170","29050"
"In post","2023","North and West Norfolk","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North and West Norfolk","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","North and West Norfolk","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AO","Heterosexual / straight","55","45","22040","21780"
"In post","2023","Northumberland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Northumberland","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","EO","EO","Heterosexual / straight","125","110","28120","28120"
"In post","2023","Northumberland","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Northumberland","EO","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Northumberland","EO","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","G6/G7","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","HEO","Heterosexual / straight","45","45","34030","34170"
"In post","2023","Northumberland","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Northumberland","SEO/HEO","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Northumberland","Unknown","Unknown","Heterosexual / straight","50","50","31110","30810"
"In post","2023","Northumberland","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Northumberland","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Northumberland","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Norwich and East Norfolk","AA/AO","AA","Heterosexual / straight","70","65","22300","23230"
"In post","2023","Norwich and East Norfolk","AA/AO","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Norwich and East Norfolk","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Norwich and East Norfolk","AA/AO","AA","Unknown","15","15","[c]","[c]"
"In post","2023","Norwich and East Norfolk","AA/AO","AO","Heterosexual / straight","385","350","25510","24320"
"In post","2023","Norwich and East Norfolk","AA/AO","AO","LGBO","30","30","26160","27490"
"In post","2023","Norwich and East Norfolk","AA/AO","AO","Undeclared","50","50","24480","21780"
"In post","2023","Norwich and East Norfolk","AA/AO","AO","Unknown","70","55","24570","21690"
"In post","2023","Norwich and East Norfolk","EO","EO","Heterosexual / straight","405","360","28280","28120"
"In post","2023","Norwich and East Norfolk","EO","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Norwich and East Norfolk","EO","EO","Undeclared","75","65","28380","28120"
"In post","2023","Norwich and East Norfolk","EO","EO","Unknown","70","60","28800","28120"
"In post","2023","Norwich and East Norfolk","G6/G7","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Norwich and East Norfolk","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Norwich and East Norfolk","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Norwich and East Norfolk","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Norwich and East Norfolk","G6/G7","G7","Heterosexual / straight","70","70","54900","52790"
"In post","2023","Norwich and East Norfolk","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Norwich and East Norfolk","G6/G7","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Norwich and East Norfolk","G6/G7","G7","Unknown","20","15","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SEO/HEO","HEO","Heterosexual / straight","165","160","33930","33170"
"In post","2023","Norwich and East Norfolk","SEO/HEO","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SEO/HEO","HEO","Undeclared","20","15","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SEO/HEO","HEO","Unknown","20","15","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SEO/HEO","SEO","Heterosexual / straight","120","115","41530","40450"
"In post","2023","Norwich and East Norfolk","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Norwich and East Norfolk","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Norwich and East Norfolk","Unknown","Unknown","Heterosexual / straight","220","205","27210","24890"
"In post","2023","Norwich and East Norfolk","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Norwich and East Norfolk","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Norwich and East Norfolk","Unknown","Unknown","Unknown","45","45","24070","20630"
"In post","2023","Nottingham","AA/AO","AA","Heterosexual / straight","75","70","21800","22520"
"In post","2023","Nottingham","AA/AO","AA","LGBO","10","10","[c]","[c]"
"In post","2023","Nottingham","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Nottingham","AA/AO","AA","Unknown","25","25","[c]","[c]"
"In post","2023","Nottingham","AA/AO","AO","Heterosexual / straight","1320","1215","23850","22520"
"In post","2023","Nottingham","AA/AO","AO","LGBO","130","125","23310","22520"
"In post","2023","Nottingham","AA/AO","AO","Undeclared","145","125","22850","22500"
"In post","2023","Nottingham","AA/AO","AO","Unknown","740","675","22960","22520"
"In post","2023","Nottingham","EO","EO","Heterosexual / straight","1455","1360","27950","28080"
"In post","2023","Nottingham","EO","EO","LGBO","125","120","27730","28080"
"In post","2023","Nottingham","EO","EO","Undeclared","185","165","27880","28080"
"In post","2023","Nottingham","EO","EO","Unknown","585","550","28010","28080"
"In post","2023","Nottingham","G6/G7","G6","Heterosexual / straight","195","190","69530","69940"
"In post","2023","Nottingham","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Nottingham","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Nottingham","G6/G7","G6","Unknown","20","15","[c]","[c]"
"In post","2023","Nottingham","G6/G7","G7","Heterosexual / straight","645","620","55670","56870"
"In post","2023","Nottingham","G6/G7","G7","LGBO","35","35","55550","56870"
"In post","2023","Nottingham","G6/G7","G7","Undeclared","65","60","56250","57970"
"In post","2023","Nottingham","G6/G7","G7","Unknown","120","115","56560","56870"
"In post","2023","Nottingham","SCS level","SCS level","Heterosexual / straight","45","45","90440","84050"
"In post","2023","Nottingham","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Nottingham","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Nottingham","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Nottingham","SEO/HEO","HEO","Heterosexual / straight","1295","1235","34370","34700"
"In post","2023","Nottingham","SEO/HEO","HEO","LGBO","95","90","34230","34700"
"In post","2023","Nottingham","SEO/HEO","HEO","Undeclared","165","155","34340","34850"
"In post","2023","Nottingham","SEO/HEO","HEO","Unknown","445","425","34400","34850"
"In post","2023","Nottingham","SEO/HEO","SEO","Heterosexual / straight","820","790","41990","42140"
"In post","2023","Nottingham","SEO/HEO","SEO","LGBO","50","50","41310","42140"
"In post","2023","Nottingham","SEO/HEO","SEO","Undeclared","105","100","42300","42140"
"In post","2023","Nottingham","SEO/HEO","SEO","Unknown","180","170","42060","42140"
"In post","2023","Nottingham","Unknown","Unknown","Heterosexual / straight","210","190","29120","29050"
"In post","2023","Nottingham","Unknown","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Nottingham","Unknown","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2023","Nottingham","Unknown","Unknown","Unknown","50","45","28050","25300"
"In post","2023","Orkney Islands","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","EO","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Orkney Islands","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","SEO/HEO","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Orkney Islands","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Orkney Islands","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Orkney Islands","SEO/HEO","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Orkney Islands","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AO","Heterosexual / straight","40","40","28420","24150"
"In post","2023","Overseas","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","AA/AO","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Overseas","EO","EO","Heterosexual / straight","140","140","35510","33870"
"In post","2023","Overseas","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Overseas","EO","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Overseas","EO","EO","Unknown","35","35","33000","28760"
"In post","2023","Overseas","G6/G7","G6","Heterosexual / straight","290","285","70230","67160"
"In post","2023","Overseas","G6/G7","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Overseas","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Overseas","G6/G7","G6","Unknown","120","120","67980","66330"
"In post","2023","Overseas","G6/G7","G7","Heterosexual / straight","510","505","57770","56100"
"In post","2023","Overseas","G6/G7","G7","LGBO","55","55","56450","55220"
"In post","2023","Overseas","G6/G7","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Overseas","G6/G7","G7","Unknown","280","280","57310","56100"
"In post","2023","Overseas","SCS level","SCS level","Heterosexual / straight","195","195","88820","78550"
"In post","2023","Overseas","SCS level","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Overseas","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Overseas","SCS level","SCS level","Unknown","70","70","83170","75960"
"In post","2023","Overseas","SEO/HEO","HEO","Heterosexual / straight","645","645","37450","35250"
"In post","2023","Overseas","SEO/HEO","HEO","LGBO","45","45","35970","35140"
"In post","2023","Overseas","SEO/HEO","HEO","Undeclared","30","30","43120","41820"
"In post","2023","Overseas","SEO/HEO","HEO","Unknown","315","315","46500","41570"
"In post","2023","Overseas","SEO/HEO","SEO","Heterosexual / straight","325","325","49830","47380"
"In post","2023","Overseas","SEO/HEO","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Overseas","SEO/HEO","SEO","Undeclared","30","30","[c]","[c]"
"In post","2023","Overseas","SEO/HEO","SEO","Unknown","100","100","45690","43340"
"In post","2023","Overseas","Unknown","Unknown","Heterosexual / straight","110","110","[c]","[c]"
"In post","2023","Overseas","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Overseas","Unknown","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Overseas","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Oxfordshire CC","AA/AO","AA","Heterosexual / straight","150","145","21530","21380"
"In post","2023","Oxfordshire CC","AA/AO","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Oxfordshire CC","AA/AO","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","Oxfordshire CC","AA/AO","AA","Unknown","45","40","22470","23230"
"In post","2023","Oxfordshire CC","AA/AO","AO","Heterosexual / straight","490","455","27550","24660"
"In post","2023","Oxfordshire CC","AA/AO","AO","LGBO","30","30","31510","32400"
"In post","2023","Oxfordshire CC","AA/AO","AO","Undeclared","55","50","28900","27520"
"In post","2023","Oxfordshire CC","AA/AO","AO","Unknown","105","95","28940","30200"
"In post","2023","Oxfordshire CC","EO","EO","Heterosexual / straight","360","340","29840","28120"
"In post","2023","Oxfordshire CC","EO","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Oxfordshire CC","EO","EO","Undeclared","55","50","31570","29300"
"In post","2023","Oxfordshire CC","EO","EO","Unknown","70","65","29640","28120"
"In post","2023","Oxfordshire CC","G6/G7","G6","Heterosexual / straight","50","50","74460","69840"
"In post","2023","Oxfordshire CC","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Oxfordshire CC","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Oxfordshire CC","G6/G7","G6","Unknown","15","10","[c]","[c]"
"In post","2023","Oxfordshire CC","G6/G7","G7","Heterosexual / straight","105","95","56800","56170"
"In post","2023","Oxfordshire CC","G6/G7","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Oxfordshire CC","G6/G7","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Oxfordshire CC","G6/G7","G7","Unknown","40","35","54750","53620"
"In post","2023","Oxfordshire CC","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Oxfordshire CC","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Oxfordshire CC","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Oxfordshire CC","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Oxfordshire CC","SEO/HEO","HEO","Heterosexual / straight","305","295","34680","34300"
"In post","2023","Oxfordshire CC","SEO/HEO","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Oxfordshire CC","SEO/HEO","HEO","Undeclared","45","40","34660","34300"
"In post","2023","Oxfordshire CC","SEO/HEO","HEO","Unknown","50","45","35960","34540"
"In post","2023","Oxfordshire CC","SEO/HEO","SEO","Heterosexual / straight","210","205","42990","41220"
"In post","2023","Oxfordshire CC","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Oxfordshire CC","SEO/HEO","SEO","Undeclared","45","45","43810","41840"
"In post","2023","Oxfordshire CC","SEO/HEO","SEO","Unknown","50","45","44270","41800"
"In post","2023","Oxfordshire CC","Unknown","Unknown","Heterosexual / straight","135","120","32870","30810"
"In post","2023","Oxfordshire CC","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Oxfordshire CC","Unknown","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2023","Oxfordshire CC","Unknown","Unknown","Unknown","35","30","29840","29050"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AA","Heterosexual / straight","40","40","22690","22690"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AA","Unknown","40","35","22340","22920"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AO","Heterosexual / straight","140","130","25860","25060"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","AA/AO","AO","Unknown","230","215","26900","26930"
"In post","2023","Perth and Kinross, and Stirling","EO","EO","Heterosexual / straight","260","240","32300","31940"
"In post","2023","Perth and Kinross, and Stirling","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","EO","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","EO","EO","Unknown","285","275","34150","34070"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G7","Heterosexual / straight","40","40","55110","52360"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","G6/G7","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","HEO","Heterosexual / straight","100","95","38370","38330"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","HEO","Unknown","85","80","41140","42340"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","SEO","Heterosexual / straight","40","40","47650","48640"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Perth and Kinross, and Stirling","SEO/HEO","SEO","Unknown","30","25","[c]","[c]"
"In post","2023","Peterborough","AA/AO","AA","Heterosexual / straight","50","45","20020","19500"
"In post","2023","Peterborough","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","AA/AO","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","Peterborough","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2023","Peterborough","AA/AO","AO","Heterosexual / straight","405","345","22450","22400"
"In post","2023","Peterborough","AA/AO","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Peterborough","AA/AO","AO","Undeclared","50","40","22600","22400"
"In post","2023","Peterborough","AA/AO","AO","Unknown","150","135","22700","22400"
"In post","2023","Peterborough","EO","EO","Heterosexual / straight","280","255","27420","28080"
"In post","2023","Peterborough","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Peterborough","EO","EO","Undeclared","35","30","27540","28080"
"In post","2023","Peterborough","EO","EO","Unknown","75","70","27710","28080"
"In post","2023","Peterborough","G6/G7","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Peterborough","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","G6/G7","G7","Heterosexual / straight","65","60","56690","54260"
"In post","2023","Peterborough","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","G6/G7","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Peterborough","G6/G7","G7","Unknown","10","5","[c]","[c]"
"In post","2023","Peterborough","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","SEO/HEO","HEO","Heterosexual / straight","180","165","33680","33910"
"In post","2023","Peterborough","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","SEO/HEO","HEO","Undeclared","40","35","34360","34850"
"In post","2023","Peterborough","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Peterborough","SEO/HEO","SEO","Heterosexual / straight","120","115","41590","39520"
"In post","2023","Peterborough","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Peterborough","SEO/HEO","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Peterborough","SEO/HEO","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Peterborough","Unknown","Unknown","Heterosexual / straight","105","90","30840","29050"
"In post","2023","Peterborough","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Peterborough","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Peterborough","Unknown","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Plymouth","AA/AO","AA","Heterosexual / straight","130","125","21890","21380"
"In post","2023","Plymouth","AA/AO","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Plymouth","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","Plymouth","AA/AO","AA","Unknown","40","35","23020","21380"
"In post","2023","Plymouth","AA/AO","AO","Heterosexual / straight","455","415","25010","22520"
"In post","2023","Plymouth","AA/AO","AO","LGBO","30","30","25210","22520"
"In post","2023","Plymouth","AA/AO","AO","Undeclared","60","55","27580","22520"
"In post","2023","Plymouth","AA/AO","AO","Unknown","260","245","24940","22520"
"In post","2023","Plymouth","EO","EO","Heterosexual / straight","545","495","28460","28080"
