"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","East Wales","10","10","44600","40540"
"In post","2023","Analysis","Digital, Data and Technology","Eastern Scotland","10","10","43060","39590"
"In post","2023","Analysis","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","45280","41710"
"In post","2023","Analysis","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - East","60","55","48090","43650"
"In post","2023","Analysis","Digital, Data and Technology","Inner London - West","30","30","50890","45040"
"In post","2023","Analysis","Digital, Data and Technology","Merseyside","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","South Yorkshire","15","15","42240","39090"
"In post","2023","Analysis","Digital, Data and Technology","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Analysis","Digital, Data and Technology","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Wales","115","115","37670","31560"
"In post","2023","Analysis","Economics","Eastern Scotland","10","10","47050","34620"
"In post","2023","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","44610","43250"
"In post","2023","Analysis","Economics","Greater Manchester","90","90","39410","35000"
"In post","2023","Analysis","Economics","Hampshire and Isle of Wight","25","25","36760","31560"
"In post","2023","Analysis","Economics","Inner London - East","250","240","57560","55130"
"In post","2023","Analysis","Economics","Inner London - West","1085","1065","49450","53550"
"In post","2023","Analysis","Economics","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Merseyside","10","10","37370","30840"
"In post","2023","Analysis","Economics","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Outer London - South","20","20","56940","56430"
"In post","2023","Analysis","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South Yorkshire","20","20","50360","52060"
"In post","2023","Analysis","Economics","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Tees Valley and Durham","45","45","35050","30510"
"In post","2023","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
