"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","AA","15","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","AO","145","125","22420","22150"
"In post","2023","Declared disabled","Cumbria","EO","85","75","27390","28090"
"In post","2023","Declared disabled","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","HEO","40","35","32490","31990"
"In post","2023","Declared disabled","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","40","35","36790","32830"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA","60","55","22030","23230"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AO","510","455","23850","22500"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","575","520","28060","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G7","110","105","56450","56870"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","HEO","320","300","34200","34700"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO","180","175","42390","42140"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","190","175","30170","29050"
"In post","2023","Declared disabled","Devon","AA","70","65","21510","21380"
"In post","2023","Declared disabled","Devon","AO","320","270","23910","22150"
"In post","2023","Declared disabled","Devon","EO","350","315","28300","28120"
"In post","2023","Declared disabled","Devon","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","G7","65","65","51740","49400"
"In post","2023","Declared disabled","Devon","HEO","170","155","34100","33850"
"In post","2023","Declared disabled","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SEO","150","140","41450","39720"
"In post","2023","Declared disabled","Devon","Unknown","95","85","31690","29050"
"In post","2023","Declared disabled","Dorset and Somerset","AA","40","35","21520","21270"
"In post","2023","Declared disabled","Dorset and Somerset","AO","190","175","24790","22220"
"In post","2023","Declared disabled","Dorset and Somerset","EO","220","200","28460","28120"
"In post","2023","Declared disabled","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G7","30","25","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","HEO","120","110","35030","34370"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SEO","65","65","44200","43740"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","85","75","30140","29050"
"In post","2023","Declared disabled","East Anglia","AA","110","100","21810","21380"
"In post","2023","Declared disabled","East Anglia","AO","440","395","25780","22520"
"In post","2023","Declared disabled","East Anglia","EO","470","420","28630","28120"
"In post","2023","Declared disabled","East Anglia","G6","20","15","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G7","40","35","54000","53260"
"In post","2023","Declared disabled","East Anglia","HEO","250","240","34540","34170"
"In post","2023","Declared disabled","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SEO","150","145","43920","41800"
"In post","2023","Declared disabled","East Anglia","Unknown","180","165","28920","26840"
"In post","2023","Declared disabled","East Wales","AA","50","45","21380","21380"
"In post","2023","Declared disabled","East Wales","AO","505","445","23290","22520"
"In post","2023","Declared disabled","East Wales","EO","505","465","28090","28120"
"In post","2023","Declared disabled","East Wales","G6","50","50","69310","69580"
"In post","2023","Declared disabled","East Wales","G7","170","165","56520","56450"
"In post","2023","Declared disabled","East Wales","HEO","370","350","34340","34370"
"In post","2023","Declared disabled","East Wales","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SEO","255","240","42160","41700"
"In post","2023","Declared disabled","East Wales","Unknown","110","100","31390","30420"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA","30","30","22450","23230"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AO","195","165","24540","22000"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","225","200","28720","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","HEO","60","55","34770","34170"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","85","80","30830","29050"
"In post","2023","Declared disabled","Eastern Scotland","AA","115","105","23520","23340"
"In post","2023","Declared disabled","Eastern Scotland","AO","480","435","23680","22520"
"In post","2023","Declared disabled","Eastern Scotland","EO","725","665","30310","29100"
"In post","2023","Declared disabled","Eastern Scotland","G6","75","75","75740","79110"
"In post","2023","Declared disabled","Eastern Scotland","G7","185","175","59300","58850"
"In post","2023","Declared disabled","Eastern Scotland","HEO","400","380","36660","35000"
"In post","2023","Declared disabled","Eastern Scotland","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Eastern Scotland","SEO","230","220","46070","45350"
"In post","2023","Declared disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Essex","AO","150","130","25050","25610"
"In post","2023","Declared disabled","Essex","EO","295","270","30450","31280"
"In post","2023","Declared disabled","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Essex","HEO","55","50","35770","36780"
"In post","2023","Declared disabled","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Essex","SEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Essex","Unknown","85","80","28960","29050"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA","55","50","21340","21380"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AO","495","455","23460","22220"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","600","550","27790","28120"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G6","120","115","69990","69230"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","G7","535","515","53660","52540"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","760","730","32930","32650"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","735","705","41400","41200"
"In post","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","345","325","36600","33340"
"In post","2023","Declared disabled","Greater Manchester","AA","55","50","22150","22520"
"In post","2023","Declared disabled","Greater Manchester","AO","630","560","22690","21690"
"In post","2023","Declared disabled","Greater Manchester","EO","750","685","27860","28120"
"In post","2023","Declared disabled","Greater Manchester","G6","65","65","69950","69940"
"In post","2023","Declared disabled","Greater Manchester","G7","240","230","55550","56000"
"In post","2023","Declared disabled","Greater Manchester","HEO","425","410","33770","34170"
"In post","2023","Declared disabled","Greater Manchester","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Greater Manchester","SEO","300","290","41180","41170"
"In post","2023","Declared disabled","Greater Manchester","Unknown","240","225","30800","29050"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","AA","125","105","21350","21340"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","AO","405","345","23760","22220"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","EO","440","400","28220","28120"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","G6","35","35","70960","68960"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","G7","225","215","53600","51460"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","HEO","345","330","33590","33990"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","SEO","265","250","41430","40800"
"In post","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","120","110","29650","29050"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA","25","25","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AO","180","155","24620","21780"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","140","130","28390","28120"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","HEO","40","35","33260","32670"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","SEO","35","35","43040","40100"
"In post","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","90","85","30680","29050"
"In post","2023","Declared disabled","Highlands and Islands","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","AO","55","50","23590","21690"
"In post","2023","Declared disabled","Highlands and Islands","EO","90","80","29470","28120"
"In post","2023","Declared disabled","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","AA","25","25","[c]","[c]"
"In post","2023","Declared disabled","Inner London - East","AO","260","240","27500","26400"
"In post","2023","Declared disabled","Inner London - East","EO","555","510","32330","32520"
"In post","2023","Declared disabled","Inner London - East","G6","95","90","72540","73640"
"In post","2023","Declared disabled","Inner London - East","G7","255","245","60220","59970"
"In post","2023","Declared disabled","Inner London - East","HEO","350","340","38260","39150"
"In post","2023","Declared disabled","Inner London - East","SCS level","35","35","98030","88420"
"In post","2023","Declared disabled","Inner London - East","SEO","200","190","46440","45960"
"In post","2023","Declared disabled","Inner London - East","Unknown","210","200","37260","34820"
"In post","2023","Declared disabled","Inner London - West","AA","60","55","24410","23000"
"In post","2023","Declared disabled","Inner London - West","AO","390","355","26980","25600"
"In post","2023","Declared disabled","Inner London - West","EO","790","760","30830","30400"
"In post","2023","Declared disabled","Inner London - West","G6","565","545","70400","68940"
"In post","2023","Declared disabled","Inner London - West","G7","1345","1305","57750","55850"
"In post","2023","Declared disabled","Inner London - West","HEO","1305","1285","35800","35410"
"In post","2023","Declared disabled","Inner London - West","SCS level","290","280","92610","82020"
"In post","2023","Declared disabled","Inner London - West","SEO","1000","975","43770","43450"
"In post","2023","Declared disabled","Inner London - West","Unknown","35","35","36390","35760"
"In post","2023","Declared disabled","Kent","AA","50","40","22060","23230"
"In post","2023","Declared disabled","Kent","AO","290","265","26400","25610"
"In post","2023","Declared disabled","Kent","EO","415","380","30020","31280"
"In post","2023","Declared disabled","Kent","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Kent","G7","30","25","[c]","[c]"
"In post","2023","Declared disabled","Kent","HEO","115","110","35370","35020"
"In post","2023","Declared disabled","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Kent","SEO","75","70","45020","43760"
"In post","2023","Declared disabled","Kent","Unknown","120","110","30050","29050"
"In post","2023","Declared disabled","Lancashire","AA","70","60","22360","22520"
"In post","2023","Declared disabled","Lancashire","AO","815","705","22830","21690"
"In post","2023","Declared disabled","Lancashire","EO","775","690","28130","28120"
"In post","2023","Declared disabled","Lancashire","G6","25","20","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","G7","100","90","53610","50160"
"In post","2023","Declared disabled","Lancashire","HEO","255","235","34670","34170"
"In post","2023","Declared disabled","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lancashire","SEO","150","145","40560","38470"
"In post","2023","Declared disabled","Lancashire","Unknown","130","120","29830","29050"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA","45","40","21080","19930"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","AO","335","290","23070","21780"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","EO","260","235","28050","28120"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","G7","20","15","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","HEO","70","65","34710","34170"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","SEO","35","35","44190","41870"
"In post","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","110","100","31660","30810"
"In post","2023","Declared disabled","Lincolnshire","AA","50","45","21880","21380"
"In post","2023","Declared disabled","Lincolnshire","AO","145","130","24890","22220"
"In post","2023","Declared disabled","Lincolnshire","EO","125","110","28330","28120"
"In post","2023","Declared disabled","Lincolnshire","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","HEO","60","60","34410","34170"
"In post","2023","Declared disabled","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Lincolnshire","Unknown","65","60","30640","29050"
"In post","2023","Declared disabled","Merseyside","AA","70","60","20610","19850"
"In post","2023","Declared disabled","Merseyside","AO","850","725","22330","22330"
"In post","2023","Declared disabled","Merseyside","EO","855","755","27630","28120"
"In post","2023","Declared disabled","Merseyside","G6","35","35","70350","69940"
"In post","2023","Declared disabled","Merseyside","G7","150","140","55890","55750"
"In post","2023","Declared disabled","Merseyside","HEO","345","325","34050","34300"
"In post","2023","Declared disabled","Merseyside","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Merseyside","SEO","215","210","41630","41680"
"In post","2023","Declared disabled","Merseyside","Unknown","185","175","30420","26840"
"In post","2023","Declared disabled","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","AO","40","40","24540","22200"
"In post","2023","Declared disabled","North Eastern Scotland","EO","55","50","30000","28120"
"In post","2023","Declared disabled","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","North Eastern Scotland","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","North Yorkshire","AA","20","15","[c]","[c]"
"In post","2023","Declared disabled","North Yorkshire","AO","120","110","23310","22150"
"In post","2023","Declared disabled","North Yorkshire","EO","155","145","27400","27470"
"In post","2023","Declared disabled","North Yorkshire","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","North Yorkshire","G7","60","60","53540","51290"
"In post","2023","Declared disabled","North Yorkshire","HEO","120","115","33560","33120"
"In post","2023","Declared disabled","North Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","North Yorkshire","SEO","55","55","39210","38460"
"In post","2023","Declared disabled","North Yorkshire","Unknown","55","50","31170","29050"
"In post","2023","Declared disabled","Northern Ireland","AA","25","25","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","AO","100","90","22590","22520"
"In post","2023","Declared disabled","Northern Ireland","EO","100","95","27940","28010"
"In post","2023","Declared disabled","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","G7","35","30","57120","57970"
"In post","2023","Declared disabled","Northern Ireland","HEO","80","75","34690","34740"
"In post","2023","Declared disabled","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","SEO","35","35","40990","42140"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","AA","60","50","21720","22520"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","AO","1085","905","22010","21720"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","EO","775","690","27930","28120"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","G6","45","40","68690","69940"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","G7","160","155","54400","54430"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","HEO","410","385","34010","34310"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","SEO","220","210","40890","41780"
"In post","2023","Declared disabled","Northumberland, and Tyne and Wear","Unknown","125","115","30500","29050"
"In post","2023","Declared disabled","Outer London - East and North East","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","AO","195","175","27020","25610"
"In post","2023","Declared disabled","Outer London - East and North East","EO","285","255","32470","32520"
"In post","2023","Declared disabled","Outer London - East and North East","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","HEO","60","60","38590","39150"
"In post","2023","Declared disabled","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Outer London - East and North East","Unknown","60","60","34870","33050"
"In post","2023","Declared disabled","Outer London - South","AA","25","20","[c]","[c]"
"In post","2023","Declared disabled","Outer London - South","AO","190","175","26390","26400"
"In post","2023","Declared disabled","Outer London - South","EO","375","345","31370","31310"
"In post","2023","Declared disabled","Outer London - South","G6","60","55","74870","75750"
"In post","2023","Declared disabled","Outer London - South","G7","115","115","62730","62100"
"In post","2023","Declared disabled","Outer London - South","HEO","235","225","37870","37720"
"In post","2023","Declared disabled","Outer London - South","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Outer London - South","SEO","185","175","45910","45250"
"In post","2023","Declared disabled","Outer London - South","Unknown","75","70","34240","33050"
"In post","2023","Declared disabled","Outer London - West and North West","AA","35","30","24180","23500"
"In post","2023","Declared disabled","Outer London - West and North West","AO","170","155","26990","25610"
"In post","2023","Declared disabled","Outer London - West and North West","EO","415","370","31760","32520"
"In post","2023","Declared disabled","Outer London - West and North West","G6","15","10","[c]","[c]"
"In post","2023","Declared disabled","Outer London - West and North West","G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Outer London - West and North West","HEO","130","125","37260","37180"
"In post","2023","Declared disabled","Outer London - West and North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Outer London - West and North West","SEO","55","55","45250","43770"
"In post","2023","Declared disabled","Outer London - West and North West","Unknown","75","70","36700","34820"
"In post","2023","Declared disabled","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G6","20","20","[c]","[c]"
"In post","2023","Declared disabled","Overseas","G7","40","40","57340","56770"
"In post","2023","Declared disabled","Overseas","HEO","75","75","37290","35250"
"In post","2023","Declared disabled","Overseas","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Overseas","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Shropshire and Staffordshire","AA","60","55","22520","23230"
"In post","2023","Declared disabled","Shropshire and Staffordshire","AO","325","295","24710","22220"
"In post","2023","Declared disabled","Shropshire and Staffordshire","EO","375","340","28610","28120"
"In post","2023","Declared disabled","Shropshire and Staffordshire","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Shropshire and Staffordshire","G7","50","45","56210","56110"
"In post","2023","Declared disabled","Shropshire and Staffordshire","HEO","165","155","35120","34300"
"In post","2023","Declared disabled","Shropshire and Staffordshire","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Shropshire and Staffordshire","SEO","120","115","43560","42140"
"In post","2023","Declared disabled","Shropshire and Staffordshire","Unknown","115","105","31990","29050"
"In post","2023","Declared disabled","South Yorkshire","AA","30","25","[c]","[c]"
"In post","2023","Declared disabled","South Yorkshire","AO","360","310","23130","21690"
"In post","2023","Declared disabled","South Yorkshire","EO","405","355","27680","28120"
"In post","2023","Declared disabled","South Yorkshire","G6","35","35","67440","66860"
"In post","2023","Declared disabled","South Yorkshire","G7","125","115","53780","52150"
"In post","2023","Declared disabled","South Yorkshire","HEO","220","200","33690","34170"
"In post","2023","Declared disabled","South Yorkshire","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","South Yorkshire","SEO","185","175","40330","38470"
"In post","2023","Declared disabled","South Yorkshire","Unknown","100","95","30840","29050"
"In post","2023","Declared disabled","Southern Scotland","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","AO","185","155","23110","22520"
"In post","2023","Declared disabled","Southern Scotland","EO","180","155","28760","28120"
"In post","2023","Declared disabled","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","HEO","70","65","35280","34730"
"In post","2023","Declared disabled","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Southern Scotland","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Surrey, East and West Sussex","AA","55","50","23570","23230"
"In post","2023","Declared disabled","Surrey, East and West Sussex","AO","320","280","25000","22220"
"In post","2023","Declared disabled","Surrey, East and West Sussex","EO","410","365","29020","28120"
"In post","2023","Declared disabled","Surrey, East and West Sussex","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Surrey, East and West Sussex","G7","55","50","57600","55850"
"In post","2023","Declared disabled","Surrey, East and West Sussex","HEO","140","130","34870","34170"
"In post","2023","Declared disabled","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Surrey, East and West Sussex","SEO","75","70","43660","42140"
"In post","2023","Declared disabled","Surrey, East and West Sussex","Unknown","105","100","30930","29050"
"In post","2023","Declared disabled","Tees Valley and Durham","AA","45","40","21660","21560"
"In post","2023","Declared disabled","Tees Valley and Durham","AO","500","430","23950","22400"
"In post","2023","Declared disabled","Tees Valley and Durham","EO","420","370","28230","28120"
"In post","2023","Declared disabled","Tees Valley and Durham","G6","20","20","[c]","[c]"
"In post","2023","Declared disabled","Tees Valley and Durham","G7","60","55","53810","51640"
"In post","2023","Declared disabled","Tees Valley and Durham","HEO","155","145","33550","34170"
"In post","2023","Declared disabled","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tees Valley and Durham","SEO","80","80","42000","39600"
"In post","2023","Declared disabled","Tees Valley and Durham","Unknown","135","130","31020","29050"
"In post","2023","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","EO","45","45","28180","28120"
"In post","2023","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","G7","10","10","[c]","[c]"
