"Status","Year","Ethnicity","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Outside London","SEO/HEO","105","[c]","37500","37000"
"Leaver CS","2023","Mixed","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","London","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","London","EO","45","[c]","29160","29890"
"Leaver CS","2023","Other ethnicity","London","G6/G7","30","[c]","63700","57860"
"Leaver CS","2023","Other ethnicity","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","London","SEO/HEO","45","[c]","38140","37290"
"Leaver CS","2023","Other ethnicity","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Outside London","AA/AO","65","[c]","22060","21690"
"Leaver CS","2023","Other ethnicity","Outside London","EO","40","[c]","27830","27570"
"Leaver CS","2023","Other ethnicity","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","60","[c]","23730","23930"
"Leaver CS","2023","Undeclared","London","EO","65","[c]","30450","31060"
"Leaver CS","2023","Undeclared","London","G6/G7","105","[c]","60430","58320"
"Leaver CS","2023","Undeclared","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SEO/HEO","110","[c]","40330","41000"
"Leaver CS","2023","Undeclared","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","435","[c]","22580","21690"
"Leaver CS","2023","Undeclared","Outside London","EO","310","[c]","28810","27650"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","115","[c]","58790","57490"
"Leaver CS","2023","Undeclared","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","295","[c]","39210","38910"
"Leaver CS","2023","Undeclared","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","530","[c]","24440","25480"
"Leaver CS","2023","Unknown","London","EO","485","[c]","28740","29660"
"Leaver CS","2023","Unknown","London","G6/G7","555","[c]","61720","60100"
"Leaver CS","2023","Unknown","London","SCS level","95","[c]","106610","92360"
"Leaver CS","2023","Unknown","London","SEO/HEO","760","[c]","37260","36300"
"Leaver CS","2023","Unknown","London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","AA/AO","3765","[c]","22450","21780"
"Leaver CS","2023","Unknown","Outside London","EO","1250","[c]","28170","27340"
"Leaver CS","2023","Unknown","Outside London","G6/G7","420","[c]","60330","58210"
"Leaver CS","2023","Unknown","Outside London","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","935","[c]","37170","37130"
"Leaver CS","2023","Unknown","Outside London","Unknown","470","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","50","[c]","45750","45520"
"Leaver CS","2023","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","210","[c]","36830","33920"
"Leaver CS","2023","White","London","AA/AO","575","[c]","24870","24780"
"Leaver CS","2023","White","London","EO","795","[c]","30300","30230"
"Leaver CS","2023","White","London","G6/G7","1485","[c]","60910","58840"
"Leaver CS","2023","White","London","SCS level","310","[c]","97740","90940"
"Leaver CS","2023","White","London","SEO/HEO","1510","[c]","39090","38930"
"Leaver CS","2023","White","London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","White","Outside London","AA/AO","10030","[c]","22330","21690"
"Leaver CS","2023","White","Outside London","EO","5750","[c]","28100","27570"
"Leaver CS","2023","White","Outside London","G6/G7","1865","[c]","60840","58250"
"Leaver CS","2023","White","Outside London","SCS level","185","[c]","101290","96160"
"Leaver CS","2023","White","Outside London","SEO/HEO","4895","[c]","38040","37520"
"Leaver CS","2023","White","Outside London","Unknown","1160","[c]","40730","35380"
"Leaver CS","2023","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Overseas","SEO/HEO","35","[c]","45460","43890"
"Leaver CS","2023","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","EO","30","[c]","29160","28120"
"Leaver CS","2023","White","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","London","AA/AO","55","[c]","24870","25480"
"Leaver Dept.","2023","Asian","London","EO","200","[c]","30420","31060"
"Leaver Dept.","2023","Asian","London","G6/G7","145","[c]","59750","58460"
"Leaver Dept.","2023","Asian","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","London","SEO/HEO","335","[c]","37530","35960"
"Leaver Dept.","2023","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Outside London","AA/AO","170","[c]","21720","21690"
"Leaver Dept.","2023","Asian","Outside London","EO","245","[c]","27490","27570"
"Leaver Dept.","2023","Asian","Outside London","G6/G7","40","[c]","54820","52140"
"Leaver Dept.","2023","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Outside London","SEO/HEO","150","[c]","35830","34280"
"Leaver Dept.","2023","Asian","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","London","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","London","EO","110","[c]","30570","31060"
"Leaver Dept.","2023","Black","London","G6/G7","35","[c]","57050","56110"
"Leaver Dept.","2023","Black","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","London","SEO/HEO","175","[c]","37690","36180"
"Leaver Dept.","2023","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Outside London","AA/AO","60","[c]","22110","21690"
"Leaver Dept.","2023","Black","Outside London","EO","90","[c]","27890","28120"
"Leaver Dept.","2023","Black","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Outside London","SEO/HEO","70","[c]","34570","33990"
"Leaver Dept.","2023","Black","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
