"Status","Year","Organisation","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","75","65","36360","33520"
"In post","2023","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","45","45","29280","24890"
"In post","2023","Accountant in Bankruptcy","Glasgow City","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Accountant in Bankruptcy","Glasgow City","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","East Sussex CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Leeds","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Leeds","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Leeds","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Leeds","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Active Travel England","Swansea","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Swansea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Westminster","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Active Travel England","Westminster","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","York","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Active Travel England","York","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","York","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","York","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","Heterosexual / straight","50","45","33940","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Birmingham","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","Heterosexual / straight","35","35","34700","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Bristol, City of","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","55","50","32910","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Central Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Devon CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Merseyside","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","Heterosexual / straight","70","65","33650","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Glasgow City","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Heterosexual / straight","50","40","35710","33150"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Leeds","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Heterosexual / straight","100","90","33360","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Manchester","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Heterosexual / straight","55","50","32300","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Nottingham","Outside London","Unknown","30","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Oxfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Perth and Kinross, and Stirling","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Perth and Kinross, and Stirling","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Sefton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Staffordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Suffolk CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Swansea","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Thurrock","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Heterosexual / straight","95","85","31570","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Tyneside","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wandsworth","London","Heterosexual / straight","10","5","[c]","[c]"
