"Status","Year","Age","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Digital, Data & Technology","Department for Work and Pensions","Northumberland, and Tyne and Wear","10","[c]","33550","34170"
"Leaver CS","2023","20-29","Digital, Data & Technology","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Department for Work and Pensions","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Department for Work and Pensions","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Department of Health and Social Care","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Food Standards Agency","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Land Registry","Devon","15","[c]","33270","31740"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Land Registry","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Revenue and Customs","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Home Office","Greater Manchester","10","[c]","31820","32080"
"Leaver CS","2023","20-29","Digital, Data & Technology","Home Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Home Office","Outer London - South","20","[c]","37880","36180"
"Leaver CS","2023","20-29","Digital, Data & Technology","Home Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","31850","31920"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","National Crime Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","The National Archives","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","UK Statistics Authority","East Wales","25","[c]","30120","31060"
"Leaver CS","2023","20-29","Digital, Data & Technology","UK Statistics Authority","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","UK Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data & Technology","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Cabinet Office","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","Inner London - West","10","[c]","27760","25610"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Department for Work and Pensions","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","West Central Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Treasury","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HM Treasury","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Home Office","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","30320","27140"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","UK Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Cumbria","10","[c]","22170","22150"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Attorney General's Departments","Inner London - West","10","[c]","27150","26120"
"Leaver CS","2023","20-29","Human Resources","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","Inner London - West","10","[c]","34670","28370"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Transport","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department for Work and Pensions","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Estyn","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HM Treasury","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Home Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Home Office","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","24250","21770"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","10","[c]","22820","21380"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Defence","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Office of the Secretary of State for Scotland","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Office of the Secretary of State for Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","UK Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
