"Status","Year","Organisation","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Bristol, City of","70","70","24440","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cambridgeshire CC","25","25","32100","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cardiff and Vale of Glamorgan","85","85","27500","22580"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Central Hampshire","30","30","31200","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cheshire East","20","20","33020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","45","40","27350","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Devon CC","175","165","25620","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dorset","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Cumbria","160","150","24560","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Kent","35","35","30140","29740"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Riding of Yorkshire","30","25","29300","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gloucestershire CC","45","40","29470","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Gwynedd","60","50","26530","24050"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Harrow and Hillingdon","10","10","37980","35390"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Heart of Essex","30","30","31390","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hertfordshire CC","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Hounslow and Richmond upon Thames","45","45","34840","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","15","24750","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Leicestershire CC and Rutland","15","15","31430","28010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Lincolnshire CC","20","15","33820","32220"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Manchester","20","20","30710","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Mid Kent","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Mid Lancashire","90","80","29850","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North Yorkshire CC","110","105","30300","26030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North and West Norfolk","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Norwich and East Norfolk","10","10","30050","28590"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Nottingham","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Perth and Kinross, and Stirling","35","35","26910","24230"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Powys","15","15","35440","31010"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scottish Borders","10","10","31180","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Shropshire","25","25","30830","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Somerset CC","15","15","32720","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Ayrshire","10","10","26800","24030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Lanarkshire","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West Wales","120","110","26680","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Staffordshire CC","85","85","25780","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Suffolk CC","30","30","31020","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Tyneside","30","30","32280","28370"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Surrey","165","155","32930","29080"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Sussex (North East)","20","20","32390","30640"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Westminster","15","15","37850","29570"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wiltshire","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Worcestershire CC","115","105","28150","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","York","125","125","26700","24920"
"In post","2023","Animal and Plant Health Agency","Other","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","West Surrey","15","15","37140","40260"
"In post","2023","Animal and Plant Health Agency","Other","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Worcestershire CC","20","20","35450","34480"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Devon CC","15","15","32640","28760"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Cumbria","15","15","25450","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Lothian and Midlothian","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North Yorkshire CC","10","10","35830","32570"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Shropshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South Nottinghamshire","15","15","30470","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South West Wales","15","15","26850","22500"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Tyneside","15","15","29730","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Surrey","455","435","33670","29190"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Worcestershire CC","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cardiff and Vale of Glamorgan","10","10","48340","49400"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","15","15","44960","38910"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Devon CC","25","20","44450","42810"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Cumbria","10","10","43960","38840"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Gloucestershire CC","35","35","34270","30320"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Gwynedd","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","North Yorkshire CC","20","20","38060","37500"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Perth and Kinross, and Stirling","10","10","43400","38410"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Shropshire","10","10","48630","50230"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Somerset CC","10","10","43180","37520"
"In post","2023","Animal and Plant Health Agency","Veterinarian","South Ayrshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","South West Wales","20","15","44380","44500"
"In post","2023","Animal and Plant Health Agency","Veterinarian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Staffordshire CC","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Suffolk CC","10","5","[c]","[c]"
