"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Counter Fraud","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","North West (England)","EO","25","20","26130","25980"
"In post","2023","No function","Counter Fraud","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Northern Ireland","EO","10","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Scotland","AO","15","15","22400","22400"
"In post","2023","No function","Counter Fraud","Scotland","EO","35","35","26130","26040"
"In post","2023","No function","Counter Fraud","Scotland","HEO","10","10","[c]","[c]"
"In post","2023","No function","Counter Fraud","Scotland","SEO","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","Wales","EO","10","10","26390","26280"
"In post","2023","No function","Counter Fraud","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Wales","HEO","5","5","[c]","[c]"
"In post","2023","No function","Counter Fraud","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Counter Fraud","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","East of England","G7","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","EO","10","10","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","London","G6","100","100","73750","73510"
"In post","2023","No function","Digital, Data and Technology","London","G7","240","235","60980","59910"
"In post","2023","No function","Digital, Data and Technology","London","HEO","65","65","36570","36180"
"In post","2023","No function","Digital, Data and Technology","London","SCS level","20","20","106860","101170"
"In post","2023","No function","Digital, Data and Technology","London","SEO","130","125","44060","43210"
"In post","2023","No function","Digital, Data and Technology","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","North West (England)","G6","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","North West (England)","G7","15","15","56400","54670"
"In post","2023","No function","Digital, Data and Technology","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","North West (England)","SEO","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Scotland","AO","10","10","26210","26410"
"In post","2023","No function","Digital, Data and Technology","Scotland","EO","10","10","31950","32510"
"In post","2023","No function","Digital, Data and Technology","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Scotland","G7","10","10","58740","57100"
"In post","2023","No function","Digital, Data and Technology","Scotland","HEO","15","15","36880","39590"
"In post","2023","No function","Digital, Data and Technology","Scotland","SEO","10","10","45210","46110"
"In post","2023","No function","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Wales","AO","25","20","22500","22500"
"In post","2023","No function","Digital, Data and Technology","Wales","EO","30","25","27250","27190"
"In post","2023","No function","Digital, Data and Technology","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Wales","HEO","15","15","32400","31660"
"In post","2023","No function","Digital, Data and Technology","Wales","SEO","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Yorkshire and The Humber","G6","15","15","67820","67040"
"In post","2023","No function","Digital, Data and Technology","Yorkshire and The Humber","G7","25","25","55630","54620"
"In post","2023","No function","Digital, Data and Technology","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Digital, Data and Technology","Yorkshire and The Humber","SEO","10","10","39910","39190"
"In post","2023","No function","Economics","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","London","EO","5","5","[c]","[c]"
"In post","2023","No function","Economics","London","G6","30","30","71350","70880"
"In post","2023","No function","Economics","London","G7","90","90","59590","59370"
"In post","2023","No function","Economics","London","HEO","50","50","35290","35500"
"In post","2023","No function","Economics","London","SCS level","20","20","86530","80500"
"In post","2023","No function","Economics","London","SEO","45","45","43890","41550"
"In post","2023","No function","Economics","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2023","No function","Economics","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Economics","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2023","No function","Finance","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","EO","10","10","29760","29750"
"In post","2023","No function","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","G7","20","20","58480","59000"
"In post","2023","No function","Finance","London","HEO","25","25","36370","36220"
"In post","2023","No function","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","London","SEO","25","25","44050","43330"
"In post","2023","No function","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","No function","Finance","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Wales","EO","5","5","[c]","[c]"
"In post","2023","No function","Finance","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2023","No function","Finance","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","South West (England)","AO","35","35","21700","21690"
"In post","2023","No function","Geography","South West (England)","EO","185","175","28360","27610"
"In post","2023","No function","Geography","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","South West (England)","G7","10","10","[c]","[c]"
"In post","2023","No function","Geography","South West (England)","HEO","180","175","34850","34370"
"In post","2023","No function","Geography","South West (England)","SEO","55","55","44090","43890"
"In post","2023","No function","Geography","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Geography","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","London","EO","35","35","31670","32250"
"In post","2023","No function","Human Resources","London","G6","20","20","69570","70500"
"In post","2023","No function","Human Resources","London","G7","20","20","58180","57860"
"In post","2023","No function","Human Resources","London","HEO","30","25","36310","36180"
"In post","2023","No function","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","London","SEO","30","30","43200","43210"
"In post","2023","No function","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North West (England)","EO","10","10","27690","27760"
"In post","2023","No function","Human Resources","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North West (England)","HEO","10","10","[c]","[c]"
"In post","2023","No function","Human Resources","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","North West (England)","SEO","10","10","39620","39190"
"In post","2023","No function","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South East (England)","EO","15","15","27530","27630"
"In post","2023","No function","Human Resources","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South East (England)","HEO","5","5","[c]","[c]"
"In post","2023","No function","Human Resources","South East (England)","SEO","10","10","39710","39190"
"In post","2023","No function","Human Resources","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Wales","AO","10","10","[c]","[c]"
"In post","2023","No function","Human Resources","Wales","EO","10","10","[c]","[c]"
"In post","2023","No function","Human Resources","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Human Resources","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","East Midlands (England)","G6","15","15","86770","87570"
"In post","2023","No function","Inspector of Education and Training","East Midlands (England)","G7","40","40","75350","77470"
"In post","2023","No function","Inspector of Education and Training","East Midlands (England)","SEO","60","60","51920","52750"
"In post","2023","No function","Inspector of Education and Training","East of England","G6","10","10","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","East of England","G7","45","45","75850","77470"
"In post","2023","No function","Inspector of Education and Training","East of England","SEO","45","45","51830","52750"
"In post","2023","No function","Inspector of Education and Training","London","G6","10","10","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","G7","50","50","74120","77470"
"In post","2023","No function","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","London","SEO","40","40","52040","52750"
"In post","2023","No function","Inspector of Education and Training","North East (England)","G6","10","10","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","North East (England)","G7","15","15","74650","77470"
"In post","2023","No function","Inspector of Education and Training","North East (England)","SEO","25","20","51880","52750"
"In post","2023","No function","Inspector of Education and Training","North West (England)","G6","20","20","85850","87570"
"In post","2023","No function","Inspector of Education and Training","North West (England)","G7","60","60","73460","77470"
"In post","2023","No function","Inspector of Education and Training","North West (England)","SEO","70","70","51170","52750"
"In post","2023","No function","Inspector of Education and Training","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","South East (England)","G6","20","20","86990","87570"
"In post","2023","No function","Inspector of Education and Training","South East (England)","G7","70","70","75350","77470"
"In post","2023","No function","Inspector of Education and Training","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","South East (England)","SEO","65","65","51830","52750"
"In post","2023","No function","Inspector of Education and Training","South West (England)","G6","25","25","85850","87570"
"In post","2023","No function","Inspector of Education and Training","South West (England)","G7","45","45","74690","77470"
"In post","2023","No function","Inspector of Education and Training","South West (England)","SEO","35","30","52280","52750"
"In post","2023","No function","Inspector of Education and Training","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wales","G7","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Wales","SEO","5","5","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Midlands (England)","G6","10","10","85230","87570"
"In post","2023","No function","Inspector of Education and Training","West Midlands (England)","G7","50","50","74530","77470"
"In post","2023","No function","Inspector of Education and Training","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","West Midlands (England)","SEO","45","45","51620","52750"
"In post","2023","No function","Inspector of Education and Training","Yorkshire and The Humber","G6","10","10","85500","87570"
"In post","2023","No function","Inspector of Education and Training","Yorkshire and The Humber","G7","50","45","75960","77470"
"In post","2023","No function","Inspector of Education and Training","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Inspector of Education and Training","Yorkshire and The Humber","SEO","35","35","51810","52750"
"In post","2023","No function","Intelligence Analysis","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Midlands (England)","EO","90","85","28480","28480"
"In post","2023","No function","Intelligence Analysis","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East Midlands (England)","HEO","15","15","33310","32310"
"In post","2023","No function","Intelligence Analysis","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East of England","EO","175","170","27750","27470"
"In post","2023","No function","Intelligence Analysis","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","East of England","G7","10","10","56190","55110"
"In post","2023","No function","Intelligence Analysis","East of England","HEO","165","165","34180","34300"
"In post","2023","No function","Intelligence Analysis","East of England","SEO","65","65","41540","41800"
"In post","2023","No function","Intelligence Analysis","London","AO","35","35","26180","26400"
"In post","2023","No function","Intelligence Analysis","London","EO","390","360","30720","30160"
"In post","2023","No function","Intelligence Analysis","London","G6","20","20","69960","70470"
"In post","2023","No function","Intelligence Analysis","London","G7","65","60","60880","60220"
"In post","2023","No function","Intelligence Analysis","London","HEO","250","240","37500","37750"
"In post","2023","No function","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","London","SEO","185","180","45950","45750"
"In post","2023","No function","Intelligence Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North East (England)","EO","30","30","30640","28480"
"In post","2023","No function","Intelligence Analysis","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North East (England)","HEO","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North West (England)","AO","15","15","23140","22400"
"In post","2023","No function","Intelligence Analysis","North West (England)","EO","225","215","26940","26180"
"In post","2023","No function","Intelligence Analysis","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","North West (England)","HEO","65","60","32920","32310"
"In post","2023","No function","Intelligence Analysis","North West (England)","SEO","20","20","39830","39190"
"In post","2023","No function","Intelligence Analysis","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Overseas","SEO","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Scotland","EO","25","20","26520","26140"
"In post","2023","No function","Intelligence Analysis","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Scotland","HEO","10","10","32200","32160"
"In post","2023","No function","Intelligence Analysis","Scotland","SEO","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South East (England)","AO","10","10","22860","22400"
"In post","2023","No function","Intelligence Analysis","South East (England)","EO","310","290","27380","27580"
"In post","2023","No function","Intelligence Analysis","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South East (England)","HEO","60","55","32720","32190"
"In post","2023","No function","Intelligence Analysis","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South East (England)","SEO","20","20","40520","39300"
"In post","2023","No function","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South West (England)","EO","35","30","28040","28480"
"In post","2023","No function","Intelligence Analysis","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","South West (England)","SEO","5","5","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wales","EO","25","25","27130","27360"
"In post","2023","No function","Intelligence Analysis","Wales","HEO","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Midlands (England)","EO","50","50","29500","28480"
"In post","2023","No function","Intelligence Analysis","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Yorkshire and The Humber","AO","10","10","23360","23230"
"In post","2023","No function","Intelligence Analysis","Yorkshire and The Humber","EO","155","145","27840","26290"
"In post","2023","No function","Intelligence Analysis","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","No function","Intelligence Analysis","Yorkshire and The Humber","HEO","45","40","32900","32310"
"In post","2023","No function","Intelligence Analysis","Yorkshire and The Humber","SEO","15","15","40430","39190"
"In post","2023","No function","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Internal Audit","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
