"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Operational Research","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Central Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Central Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Central Scotland","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Operational Research","West Central Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Operational Research","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Operational Research","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Midlands","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Wales and The Valleys","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Wales and The Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","AA/AO","Heterosexual / straight","70","60","24100","25610"
"In post","2023","Other","Bedfordshire and Hertfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","AA/AO","Unknown","35","30","24220","25610"
"In post","2023","Other","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","30","30","31090","32250"
"In post","2023","Other","Bedfordshire and Hertfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","80","75","21310","21380"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","45","40","38590","38790"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","60","60","21500","21590"
"In post","2023","Other","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Cumbria","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","65","65","21390","21690"
"In post","2023","Other","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","45","45","27610","28120"
"In post","2023","Other","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","30","30","36390","34920"
"In post","2023","Other","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Devon","AA/AO","Heterosexual / straight","110","110","20180","19770"
"In post","2023","Other","Devon","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Other","Devon","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Other","Devon","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Other","Devon","EO","Heterosexual / straight","75","70","26940","27140"
"In post","2023","Other","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Devon","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","Devon","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Other","Devon","G6/G7","Heterosexual / straight","70","70","50000","47960"
"In post","2023","Other","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Devon","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Devon","SEO/HEO","Heterosexual / straight","110","105","38120","37420"
"In post","2023","Other","Devon","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Other","Devon","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Other","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","AA/AO","Heterosexual / straight","195","180","21410","21690"
"In post","2023","Other","Dorset and Somerset","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","EO","Heterosexual / straight","50","45","27660","27740"
"In post","2023","Other","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","SEO/HEO","Heterosexual / straight","60","55","38460","34370"
"In post","2023","Other","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Other","Dorset and Somerset","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2023","Other","East Anglia","AA/AO","Heterosexual / straight","170","165","21190","21580"
"In post","2023","Other","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Other","East Anglia","AA/AO","Unknown","45","40","21240","21600"
"In post","2023","Other","East Anglia","EO","Heterosexual / straight","50","45","27720","28120"
"In post","2023","Other","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Other","East Anglia","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","SEO/HEO","Heterosexual / straight","30","30","35110","34300"
"In post","2023","Other","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Anglia","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Other","East Wales","AA/AO","Heterosexual / straight","90","90","21640","21580"
"In post","2023","Other","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Wales","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Other","East Wales","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Other","East Wales","EO","Heterosexual / straight","45","45","28510","28120"
"In post","2023","Other","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Wales","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","East Wales","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Other","East Wales","G6/G7","Heterosexual / straight","35","30","62610","63900"
"In post","2023","Other","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Wales","G6/G7","Undeclared","10","5","[c]","[c]"
"In post","2023","Other","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Wales","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Wales","SEO/HEO","Heterosexual / straight","125","115","43840","45970"
"In post","2023","Other","East Wales","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Other","East Wales","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Other","East Wales","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","AA/AO","Heterosexual / straight","100","95","23590","22080"
"In post","2023","Other","Eastern Scotland","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Other","Eastern Scotland","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","Eastern Scotland","AA/AO","Unknown","135","125","26080","24710"
"In post","2023","Other","Eastern Scotland","EO","Heterosexual / straight","70","65","31260","28120"
"In post","2023","Other","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other","Eastern Scotland","EO","Unknown","40","40","35090","37060"
"In post","2023","Other","Eastern Scotland","G6/G7","Heterosexual / straight","30","30","68240","67430"
"In post","2023","Other","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Other","Eastern Scotland","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Other","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","SEO/HEO","Heterosexual / straight","80","75","39890","38470"
"In post","2023","Other","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Eastern Scotland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Other","Eastern Scotland","SEO/HEO","Unknown","55","50","45000","45570"
"In post","2023","Other","Essex","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Other","Essex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Other","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","SEO/HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Other","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","255","235","22000","21690"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","50","45","21810","22220"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","140","130","27100","27140"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","20","15","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","320","315","58240","56000"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","55","55","55920","54340"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","570","540","35960","34240"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","80","75","37120","36890"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","75","70","35140","33990"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Greater Manchester","AA/AO","Heterosexual / straight","175","155","21710","21690"
"In post","2023","Other","Greater Manchester","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Other","Greater Manchester","AA/AO","Undeclared","30","25","21620","21690"
"In post","2023","Other","Greater Manchester","AA/AO","Unknown","55","45","21680","21690"
"In post","2023","Other","Greater Manchester","EO","Heterosexual / straight","95","90","27660","28120"
"In post","2023","Other","Greater Manchester","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Other","Greater Manchester","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Other","Greater Manchester","EO","Unknown","35","35","26740","26630"
"In post","2023","Other","Greater Manchester","G6/G7","Heterosexual / straight","45","40","59330","57970"
"In post","2023","Other","Greater Manchester","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other","Greater Manchester","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other","Greater Manchester","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
