"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Outside London","AA/AO","Male","335","325","23080","22150"
"In post","2023","Animal and Plant Health Agency","Outside London","EO","Female","475","450","27060","25920"
"In post","2023","Animal and Plant Health Agency","Outside London","EO","Male","320","310","27040","25920"
"In post","2023","Animal and Plant Health Agency","Outside London","G6/G7","Female","130","125","54020","54330"
"In post","2023","Animal and Plant Health Agency","Outside London","G6/G7","Male","130","125","55530","54790"
"In post","2023","Animal and Plant Health Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","SEO/HEO","Female","580","545","35410","34760"
"In post","2023","Animal and Plant Health Agency","Outside London","SEO/HEO","Male","410","400","35960","37300"
"In post","2023","Animal and Plant Health Agency","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Outside London","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Office","London","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","Female","10","10","[c]","[c]"
"In post","2023","Building Digital UK","London","EO","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","G6/G7","Female","40","35","57410","55870"
"In post","2023","Building Digital UK","London","G6/G7","Male","35","35","57610","55530"
"In post","2023","Building Digital UK","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Building Digital UK","London","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Building Digital UK","London","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","EO","Female","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Building Digital UK","Outside London","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","AA/AO","Female","45","40","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","London","AA/AO","Male","55","55","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Female","210","200","28920","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","EO","Male","135","135","28630","28370"
"In post","2023","Cabinet Office (excl. agencies)","London","G6/G7","Female","850","825","60200","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","G6/G7","Male","835","825","60640","58070"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Female","185","175","90770","81790"
"In post","2023","Cabinet Office (excl. agencies)","London","SCS level","Male","200","195","99590","91800"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","Female","580","565","39080","39350"
"In post","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","Male","475","475","39330","41410"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","AA/AO","Female","185","165","21790","21720"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","AA/AO","Male","135","130","21750","21720"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","EO","Female","225","205","25740","24860"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","EO","Male","135","130","25650","24860"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G6/G7","Female","275","265","54980","51290"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","G6/G7","Male","255","250","55520","51290"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","Male","40","40","96710","91800"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Female","500","480","35830","34320"
"In post","2023","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Male","400","395","35500","34320"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Male","35","35","25070","24610"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","Female","30","30","58230","56430"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Female","30","30","35990","35570"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","SEO/HEO","Female","735","730","30770","30130"
"In post","2023","Central Civil Service Fast Stream","London","SEO/HEO","Male","455","455","30770","30130"
"In post","2023","Central Civil Service Fast Stream","Outside London","SEO/HEO","Female","260","260","30470","30130"
"In post","2023","Central Civil Service Fast Stream","Outside London","SEO/HEO","Male","205","205","30790","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Female","85","75","25960","25970"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Male","65","60","26030","25940"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Female","50","50","51890","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Male","80","80","53240","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Female","180","170","33600","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Male","165","160","34150","31690"
"In post","2023","Charity Commission","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Charity Commission","London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","London","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Charity Commission","London","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","Outside London","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Charity Commission","Outside London","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Charity Commission","Outside London","EO","Female","75","75","25640","25300"
"In post","2023","Charity Commission","Outside London","EO","Male","40","40","25840","25300"
"In post","2023","Charity Commission","Outside London","G6/G7","Female","35","30","55660","52240"
"In post","2023","Charity Commission","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Charity Commission","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Outside London","SEO/HEO","Female","130","125","33730","30320"
"In post","2023","Charity Commission","Outside London","SEO/HEO","Male","100","100","33850","30340"
"In post","2023","Companies House","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Outside London","AA/AO","Female","285","240","22610","23240"
"In post","2023","Companies House","Outside London","AA/AO","Male","150","150","22620","23080"
"In post","2023","Companies House","Outside London","EO","Female","160","145","27380","25700"
"In post","2023","Companies House","Outside London","EO","Male","135","135","28870","28070"
"In post","2023","Companies House","Outside London","G6/G7","Female","50","50","58820","58610"
"In post","2023","Companies House","Outside London","G6/G7","Male","50","50","57700","55830"
"In post","2023","Companies House","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Outside London","SEO/HEO","Female","180","170","38740","39150"
"In post","2023","Companies House","Outside London","SEO/HEO","Male","190","185","40470","40680"
"In post","2023","Competition and Markets Authority","London","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","EO","Female","35","30","28610","28200"
"In post","2023","Competition and Markets Authority","London","EO","Male","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","G6/G7","Female","205","195","67510","66520"
"In post","2023","Competition and Markets Authority","London","G6/G7","Male","205","200","67750","64780"
"In post","2023","Competition and Markets Authority","London","SCS level","Female","45","45","110320","102320"
"In post","2023","Competition and Markets Authority","London","SCS level","Male","70","65","110800","102320"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","Female","100","95","38030","35920"
"In post","2023","Competition and Markets Authority","London","SEO/HEO","Male","90","90","38500","35920"
"In post","2023","Competition and Markets Authority","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","G6/G7","Male","35","35","66680","70150"
"In post","2023","Competition and Markets Authority","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Outside London","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","AA/AO","Female","75","65","21680","21780"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","AA/AO","Male","60","55","21580","21780"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","EO","Female","50","45","25940","25830"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","EO","Male","40","40","26050","25830"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Female","50","45","32280","31270"
"In post","2023","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Male","50","50","32970","31270"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","London","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","EO","Female","55","50","26420","26410"
"In post","2023","Crown Commercial Service","Outside London","EO","Male","40","40","26570","26410"
"In post","2023","Crown Commercial Service","Outside London","G6/G7","Female","90","90","55180","53160"
"In post","2023","Crown Commercial Service","Outside London","G6/G7","Male","70","65","56250","53070"
"In post","2023","Crown Commercial Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Outside London","SEO/HEO","Female","230","220","36130","33950"
"In post","2023","Crown Commercial Service","Outside London","SEO/HEO","Male","185","180","36970","39860"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Female","565","505","24020","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Male","215","205","23940","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","EO","Female","305","290","30180","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","EO","Male","100","100","30480","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Female","520","480","62030","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Male","220","220","61320","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Female","340","320","37370","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Male","160","155","38310","37940"
"In post","2023","Crown Prosecution Service","London","AA/AO","Female","245","225","24180","24480"
"In post","2023","Crown Prosecution Service","London","AA/AO","Male","105","105","23910","24480"
"In post","2023","Crown Prosecution Service","London","EO","Female","265","250","29370","28870"
"In post","2023","Crown Prosecution Service","London","EO","Male","120","120","29470","30000"
"In post","2023","Crown Prosecution Service","London","G6/G7","Female","525","490","61720","61920"
"In post","2023","Crown Prosecution Service","London","G6/G7","Male","265","260","64650","63500"
"In post","2023","Crown Prosecution Service","London","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Crown Prosecution Service","London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Crown Prosecution Service","London","SEO/HEO","Female","185","175","37310","35550"
"In post","2023","Crown Prosecution Service","London","SEO/HEO","Male","110","110","37220","35700"
"In post","2023","Crown Prosecution Service","Outside London","AA/AO","Female","915","825","22930","22870"
"In post","2023","Crown Prosecution Service","Outside London","AA/AO","Male","320","315","22800","22870"
"In post","2023","Crown Prosecution Service","Outside London","EO","Female","890","820","28090","28200"
"In post","2023","Crown Prosecution Service","Outside London","EO","Male","280","275","28140","28200"
"In post","2023","Crown Prosecution Service","Outside London","G6/G7","Female","1425","1285","56260","55290"
"In post","2023","Crown Prosecution Service","Outside London","G6/G7","Male","910","875","58430","56450"
"In post","2023","Crown Prosecution Service","Outside London","SCS level","Female","30","30","92080","86660"
"In post","2023","Crown Prosecution Service","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Crown Prosecution Service","Outside London","SEO/HEO","Female","565","535","36270","36170"
"In post","2023","Crown Prosecution Service","Outside London","SEO/HEO","Male","285","285","36130","35550"
"In post","2023","Crown Prosecution Service","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","AA/AO","Male","70","70","20590","22210"
"In post","2023","Defence Electronics and Components Agency","Outside London","EO","Female","30","30","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","EO","Male","205","200","29100","28710"
"In post","2023","Defence Electronics and Components Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Outside London","SEO/HEO","Male","80","75","36740","34680"
"In post","2023","Defence Equipment and Support","London","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","Defence Equipment and Support","London","AA/AO","Male","85","80","24930","24260"
"In post","2023","Defence Equipment and Support","London","EO","Female","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","London","EO","Male","35","35","30580","30630"
"In post","2023","Defence Equipment and Support","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","London","SEO/HEO","Male","25","20","[c]","[c]"
"In post","2023","Defence Equipment and Support","Outside London","AA/AO","Female","645","590","22560","21800"
"In post","2023","Defence Equipment and Support","Outside London","AA/AO","Male","925","910","22360","21120"
"In post","2023","Defence Equipment and Support","Outside London","EO","Female","275","250","26800","26500"
"In post","2023","Defence Equipment and Support","Outside London","EO","Male","425","415","27410","27200"
"In post","2023","Defence Equipment and Support","Outside London","G6/G7","Female","580","555","56830","55450"
"In post","2023","Defence Equipment and Support","Outside London","G6/G7","Male","1355","1325","58980","56570"
"In post","2023","Defence Equipment and Support","Outside London","SCS level","Female","35","30","95250","93730"
"In post","2023","Defence Equipment and Support","Outside London","SCS level","Male","80","80","105840","97720"
"In post","2023","Defence Equipment and Support","Outside London","SEO/HEO","Female","2180","2040","36650","34530"
"In post","2023","Defence Equipment and Support","Outside London","SEO/HEO","Male","3995","3910","38760","38790"
"In post","2023","Defence Equipment and Support","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Overseas","SEO/HEO","Male","30","30","55110","58040"
"In post","2023","Defence Science and Technology Laboratory","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Outside London","AA/AO","Female","45","40","20150","19430"
"In post","2023","Defence Science and Technology Laboratory","Outside London","AA/AO","Male","100","100","21000","19430"
"In post","2023","Defence Science and Technology Laboratory","Outside London","EO","Female","160","145","24550","24630"
"In post","2023","Defence Science and Technology Laboratory","Outside London","EO","Male","120","120","24990","24630"
"In post","2023","Defence Science and Technology Laboratory","Outside London","G6/G7","Female","695","655","52840","49260"
"In post","2023","Defence Science and Technology Laboratory","Outside London","G6/G7","Male","1535","1480","54460","49260"
"In post","2023","Defence Science and Technology Laboratory","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Outside London","SEO/HEO","Female","905","855","34530","30650"
"In post","2023","Defence Science and Technology Laboratory","Outside London","SEO/HEO","Male","1390","1375","35170","36940"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","Female","20","20","[c]","[c]"
