"Status","Year","Disability","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","HM Prison and Probation Service","Essex Haven Gateway","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Essex Thames Gateway","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Flintshire and Wrexham","115","115","31830","29550"
"In post","2023","Declared disabled","HM Prison and Probation Service","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Gloucestershire CC","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Greater Manchester North East","70","70","30850","28880"
"In post","2023","Declared disabled","HM Prison and Probation Service","Greater Manchester North West","75","70","31390","29100"
"In post","2023","Declared disabled","HM Prison and Probation Service","Greater Manchester South East","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Greater Manchester South West","45","45","32810","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Gwent Valleys","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Gwynedd","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Hackney and Newham","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Haringey and Islington","125","120","36510","35610"
"In post","2023","Declared disabled","HM Prison and Probation Service","Harrow and Hillingdon","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Hartlepool and Stockton-on-Tees","115","110","32330","31670"
"In post","2023","Declared disabled","HM Prison and Probation Service","Heart of Essex","60","55","30480","28480"
"In post","2023","Declared disabled","HM Prison and Probation Service","Herefordshire, County of","10","5","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Hertfordshire CC","85","80","32010","31860"
"In post","2023","Declared disabled","HM Prison and Probation Service","Hounslow and Richmond upon Thames","95","90","36020","35260"
"In post","2023","Declared disabled","HM Prison and Probation Service","Isle of Wight","85","80","30620","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Kensington & Chelsea and Hammersmith & Fulham","55","50","33800","33800"
"In post","2023","Declared disabled","HM Prison and Probation Service","Kent Thames Gateway","150","135","31720","30880"
"In post","2023","Declared disabled","HM Prison and Probation Service","Kingston upon Hull, City of","75","70","32690","32240"
"In post","2023","Declared disabled","HM Prison and Probation Service","Lambeth","60","60","39560","34900"
"In post","2023","Declared disabled","HM Prison and Probation Service","Lancaster and Wyre","35","30","29740","28760"
"In post","2023","Declared disabled","HM Prison and Probation Service","Leeds","215","200","31660","30410"
"In post","2023","Declared disabled","HM Prison and Probation Service","Leicester","70","65","31950","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Leicestershire CC and Rutland","95","90","33050","29890"
"In post","2023","Declared disabled","HM Prison and Probation Service","Lewisham and Southwark","90","85","36690","34820"
"In post","2023","Declared disabled","HM Prison and Probation Service","Lincolnshire CC","160","150","31330","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Liverpool","125","120","29870","28480"
"In post","2023","Declared disabled","HM Prison and Probation Service","Luton","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Manchester","170","160","33150","32050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Medway","90","85","32790","30810"
"In post","2023","Declared disabled","HM Prison and Probation Service","Merton, Kingston upon Thames and Sutton","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Mid Kent","75","75","31710","30150"
"In post","2023","Declared disabled","HM Prison and Probation Service","Mid Lancashire","125","115","30680","28880"
"In post","2023","Declared disabled","HM Prison and Probation Service","Milton Keynes","70","65","31680","31310"
"In post","2023","Declared disabled","HM Prison and Probation Service","Monmouthshire and Newport","45","40","31600","30940"
"In post","2023","Declared disabled","HM Prison and Probation Service","North Hampshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","North Northamptonshire","20","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","North Nottinghamshire","95","85","30280","28480"
"In post","2023","Declared disabled","HM Prison and Probation Service","North Yorkshire CC","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","North and North East Lincolnshire","30","30","29240","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","North and West Norfolk","75","70","31240","32060"
"In post","2023","Declared disabled","HM Prison and Probation Service","Northumberland","15","10","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Norwich and East Norfolk","95","90","29370","28880"
"In post","2023","Declared disabled","HM Prison and Probation Service","Nottingham","145","135","30470","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Oxfordshire CC","135","125","34600","32380"
"In post","2023","Declared disabled","HM Prison and Probation Service","Peterborough","45","40","31680","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Plymouth","50","45","30490","27940"
"In post","2023","Declared disabled","HM Prison and Probation Service","Portsmouth","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Redbridge and Waltham Forest","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Sandwell","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Sefton","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Sheffield","40","35","34120","30810"
"In post","2023","Declared disabled","HM Prison and Probation Service","Shropshire","50","45","33190","32920"
"In post","2023","Declared disabled","HM Prison and Probation Service","Somerset CC","35","35","31450","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","South Hampshire","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","South Nottinghamshire","60","55","31090","31860"
"In post","2023","Declared disabled","HM Prison and Probation Service","South Teesside","45","40","29910","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","South West Wales","30","30","29730","27170"
"In post","2023","Declared disabled","HM Prison and Probation Service","South and West Derbyshire","60","55","33440","32920"
"In post","2023","Declared disabled","HM Prison and Probation Service","Southampton","35","35","30590","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Southend-on-Sea","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Staffordshire CC","265","245","32670","31740"
"In post","2023","Declared disabled","HM Prison and Probation Service","Stoke-on-Trent","40","40","33550","30810"
"In post","2023","Declared disabled","HM Prison and Probation Service","Suffolk CC","140","130","31300","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Sunderland","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Swansea","85","75","29460","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Swindon","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Telford and Wrekin","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Torbay","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Tower Hamlets","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Tyneside","100","90","30370","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Wakefield","130","120","32720","30810"
"In post","2023","Declared disabled","HM Prison and Probation Service","Walsall","15","10","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Wandsworth","70","65","35830","33800"
"In post","2023","Declared disabled","HM Prison and Probation Service","Warrington","65","60","31770","32050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Warwickshire CC","40","40","33850","29930"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Cumbria","30","30","31600","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Essex","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Northamptonshire","65","60","31290","30810"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Surrey","85","80","32410","31510"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Sussex (North East)","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","West Sussex (South West)","30","30","32340","28880"
"In post","2023","Declared disabled","HM Prison and Probation Service","Westminster","75","70","48810","46070"
"In post","2023","Declared disabled","HM Prison and Probation Service","Wiltshire","55","55","30930","28480"
"In post","2023","Declared disabled","HM Prison and Probation Service","Wirral","35","30","31070","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Wolverhampton","30","30","30410","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Worcestershire CC","145","135","30690","30020"
"In post","2023","Declared disabled","HM Prison and Probation Service","York","40","35","31160","30870"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Belfast","230","210","32830","28130"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Berkshire","35","30","36850","34370"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Birmingham","325","300","35580","34700"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Bradford","125","110","26830","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Bristol, City of","170","160","38840","35000"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","440","400","32520","28130"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","City of Edinburgh","220","205","32140","28270"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Croydon","265","250","43000","39790"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Durham","35","35","24870","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","East Kent","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Glasgow City","310","275","31140","28130"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","570","530","36680","34700"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Hackney and Newham","505","475","45500","39870"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Leeds","305","285","36300","34700"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Liverpool","530","485","33760","29730"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Mid Lancashire","210","175","29330","27890"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","North Lanarkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Nottingham","430","400","35010","34700"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Portsmouth","115","100","29680","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Sefton","25","20","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","South Lanarkshire","165","135","27960","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","20","15","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Suffolk CC","60","50","33680","34700"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Sunderland","210","175","26300","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","105","100","42720","41780"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Tyneside","755","680","31950","28130"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","70","60","35990","35000"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Westminster","100","95","59350","62150"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Darlington","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","Westminster","185","180","47590","46470"
"In post","2023","Declared disabled","Health and Safety Executive","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Bedford","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Birmingham","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Glasgow City","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Heart of Essex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Leeds","15","15","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Mid Kent","10","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Sefton","145","135","36400","32800"
"In post","2023","Declared disabled","Health and Safety Executive","Sheffield","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","South Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","South and West Derbyshire","30","30","43340","40790"
"In post","2023","Declared disabled","Health and Safety Executive","Tower Hamlets","15","15","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Tyneside","5","5","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","York","35","35","32990","32800"
"In post","2023","Declared disabled","Home Office","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Barnet","15","15","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bedford","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Belfast","35","30","26680","22400"
"In post","2023","Declared disabled","Home Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Birmingham","15","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Camden and City of London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Cardiff and Vale of Glamorgan","35","35","32000","26460"
"In post","2023","Declared disabled","Home Office","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","City of Edinburgh","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Croydon","550","515","39470","36180"
"In post","2023","Declared disabled","Home Office","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Durham","115","100","25150","22400"
"In post","2023","Declared disabled","Home Office","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Kent","175","160","29660","27650"
"In post","2023","Declared disabled","Home Office","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Glasgow City","85","80","28790","25880"
"In post","2023","Declared disabled","Home Office","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Greater Manchester South West","85","85","35480","32160"
"In post","2023","Declared disabled","Home Office","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Hackney and Newham","55","45","33790","30820"
"In post","2023","Declared disabled","Home Office","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Harrow and Hillingdon","190","170","32420","30200"
"In post","2023","Declared disabled","Home Office","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Hounslow and Richmond upon Thames","45","40","34770","30200"
"In post","2023","Declared disabled","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Leeds","90","80","31050","27650"
"In post","2023","Declared disabled","Home Office","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Leicestershire CC and Rutland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Lisburn and Castlereagh","15","15","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Liverpool","365","335","29930","25880"
"In post","2023","Declared disabled","Home Office","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Luton","15","15","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Manchester","65","60","30600","26410"
"In post","2023","Declared disabled","Home Office","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Monmouthshire and Newport","20","15","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North and North East Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Peterborough","60","50","27240","22400"
"In post","2023","Declared disabled","Home Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Portsmouth","35","30","31070","27520"
"In post","2023","Declared disabled","Home Office","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Sefton","150","135","26330","22400"
"In post","2023","Declared disabled","Home Office","Sheffield","260","240","30970","25880"
"In post","2023","Declared disabled","Home Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Solihull","75","70","31460","27220"
"In post","2023","Declared disabled","Home Office","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South Teesside","10","10","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","South and West Derbyshire","[c]","[c]","[c]","[c]"
