"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G6","Female","60","60","70490","68800"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G6","Male","60","55","70870","69350"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G7","Female","190","175","58840","56400"
"In post","2023","East of England","Bedfordshire and Hertfordshire","G7","Male","150","145","59820","57570"
"In post","2023","East of England","Bedfordshire and Hertfordshire","HEO","Female","315","300","36130","36150"
"In post","2023","East of England","Bedfordshire and Hertfordshire","HEO","Male","305","300","36900","37300"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SCS level","Female","20","20","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SCS level","Male","20","20","[c]","[c]"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SEO","Female","260","250","44090","43170"
"In post","2023","East of England","Bedfordshire and Hertfordshire","SEO","Male","220","215","44710","45540"
"In post","2023","East of England","Bedfordshire and Hertfordshire","Unknown","Female","360","335","30290","29050"
"In post","2023","East of England","Bedfordshire and Hertfordshire","Unknown","Male","85","80","30260","26840"
"In post","2023","East of England","East Anglia","AA","Female","445","400","21940","23230"
"In post","2023","East of England","East Anglia","AA","Male","455","425","22010","23230"
"In post","2023","East of England","East Anglia","AO","Female","1915","1670","24430","22400"
"In post","2023","East of England","East Anglia","AO","Male","1955","1885","28260","28880"
"In post","2023","East of England","East Anglia","EO","Female","1680","1485","27970","28120"
"In post","2023","East of England","East Anglia","EO","Male","1450","1390","29680","28120"
"In post","2023","East of England","East Anglia","G6","Female","105","100","69050","66140"
"In post","2023","East of England","East Anglia","G6","Male","125","120","71090","67470"
"In post","2023","East of England","East Anglia","G7","Female","310","290","55070","53240"
"In post","2023","East of England","East Anglia","G7","Male","335","330","55830","54440"
"In post","2023","East of England","East Anglia","HEO","Female","965","910","33790","33990"
"In post","2023","East of England","East Anglia","HEO","Male","1025","990","35070","34300"
"In post","2023","East of England","East Anglia","SCS level","Female","25","25","[c]","[c]"
"In post","2023","East of England","East Anglia","SCS level","Male","40","40","98940","96710"
"In post","2023","East of England","East Anglia","SEO","Female","585","555","42370","41200"
"In post","2023","East of England","East Anglia","SEO","Male","675","650","43150","41680"
"In post","2023","East of England","East Anglia","Unknown","Female","720","650","28890","26840"
"In post","2023","East of England","East Anglia","Unknown","Male","265","250","29750","26840"
"In post","2023","East of England","Essex","AA","Female","85","70","21630","21380"
"In post","2023","East of England","Essex","AA","Male","100","95","21690","22520"
"In post","2023","East of England","Essex","AO","Female","680","600","24810","25610"
"In post","2023","East of England","Essex","AO","Male","395","385","27090","25610"
"In post","2023","East of England","Essex","EO","Female","1025","915","30120","31280"
"In post","2023","East of England","Essex","EO","Male","760","715","29350","28680"
"In post","2023","East of England","Essex","G6","Female","30","30","[c]","[c]"
"In post","2023","East of England","Essex","G6","Male","20","20","[c]","[c]"
"In post","2023","East of England","Essex","G7","Female","115","105","57860","55170"
"In post","2023","East of England","Essex","G7","Male","65","65","59910","57970"
"In post","2023","East of England","Essex","HEO","Female","260","240","35240","35000"
"In post","2023","East of England","Essex","HEO","Male","220","215","34910","34200"
"In post","2023","East of England","Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","East of England","Essex","SCS level","Male","15","15","[c]","[c]"
"In post","2023","East of England","Essex","SEO","Female","145","135","42980","42140"
"In post","2023","East of England","Essex","SEO","Male","130","125","44550","42820"
"In post","2023","East of England","Essex","Unknown","Female","380","350","29300","26840"
"In post","2023","East of England","Essex","Unknown","Male","120","120","30160","26840"
"In post","2023","London","Inner London - East","AA","Female","120","110","24750","23670"
"In post","2023","London","Inner London - East","AA","Male","100","90","24850","23670"
"In post","2023","London","Inner London - East","AO","Female","1285","1145","27320","26450"
"In post","2023","London","Inner London - East","AO","Male","1005","960","29770","26920"
"In post","2023","London","Inner London - East","EO","Female","2605","2405","32420","32520"
"In post","2023","London","Inner London - East","EO","Male","1790","1750","32830","32520"
"In post","2023","London","Inner London - East","G6","Female","610","580","73400","73510"
"In post","2023","London","Inner London - East","G6","Male","720","705","74590","75230"
"In post","2023","London","Inner London - East","G7","Female","1350","1290","59840","59630"
"In post","2023","London","Inner London - East","G7","Male","1475","1450","60800","61530"
"In post","2023","London","Inner London - East","HEO","Female","1810","1745","38540","39450"
"In post","2023","London","Inner London - East","HEO","Male","1740","1710","39440","39450"
"In post","2023","London","Inner London - East","SCS level","Female","280","265","96010","90640"
"In post","2023","London","Inner London - East","SCS level","Male","300","295","102750","98430"
"In post","2023","London","Inner London - East","SEO","Female","1270","1225","45810","45560"
"In post","2023","London","Inner London - East","SEO","Male","1165","1145","46460","45960"
"In post","2023","London","Inner London - East","Unknown","Female","790","745","35740","33050"
"In post","2023","London","Inner London - East","Unknown","Male","320","315","36350","33780"
"In post","2023","London","Inner London - West","AA","Female","215","200","24860","23500"
"In post","2023","London","Inner London - West","AA","Male","335","330","24510","23500"
"In post","2023","London","Inner London - West","AO","Female","1685","1550","27080","25480"
"In post","2023","London","Inner London - West","AO","Male","1410","1385","29330","26560"
"In post","2023","London","Inner London - West","EO","Female","3895","3740","30400","29890"
"In post","2023","London","Inner London - West","EO","Male","2455","2420","30760","30160"
"In post","2023","London","Inner London - West","G6","Female","3750","3520","69760","67890"
"In post","2023","London","Inner London - West","G6","Male","3450","3395","70910","69000"
"In post","2023","London","Inner London - West","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","London","Inner London - West","G7","Female","8410","8055","57260","55780"
"In post","2023","London","Inner London - West","G7","Male","7445","7350","57960","56340"
"In post","2023","London","Inner London - West","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","London","Inner London - West","HEO","Female","6495","6360","35790","35410"
"In post","2023","London","Inner London - West","HEO","Male","5220","5180","36210","35650"
"In post","2023","London","Inner London - West","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","London","Inner London - West","SCS level","Female","1810","1710","88780","80500"
"In post","2023","London","Inner London - West","SCS level","Male","1835","1810","93640","83560"
"In post","2023","London","Inner London - West","SEO","Female","5640","5480","43560","43210"
"In post","2023","London","Inner London - West","SEO","Male","4905","4855","44090","43650"
"In post","2023","London","Inner London - West","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","London","Inner London - West","Unknown","Female","155","150","37120","34820"
"In post","2023","London","Inner London - West","Unknown","Male","75","75","37030","33750"
"In post","2023","London","Outer London - East and North East","AA","Female","165","150","25690","26630"
"In post","2023","London","Outer London - East and North East","AA","Male","105","105","25750","26630"
"In post","2023","London","Outer London - East and North East","AO","Female","765","660","27090","25610"
"In post","2023","London","Outer London - East and North East","AO","Male","585","570","30270","32110"
"In post","2023","London","Outer London - East and North East","EO","Female","1035","915","32290","32520"
"In post","2023","London","Outer London - East and North East","EO","Male","645","620","33330","32520"
"In post","2023","London","Outer London - East and North East","G6","Female","15","15","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G6","Male","20","15","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G7","Female","30","25","[c]","[c]"
"In post","2023","London","Outer London - East and North East","G7","Male","30","30","[c]","[c]"
"In post","2023","London","Outer London - East and North East","HEO","Female","175","165","38250","39150"
"In post","2023","London","Outer London - East and North East","HEO","Male","170","165","39920","39150"
"In post","2023","London","Outer London - East and North East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","London","Outer London - East and North East","SEO","Female","85","80","46440","43760"
"In post","2023","London","Outer London - East and North East","SEO","Male","65","60","47610","44250"
"In post","2023","London","Outer London - East and North East","Unknown","Female","275","260","34030","33050"
"In post","2023","London","Outer London - East and North East","Unknown","Male","85","85","37040","36050"
"In post","2023","London","Outer London - South","AA","Female","110","90","23380","23500"
"In post","2023","London","Outer London - South","AA","Male","90","85","23230","23500"
"In post","2023","London","Outer London - South","AO","Female","1270","1135","26390","26400"
"In post","2023","London","Outer London - South","AO","Male","620","600","26460","26400"
"In post","2023","London","Outer London - South","EO","Female","2105","1940","31220","30900"
"In post","2023","London","Outer London - South","EO","Male","1375","1350","31470","31260"
"In post","2023","London","Outer London - South","G6","Female","285","270","75110","75480"
"In post","2023","London","Outer London - South","G6","Male","330","325","75510","76340"
"In post","2023","London","Outer London - South","G7","Female","640","615","61960","60180"
"In post","2023","London","Outer London - South","G7","Male","755","740","62600","62450"
"In post","2023","London","Outer London - South","HEO","Female","1340","1280","37750","37030"
"In post","2023","London","Outer London - South","HEO","Male","1170","1145","38210","38410"
"In post","2023","London","Outer London - South","SCS level","Female","70","70","87150","83460"
"In post","2023","London","Outer London - South","SCS level","Male","55","55","94500","84060"
"In post","2023","London","Outer London - South","SEO","Female","940","900","45390","44010"
"In post","2023","London","Outer London - South","SEO","Male","835","815","45660","45560"
"In post","2023","London","Outer London - South","Unknown","Female","275","250","33930","33050"
"In post","2023","London","Outer London - South","Unknown","Male","85","80","33570","33050"
"In post","2023","London","Outer London - West and North West","AA","Female","155","135","24340","23500"
"In post","2023","London","Outer London - West and North West","AA","Male","150","140","24700","23500"
"In post","2023","London","Outer London - West and North West","AO","Female","880","775","27190","26400"
"In post","2023","London","Outer London - West and North West","AO","Male","755","730","28380","26400"
"In post","2023","London","Outer London - West and North West","EO","Female","2045","1850","31180","30970"
"In post","2023","London","Outer London - West and North West","EO","Male","1855","1750","31260","30270"
"In post","2023","London","Outer London - West and North West","G6","Female","95","90","71770","68360"
"In post","2023","London","Outer London - West and North West","G6","Male","95","90","73170","70840"
"In post","2023","London","Outer London - West and North West","G7","Female","250","240","56540","55350"
"In post","2023","London","Outer London - West and North West","G7","Male","225","220","58000","58370"
"In post","2023","London","Outer London - West and North West","HEO","Female","745","705","35820","36180"
"In post","2023","London","Outer London - West and North West","HEO","Male","610","590","36690","36240"
"In post","2023","London","Outer London - West and North West","SCS level","Female","35","30","114860","107850"
"In post","2023","London","Outer London - West and North West","SCS level","Male","25","25","[c]","[c]"
"In post","2023","London","Outer London - West and North West","SEO","Female","475","455","43590","43210"
"In post","2023","London","Outer London - West and North West","SEO","Male","425","415","44750","43660"
"In post","2023","London","Outer London - West and North West","Unknown","Female","280","265","33910","33050"
"In post","2023","London","Outer London - West and North West","Unknown","Male","115","110","34270","33050"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","AA","Female","325","220","22140","22520"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","AA","Male","190","170","21600","22520"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","AO","Female","4965","4010","22140","22520"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","AO","Male","2850","2680","22160","22520"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","EO","Female","3505","3110","27890","28120"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","EO","Male","2425","2330","27980","28120"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","G6","Female","245","240","68430","69940"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","G6","Male","320","315","69920","69940"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","G7","Female","800","755","54740","55780"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","G7","Male","1065","1050","55500","56870"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","HEO","Female","2000","1870","34130","34400"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","HEO","Male","1725","1685","34350","34700"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","SCS level","Female","45","45","86120","77930"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","SCS level","Male","55","55","94660","87110"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","SEO","Female","1265","1195","41190","42140"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","SEO","Male","1245","1215","41490","42140"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","Unknown","Female","460","430","29360","29050"
"In post","2023","North East (England)","Northumberland, and Tyne and Wear","Unknown","Male","155","150","31110","29050"
"In post","2023","North East (England)","Tees Valley and Durham","AA","Female","255","230","22700","23230"
"In post","2023","North East (England)","Tees Valley and Durham","AA","Male","220","200","22610","23230"
"In post","2023","North East (England)","Tees Valley and Durham","AO","Female","2315","1985","24240","22510"
"In post","2023","North East (England)","Tees Valley and Durham","AO","Male","1845","1730","27150","28880"
"In post","2023","North East (England)","Tees Valley and Durham","EO","Female","1550","1365","27960","28120"
"In post","2023","North East (England)","Tees Valley and Durham","EO","Male","995","945","29170","28120"
"In post","2023","North East (England)","Tees Valley and Durham","G6","Female","75","75","67820","63510"
"In post","2023","North East (England)","Tees Valley and Durham","G6","Male","85","85","67830","64980"
"In post","2023","North East (England)","Tees Valley and Durham","G7","Female","290","280","53950","51910"
"In post","2023","North East (England)","Tees Valley and Durham","G7","Male","220","220","54340","52000"
"In post","2023","North East (England)","Tees Valley and Durham","HEO","Female","685","645","33060","32310"
"In post","2023","North East (England)","Tees Valley and Durham","HEO","Male","510","490","34220","33020"
"In post","2023","North East (England)","Tees Valley and Durham","SCS level","Female","35","35","88280","80150"
"In post","2023","North East (England)","Tees Valley and Durham","SCS level","Male","15","15","[c]","[c]"
"In post","2023","North East (England)","Tees Valley and Durham","SEO","Female","485","460","41390","39190"
"In post","2023","North East (England)","Tees Valley and Durham","SEO","Male","340","330","42420","39520"
"In post","2023","North East (England)","Tees Valley and Durham","Unknown","Female","540","510","29970","29050"
"In post","2023","North East (England)","Tees Valley and Durham","Unknown","Male","155","150","30480","29050"
"In post","2023","North West (England)","Cheshire","AA","Female","80","70","22450","23230"
"In post","2023","North West (England)","Cheshire","AA","Male","80","75","22890","23230"
"In post","2023","North West (England)","Cheshire","AO","Female","680","595","24920","22220"
"In post","2023","North West (England)","Cheshire","AO","Male","460","445","27070","28880"
"In post","2023","North West (England)","Cheshire","EO","Female","730","670","30610","28480"
"In post","2023","North West (England)","Cheshire","EO","Male","560","545","32270","32540"
"In post","2023","North West (England)","Cheshire","G6","Female","55","55","67700","64800"
"In post","2023","North West (England)","Cheshire","G6","Male","45","45","69350","67970"
"In post","2023","North West (England)","Cheshire","G7","Female","145","140","54930","54260"
"In post","2023","North West (England)","Cheshire","G7","Male","125","125","54870","51950"
"In post","2023","North West (England)","Cheshire","HEO","Female","350","330","36540","38640"
"In post","2023","North West (England)","Cheshire","HEO","Male","355","345","38630","38930"
"In post","2023","North West (England)","Cheshire","SCS level","Female","10","10","[c]","[c]"
"In post","2023","North West (England)","Cheshire","SCS level","Male","10","10","[c]","[c]"
"In post","2023","North West (England)","Cheshire","SEO","Female","230","220","43530","41800"
"In post","2023","North West (England)","Cheshire","SEO","Male","215","210","45160","47380"
"In post","2023","North West (England)","Cheshire","Unknown","Female","290","270","29300","26840"
"In post","2023","North West (England)","Cheshire","Unknown","Male","80","75","30720","26840"
"In post","2023","North West (England)","Cumbria","AA","Female","40","35","21770","21380"
"In post","2023","North West (England)","Cumbria","AA","Male","40","40","22000","21380"
"In post","2023","North West (England)","Cumbria","AO","Female","565","475","22740","22150"
"In post","2023","North West (England)","Cumbria","AO","Male","420","410","24530","22150"
"In post","2023","North West (England)","Cumbria","EO","Female","345","300","27140","26850"
"In post","2023","North West (England)","Cumbria","EO","Male","180","175","28710","27330"
"In post","2023","North West (England)","Cumbria","G6","Female","10","10","[c]","[c]"
"In post","2023","North West (England)","Cumbria","G6","Male","20","20","[c]","[c]"
"In post","2023","North West (England)","Cumbria","G7","Female","60","55","54170","50340"
"In post","2023","North West (England)","Cumbria","G7","Male","40","40","53910","50410"
"In post","2023","North West (England)","Cumbria","HEO","Female","135","125","31790","30930"
"In post","2023","North West (England)","Cumbria","HEO","Male","90","90","33360","31950"
"In post","2023","North West (England)","Cumbria","SCS level","Female","5","5","[c]","[c]"
"In post","2023","North West (England)","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","North West (England)","Cumbria","SEO","Female","85","80","39700","37710"
"In post","2023","North West (England)","Cumbria","SEO","Male","65","65","41180","38200"
"In post","2023","North West (England)","Cumbria","Unknown","Female","195","180","31970","29050"
"In post","2023","North West (England)","Cumbria","Unknown","Male","165","160","43000","40590"
"In post","2023","North West (England)","Greater Manchester","AA","Female","215","190","21930","22520"
"In post","2023","North West (England)","Greater Manchester","AA","Male","200","180","22060","22520"
"In post","2023","North West (England)","Greater Manchester","AO","Female","2755","2415","22750","21780"
"In post","2023","North West (England)","Greater Manchester","AO","Male","2075","1995","23920","22520"
"In post","2023","North West (England)","Greater Manchester","EO","Female","3055","2790","27630","28120"
"In post","2023","North West (England)","Greater Manchester","EO","Male","2635","2550","27950","28120"
"In post","2023","North West (England)","Greater Manchester","G6","Female","305","295","68630","68610"
"In post","2023","North West (England)","Greater Manchester","G6","Male","395","390","70470","70890"
"In post","2023","North West (England)","Greater Manchester","G7","Female","1105","1055","54840","54260"
"In post","2023","North West (England)","Greater Manchester","G7","Male","1165","1145","55730","55780"
"In post","2023","North West (England)","Greater Manchester","HEO","Female","2020","1930","33600","34170"
"In post","2023","North West (England)","Greater Manchester","HEO","Male","2060","2025","34070","34700"
"In post","2023","North West (England)","Greater Manchester","SCS level","Female","80","80","91900","83980"
"In post","2023","North West (England)","Greater Manchester","SCS level","Male","75","75","94450","88490"
"In post","2023","North West (England)","Greater Manchester","SEO","Female","1420","1360","41110","41510"
"In post","2023","North West (England)","Greater Manchester","SEO","Male","1335","1310","41470","41780"
"In post","2023","North West (England)","Greater Manchester","Unknown","Female","1045","985","29410","26840"
"In post","2023","North West (England)","Greater Manchester","Unknown","Male","365","350","30750","26840"
"In post","2023","North West (England)","Lancashire","AA","Female","260","220","22170","23230"
"In post","2023","North West (England)","Lancashire","AA","Male","215","195","22670","23230"
"In post","2023","North West (England)","Lancashire","AO","Female","2910","2465","23030","21690"
"In post","2023","North West (England)","Lancashire","AO","Male","2245","2135","24720","22220"
"In post","2023","North West (England)","Lancashire","EO","Female","2735","2405","28190","28120"
"In post","2023","North West (England)","Lancashire","EO","Male","1795","1710","28830","28120"
"In post","2023","North West (England)","Lancashire","G6","Female","130","125","70290","66860"
"In post","2023","North West (England)","Lancashire","G6","Male","150","145","71690","67260"
"In post","2023","North West (England)","Lancashire","G7","Female","425","405","53910","51000"
"In post","2023","North West (England)","Lancashire","G7","Male","400","390","55280","55050"
"In post","2023","North West (England)","Lancashire","HEO","Female","950","880","34310","34170"
"In post","2023","North West (England)","Lancashire","HEO","Male","685","650","35400","34170"
"In post","2023","North West (England)","Lancashire","SCS level","Female","30","25","[c]","[c]"
"In post","2023","North West (England)","Lancashire","SCS level","Male","25","25","[c]","[c]"
"In post","2023","North West (England)","Lancashire","SEO","Female","690","655","41130","38580"
"In post","2023","North West (England)","Lancashire","SEO","Male","510","490","42040","41180"
"In post","2023","North West (England)","Lancashire","Unknown","Female","590","560","29540","26840"
"In post","2023","North West (England)","Lancashire","Unknown","Male","175","170","30240","29050"
"In post","2023","North West (England)","Merseyside","AA","Female","230","190","20230","19500"
"In post","2023","North West (England)","Merseyside","AA","Male","235","220","20820","19500"
"In post","2023","North West (England)","Merseyside","AO","Female","4475","3830","22420","22400"
"In post","2023","North West (England)","Merseyside","AO","Male","2680","2560","22950","22400"
"In post","2023","North West (England)","Merseyside","EO","Female","4245","3810","27270","27890"
"In post","2023","North West (England)","Merseyside","EO","Male","2690","2605","27320","27650"
"In post","2023","North West (England)","Merseyside","G6","Female","185","180","69720","69600"
"In post","2023","North West (England)","Merseyside","G6","Male","190","190","69370","69940"
"In post","2023","North West (England)","Merseyside","G7","Female","770","735","55790","55780"
"In post","2023","North West (England)","Merseyside","G7","Male","655","640","56730","56870"
"In post","2023","North West (England)","Merseyside","HEO","Female","1925","1815","33490","34170"
"In post","2023","North West (England)","Merseyside","HEO","Male","1475","1450","33800","34170"
"In post","2023","North West (England)","Merseyside","SCS level","Female","40","40","88020","79270"
"In post","2023","North West (England)","Merseyside","SCS level","Male","50","50","92450","85090"
"In post","2023","North West (England)","Merseyside","SEO","Female","1180","1125","41120","40840"
"In post","2023","North West (England)","Merseyside","SEO","Male","980","960","42230","41780"
"In post","2023","North West (England)","Merseyside","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North West (England)","Merseyside","Unknown","Female","685","650","29560","26840"
"In post","2023","North West (England)","Merseyside","Unknown","Male","225","215","29320","26840"
"In post","2023","Northern Ireland","Northern Ireland","AA","Female","60","60","21400","22130"
"In post","2023","Northern Ireland","Northern Ireland","AA","Male","395","385","21680","22130"
"In post","2023","Northern Ireland","Northern Ireland","AO","Female","665","580","22600","22520"
"In post","2023","Northern Ireland","Northern Ireland","AO","Male","595","575","22610","22520"
"In post","2023","Northern Ireland","Northern Ireland","EO","Female","590","545","27960","27890"
"In post","2023","Northern Ireland","Northern Ireland","EO","Male","585","570","28110","27890"
"In post","2023","Northern Ireland","Northern Ireland","G6","Female","40","35","71500","70430"
"In post","2023","Northern Ireland","Northern Ireland","G6","Male","35","35","72410","71300"
"In post","2023","Northern Ireland","Northern Ireland","G7","Female","135","130","56130","56870"
"In post","2023","Northern Ireland","Northern Ireland","G7","Male","145","140","56820","57970"
"In post","2023","Northern Ireland","Northern Ireland","HEO","Female","430","410","34760","34700"
"In post","2023","Northern Ireland","Northern Ireland","HEO","Male","435","425","35060","34740"
"In post","2023","Northern Ireland","Northern Ireland","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Northern Ireland","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Northern Ireland","Northern Ireland","SEO","Female","205","195","41240","42140"
"In post","2023","Northern Ireland","Northern Ireland","SEO","Male","215","210","41830","42140"
"In post","2023","Overseas","Overseas","AA","Female","[c]","[c]","[c]","[c]"
