"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","East Midlands (England)","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","AO","80","75","22390","22870"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","EO","70","65","27420","26900"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","G7","105","95","53820","52060"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","HEO","30","30","32280","31490"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","Nottingham","SEO","15","15","40180","38940"
"In post","2023","Attorney General's Departments","East Midlands (England)","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","G7","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Midlands (England)","West Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Bedford","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","G7","10","10","51400","49050"
"In post","2023","Attorney General's Departments","East of England","Cambridgeshire CC","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","AO","45","40","24030","24480"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","EO","45","40","29630","30210"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","G7","75","70","59270","57590"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","HEO","15","15","35420","35550"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Heart of Essex","SEO","20","20","40940","40800"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","AO","40","40","23990","24480"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","EO","40","35","29300","28870"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","G7","85","75","60770","62890"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","HEO","10","10","34250","32660"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Hertfordshire CC","SEO","10","10","41940","41340"
"In post","2023","Attorney General's Departments","East of England","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","AO","30","25","22380","22870"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","EO","25","20","27500","26900"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","G7","25","20","56890","56450"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Norwich and East Norfolk","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","G7","15","15","56850","56450"
"In post","2023","Attorney General's Departments","East of England","Suffolk CC","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East of England","Thurrock","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Barnet","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bexley and Greenwich","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Bromley","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","London","Croydon","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","HEO","10","10","33360","32590"
"In post","2023","Attorney General's Departments","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Croydon","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Ealing","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Redbridge and Waltham Forest","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Westminster","AA","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","London","Westminster","AO","360","340","24220","24480"
"In post","2023","Attorney General's Departments","London","Westminster","EO","790","755","29250","28410"
"In post","2023","Attorney General's Departments","London","Westminster","G6","950","870","70260","68280"
"In post","2023","Attorney General's Departments","London","Westminster","G7","1615","1520","57060","54230"
"In post","2023","Attorney General's Departments","London","Westminster","HEO","415","405","36130","34450"
"In post","2023","Attorney General's Departments","London","Westminster","SCS level","265","255","88850","82550"
"In post","2023","Attorney General's Departments","London","Westminster","SEO","305","300","41500","40800"
"In post","2023","Attorney General's Departments","North East (England)","Darlington","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Hartlepool and Stockton-on-Tees","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Northumberland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","AO","20","15","22850","22870"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","G7","40","35","54930","56030"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","HEO","10","10","32780","32650"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","South Teesside","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","AO","70","65","22260","22870"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","EO","55","50","27900","27030"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","G7","95","90","54750","55290"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","HEO","20","20","32350","31490"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North East (England)","Tyneside","SEO","20","20","39540","38940"
"In post","2023","Attorney General's Departments","North West (England)","Blackburn with Darwen","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Cheshire East","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","G7","10","10","55330","54520"
"In post","2023","Attorney General's Departments","North West (England)","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","AO","105","100","22590","22870"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","G7","140","135","54440","53750"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","HEO","35","35","32210","32000"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","SEO","35","35","39070","38940"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","AO","80","75","22770","22870"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","EO","90","85","28190","28850"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","G6","20","20","70800","70700"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","G7","145","135","54980","54250"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","HEO","25","25","33100","33050"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","SEO","25","25","39230","38940"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","AO","40","35","22760","22870"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","EO","40","35","28280","28850"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","G7","85","80","53810","53750"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","HEO","15","15","33320","33300"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","SEO","10","10","39300","38760"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","EO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","AO","30","25","23920","24480"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","EO","30","25","28990","28200"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","G7","45","40","59510","57590"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","HEO","15","15","33710","32820"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","SEO","10","10","40780","40800"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","AO","30","30","23760","24480"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","EO","30","30","29100","28200"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","G7","40","40","59400","58820"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","AO","30","30","23910","24480"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","EO","30","30","29340","29100"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","G7","45","40","59170","56380"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","HEO","10","10","35420","36170"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","SEO","10","10","41830","40800"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","AO","35","35","24030","24480"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","EO","25","25","29030","28200"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","G7","50","45","60710","61920"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","AO","30","30","23880","24480"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","EO","25","25","28970","28200"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","G7","70","65","58700","55850"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","HEO","20","20","34550","33970"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","SEO","10","10","41970","40800"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","AO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","EO","25","25","29010","28200"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","G7","35","30","59930","58820"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","20","15","54290","53750"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","AO","45","40","22230","22870"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","EO","40","40","28040","27400"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","G6","20","15","70480","71050"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","G7","100","95","54230","52310"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","HEO","15","15","33200","31180"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","AO","15","15","22370","22870"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","EO","25","20","27870","27440"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","G7","45","45","55210","56450"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","HEO","15","15","32850","33100"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","AO","55","50","23040","22870"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","EO","45","45","27830","27400"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","G7","95","85","55100","55290"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","HEO","15","15","33300","33300"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","SEO","15","15","39570","38760"
"In post","2023","Attorney General's Departments","Wales","Conwy and Denbighshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","AO","15","15","22850","22870"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","EO","15","15","27820","27420"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","G7","45","40","54010","53700"
