"Status","Year","Age","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","No function","Unknown","25","[c]","25030","25920"
"Leaver CS","2023","20-29","Project Delivery","London","90","[c]","34000","32300"
"Leaver CS","2023","20-29","Project Delivery","Outside London","225","[c]","30870","31920"
"Leaver CS","2023","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","London","30","[c]","35850","32000"
"Leaver CS","2023","20-29","Property","Outside London","100","[c]","27050","26020"
"Leaver CS","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","London","20","[c]","29280","28370"
"Leaver CS","2023","20-29","Security","Outside London","155","[c]","27100","27350"
"Leaver CS","2023","20-29","Unknown","London","320","[c]","28570","27400"
"Leaver CS","2023","20-29","Unknown","Outside London","375","[c]","27980","26220"
"Leaver CS","2023","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","60","[c]","28060","29250"
"Leaver CS","2023","30-39","Analysis","London","75","[c]","50650","53290"
"Leaver CS","2023","30-39","Analysis","Outside London","105","[c]","40420","39580"
"Leaver CS","2023","30-39","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","London","55","[c]","55730","50760"
"Leaver CS","2023","30-39","Commercial","Outside London","100","[c]","42270","39890"
"Leaver CS","2023","30-39","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","London","100","[c]","47130","44220"
"Leaver CS","2023","30-39","Communications","Outside London","40","[c]","36840","34000"
"Leaver CS","2023","30-39","Counter Fraud","London","45","[c]","43650","41600"
"Leaver CS","2023","30-39","Counter Fraud","Outside London","70","[c]","27490","27570"
"Leaver CS","2023","30-39","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Debt","Outside London","135","[c]","21840","21690"
"Leaver CS","2023","30-39","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data & Technology","London","225","[c]","50250","54700"
"Leaver CS","2023","30-39","Digital, Data & Technology","Outside London","415","[c]","42570","39460"
"Leaver CS","2023","30-39","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","London","55","[c]","48900","46180"
"Leaver CS","2023","30-39","Finance","Outside London","100","[c]","39200","35310"
"Leaver CS","2023","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Grants Management","Outside London","35","[c]","23700","22150"
"Leaver CS","2023","30-39","Human Resources","London","60","[c]","48650","51710"
"Leaver CS","2023","30-39","Human Resources","Outside London","195","[c]","31440","28080"
"Leaver CS","2023","30-39","Human Resources","Overseas","15","[c]","42930","43620"
"Leaver CS","2023","30-39","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","London","130","[c]","52460","52790"
"Leaver CS","2023","30-39","Legal","Outside London","65","[c]","40900","40800"
"Leaver CS","2023","30-39","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","London","1550","[c]","42580","39150"
"Leaver CS","2023","30-39","No function","Outside London","4400","[c]","29010","27570"
"Leaver CS","2023","30-39","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","No function","Unknown","20","[c]","26190","27570"
"Leaver CS","2023","30-39","Project Delivery","London","90","[c]","48480","45470"
"Leaver CS","2023","30-39","Project Delivery","Outside London","210","[c]","40110","39670"
"Leaver CS","2023","30-39","Property","London","20","[c]","47540","46800"
"Leaver CS","2023","30-39","Property","Outside London","85","[c]","33020","28490"
"Leaver CS","2023","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","London","20","[c]","41140","38950"
"Leaver CS","2023","30-39","Security","Outside London","120","[c]","31290","29190"
"Leaver CS","2023","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","London","210","[c]","48800","47980"
"Leaver CS","2023","30-39","Unknown","Outside London","355","[c]","36340","33520"
"Leaver CS","2023","30-39","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","50","[c]","39850","38090"
"Leaver CS","2023","40-49","Analysis","London","20","[c]","76280","68720"
"Leaver CS","2023","40-49","Analysis","Outside London","65","[c]","45760","43690"
"Leaver CS","2023","40-49","Commercial","London","50","[c]","70710","70000"
"Leaver CS","2023","40-49","Commercial","Outside London","75","[c]","55460","48020"
"Leaver CS","2023","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","London","55","[c]","60750","56110"
"Leaver CS","2023","40-49","Communications","Outside London","35","[c]","43540","41500"
"Leaver CS","2023","40-49","Counter Fraud","London","20","[c]","45440","40410"
"Leaver CS","2023","40-49","Counter Fraud","Outside London","70","[c]","27010","28120"
"Leaver CS","2023","40-49","Debt","London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Outside London","105","[c]","22170","21690"
"Leaver CS","2023","40-49","Digital, Data & Technology","London","140","[c]","58770","57080"
"Leaver CS","2023","40-49","Digital, Data & Technology","Outside London","285","[c]","47620","45540"
"Leaver CS","2023","40-49","Finance","London","40","[c]","59870","55540"
"Leaver CS","2023","40-49","Finance","Outside London","70","[c]","38720","33990"
"Leaver CS","2023","40-49","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Grants Management","Outside London","30","[c]","23550","22150"
"Leaver CS","2023","40-49","Human Resources","London","40","[c]","60140","58170"
"Leaver CS","2023","40-49","Human Resources","Outside London","150","[c]","35480","31460"
"Leaver CS","2023","40-49","Human Resources","Overseas","25","[c]","49060","46650"
"Leaver CS","2023","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","London","100","[c]","60200","62480"
"Leaver CS","2023","40-49","Legal","Outside London","75","[c]","44940","46100"
"Leaver CS","2023","40-49","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","London","920","[c]","46470","40230"
"Leaver CS","2023","40-49","No function","Outside London","3305","[c]","30590","27570"
"Leaver CS","2023","40-49","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","London","40","[c]","62790","58530"
"Leaver CS","2023","40-49","Project Delivery","Outside London","165","[c]","46540","43180"
"Leaver CS","2023","40-49","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","London","15","[c]","47080","48990"
"Leaver CS","2023","40-49","Property","Outside London","60","[c]","36230","32960"
"Leaver CS","2023","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Outside London","100","[c]","32670","30380"
"Leaver CS","2023","40-49","Unknown","London","135","[c]","61630","62000"
"Leaver CS","2023","40-49","Unknown","Outside London","240","[c]","43160","37940"
"Leaver CS","2023","40-49","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","20","[c]","34880","33710"
"Leaver CS","2023","50-59","Analysis","London","15","[c]","61600","55970"
"Leaver CS","2023","50-59","Analysis","Outside London","35","[c]","44590","40080"
"Leaver CS","2023","50-59","Commercial","London","35","[c]","82880","69360"
"Leaver CS","2023","50-59","Commercial","Outside London","70","[c]","53190","43380"
"Leaver CS","2023","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","London","20","[c]","57470","41880"
"Leaver CS","2023","50-59","Communications","Outside London","15","[c]","41430","37480"
"Leaver CS","2023","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","London","35","[c]","43110","34440"
"Leaver CS","2023","50-59","Counter Fraud","Outside London","155","[c]","27600","27570"
"Leaver CS","2023","50-59","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Outside London","135","[c]","22660","21690"
"Leaver CS","2023","50-59","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","London","70","[c]","58680","57920"
"Leaver CS","2023","50-59","Digital, Data & Technology","Outside London","270","[c]","45120","41770"
"Leaver CS","2023","50-59","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","35","[c]","53540","43700"
"Leaver CS","2023","50-59","Finance","Outside London","125","[c]","44380","41290"
"Leaver CS","2023","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Outside London","30","[c]","23140","22150"
"Leaver CS","2023","50-59","Human Resources","London","55","[c]","58570","47510"
"Leaver CS","2023","50-59","Human Resources","Outside London","250","[c]","34450","30140"
"Leaver CS","2023","50-59","Human Resources","Overseas","15","[c]","55730","53350"
"Leaver CS","2023","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","15","[c]","42640","39980"
"Leaver CS","2023","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","55","[c]","57730","63540"
"Leaver CS","2023","50-59","Legal","Outside London","105","[c]","47660","51270"
"Leaver CS","2023","50-59","No function","London","780","[c]","45540","35270"
"Leaver CS","2023","50-59","No function","Outside London","4725","[c]","30840","27570"
"Leaver CS","2023","50-59","No function","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Unknown","20","[c]","32130","28120"
"Leaver CS","2023","50-59","Project Delivery","London","40","[c]","60930","54540"
"Leaver CS","2023","50-59","Project Delivery","Outside London","200","[c]","48170","42230"
"Leaver CS","2023","50-59","Property","London","20","[c]","55290","52720"
"Leaver CS","2023","50-59","Property","Outside London","105","[c]","35720","33150"
"Leaver CS","2023","50-59","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","25","[c]","40410","39090"
"Leaver CS","2023","50-59","Security","Outside London","210","[c]","35140","34320"
"Leaver CS","2023","50-59","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","120","[c]","59310","55150"
"Leaver CS","2023","50-59","Unknown","Outside London","305","[c]","46500","42860"
"Leaver CS","2023","50-59","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","30","[c]","41820","41480"
"Leaver CS","2023","60-64","Analysis","London","10","[c]","69140","52340"
"Leaver CS","2023","60-64","Analysis","Outside London","30","[c]","39040","39890"
"Leaver CS","2023","60-64","Commercial","London","20","[c]","60130","59540"
"Leaver CS","2023","60-64","Commercial","Outside London","50","[c]","46970","42700"
"Leaver CS","2023","60-64","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","10","[c]","40260","38460"
"Leaver CS","2023","60-64","Counter Fraud","London","40","[c]","40510","33780"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","140","[c]","28890","28120"
"Leaver CS","2023","60-64","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Outside London","110","[c]","23980","21690"
"Leaver CS","2023","60-64","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","London","35","[c]","50420","48170"
"Leaver CS","2023","60-64","Digital, Data & Technology","Outside London","135","[c]","41180","38490"
"Leaver CS","2023","60-64","Finance","London","30","[c]","55550","54320"
"Leaver CS","2023","60-64","Finance","Outside London","120","[c]","42890","38960"
"Leaver CS","2023","60-64","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Outside London","30","[c]","27300","24030"
"Leaver CS","2023","60-64","Human Resources","London","30","[c]","49880","45970"
"Leaver CS","2023","60-64","Human Resources","Outside London","230","[c]","31660","28520"
"Leaver CS","2023","60-64","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","London","25","[c]","65160","67000"
"Leaver CS","2023","60-64","Legal","Outside London","70","[c]","48850","55990"
"Leaver CS","2023","60-64","No function","London","495","[c]","45220","36150"
"Leaver CS","2023","60-64","No function","Outside London","3300","[c]","31050","27570"
"Leaver CS","2023","60-64","No function","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","40","[c]","61080","60000"
"Leaver CS","2023","60-64","Project Delivery","Outside London","160","[c]","49860","44990"
"Leaver CS","2023","60-64","Property","London","20","[c]","44420","40810"
"Leaver CS","2023","60-64","Property","Outside London","110","[c]","37460","35160"
"Leaver CS","2023","60-64","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","London","15","[c]","38570","29170"
"Leaver CS","2023","60-64","Security","Outside London","120","[c]","35940","34850"
"Leaver CS","2023","60-64","Unknown","London","80","[c]","61160","58230"
"Leaver CS","2023","60-64","Unknown","Outside London","255","[c]","46530","42860"
"Leaver CS","2023","60-64","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","65+","Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Outside London","30","[c]","40380","39890"
"Leaver CS","2023","65+","Commercial","London","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Outside London","20","[c]","44830","41580"
"Leaver CS","2023","65+","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","London","35","[c]","31680","31880"
"Leaver CS","2023","65+","Counter Fraud","Outside London","155","[c]","27200","27570"
"Leaver CS","2023","65+","Debt","London","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Outside London","80","[c]","22630","21690"
"Leaver CS","2023","65+","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","London","15","[c]","53010","40450"
"Leaver CS","2023","65+","Digital, Data & Technology","Outside London","95","[c]","35690","33920"
"Leaver CS","2023","65+","Finance","London","20","[c]","44390","45880"
"Leaver CS","2023","65+","Finance","Outside London","80","[c]","37510","34170"
"Leaver CS","2023","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","Outside London","25","[c]","24790","22150"
"Leaver CS","2023","65+","Human Resources","London","15","[c]","45470","36800"
"Leaver CS","2023","65+","Human Resources","Outside London","190","[c]","29500","27470"
"Leaver CS","2023","65+","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","London","25","[c]","54490","62230"
"Leaver CS","2023","65+","Legal","Outside London","30","[c]","45530","55290"
"Leaver CS","2023","65+","No function","London","380","[c]","37140","30780"
"Leaver CS","2023","65+","No function","Outside London","2805","[c]","27980","25110"
"Leaver CS","2023","65+","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","London","25","[c]","55930","53340"
"Leaver CS","2023","65+","Project Delivery","Outside London","85","[c]","43930","41460"
"Leaver CS","2023","65+","Property","London","15","[c]","37470","39140"
"Leaver CS","2023","65+","Property","Outside London","95","[c]","32590","28490"
"Leaver CS","2023","65+","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","London","15","[c]","36540","38450"
"Leaver CS","2023","65+","Security","Outside London","110","[c]","27090","22440"
"Leaver CS","2023","65+","Unknown","London","40","[c]","62650","63790"
"Leaver CS","2023","65+","Unknown","Outside London","160","[c]","39990","34730"
"Leaver CS","2023","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","10","[c]","43850","33480"
"Leaver CS","2023","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","London","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","London","215","[c]","37300","34290"
"Leaver Dept.","2023","20-29","Analysis","Outside London","80","[c]","33050","31780"
"Leaver Dept.","2023","20-29","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","London","35","[c]","33480","30420"
"Leaver Dept.","2023","20-29","Commercial","Outside London","40","[c]","32680","31290"
"Leaver Dept.","2023","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","London","100","[c]","34470","33570"
"Leaver Dept.","2023","20-29","Communications","Outside London","25","[c]","28880","30660"
"Leaver Dept.","2023","20-29","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","London","30","[c]","30370","30770"
"Leaver Dept.","2023","20-29","Counter Fraud","Outside London","65","[c]","27990","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","Outside London","70","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","London","80","[c]","36220","34260"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Outside London","95","[c]","32450","30490"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","London","75","[c]","35890","33250"
"Leaver Dept.","2023","20-29","Finance","Outside London","45","[c]","31750","31890"
"Leaver Dept.","2023","20-29","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Grants Management","Outside London","20","[c]","23060","22150"
"Leaver Dept.","2023","20-29","Human Resources","London","105","[c]","34510","32000"
"Leaver Dept.","2023","20-29","Human Resources","Outside London","115","[c]","29170","28120"
"Leaver Dept.","2023","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","London","50","[c]","29580","27760"
"Leaver Dept.","2023","20-29","Legal","Outside London","30","[c]","26650","26900"
"Leaver Dept.","2023","20-29","No function","London","1615","[c]","36840","34560"
"Leaver Dept.","2023","20-29","No function","Outside London","1400","[c]","26270","25900"
"Leaver Dept.","2023","20-29","No function","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Unknown","15","[c]","32510","32770"
"Leaver Dept.","2023","20-29","Project Delivery","London","105","[c]","34310","33250"
"Leaver Dept.","2023","20-29","Project Delivery","Outside London","65","[c]","31770","32550"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","London","10","[c]","36370","34950"
"Leaver Dept.","2023","20-29","Property","Outside London","30","[c]","25510","22520"
"Leaver Dept.","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","London","40","[c]","34670","35070"
"Leaver Dept.","2023","20-29","Security","Outside London","25","[c]","25940","24610"
"Leaver Dept.","2023","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","London","415","[c]","33210","32000"
"Leaver Dept.","2023","20-29","Unknown","Outside London","135","[c]","31470","32000"
"Leaver Dept.","2023","20-29","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","London","85","[c]","46490","44420"
"Leaver Dept.","2023","30-39","Analysis","Outside London","70","[c]","41660","39890"
"Leaver Dept.","2023","30-39","Commercial","London","20","[c]","44120","41060"
"Leaver Dept.","2023","30-39","Commercial","Outside London","70","[c]","38090","39090"
"Leaver Dept.","2023","30-39","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","London","80","[c]","45640","43650"
"Leaver Dept.","2023","30-39","Communications","Outside London","25","[c]","34820","32110"
"Leaver Dept.","2023","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","London","25","[c]","34110","32520"
"Leaver Dept.","2023","30-39","Counter Fraud","Outside London","70","[c]","29980","28120"
"Leaver Dept.","2023","30-39","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Debt","Outside London","45","[c]","23950","21690"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","London","75","[c]","47650","45810"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Outside London","165","[c]","37800","36840"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","London","60","[c]","48450","43750"
"Leaver Dept.","2023","30-39","Finance","Outside London","75","[c]","37180","34170"
"Leaver Dept.","2023","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","Outside London","15","[c]","26220","22150"
"Leaver Dept.","2023","30-39","Human Resources","London","80","[c]","47810","43680"
"Leaver Dept.","2023","30-39","Human Resources","Outside London","170","[c]","34350","31660"
"Leaver Dept.","2023","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","London","65","[c]","51290","52530"
"Leaver Dept.","2023","30-39","Legal","Outside London","35","[c]","37490","28430"
"Leaver Dept.","2023","30-39","No function","London","1260","[c]","47590","44180"
"Leaver Dept.","2023","30-39","No function","Outside London","1550","[c]","29590","27570"
"Leaver Dept.","2023","30-39","No function","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Unknown","10","[c]","39590","31670"
"Leaver Dept.","2023","30-39","Project Delivery","London","65","[c]","43510","41440"
"Leaver Dept.","2023","30-39","Project Delivery","Outside London","110","[c]","40210","38020"
"Leaver Dept.","2023","30-39","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Outside London","45","[c]","33220","32220"
"Leaver Dept.","2023","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","London","25","[c]","35920","34550"
"Leaver Dept.","2023","30-39","Security","Outside London","45","[c]","31800","27500"
"Leaver Dept.","2023","30-39","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","London","240","[c]","43520","36650"
"Leaver Dept.","2023","30-39","Unknown","Outside London","150","[c]","39110","34920"
"Leaver Dept.","2023","30-39","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","15","[c]","37940","37560"
"Leaver Dept.","2023","40-49","Analysis","London","30","[c]","52580","57050"
"Leaver Dept.","2023","40-49","Analysis","Outside London","35","[c]","45250","43690"
"Leaver Dept.","2023","40-49","Commercial","London","15","[c]","49070","47590"
"Leaver Dept.","2023","40-49","Commercial","Outside London","50","[c]","40660","39360"
"Leaver Dept.","2023","40-49","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","London","35","[c]","54540","56040"
"Leaver Dept.","2023","40-49","Communications","Outside London","20","[c]","41310","40580"
"Leaver Dept.","2023","40-49","Counter Fraud","London","25","[c]","38790","34080"
"Leaver Dept.","2023","40-49","Counter Fraud","Outside London","45","[c]","29010","28120"
"Leaver Dept.","2023","40-49","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","Outside London","40","[c]","23830","21690"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","London","55","[c]","59610","60020"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Outside London","155","[c]","43120","41500"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","London","25","[c]","59700","62510"
"Leaver Dept.","2023","40-49","Finance","Outside London","80","[c]","43650","37710"
