"Status","Year","Ethnicity","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","545","505","33480","31280"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Outside London","Undeclared","40","35","29290","27180"
"In post","2023","Asian","Bedfordshire and Hertfordshire","Outside London","Unknown","60","50","35400","30790"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","525","490","32960","30880"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","35","30","29210","29120"
"In post","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","65","55","32020","28120"
"In post","2023","Asian","Cheshire","Outside London","Heterosexual / straight","80","75","31700","30530"
"In post","2023","Asian","Cheshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","860","810","32410","28130"
