"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Human Resources","South West (England)","SEO/HEO","Male","35","[c]","36810","36380"
"Leaver CS","2023","Human Resources","South West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Wales","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","EO","Male","35","[c]","29790","29930"
"Leaver CS","2023","Human Resources","West Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East Midlands (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","East of England","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North East (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North East (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","North West (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South East (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","South West (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","West Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Yorkshire and The Humber","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","East of England","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","AA/AO","Female","35","[c]","23690","24480"
"Leaver CS","2023","Legal","London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","EO","Female","60","[c]","28580","28170"
"Leaver CS","2023","Legal","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","G6/G7","Female","130","[c]","60640","59230"
"Leaver CS","2023","Legal","London","G6/G7","Male","105","[c]","62240","63720"
"Leaver CS","2023","Legal","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North East (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","North West (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northern Ireland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northern Ireland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South East (England)","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","South West (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","West Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Yorkshire and The Humber","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","AA/AO","Female","490","[c]","21610","21730"
"Leaver CS","2023","No function","East Midlands (England)","AA/AO","Male","410","[c]","21900","21690"
"Leaver CS","2023","No function","East Midlands (England)","EO","Female","285","[c]","27410","27570"
"Leaver CS","2023","No function","East Midlands (England)","EO","Male","215","[c]","27790","27570"
"Leaver CS","2023","No function","East Midlands (England)","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","SEO/HEO","Female","130","[c]","37370","36690"
"Leaver CS","2023","No function","East Midlands (England)","SEO/HEO","Male","110","[c]","36950","36330"
"Leaver CS","2023","No function","East Midlands (England)","Unknown","Female","120","[c]","[c]","[c]"
"Leaver CS","2023","No function","East Midlands (England)","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","East of England","AA/AO","Female","435","[c]","22090","21780"
"Leaver CS","2023","No function","East of England","AA/AO","Male","440","[c]","22410","22400"
"Leaver CS","2023","No function","East of England","EO","Female","330","[c]","28690","29290"
"Leaver CS","2023","No function","East of England","EO","Male","245","[c]","28290","28100"
"Leaver CS","2023","No function","East of England","G6/G7","Female","35","[c]","59380","52000"
"Leaver CS","2023","No function","East of England","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","East of England","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","East of England","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","East of England","SEO/HEO","Female","120","[c]","38130","37560"
"Leaver CS","2023","No function","East of England","SEO/HEO","Male","85","[c]","38650","37780"
"Leaver CS","2023","No function","East of England","Unknown","Female","150","[c]","[c]","[c]"
"Leaver CS","2023","No function","East of England","Unknown","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","AA/AO","Female","750","[c]","24590","25480"
"Leaver CS","2023","No function","London","AA/AO","Male","560","[c]","24490","25480"
"Leaver CS","2023","No function","London","EO","Female","990","[c]","30390","31060"
"Leaver CS","2023","No function","London","EO","Male","635","[c]","30550","31060"
"Leaver CS","2023","No function","London","G6/G7","Female","520","[c]","59130","57220"
"Leaver CS","2023","No function","London","G6/G7","Male","590","[c]","59490","57430"
"Leaver CS","2023","No function","London","SCS level","Female","110","[c]","91490","81310"
"Leaver CS","2023","No function","London","SCS level","Male","110","[c]","99850","93000"
"Leaver CS","2023","No function","London","SEO/HEO","Female","975","[c]","37820","37020"
"Leaver CS","2023","No function","London","SEO/HEO","Male","765","[c]","38590","38160"
"Leaver CS","2023","No function","London","Unknown","Female","215","[c]","[c]","[c]"
"Leaver CS","2023","No function","London","Unknown","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","North East (England)","AA/AO","Female","660","[c]","21550","21690"
"Leaver CS","2023","No function","North East (England)","AA/AO","Male","460","[c]","21890","21690"
"Leaver CS","2023","No function","North East (England)","EO","Female","220","[c]","27400","28080"
"Leaver CS","2023","No function","North East (England)","EO","Male","135","[c]","27280","27570"
"Leaver CS","2023","No function","North East (England)","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","North East (England)","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","North East (England)","SEO/HEO","Female","80","[c]","36020","34290"
"Leaver CS","2023","No function","North East (England)","SEO/HEO","Male","90","[c]","36350","34290"
"Leaver CS","2023","No function","North East (England)","Unknown","Female","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","North East (England)","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","North West (England)","AA/AO","Female","1245","[c]","21600","21690"
"Leaver CS","2023","No function","North West (England)","AA/AO","Male","905","[c]","21700","21690"
"Leaver CS","2023","No function","North West (England)","EO","Female","530","[c]","27450","27570"
"Leaver CS","2023","No function","North West (England)","EO","Male","410","[c]","27680","27570"
"Leaver CS","2023","No function","North West (England)","G6/G7","Female","70","[c]","59720","56160"
"Leaver CS","2023","No function","North West (England)","G6/G7","Male","55","[c]","63380","60630"
"Leaver CS","2023","No function","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","North West (England)","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","North West (England)","SEO/HEO","Female","245","[c]","36530","34970"
"Leaver CS","2023","No function","North West (England)","SEO/HEO","Male","195","[c]","38910","37570"
"Leaver CS","2023","No function","North West (England)","Unknown","Female","210","[c]","[c]","[c]"
"Leaver CS","2023","No function","North West (England)","Unknown","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","AA/AO","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Northern Ireland","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Overseas","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scotland","AA/AO","Female","610","[c]","22550","21690"
"Leaver CS","2023","No function","Scotland","AA/AO","Male","440","[c]","23150","22080"
"Leaver CS","2023","No function","Scotland","EO","Female","330","[c]","28960","28120"
"Leaver CS","2023","No function","Scotland","EO","Male","310","[c]","31270","28120"
"Leaver CS","2023","No function","Scotland","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scotland","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scotland","SEO/HEO","Female","105","[c]","38570","37940"
"Leaver CS","2023","No function","Scotland","SEO/HEO","Male","130","[c]","41710","42590"
"Leaver CS","2023","No function","South East (England)","AA/AO","Female","950","[c]","21890","21500"
"Leaver CS","2023","No function","South East (England)","AA/AO","Male","840","[c]","22050","21260"
"Leaver CS","2023","No function","South East (England)","EO","Female","500","[c]","28210","28120"
"Leaver CS","2023","No function","South East (England)","EO","Male","400","[c]","28150","27570"
"Leaver CS","2023","No function","South East (England)","G6/G7","Female","50","[c]","64400","59180"
"Leaver CS","2023","No function","South East (England)","G6/G7","Male","60","[c]","64280","59840"
"Leaver CS","2023","No function","South East (England)","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","South East (England)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","South East (England)","SEO/HEO","Female","210","[c]","38020","38200"
"Leaver CS","2023","No function","South East (England)","SEO/HEO","Male","190","[c]","37990","37420"
"Leaver CS","2023","No function","South East (England)","Unknown","Female","215","[c]","[c]","[c]"
"Leaver CS","2023","No function","South East (England)","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","No function","South West (England)","AA/AO","Female","510","[c]","21480","21690"
"Leaver CS","2023","No function","South West (England)","AA/AO","Male","490","[c]","21820","21690"
"Leaver CS","2023","No function","South West (England)","EO","Female","350","[c]","27840","27570"
"Leaver CS","2023","No function","South West (England)","EO","Male","275","[c]","27710","27570"
"Leaver CS","2023","No function","South West (England)","G6/G7","Female","55","[c]","62970","57910"
"Leaver CS","2023","No function","South West (England)","G6/G7","Male","90","[c]","63310","59540"
"Leaver CS","2023","No function","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","South West (England)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","South West (England)","SEO/HEO","Female","225","[c]","36280","34850"
