"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","London","Inner London - West","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Electronics and Components Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Electronics and Components Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Inner London - West","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","East of England","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","London","Inner London - East","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","London","Inner London - West","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","London","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","London","Outer London - South","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","London","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
