"Status","Year","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","SEO/HEO","Female","2950","2895","38880","38850"
"In post","2023","Black","SEO/HEO","Male","1830","1810","39380","39150"
"In post","2023","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Female","925","880","31990","29300"
"In post","2023","Black","Unknown","Male","405","395","32420","29300"
"In post","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","AA/AO","Female","1190","1060","24260","22520"
"In post","2023","Mixed","AA/AO","Male","885","850","25960","23500"
"In post","2023","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","EO","Female","1395","1290","29220","28120"
"In post","2023","Mixed","EO","Male","855","835","29560","28120"
"In post","2023","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","G6/G7","Female","900","855","59890","57970"
"In post","2023","Mixed","G6/G7","Male","735","720","60490","58290"
"In post","2023","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SCS level","Female","80","75","86090","80970"
"In post","2023","Mixed","SCS level","Male","80","80","90070","81670"
"In post","2023","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","SEO/HEO","Female","1650","1600","37890","37300"
"In post","2023","Mixed","SEO/HEO","Male","1260","1245","38650","38470"
"In post","2023","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Female","520","490","30800","29050"
"In post","2023","Mixed","Unknown","Male","170","165","32120","29050"
"In post","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","AA/AO","Female","275","245","24350","23700"
"In post","2023","Other ethnicity","AA/AO","Male","275","265","26260","24490"
"In post","2023","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","EO","Female","395","365","29870","29660"
"In post","2023","Other ethnicity","EO","Male","290","280","29590","28340"
"In post","2023","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","G6/G7","Female","265","255","60010","57680"
"In post","2023","Other ethnicity","G6/G7","Male","280","275","60570","57970"
"In post","2023","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","SCS level","Female","25","20","[c]","[c]"
"In post","2023","Other ethnicity","SCS level","Male","35","35","94100","86590"
"In post","2023","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","SEO/HEO","Female","470","450","38710","38100"
"In post","2023","Other ethnicity","SEO/HEO","Male","400","390","39480","38910"
"In post","2023","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Female","80","75","31220","29050"
"In post","2023","Other ethnicity","Unknown","Male","40","40","31350","29050"
"In post","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","AA/AO","Female","1980","1670","23160","22220"
"In post","2023","Undeclared","AA/AO","Male","2280","2155","24860","22520"
"In post","2023","Undeclared","EO","Female","2330","2045","29200","28120"
"In post","2023","Undeclared","EO","Male","2825","2660","29840","28120"
"In post","2023","Undeclared","G6/G7","Female","995","950","61050","59270"
"In post","2023","Undeclared","G6/G7","Male","2110","2060","61440","59290"
"In post","2023","Undeclared","SCS level","Female","70","65","90090","83520"
"In post","2023","Undeclared","SCS level","Male","120","120","94600","85860"
"In post","2023","Undeclared","SEO/HEO","Female","2145","2010","38510","38020"
"In post","2023","Undeclared","SEO/HEO","Male","3785","3665","39480","38830"
"In post","2023","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","320","290","32830","32050"
"In post","2023","Undeclared","Unknown","Male","305","290","37900","37910"
"In post","2023","Unknown","AA/AO","Female","13595","12215","23740","22520"
"In post","2023","Unknown","AA/AO","Male","12070","11690","25000","22520"
"In post","2023","Unknown","EO","Female","9295","8730","28750","28120"
"In post","2023","Unknown","EO","Male","9120","8870","29270","28120"
"In post","2023","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","4180","4005","60210","57970"
"In post","2023","Unknown","G6/G7","Male","4490","4410","60850","58850"
"In post","2023","Unknown","SCS level","Female","385","370","93150","84690"
"In post","2023","Unknown","SCS level","Male","415","405","97020","88780"
"In post","2023","Unknown","SEO/HEO","Female","8735","8405","38250","37300"
"In post","2023","Unknown","SEO/HEO","Male","9445","9260","38680","37760"
"In post","2023","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","2625","2390","28660","26840"
"In post","2023","Unknown","Unknown","Male","2625","2540","37260","34880"
"In post","2023","White","AA/AO","Female","51805","44320","23360","22400"
"In post","2023","White","AA/AO","Male","39015","37175","25350","22520"
"In post","2023","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","EO","Female","49655","44305","28540","28120"
"In post","2023","White","EO","Male","35625","34175","29420","28120"
"In post","2023","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","G6/G7","Female","27485","26030","60230","57970"
"In post","2023","White","G6/G7","Male","27790","27195","61150","59240"
"In post","2023","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","SCS level","Female","2740","2605","89380","81890"
"In post","2023","White","SCS level","Male","2980","2925","94220","85200"
"In post","2023","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","SEO/HEO","Female","55525","52425","38000","37420"
"In post","2023","White","SEO/HEO","Male","49045","47900","39040","38470"
"In post","2023","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Female","12090","11220","31060","29050"
"In post","2023","White","Unknown","Male","4570","4400","35480","31920"
"In post","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Female","480","[c]","22630","21780"
"Leaver CS","2023","Asian","AA/AO","Male","455","[c]","22550","21780"
"Leaver CS","2023","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Female","440","[c]","28800","28220"
"Leaver CS","2023","Asian","EO","Male","350","[c]","28820","28200"
"Leaver CS","2023","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Female","130","[c]","57820","55550"
"Leaver CS","2023","Asian","G6/G7","Male","145","[c]","61040","58970"
"Leaver CS","2023","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Female","335","[c]","37780","37870"
"Leaver CS","2023","Asian","SEO/HEO","Male","325","[c]","38870","38470"
"Leaver CS","2023","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Female","295","[c]","23470","23720"
"Leaver CS","2023","Black","AA/AO","Male","175","[c]","22610","22220"
"Leaver CS","2023","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Female","430","[c]","29500","29660"
"Leaver CS","2023","Black","EO","Male","185","[c]","29470","29660"
"Leaver CS","2023","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Female","80","[c]","57740","56220"
"Leaver CS","2023","Black","G6/G7","Male","60","[c]","59020","57120"
"Leaver CS","2023","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Female","270","[c]","38210","37960"
"Leaver CS","2023","Black","SEO/HEO","Male","200","[c]","38400","37830"
"Leaver CS","2023","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","115","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Female","180","[c]","22110","21690"
"Leaver CS","2023","Mixed","AA/AO","Male","140","[c]","22690","21830"
"Leaver CS","2023","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Female","140","[c]","28580","28120"
"Leaver CS","2023","Mixed","EO","Male","100","[c]","28700","28120"
"Leaver CS","2023","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","Female","75","[c]","57490","55770"
"Leaver CS","2023","Mixed","G6/G7","Male","50","[c]","57690","55000"
"Leaver CS","2023","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","Female","135","[c]","37880","37040"
"Leaver CS","2023","Mixed","SEO/HEO","Male","105","[c]","38780","38270"
"Leaver CS","2023","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","Female","55","[c]","22250","22400"
"Leaver CS","2023","Other ethnicity","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","EO","Female","50","[c]","28140","27850"
"Leaver CS","2023","Other ethnicity","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","Female","40","[c]","37470","37550"
"Leaver CS","2023","Other ethnicity","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","Female","240","[c]","22060","21690"
"Leaver CS","2023","Undeclared","AA/AO","Male","255","[c]","23470","21780"
"Leaver CS","2023","Undeclared","EO","Female","155","[c]","28640","28120"
"Leaver CS","2023","Undeclared","EO","Male","225","[c]","29460","28120"
"Leaver CS","2023","Undeclared","G6/G7","Female","70","[c]","58710","56920"
"Leaver CS","2023","Undeclared","G6/G7","Male","155","[c]","60290","58680"
"Leaver CS","2023","Undeclared","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","Female","145","[c]","38970","39290"
"Leaver CS","2023","Undeclared","SEO/HEO","Male","265","[c]","39840","39890"
"Leaver CS","2023","Undeclared","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Female","2260","[c]","22410","21830"
"Leaver CS","2023","Unknown","AA/AO","Male","2065","[c]","23040","22180"
"Leaver CS","2023","Unknown","EO","Female","800","[c]","28260","28120"
"Leaver CS","2023","Unknown","EO","Male","960","[c]","28380","27570"
"Leaver CS","2023","Unknown","G6/G7","Female","475","[c]","60910","59190"
"Leaver CS","2023","Unknown","G6/G7","Male","525","[c]","61340","59730"
"Leaver CS","2023","Unknown","SCS level","Female","55","[c]","95330","85450"
"Leaver CS","2023","Unknown","SCS level","Male","80","[c]","111760","95000"
"Leaver CS","2023","Unknown","SEO/HEO","Female","885","[c]","37110","36600"
"Leaver CS","2023","Unknown","SEO/HEO","Male","895","[c]","37640","37570"
"Leaver CS","2023","Unknown","Unknown","Female","400","[c]","29870","28680"
"Leaver CS","2023","Unknown","Unknown","Male","355","[c]","37680","34180"
"Leaver CS","2023","White","AA/AO","Female","5980","[c]","22030","21690"
"Leaver CS","2023","White","AA/AO","Male","4640","[c]","23140","21690"
"Leaver CS","2023","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","EO","Female","3745","[c]","28120","28070"
"Leaver CS","2023","White","EO","Male","2830","[c]","28740","27960"
"Leaver CS","2023","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","G6/G7","Female","1575","[c]","60250","57340"
"Leaver CS","2023","White","G6/G7","Male","1805","[c]","61450","59320"
"Leaver CS","2023","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","SCS level","Female","225","[c]","95790","90990"
"Leaver CS","2023","White","SCS level","Male","275","[c]","101710","93840"
"Leaver CS","2023","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","SEO/HEO","Female","3150","[c]","37680","37140"
"Leaver CS","2023","White","SEO/HEO","Male","3310","[c]","38920","38380"
"Leaver CS","2023","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Female","890","[c]","37000","32910"
"Leaver CS","2023","White","Unknown","Male","370","[c]","43100","39310"
"Leaver CS","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","Female","115","[c]","22380","21780"
"Leaver Dept.","2023","Asian","AA/AO","Male","110","[c]","22530","21690"
"Leaver Dept.","2023","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","EO","Female","245","[c]","28860","28120"
"Leaver Dept.","2023","Asian","EO","Male","200","[c]","28750","28120"
"Leaver Dept.","2023","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","Female","110","[c]","59210","58320"
"Leaver Dept.","2023","Asian","G6/G7","Male","75","[c]","57850","55790"
"Leaver Dept.","2023","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","Female","265","[c]","36990","35650"
"Leaver Dept.","2023","Asian","SEO/HEO","Male","220","[c]","37140","36070"
"Leaver Dept.","2023","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","Female","65","[c]","23160","21870"
"Leaver Dept.","2023","Black","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","Female","135","[c]","29830","29750"
"Leaver Dept.","2023","Black","EO","Male","65","[c]","28500","28120"
"Leaver Dept.","2023","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","Female","170","[c]","37090","36180"
"Leaver Dept.","2023","Black","SEO/HEO","Male","80","[c]","36210","35410"
"Leaver Dept.","2023","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","Female","75","[c]","28670","28120"
"Leaver Dept.","2023","Mixed","EO","Male","45","[c]","28660","28120"
"Leaver Dept.","2023","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","Female","50","[c]","56900","55740"
"Leaver Dept.","2023","Mixed","G6/G7","Male","40","[c]","57680","56390"
"Leaver Dept.","2023","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","Female","120","[c]","37040","35620"
"Leaver Dept.","2023","Mixed","SEO/HEO","Male","80","[c]","38040","37480"
"Leaver Dept.","2023","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Female","40","[c]","22520","21780"
"Leaver Dept.","2023","Undeclared","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Female","55","[c]","28070","28120"
"Leaver Dept.","2023","Undeclared","EO","Male","60","[c]","29020","28120"
"Leaver Dept.","2023","Undeclared","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Male","55","[c]","57750","57460"
"Leaver Dept.","2023","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Female","65","[c]","37040","36180"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Male","95","[c]","38090","37590"
"Leaver Dept.","2023","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Female","310","[c]","22560","22150"
"Leaver Dept.","2023","Unknown","AA/AO","Male","255","[c]","22760","22310"
"Leaver Dept.","2023","Unknown","EO","Female","280","[c]","27990","27760"
"Leaver Dept.","2023","Unknown","EO","Male","250","[c]","27850","27570"
"Leaver Dept.","2023","Unknown","G6/G7","Female","285","[c]","58930","56430"
"Leaver Dept.","2023","Unknown","G6/G7","Male","285","[c]","58950","56430"
"Leaver Dept.","2023","Unknown","SCS level","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Female","875","[c]","34750","32960"
"Leaver Dept.","2023","Unknown","SEO/HEO","Male","705","[c]","35300","33790"
"Leaver Dept.","2023","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","AA/AO","Female","995","[c]","21950","21690"
"Leaver Dept.","2023","White","AA/AO","Male","660","[c]","22330","21690"
"Leaver Dept.","2023","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","EO","Female","1255","[c]","27760","27850"
"Leaver Dept.","2023","White","EO","Male","870","[c]","27950","28090"
"Leaver Dept.","2023","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","G6/G7","Female","880","[c]","57950","55940"
"Leaver Dept.","2023","White","G6/G7","Male","725","[c]","58310","56110"
"Leaver Dept.","2023","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SCS level","Female","130","[c]","84280","79160"
"Leaver Dept.","2023","White","SCS level","Male","130","[c]","97150","86910"
"Leaver Dept.","2023","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SEO/HEO","Female","1870","[c]","36830","36050"
"Leaver Dept.","2023","White","SEO/HEO","Male","1335","[c]","37330","36820"
"Leaver Dept.","2023","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","AA/AO","Female","900","[c]","22950","22490"
"New entrant CS","2023","Asian","AA/AO","Male","865","[c]","23780","22520"
"New entrant CS","2023","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","EO","Female","405","[c]","28010","27840"
"New entrant CS","2023","Asian","EO","Male","315","[c]","28020","28120"
"New entrant CS","2023","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","G6/G7","Female","120","[c]","57980","55070"
"New entrant CS","2023","Asian","G6/G7","Male","140","[c]","59850","57390"
"New entrant CS","2023","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO/HEO","Female","450","[c]","36900","36990"
"New entrant CS","2023","Asian","SEO/HEO","Male","410","[c]","36780","35410"
"New entrant CS","2023","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Female","120","[c]","23010","23640"
"New entrant CS","2023","Asian","Unknown","Male","90","[c]","23610","23640"
