"Status","Year","Age","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Devon","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Greater Manchester","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Inner London - West","10","10","27820","28510"
"In post","2023","16-19","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","16-19","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
