"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO","40","40","43410","43440"
"In post","2023","White","West Central Scotland","North Lanarkshire","AA","5","5","[c]","[c]"
"In post","2023","White","West Central Scotland","North Lanarkshire","AO","520","460","22140","21690"
"In post","2023","White","West Central Scotland","North Lanarkshire","EO","455","415","29130","28120"
"In post","2023","White","West Central Scotland","North Lanarkshire","G6","20","15","[c]","[c]"
"In post","2023","White","West Central Scotland","North Lanarkshire","G7","50","50","56350","56430"
"In post","2023","White","West Central Scotland","North Lanarkshire","HEO","175","165","35830","35000"
"In post","2023","White","West Central Scotland","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Central Scotland","North Lanarkshire","SEO","50","45","42410","42510"
"In post","2023","White","West Midlands","Birmingham","AA","105","95","21270","20200"
"In post","2023","White","West Midlands","Birmingham","AO","1205","1090","23560","22500"
"In post","2023","White","West Midlands","Birmingham","EO","1525","1400","28440","28120"
"In post","2023","White","West Midlands","Birmingham","G6","235","230","70610","69940"
"In post","2023","White","West Midlands","Birmingham","G7","755","720","55870","55780"
"In post","2023","White","West Midlands","Birmingham","HEO","1170","1120","34900","34700"
"In post","2023","White","West Midlands","Birmingham","SCS level","85","80","101930","95950"
"In post","2023","White","West Midlands","Birmingham","SEO","820","790","42500","42140"
"In post","2023","White","West Midlands","Birmingham","Unknown","265","245","31700","29050"
"In post","2023","White","West Midlands","Coventry","AA","15","10","[c]","[c]"
"In post","2023","White","West Midlands","Coventry","AO","150","130","21990","21690"
"In post","2023","White","West Midlands","Coventry","EO","280","255","28130","28080"
"In post","2023","White","West Midlands","Coventry","G6","120","115","65560","63510"
"In post","2023","White","West Midlands","Coventry","G7","305","300","52290","51460"
"In post","2023","White","West Midlands","Coventry","HEO","280","265","32630","31350"
"In post","2023","White","West Midlands","Coventry","SCS level","40","40","89560","81600"
"In post","2023","White","West Midlands","Coventry","SEO","310","300","39950","38210"
"In post","2023","White","West Midlands","Coventry","Unknown","80","75","29690","24570"
"In post","2023","White","West Midlands","Dudley","AA","15","10","[c]","[c]"
"In post","2023","White","West Midlands","Dudley","AO","360","300","21750","21690"
"In post","2023","White","West Midlands","Dudley","EO","360","315","27980","28120"
"In post","2023","White","West Midlands","Dudley","G6","5","5","[c]","[c]"
"In post","2023","White","West Midlands","Dudley","G7","15","15","[c]","[c]"
"In post","2023","White","West Midlands","Dudley","HEO","70","65","34210","34170"
"In post","2023","White","West Midlands","Dudley","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Dudley","SEO","25","25","[c]","[c]"
"In post","2023","White","West Midlands","Dudley","Unknown","50","45","30700","29050"
"In post","2023","White","West Midlands","Sandwell","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Sandwell","AO","20","15","[c]","[c]"
"In post","2023","White","West Midlands","Sandwell","EO","115","105","27930","28120"
"In post","2023","White","West Midlands","Sandwell","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Sandwell","G7","10","10","[c]","[c]"
"In post","2023","White","West Midlands","Sandwell","HEO","20","20","[c]","[c]"
"In post","2023","White","West Midlands","Sandwell","SEO","5","5","[c]","[c]"
"In post","2023","White","West Midlands","Sandwell","Unknown","40","35","31940","30810"
"In post","2023","White","West Midlands","Solihull","AA","5","5","[c]","[c]"
"In post","2023","White","West Midlands","Solihull","AO","70","60","22290","22400"
"In post","2023","White","West Midlands","Solihull","EO","235","210","27180","26710"
"In post","2023","White","West Midlands","Solihull","G6","5","5","[c]","[c]"
"In post","2023","White","West Midlands","Solihull","G7","40","40","55910","54260"
"In post","2023","White","West Midlands","Solihull","HEO","105","95","32900","32280"
"In post","2023","White","West Midlands","Solihull","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Solihull","SEO","80","75","40130","39190"
"In post","2023","White","West Midlands","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Walsall","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Walsall","AO","40","30","21810","21690"
"In post","2023","White","West Midlands","Walsall","EO","100","85","27970","28120"
"In post","2023","White","West Midlands","Walsall","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Walsall","G7","10","10","[c]","[c]"
"In post","2023","White","West Midlands","Walsall","HEO","15","15","[c]","[c]"
"In post","2023","White","West Midlands","Walsall","SEO","5","5","[c]","[c]"
"In post","2023","White","West Midlands","Walsall","Unknown","45","45","29750","29050"
"In post","2023","White","West Midlands","Wolverhampton","AA","20","20","[c]","[c]"
"In post","2023","White","West Midlands","Wolverhampton","AO","260","210","21680","21690"
"In post","2023","White","West Midlands","Wolverhampton","EO","265","230","27810","28120"
"In post","2023","White","West Midlands","Wolverhampton","G6","10","10","[c]","[c]"
"In post","2023","White","West Midlands","Wolverhampton","G7","40","40","53160","49700"
"In post","2023","White","West Midlands","Wolverhampton","HEO","80","75","32490","31420"
"In post","2023","White","West Midlands","Wolverhampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Midlands","Wolverhampton","SEO","40","40","39870","37680"
"In post","2023","White","West Midlands","Wolverhampton","Unknown","80","75","29450","29050"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","AO","215","190","21730","21690"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","EO","220","195","29080","28120"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","G6","10","10","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","G7","15","15","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","HEO","70","70","37050","34170"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","SEO","40","40","41300","38470"
"In post","2023","White","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","85","80","31190","29050"
"In post","2023","White","West Wales and The Valleys","Central Valleys","AA","5","5","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Central Valleys","AO","465","410","22310","21690"
"In post","2023","White","West Wales and The Valleys","Central Valleys","EO","1315","1220","28240","28120"
"In post","2023","White","West Wales and The Valleys","Central Valleys","G6","35","30","74100","76990"
"In post","2023","White","West Wales and The Valleys","Central Valleys","G7","110","105","60560","63900"
"In post","2023","White","West Wales and The Valleys","Central Valleys","HEO","425","405","36410","34520"
"In post","2023","White","West Wales and The Valleys","Central Valleys","SCS level","15","15","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Central Valleys","SEO","230","225","45290","49370"
"In post","2023","White","West Wales and The Valleys","Central Valleys","Unknown","130","120","30030","29050"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","AA","10","10","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","AO","75","65","23890","24750"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","EO","155","145","28660","28120"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","G6","20","20","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","G7","50","50","61250","63900"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","HEO","140","135","37940","39690"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","SEO","100","95","47520","49370"
"In post","2023","White","West Wales and The Valleys","Conwy and Denbighshire","Unknown","95","90","29400","25300"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","AO","120","110","23130","21780"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","EO","255","225","28310","28120"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","G6","15","15","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","G7","25","25","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","HEO","85","80","37050","39690"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","SCS level","5","5","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","SEO","65","60","46470","49370"
"In post","2023","White","West Wales and The Valleys","Gwent Valleys","Unknown","100","95","30690","29050"
"In post","2023","White","West Wales and The Valleys","Gwynedd","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwynedd","AO","290","260","22220","21690"
"In post","2023","White","West Wales and The Valleys","Gwynedd","EO","195","180","28250","28120"
"In post","2023","White","West Wales and The Valleys","Gwynedd","G6","10","10","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwynedd","G7","10","10","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwynedd","HEO","65","60","35060","34170"
"In post","2023","White","West Wales and The Valleys","Gwynedd","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Gwynedd","SEO","30","30","41260","39190"
"In post","2023","White","West Wales and The Valleys","Gwynedd","Unknown","75","75","29870","29050"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","AA","5","5","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","AO","45","45","22440","22220"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","EO","100","90","27570","27560"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","G7","5","5","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","HEO","35","35","33860","33850"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","SEO","15","10","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","South West Wales","AA","25","25","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","South West Wales","AO","370","340","22990","22150"
"In post","2023","White","West Wales and The Valleys","South West Wales","EO","400","360","28250","28120"
"In post","2023","White","West Wales and The Valleys","South West Wales","G6","25","25","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","South West Wales","G7","80","80","59350","59480"
"In post","2023","White","West Wales and The Valleys","South West Wales","HEO","250","240","36880","39690"
"In post","2023","White","West Wales and The Valleys","South West Wales","SCS level","5","5","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","South West Wales","SEO","170","160","44630","45970"
"In post","2023","White","West Wales and The Valleys","South West Wales","Unknown","105","100","30120","29050"
"In post","2023","White","West Wales and The Valleys","Swansea","AA","965","750","19390","19000"
"In post","2023","White","West Wales and The Valleys","Swansea","AO","3010","2625","22910","22500"
"In post","2023","White","West Wales and The Valleys","Swansea","EO","1450","1340","27820","27450"
"In post","2023","White","West Wales and The Valleys","Swansea","G6","110","105","75390","72250"
"In post","2023","White","West Wales and The Valleys","Swansea","G7","335","325","57280","55440"
"In post","2023","White","West Wales and The Valleys","Swansea","HEO","885","825","33980","32950"
"In post","2023","White","West Wales and The Valleys","Swansea","SCS level","10","10","[c]","[c]"
"In post","2023","White","West Wales and The Valleys","Swansea","SEO","680","660","43600","42050"
"In post","2023","White","West Wales and The Valleys","Swansea","Unknown","185","170","30050","29050"
"In post","2023","White","West Yorkshire","Bradford","AA","30","30","20950","19930"
"In post","2023","White","West Yorkshire","Bradford","AO","450","375","22180","22520"
"In post","2023","White","West Yorkshire","Bradford","EO","345","305","28000","28120"
"In post","2023","White","West Yorkshire","Bradford","G6","15","15","[c]","[c]"
"In post","2023","White","West Yorkshire","Bradford","G7","45","45","56370","57970"
"In post","2023","White","West Yorkshire","Bradford","HEO","140","130","34610","34700"
"In post","2023","White","West Yorkshire","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Yorkshire","Bradford","SEO","65","60","41630","42140"
"In post","2023","White","West Yorkshire","Bradford","Unknown","125","120","30350","29050"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","AA","10","5","[c]","[c]"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","AO","100","85","21700","21690"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","EO","320","285","27970","28120"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","G6","15","15","[c]","[c]"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","G7","35","35","61040","54550"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","HEO","50","50","33840","34170"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","SEO","25","25","[c]","[c]"
"In post","2023","White","West Yorkshire","Calderdale and Kirklees","Unknown","165","150","30320","29050"
"In post","2023","White","West Yorkshire","Leeds","AA","180","165","22160","23230"
"In post","2023","White","West Yorkshire","Leeds","AO","1365","1245","24930","22520"
"In post","2023","White","West Yorkshire","Leeds","EO","1995","1845","28500","28120"
"In post","2023","White","West Yorkshire","Leeds","G6","520","495","68270","66860"
"In post","2023","White","West Yorkshire","Leeds","G7","1360","1305","54690","53810"
"In post","2023","White","West Yorkshire","Leeds","HEO","1705","1615","34020","34170"
"In post","2023","White","West Yorkshire","Leeds","SCS level","120","120","88860","81090"
"In post","2023","White","West Yorkshire","Leeds","SEO","1440","1375","41230","40280"
"In post","2023","White","West Yorkshire","Leeds","Unknown","280","265","30920","29050"
"In post","2023","White","West Yorkshire","Wakefield","AA","115","110","23260","23230"
"In post","2023","White","West Yorkshire","Wakefield","AO","500","450","29500","30440"
"In post","2023","White","West Yorkshire","Wakefield","EO","400","360","31230","28480"
"In post","2023","White","West Yorkshire","Wakefield","G6","15","15","[c]","[c]"
"In post","2023","White","West Yorkshire","Wakefield","G7","45","40","60120","59340"
"In post","2023","White","West Yorkshire","Wakefield","HEO","185","180","37470","38180"
"In post","2023","White","West Yorkshire","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","West Yorkshire","Wakefield","SEO","90","90","45830","47380"
"In post","2023","White","West Yorkshire","Wakefield","Unknown","170","155","31270","29050"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Luton","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Luton","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Luton","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Luton","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Luton","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Derbyshire and Nottinghamshire","Derby","AA","[c]","[c]","[c]","[c]"
