"Status","Year","Age","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Legal","Heterosexual / straight","125","95","54390","56450"
"In post","2023","65+","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal","Undeclared","20","15","[c]","[c]"
"In post","2023","65+","Legal","Unknown","55","40","58730","61130"
"In post","2023","65+","Medicine","Heterosexual / straight","55","45","73350","76720"
"In post","2023","65+","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicine","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","Medicine","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Operational Delivery","Heterosexual / straight","5860","4425","27940","26400"
"In post","2023","65+","Operational Delivery","LGBO","140","110","27990","27470"
"In post","2023","65+","Operational Delivery","Undeclared","1020","730","28000","26760"
"In post","2023","65+","Operational Delivery","Unknown","1670","1195","27550","25760"
"In post","2023","65+","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other","Heterosexual / straight","405","335","28460","22400"
"In post","2023","65+","Other","LGBO","10","10","[c]","[c]"
"In post","2023","65+","Other","Undeclared","65","55","30970","26510"
"In post","2023","65+","Other","Unknown","95","80","34280","31010"
"In post","2023","65+","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning Inspectors","Heterosexual / straight","35","20","65270","66510"
"In post","2023","65+","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning Inspectors","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Planning Inspectors","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Policy","Heterosexual / straight","235","205","46240","41380"
"In post","2023","65+","Policy","LGBO","15","15","[c]","[c]"
"In post","2023","65+","Policy","Undeclared","50","45","49140","45720"
"In post","2023","65+","Policy","Unknown","50","40","50950","46420"
"In post","2023","65+","Project Delivery","Heterosexual / straight","210","170","47210","42510"
"In post","2023","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Undeclared","25","20","[c]","[c]"
"In post","2023","65+","Project Delivery","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Property","Heterosexual / straight","245","215","36110","34300"
"In post","2023","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Undeclared","40","30","34970","32580"
"In post","2023","65+","Property","Unknown","65","55","33080","28500"
"In post","2023","65+","Psychology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Science and Engineering","Heterosexual / straight","295","250","42080","40790"
"In post","2023","65+","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Science and Engineering","Undeclared","55","45","39240","34500"
"In post","2023","65+","Science and Engineering","Unknown","50","35","50610","46920"
"In post","2023","65+","Security","Heterosexual / straight","260","225","28860","23500"
"In post","2023","65+","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Undeclared","40","35","31860","27300"
"In post","2023","65+","Security","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Statistics","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Tax","Heterosexual / straight","210","145","40450","36990"
"In post","2023","65+","Tax","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Tax","Undeclared","50","30","41170","35000"
"In post","2023","65+","Tax","Unknown","100","70","39340","36990"
"In post","2023","65+","Unknown","Heterosexual / straight","180","150","41690","33140"
"In post","2023","65+","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","180","150","40660","31940"
"In post","2023","65+","Veterinarian","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Veterinarian","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Operational Delivery","Heterosexual / straight","40","[c]","22420","22500"
"Leaver CS","2023","16-19","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Operational Delivery","Unknown","70","[c]","21360","21780"
"Leaver CS","2023","16-19","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Heterosexual / straight","55","[c]","31260","31270"
"Leaver CS","2023","20-29","Commercial","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Unknown","40","[c]","27520","26920"
"Leaver CS","2023","20-29","Communications","Heterosexual / straight","75","[c]","32640","32270"
"Leaver CS","2023","20-29","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Communications","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Heterosexual / straight","45","[c]","29030","28120"
"Leaver CS","2023","20-29","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Counter Fraud","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data and Technology","Heterosexual / straight","190","[c]","35280","33430"
"Leaver CS","2023","20-29","Digital, Data and Technology","LGBO","45","[c]","33880","32710"
"Leaver CS","2023","20-29","Digital, Data and Technology","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Digital, Data and Technology","Unknown","165","[c]","32400","31060"
"Leaver CS","2023","20-29","Economics","Heterosexual / straight","110","[c]","30150","25570"
"Leaver CS","2023","20-29","Economics","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Economics","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Economics","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Heterosexual / straight","85","[c]","31060","28760"
"Leaver CS","2023","20-29","Finance","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Unknown","50","[c]","29540","29080"
"Leaver CS","2023","20-29","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Heterosexual / straight","105","[c]","28420","26170"
"Leaver CS","2023","20-29","Human Resources","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","45","[c]","24210","22220"
"Leaver CS","2023","20-29","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Heterosexual / straight","60","[c]","35550","34260"
"Leaver CS","2023","20-29","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","Heterosexual / straight","3265","[c]","25980","25120"
"Leaver CS","2023","20-29","Operational Delivery","LGBO","535","[c]","26150","24900"
"Leaver CS","2023","20-29","Operational Delivery","Undeclared","280","[c]","26320","25050"
"Leaver CS","2023","20-29","Operational Delivery","Unknown","2415","[c]","25720","23220"
"Leaver CS","2023","20-29","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","Heterosexual / straight","140","[c]","26720","24100"
"Leaver CS","2023","20-29","Other","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","Unknown","135","[c]","26360","24710"
"Leaver CS","2023","20-29","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","Heterosexual / straight","425","[c]","35750","33680"
"Leaver CS","2023","20-29","Policy","LGBO","75","[c]","37150","34400"
"Leaver CS","2023","20-29","Policy","Undeclared","60","[c]","35600","33630"
"Leaver CS","2023","20-29","Policy","Unknown","155","[c]","33440","33570"
"Leaver CS","2023","20-29","Project Delivery","Heterosexual / straight","170","[c]","32980","32550"
"Leaver CS","2023","20-29","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Unknown","80","[c]","31870","30850"
"Leaver CS","2023","20-29","Property","Heterosexual / straight","45","[c]","30120","27740"
"Leaver CS","2023","20-29","Property","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","Heterosexual / straight","235","[c]","29010","28590"
"Leaver CS","2023","20-29","Science and Engineering","LGBO","35","[c]","31780","30480"
"Leaver CS","2023","20-29","Science and Engineering","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","Unknown","155","[c]","27990","29230"
"Leaver CS","2023","20-29","Security","Heterosexual / straight","85","[c]","27460","27480"
"Leaver CS","2023","20-29","Security","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Unknown","65","[c]","27570","27480"
"Leaver CS","2023","20-29","Social Research","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","Heterosexual / straight","60","[c]","28220","26720"
"Leaver CS","2023","20-29","Statistics","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","Unknown","75","[c]","25870","23500"
"Leaver CS","2023","20-29","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","Unknown","265","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Heterosexual / straight","385","[c]","32040","29450"
"Leaver CS","2023","20-29","Unknown","LGBO","95","[c]","32290","28730"
"Leaver CS","2023","20-29","Unknown","Undeclared","110","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","340","[c]","30490","28840"
"Leaver CS","2023","20-29","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Heterosexual / straight","65","[c]","41320","41250"
"Leaver CS","2023","30-39","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Heterosexual / straight","85","[c]","44930","42670"
"Leaver CS","2023","30-39","Communications","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Heterosexual / straight","30","[c]","32760","28700"
"Leaver CS","2023","30-39","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","Heterosexual / straight","305","[c]","44930","41710"
"Leaver CS","2023","30-39","Digital, Data and Technology","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","Undeclared","35","[c]","41990","41080"
"Leaver CS","2023","30-39","Digital, Data and Technology","Unknown","185","[c]","45750","43190"
"Leaver CS","2023","30-39","Economics","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Heterosexual / straight","80","[c]","43430","41500"
"Leaver CS","2023","30-39","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Finance","Unknown","45","[c]","42440","38780"
"Leaver CS","2023","30-39","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Heterosexual / straight","155","[c]","34910","31350"
"Leaver CS","2023","30-39","Human Resources","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Human Resources","Unknown","60","[c]","35150","31780"
"Leaver CS","2023","30-39","Inspector of Education and Training","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","International Trade","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Heterosexual / straight","120","[c]","51180","52020"
"Leaver CS","2023","30-39","Legal","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal","Unknown","55","[c]","50130","51520"
"Leaver CS","2023","30-39","Medicine","Heterosexual / straight","55","[c]","39110","36300"
"Leaver CS","2023","30-39","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicine","Unknown","35","[c]","44260","35570"
"Leaver CS","2023","30-39","Operational Delivery","Heterosexual / straight","2690","[c]","28940","27570"
"Leaver CS","2023","30-39","Operational Delivery","LGBO","320","[c]","29750","27570"
"Leaver CS","2023","30-39","Operational Delivery","Undeclared","245","[c]","29260","27570"
"Leaver CS","2023","30-39","Operational Delivery","Unknown","1515","[c]","29470","25880"
"Leaver CS","2023","30-39","Operational Research","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","Heterosexual / straight","120","[c]","32560","28490"
"Leaver CS","2023","30-39","Other","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other","Unknown","120","[c]","34190","32050"
"Leaver CS","2023","30-39","Planning","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Policy","Heterosexual / straight","355","[c]","48930","52930"
"Leaver CS","2023","30-39","Policy","LGBO","55","[c]","49470","52900"
"Leaver CS","2023","30-39","Policy","Undeclared","45","[c]","47700","52300"
"Leaver CS","2023","30-39","Policy","Unknown","85","[c]","46040","44860"
"Leaver CS","2023","30-39","Project Delivery","Heterosexual / straight","185","[c]","43850","41170"
"Leaver CS","2023","30-39","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Project Delivery","Unknown","50","[c]","42100","39950"
"Leaver CS","2023","30-39","Property","Heterosexual / straight","40","[c]","36300","33150"
"Leaver CS","2023","30-39","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Psychology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Science and Engineering","Heterosexual / straight","170","[c]","37780","37150"
"Leaver CS","2023","30-39","Science and Engineering","LGBO","10","[c]","[c]","[c]"
