"Status","Year","Disability","Ethnicity","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outside London","AA/AO","45","40","23380","21780"
"In post","2023","Declared disabled","Other ethnicity","Outside London","EO","65","60","28460","28120"
"In post","2023","Declared disabled","Other ethnicity","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outside London","SEO/HEO","70","65","37430","37410"
"In post","2023","Declared disabled","Other ethnicity","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","London","AA/AO","70","60","26370","25610"
"In post","2023","Declared disabled","Undeclared","London","EO","150","135","31390","31470"
"In post","2023","Declared disabled","Undeclared","London","G6/G7","85","80","63910","65230"
"In post","2023","Declared disabled","Undeclared","London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","London","SEO/HEO","120","115","40570","39780"
"In post","2023","Declared disabled","Undeclared","London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Outside London","AA/AO","520","455","23280","21780"
"In post","2023","Declared disabled","Undeclared","Outside London","EO","560","505","28610","28120"
"In post","2023","Declared disabled","Undeclared","Outside London","G6/G7","195","190","56420","54370"
"In post","2023","Declared disabled","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Outside London","SEO/HEO","455","430","37600","36990"
"In post","2023","Declared disabled","Undeclared","Outside London","Unknown","120","110","33780","29050"
"In post","2023","Declared disabled","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","AA/AO","40","40","27180","26820"
"In post","2023","Declared disabled","Unknown","London","EO","65","60","31710","32030"
"In post","2023","Declared disabled","Unknown","London","G6/G7","60","60","60440","59140"
"In post","2023","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","London","SEO/HEO","90","90","40110","39450"
"In post","2023","Declared disabled","Unknown","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outside London","AA/AO","380","330","23740","22520"
"In post","2023","Declared disabled","Unknown","Outside London","EO","330","300","30440","28120"
"In post","2023","Declared disabled","Unknown","Outside London","G6/G7","90","90","59690","56910"
"In post","2023","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outside London","SEO/HEO","275","255","38550","37700"
"In post","2023","Declared disabled","Unknown","Outside London","Unknown","50","45","32030","29050"
"In post","2023","Declared disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","London","AA/AO","625","575","27000","25610"
"In post","2023","Declared disabled","White","London","EO","1040","975","31620","31440"
"In post","2023","Declared disabled","White","London","G6/G7","1810","1750","62360","60640"
"In post","2023","Declared disabled","White","London","SCS level","290","280","93790","84160"
"In post","2023","Declared disabled","White","London","SEO/HEO","2220","2160","39950","39790"
"In post","2023","Declared disabled","White","London","Unknown","150","145","37550","34820"
"In post","2023","Declared disabled","White","Outside London","AA/AO","13180","11535","23260","22150"
"In post","2023","Declared disabled","White","Outside London","EO","12340","11085","28410","28120"
"In post","2023","Declared disabled","White","Outside London","G6/G7","3500","3350","58660","56870"
"In post","2023","Declared disabled","White","Outside London","SCS level","185","180","89930","83000"
"In post","2023","Declared disabled","White","Outside London","SEO/HEO","10315","9795","37470","35330"
"In post","2023","Declared disabled","White","Outside London","Unknown","3265","3035","31140","29050"
"In post","2023","Declared disabled","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","G6/G7","45","45","60300","57990"
"In post","2023","Declared disabled","White","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","SEO/HEO","75","75","40160","35810"
"In post","2023","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","EO","35","35","28230","28120"
"In post","2023","Declared disabled","White","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","London","AA/AO","1795","1600","26350","25610"
"In post","2023","Declared non-disabled","Asian","London","EO","3230","2985","31170","31280"
"In post","2023","Declared non-disabled","Asian","London","G6/G7","2050","1995","61790","59600"
"In post","2023","Declared non-disabled","Asian","London","SCS level","165","165","90200","82890"
"In post","2023","Declared non-disabled","Asian","London","SEO/HEO","3740","3650","40090","39780"
"In post","2023","Declared non-disabled","Asian","London","Unknown","145","140","33640","33050"
"In post","2023","Declared non-disabled","Asian","Outside London","AA/AO","5155","4575","22770","22220"
"In post","2023","Declared non-disabled","Asian","Outside London","EO","4615","4325","27970","28120"
"In post","2023","Declared non-disabled","Asian","Outside London","G6/G7","1120","1090","58040","56100"
"In post","2023","Declared non-disabled","Asian","Outside London","SCS level","70","65","95420","94700"
"In post","2023","Declared non-disabled","Asian","Outside London","SEO/HEO","3755","3635","37170","35000"
"In post","2023","Declared non-disabled","Asian","Outside London","Unknown","615","570","28870","25300"
"In post","2023","Declared non-disabled","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","G6/G7","30","30","60870","60080"
"In post","2023","Declared non-disabled","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","SEO/HEO","40","40","39280","35530"
"In post","2023","Declared non-disabled","Asian","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","London","AA/AO","1590","1485","27700","26400"
"In post","2023","Declared non-disabled","Black","London","EO","2375","2270","31520","32520"
"In post","2023","Declared non-disabled","Black","London","G6/G7","880","870","60810","59290"
"In post","2023","Declared non-disabled","Black","London","SCS level","55","55","90230","80370"
"In post","2023","Declared non-disabled","Black","London","SEO/HEO","2165","2140","40140","39520"
"In post","2023","Declared non-disabled","Black","London","Unknown","480","465","34210","33050"
"In post","2023","Declared non-disabled","Black","Outside London","AA/AO","1645","1540","24240","22520"
"In post","2023","Declared non-disabled","Black","Outside London","EO","1460","1385","28440","28120"
"In post","2023","Declared non-disabled","Black","Outside London","G6/G7","310","305","57410","54680"
"In post","2023","Declared non-disabled","Black","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Outside London","SEO/HEO","1340","1315","37490","35000"
"In post","2023","Declared non-disabled","Black","Outside London","Unknown","455","435","28940","26840"
"In post","2023","Declared non-disabled","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","London","AA/AO","270","255","28470","26400"
"In post","2023","Declared non-disabled","Mixed","London","EO","470","445","31280","31310"
"In post","2023","Declared non-disabled","Mixed","London","G6/G7","705","685","61030","59290"
"In post","2023","Declared non-disabled","Mixed","London","SCS level","70","65","88020","80380"
"In post","2023","Declared non-disabled","Mixed","London","SEO/HEO","835","820","40040","39790"
"In post","2023","Declared non-disabled","Mixed","London","Unknown","95","95","34640","33820"
"In post","2023","Declared non-disabled","Mixed","Outside London","AA/AO","1180","1090","24520","22520"
"In post","2023","Declared non-disabled","Mixed","Outside London","EO","1005","945","28300","28120"
"In post","2023","Declared non-disabled","Mixed","Outside London","G6/G7","435","415","58560","55780"
"In post","2023","Declared non-disabled","Mixed","Outside London","SCS level","35","35","89370","84260"
"In post","2023","Declared non-disabled","Mixed","Outside London","SEO/HEO","1020","990","37420","35210"
"In post","2023","Declared non-disabled","Mixed","Outside London","Unknown","380","360","29730","25300"
"In post","2023","Declared non-disabled","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Overseas","SEO/HEO","45","45","38480","34770"
"In post","2023","Declared non-disabled","Mixed","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","London","AA/AO","115","105","27880","26400"
"In post","2023","Declared non-disabled","Other ethnicity","London","EO","215","205","31170","31450"
"In post","2023","Declared non-disabled","Other ethnicity","London","G6/G7","225","220","61950","59730"
"In post","2023","Declared non-disabled","Other ethnicity","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","London","SEO/HEO","280","270","40170","39780"
"In post","2023","Declared non-disabled","Other ethnicity","London","Unknown","40","40","34900","34820"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","AA/AO","295","275","24380","22520"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","EO","235","220","28470","28120"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","G6/G7","95","90","57550","54100"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","SEO/HEO","250","245","38830","37470"
"In post","2023","Declared non-disabled","Other ethnicity","Outside London","Unknown","45","40","26830","25300"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","London","AA/AO","255","235","26230","25610"
"In post","2023","Declared non-disabled","Undeclared","London","EO","555","505","31660","31950"
"In post","2023","Declared non-disabled","Undeclared","London","G6/G7","485","470","63320","61200"
"In post","2023","Declared non-disabled","Undeclared","London","SCS level","40","40","93520","84400"
"In post","2023","Declared non-disabled","Undeclared","London","SEO/HEO","545","525","41290","41060"
"In post","2023","Declared non-disabled","Undeclared","London","Unknown","50","45","36100","33050"
"In post","2023","Declared non-disabled","Undeclared","Outside London","AA/AO","1690","1480","23260","21780"
"In post","2023","Declared non-disabled","Undeclared","Outside London","EO","1790","1610","28510","28120"
"In post","2023","Declared non-disabled","Undeclared","Outside London","G6/G7","575","555","59910","57910"
"In post","2023","Declared non-disabled","Undeclared","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Outside London","SEO/HEO","1535","1460","38400","37300"
"In post","2023","Declared non-disabled","Undeclared","Outside London","Unknown","195","180","34500","33690"
"In post","2023","Declared non-disabled","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Overseas","SEO/HEO","35","35","40440","36930"
"In post","2023","Declared non-disabled","Undeclared","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","AA/AO","180","160","26710","25610"
"In post","2023","Declared non-disabled","Unknown","London","EO","295","280","31980","32520"
"In post","2023","Declared non-disabled","Unknown","London","G6/G7","310","295","62750","61440"
"In post","2023","Declared non-disabled","Unknown","London","SCS level","45","45","93690","85240"
"In post","2023","Declared non-disabled","Unknown","London","SEO/HEO","390","380","40970","40570"
"In post","2023","Declared non-disabled","Unknown","London","Unknown","40","35","36480","33050"
"In post","2023","Declared non-disabled","Unknown","Outside London","AA/AO","1920","1660","23460","22180"
"In post","2023","Declared non-disabled","Unknown","Outside London","EO","1585","1440","28630","28120"
"In post","2023","Declared non-disabled","Unknown","Outside London","G6/G7","610","580","59200","57440"
"In post","2023","Declared non-disabled","Unknown","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Outside London","SEO/HEO","1390","1310","38560","37680"
"In post","2023","Declared non-disabled","Unknown","Outside London","Unknown","255","230","34820","38290"
"In post","2023","Declared non-disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","London","AA/AO","2715","2520","27770","26400"
"In post","2023","Declared non-disabled","White","London","EO","4860","4590","31490","31230"
"In post","2023","Declared non-disabled","White","London","G6/G7","14765","14240","62770","61070"
"In post","2023","Declared non-disabled","White","London","SCS level","2615","2520","91460","82920"
"In post","2023","Declared non-disabled","White","London","SEO/HEO","12645","12300","40890","40880"
"In post","2023","Declared non-disabled","White","London","Unknown","645","610","37960","35430"
"In post","2023","Declared non-disabled","White","Outside London","AA/AO","62020","55820","24120","22500"
"In post","2023","Declared non-disabled","White","Outside London","EO","55700","51090","28470","28120"
