"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","London","15","15","37970","37510"
"In post","2023","Attorney General's Departments","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Yorkshire and The Humber","10","10","43230","38940"
"In post","2023","Attorney General's Departments","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East of England","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","London","65","65","43150","40540"
"In post","2023","Attorney General's Departments","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","London","10","10","47560","40360"
"In post","2023","Attorney General's Departments","Counter Fraud","London","235","230","47500","41400"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","London","100","100","49900","46030"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North East (England)","10","10","46640","51870"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wales","15","15","41010","38940"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","45","45","38180","33810"
"In post","2023","Attorney General's Departments","Finance","East Midlands (England)","30","30","26100","26900"
"In post","2023","Attorney General's Departments","Finance","East of England","15","15","27610","24480"
"In post","2023","Attorney General's Departments","Finance","London","95","90","39790","31640"
"In post","2023","Attorney General's Departments","Finance","North East (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North West (England)","15","15","30730","27420"
"In post","2023","Attorney General's Departments","Finance","South East (England)","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South West (England)","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Wales","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","40","40","32030","27440"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","London","140","135","43220","37850"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","45","45","35510","31490"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Wales","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands (England)","10","10","37180","31490"
"In post","2023","Attorney General's Departments","Human Resources","Yorkshire and The Humber","35","30","40630","33810"
"In post","2023","Attorney General's Departments","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","London","50","45","45110","39700"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North West (England)","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","15","15","38260","35210"
"In post","2023","Attorney General's Departments","Legal","East Midlands (England)","235","210","52960","52420"
"In post","2023","Attorney General's Departments","Legal","East of England","270","245","56450","56450"
"In post","2023","Attorney General's Departments","Legal","London","2810","2625","60770","62590"
"In post","2023","Attorney General's Departments","Legal","North East (England)","170","160","53460","54850"
"In post","2023","Attorney General's Departments","Legal","North West (England)","495","465","53630","53880"
"In post","2023","Attorney General's Departments","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","South East (England)","370","345","57490","57590"
"In post","2023","Attorney General's Departments","Legal","South West (England)","240","220","55110","54800"
"In post","2023","Attorney General's Departments","Legal","Wales","215","195","52600","53750"
"In post","2023","Attorney General's Departments","Legal","West Midlands (England)","320","295","53960","53750"
"In post","2023","Attorney General's Departments","Legal","Yorkshire and The Humber","490","455","54850","54170"
"In post","2023","Attorney General's Departments","Operational Delivery","East Midlands (England)","230","215","25770","24430"
"In post","2023","Attorney General's Departments","Operational Delivery","East of England","245","220","28140","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","London","1095","1040","30640","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","190","170","26620","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","480","450","27190","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","365","350","28620","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","145","140","26760","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","170","155","27560","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","275","265","27130","26900"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","370","340","27450","26900"
"In post","2023","Attorney General's Departments","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","40","40","45650","31640"
"In post","2023","Attorney General's Departments","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","80","80","56160","56290"
"In post","2023","Attorney General's Departments","Policy","North West (England)","20","15","48750","51870"
"In post","2023","Attorney General's Departments","Policy","South East (England)","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Wales","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","Yorkshire and The Humber","15","15","45920","47960"
"In post","2023","Attorney General's Departments","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","London","50","45","43960","38490"
"In post","2023","Attorney General's Departments","Project Delivery","North East (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","North West (England)","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South East (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","15","15","43300","39320"
"In post","2023","Attorney General's Departments","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","London","20","20","41070","32700"
"In post","2023","Attorney General's Departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","East Midlands (England)","15","15","70970","71200"
"In post","2023","Cabinet Office","Commercial","East of England","110","105","49750","40620"
"In post","2023","Cabinet Office","Commercial","London","775","765","72740","66270"
"In post","2023","Cabinet Office","Commercial","North East (England)","45","45","58800","57010"
"In post","2023","Cabinet Office","Commercial","North West (England)","400","395","52530","44000"
"In post","2023","Cabinet Office","Commercial","Scotland","70","70","66680","67530"
"In post","2023","Cabinet Office","Commercial","South East (England)","75","75","74930","69990"
"In post","2023","Cabinet Office","Commercial","South West (England)","115","115","76650","70000"
"In post","2023","Cabinet Office","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Wales","80","80","40130","34610"
"In post","2023","Cabinet Office","Commercial","West Midlands (England)","100","95","70850","66790"
"In post","2023","Cabinet Office","Commercial","Yorkshire and The Humber","200","195","62980","65500"
"In post","2023","Cabinet Office","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","London","150","150","50710","44770"
"In post","2023","Cabinet Office","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","North West (England)","15","15","43590","40160"
"In post","2023","Cabinet Office","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Wales","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","London","15","15","60470","56430"
"In post","2023","Cabinet Office","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Scotland","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","East of England","50","50","42930","38460"
"In post","2023","Cabinet Office","Digital, Data and Technology","London","825","815","52470","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","North East (England)","30","30","37550","33020"
"In post","2023","Cabinet Office","Digital, Data and Technology","North West (England)","165","165","44870","41760"
"In post","2023","Cabinet Office","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Scotland","40","40","41350","38260"
"In post","2023","Cabinet Office","Digital, Data and Technology","South East (England)","15","15","40450","33410"
"In post","2023","Cabinet Office","Digital, Data and Technology","South West (England)","75","75","50650","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","10","10","45040","39730"
"In post","2023","Cabinet Office","Digital, Data and Technology","Wales","35","35","46430","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","West Midlands (England)","30","30","49190","40620"
"In post","2023","Cabinet Office","Digital, Data and Technology","Yorkshire and The Humber","60","60","40420","34630"
"In post","2023","Cabinet Office","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","London","25","25","58730","56430"
"In post","2023","Cabinet Office","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","East of England","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","London","150","150","48030","35650"
"In post","2023","Cabinet Office","Finance","North East (England)","15","15","33040","32990"
"In post","2023","Cabinet Office","Finance","North West (England)","50","50","40130","34250"
"In post","2023","Cabinet Office","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","South East (England)","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","South West (England)","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Wales","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","West Midlands (England)","35","35","47680","40000"
"In post","2023","Cabinet Office","Finance","Yorkshire and The Humber","20","20","46090","40050"
"In post","2023","Cabinet Office","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","East of England","10","10","41690","40610"
"In post","2023","Cabinet Office","Human Resources","London","355","345","51080","50690"
"In post","2023","Cabinet Office","Human Resources","North East (England)","230","210","25720","21720"
"In post","2023","Cabinet Office","Human Resources","North West (England)","100","100","42110","39010"
"In post","2023","Cabinet Office","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Scotland","55","55","43030","38460"
"In post","2023","Cabinet Office","Human Resources","South East (England)","15","10","40530","35650"
"In post","2023","Cabinet Office","Human Resources","South West (England)","10","10","45490","40370"
"In post","2023","Cabinet Office","Human Resources","Unknown","15","15","48980","45870"
"In post","2023","Cabinet Office","Human Resources","Wales","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","West Midlands (England)","20","20","51890","38460"
"In post","2023","Cabinet Office","Human Resources","Yorkshire and The Humber","110","105","43030","39580"
"In post","2023","Cabinet Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","45","45","41370","36170"
"In post","2023","Cabinet Office","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","London","60","60","83460","81600"
"In post","2023","Cabinet Office","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","East of England","25","25","41120","40390"
"In post","2023","Cabinet Office","Operational Delivery","London","20","20","58240","57590"
"In post","2023","Cabinet Office","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","North West (England)","75","70","38610","32180"
"In post","2023","Cabinet Office","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Wales","25","20","37550","32210"
"In post","2023","Cabinet Office","Operational Delivery","West Midlands (England)","15","15","31460","26030"
"In post","2023","Cabinet Office","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","South West (England)","[c]","[c]","[c]","[c]"
