"Status","Year","Disability","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Angus and Dundee City","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Barking & Dagenham and Havering","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Barnet","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bedford","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Berkshire","35","30","30940","31280"
"In post","2023","Declared disabled","Asian","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Birmingham","390","355","29320","28120"
"In post","2023","Declared disabled","Asian","Blackburn with Darwen","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Blackpool","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bradford","85","75","26060","22520"
"In post","2023","Declared disabled","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Brent","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bristol, City of","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Buckinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Calderdale and Kirklees","30","30","27640","28120"
"In post","2023","Declared disabled","Asian","Cambridgeshire CC","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Camden and City of London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cardiff and Vale of Glamorgan","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","City of Edinburgh","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Coventry","40","35","33160","31140"
"In post","2023","Declared disabled","Asian","Croydon","170","155","36470","32530"
"In post","2023","Declared disabled","Asian","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Derby","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dudley","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Durham","[c]","[c]","[c]","[c]"
