"Status","Year","Disability","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","75","75","47880","43260"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","740","715","42810","37560"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","55","55","44010","40300"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","35","35","44340","38020"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","London","Heterosexual / straight","1685","1640","54190","55740"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","London","LGBO","170","170","52200","55190"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","London","Undeclared","125","120","54040","55740"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","450","435","46220","39820"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","LGBO","40","40","45240","40180"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","4610","4325","36710","32520"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","LGBO","250","235","39980","32520"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","Undeclared","455","405","34130","32520"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","London","Unknown","1230","1085","33790","32520"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","39895","35915","29170","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","1990","1905","28930","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","3800","3350","28100","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","8955","7520","27520","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","190","185","35240","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","500","475","54510","54690"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","LGBO","40","40","60630","54690"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","Undeclared","40","40","52180","54120"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","325","305","48340","50830"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","40","40","48620","50830"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","Outside London","Heterosexual / straight","135","130","32580","24890"
"In post","2023","Declared non-disabled","Disclosure Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Disclosure Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","3405","3090","28320","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","LGBO","165","155","24990","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","Undeclared","825","680","26160","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Outside London","Unknown","40","35","29420","22500"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","London","Heterosexual / straight","175","170","33380","31450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","London","Undeclared","35","30","32660","31450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","2220","2100","31050","28470"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","LGBO","115","110","30320","27450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","Undeclared","480","430","29980","27450"
"In post","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Outside London","Unknown","110","95","29510","28590"
"In post","2023","Declared non-disabled","Education Scotland","Outside London","Heterosexual / straight","130","125","63000","70540"
"In post","2023","Declared non-disabled","Education Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Education Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","London","Heterosexual / straight","65","65","49300","42170"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","Outside London","Heterosexual / straight","355","340","43120","38070"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","Outside London","LGBO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Education and Skills Funding Agency","Outside London","Unknown","60","60","42400","41410"
"In post","2023","Declared non-disabled","Estyn","Outside London","Heterosexual / straight","95","90","59970","78500"
"In post","2023","Declared non-disabled","Estyn","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","London","Heterosexual / straight","100","95","51580","48750"
"In post","2023","Declared non-disabled","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Outside London","Heterosexual / straight","515","495","42110","38920"
"In post","2023","Declared non-disabled","FCDO Services","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Outside London","Unknown","40","40","44650","44740"
"In post","2023","Declared non-disabled","FCDO Services","Overseas","Heterosexual / straight","75","75","42120","41140"
"In post","2023","Declared non-disabled","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","FCDO Services","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","London","Heterosexual / straight","95","95","44400","41160"
"In post","2023","Declared non-disabled","Food Standards Agency","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","London","Unknown","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Outside London","Heterosexual / straight","620","600","39560","37720"
"In post","2023","Declared non-disabled","Food Standards Agency","Outside London","LGBO","35","30","39720","37720"
"In post","2023","Declared non-disabled","Food Standards Agency","Outside London","Undeclared","35","35","38900","34970"
"In post","2023","Declared non-disabled","Food Standards Agency","Outside London","Unknown","160","150","31800","28090"
"In post","2023","Declared non-disabled","Food Standards Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","Outside London","Heterosexual / straight","120","115","38670","34730"
"In post","2023","Declared non-disabled","Food Standards Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","1625","1590","52590","50380"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","120","120","51350","44930"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","265","260","52360","50150"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","235","225","38410","34470"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","35","35","38400","34440"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","995","990","51600","49960"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","90","90","52170","53970"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","150","150","52540","54330"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Outside London","Heterosexual / straight","460","445","35150","32220"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Forestry and Land Scotland","Outside London","Unknown","480","460","34630","33260"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","Heterosexual / straight","135","125","72040","67430"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","Heterosexual / straight","330","325","82550","70800"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","London","Unknown","80","75","69400","65890"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Outside London","Heterosexual / straight","420","415","71590","66270"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Outside London","Unknown","145","145","68260","65500"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Commercial Organisation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","Heterosexual / straight","105","100","52420","53070"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Outside London","Heterosexual / straight","190","180","49320","47980"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Internal Audit Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","London","Heterosexual / straight","1380","1290","54680","52790"
"In post","2023","Declared non-disabled","Government Legal Department","London","LGBO","110","105","56780","52790"
"In post","2023","Declared non-disabled","Government Legal Department","London","Undeclared","110","105","53910","52790"
"In post","2023","Declared non-disabled","Government Legal Department","London","Unknown","190","165","61630","66620"
"In post","2023","Declared non-disabled","Government Legal Department","Outside London","Heterosexual / straight","150","140","55520","53250"
"In post","2023","Declared non-disabled","Government Legal Department","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Legal Department","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","Heterosexual / straight","70","70","51830","55790"
"In post","2023","Declared non-disabled","Government Property Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Outside London","Heterosexual / straight","185","185","49340","51020"
"In post","2023","Declared non-disabled","Government Property Agency","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","Heterosexual / straight","2170","2035","32920","29660"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","LGBO","85","85","36070","29660"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","Undeclared","280","260","32670","29660"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","Unknown","120","110","31010","25480"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","7000","6210","26550","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","LGBO","280","265","26820","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","Undeclared","835","740","26930","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","Unknown","180","150","28790","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","London","Heterosexual / straight","180","165","43980","38410"
"In post","2023","Declared non-disabled","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","London","Undeclared","30","30","43450","38410"
"In post","2023","Declared non-disabled","HM Land Registry","London","Unknown","40","35","40140","38410"
"In post","2023","Declared non-disabled","HM Land Registry","Outside London","Heterosexual / straight","2595","2320","33940","34850"
"In post","2023","Declared non-disabled","HM Land Registry","Outside London","LGBO","75","70","32930","28080"
"In post","2023","Declared non-disabled","HM Land Registry","Outside London","Undeclared","345","295","33720","34850"
"In post","2023","Declared non-disabled","HM Land Registry","Outside London","Unknown","715","620","31410","28080"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","London","Heterosexual / straight","3875","3750","38270","35260"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","London","LGBO","245","245","38590","35590"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","London","Undeclared","235","220","40190","36870"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","London","Unknown","210","190","37570","35040"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","Heterosexual / straight","32490","30785","31900","30440"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","LGBO","2280","2220","31190","30410"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","Undeclared","1745","1620","33250","32060"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","Unknown","1485","1300","33040","32920"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","Heterosexual / straight","40","40","28780","28880"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","4700","4495","48410","42060"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","LGBO","270","265","52740","45560"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","Undeclared","370","345","47070","42060"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","Unknown","450","415","42630","39450"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","Heterosexual / straight","28730","26940","35280","34700"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","LGBO","1790","1740","33760","28670"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","Undeclared","1670","1525","33950","29730"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","2625","2275","31140","28130"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","Heterosexual / straight","970","955","50040","54090"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","LGBO","100","95","49370","53550"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","Undeclared","75","75","47830","53550"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","Heterosexual / straight","140","140","39370","30510"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Health and Safety Executive","London","Heterosexual / straight","85","85","49080","47320"
"In post","2023","Declared non-disabled","Health and Safety Executive","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Health and Safety Executive","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Health and Safety Executive","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Health and Safety Executive","Outside London","Heterosexual / straight","1605","1525","43860","40790"
"In post","2023","Declared non-disabled","Health and Safety Executive","Outside London","LGBO","85","85","39440","32800"
"In post","2023","Declared non-disabled","Health and Safety Executive","Outside London","Undeclared","260","240","43090","41540"
"In post","2023","Declared non-disabled","Health and Safety Executive","Outside London","Unknown","130","120","45980","42940"
"In post","2023","Declared non-disabled","Home Office","London","Heterosexual / straight","7710","7275","42240","36180"
"In post","2023","Declared non-disabled","Home Office","London","LGBO","245","240","48680","43210"
"In post","2023","Declared non-disabled","Home Office","London","Undeclared","870","810","40980","36180"
"In post","2023","Declared non-disabled","Home Office","London","Unknown","45","40","43540","43000"
"In post","2023","Declared non-disabled","Home Office","Outside London","Heterosexual / straight","13695","12610","30250","26300"
"In post","2023","Declared non-disabled","Home Office","Outside London","LGBO","520","500","30180","26180"
"In post","2023","Declared non-disabled","Home Office","Outside London","Undeclared","1310","1180","29930","27580"
"In post","2023","Declared non-disabled","Home Office","Outside London","Unknown","100","95","29830","25880"
"In post","2023","Declared non-disabled","Home Office","Overseas","Heterosexual / straight","95","95","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","Heterosexual / straight","95","85","29610","27010"
"In post","2023","Declared non-disabled","Home Office","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","65","60","57300","55290"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","Heterosexual / straight","145","140","45900","51460"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Intellectual Property Office","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intellectual Property Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Intellectual Property Office","Outside London","Heterosexual / straight","860","810","41290","41240"
