"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Welsh Revenue Authority","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","White","Accountant in Bankruptcy","Outside London","AA","15","10","[c]","[c]"
"In post","2023","White","Accountant in Bankruptcy","Outside London","EO","35","30","31450","31940"
"In post","2023","White","Accountant in Bankruptcy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Accountant in Bankruptcy","Outside London","G7","5","5","[c]","[c]"
"In post","2023","White","Accountant in Bankruptcy","Outside London","HEO","20","20","[c]","[c]"
"In post","2023","White","Accountant in Bankruptcy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Accountant in Bankruptcy","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","White","Active Travel England","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","G6","5","5","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Active Travel England","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","AO","5","5","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","EO","10","10","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","G7","15","15","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","HEO","35","30","38680","39360"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","London","SEO","30","30","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","AO","30","25","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","EO","175","160","25580","25160"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","G6","10","5","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","G7","20","20","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","HEO","290","260","33400","32260"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Advisory, Conciliation and Arbitration Service","Outside London","SEO","95","90","42330","41330"
"In post","2023","White","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","London","EO","20","20","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","London","G7","5","5","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","London","HEO","15","10","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","London","SEO","10","10","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","Outside London","AA","5","5","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","Outside London","AO","720","670","22960","22150"
"In post","2023","White","Animal and Plant Health Agency","Outside London","EO","660","630","26990","25920"
"In post","2023","White","Animal and Plant Health Agency","Outside London","G6","55","55","62950","62450"
"In post","2023","White","Animal and Plant Health Agency","Outside London","G7","170","165","51990","51290"
"In post","2023","White","Animal and Plant Health Agency","Outside London","HEO","415","400","31660","30640"
"In post","2023","White","Animal and Plant Health Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","White","Animal and Plant Health Agency","Outside London","SEO","400","380","39650","38200"
"In post","2023","White","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Attorney General's Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Building Digital UK","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Building Digital UK","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Building Digital UK","London","G6","10","10","[c]","[c]"
"In post","2023","White","Building Digital UK","London","G7","35","35","55240","53450"
"In post","2023","White","Building Digital UK","London","HEO","20","20","[c]","[c]"
"In post","2023","White","Building Digital UK","London","SCS level","5","5","[c]","[c]"
"In post","2023","White","Building Digital UK","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Building Digital UK","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Building Digital UK","Outside London","G7","25","25","[c]","[c]"
"In post","2023","White","Building Digital UK","Outside London","HEO","25","25","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","London","AO","50","45","25280","25280"
"In post","2023","White","Cabinet Office (excl. agencies)","London","EO","150","145","28800","28370"
"In post","2023","White","Cabinet Office (excl. agencies)","London","G6","315","315","67960","66530"
"In post","2023","White","Cabinet Office (excl. agencies)","London","G7","730","705","57420","56430"
"In post","2023","White","Cabinet Office (excl. agencies)","London","HEO","260","260","35960","35650"
"In post","2023","White","Cabinet Office (excl. agencies)","London","SCS level","260","250","94200","82160"
"In post","2023","White","Cabinet Office (excl. agencies)","London","SEO","305","300","42170","41870"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","AO","230","210","21760","21720"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","EO","260","245","25640","24860"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","G6","100","95","64070","62560"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","G7","325","315","52700","51290"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","HEO","440","425","33600","33020"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","SCS level","50","50","95700","88870"
"In post","2023","White","Cabinet Office (excl. agencies)","Outside London","SEO","265","255","39300","38460"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","EO","15","15","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","G6","10","10","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","G7","20","20","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","HEO","20","20","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Cabinet Office (excl. agencies)","Unknown","SEO","10","10","[c]","[c]"
"In post","2023","White","Central Civil Service Fast Stream","London","HEO","815","810","30730","30130"
"In post","2023","White","Central Civil Service Fast Stream","Outside London","HEO","355","350","30510","30130"
"In post","2023","White","Central Civil Service Fast Stream","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","20","20","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","135","125","26000","25920"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6","20","20","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G7","105","100","50050","49400"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","180","170","30550","30350"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","140","135","37830","37310"
"In post","2023","White","Charity Commission","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","London","G7","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","London","HEO","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","London","SEO","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","Outside London","AO","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","Outside London","EO","70","70","25810","25300"
"In post","2023","White","Charity Commission","Outside London","G6","10","10","[c]","[c]"
"In post","2023","White","Charity Commission","Outside London","G7","25","20","[c]","[c]"
"In post","2023","White","Charity Commission","Outside London","HEO","115","110","30500","30170"
"In post","2023","White","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Charity Commission","Outside London","SEO","75","75","39290","38800"
"In post","2023","White","Companies House","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Companies House","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Companies House","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Companies House","Outside London","AO","340","295","22710","23240"
"In post","2023","White","Companies House","Outside London","EO","235","220","27610","26060"
"In post","2023","White","Companies House","Outside London","G6","25","25","[c]","[c]"
"In post","2023","White","Companies House","Outside London","G7","60","60","53920","50930"
"In post","2023","White","Companies House","Outside London","HEO","150","145","35710","36930"
"In post","2023","White","Companies House","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","White","Companies House","Outside London","SEO","130","125","43880","42990"
"In post","2023","White","Competition and Markets Authority","London","AO","5","5","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","London","EO","30","25","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","London","G6","140","130","77300","76720"
"In post","2023","White","Competition and Markets Authority","London","G7","150","145","58610","57540"
"In post","2023","White","Competition and Markets Authority","London","HEO","75","70","35620","34110"
"In post","2023","White","Competition and Markets Authority","London","SCS level","100","95","109520","102320"
"In post","2023","White","Competition and Markets Authority","London","SEO","35","35","44890","44120"
"In post","2023","White","Competition and Markets Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","Outside London","G6","25","25","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","Outside London","G7","30","25","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","Outside London","HEO","20","20","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","White","Competition and Markets Authority","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","AA","5","5","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","AO","85","75","21780","21780"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","EO","65","65","26020","25830"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","G7","10","5","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","HEO","65","60","31730","31270"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","White","Criminal Injuries Compensation Authority","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","G6","10","10","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","G7","10","10","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Commercial Service","London","SEO","10","10","[c]","[c]"
"In post","2023","White","Crown Commercial Service","Outside London","AO","10","10","[c]","[c]"
"In post","2023","White","Crown Commercial Service","Outside London","EO","80","75","26520","26410"
"In post","2023","White","Crown Commercial Service","Outside London","G6","40","40","65160","65610"
"In post","2023","White","Crown Commercial Service","Outside London","G7","100","95","52420","52990"
"In post","2023","White","Crown Commercial Service","Outside London","HEO","140","135","32100","32110"
"In post","2023","White","Crown Commercial Service","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","White","Crown Commercial Service","Outside London","SEO","190","180","39920","40520"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","AO","720","655","24000","24490"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","EO","370","360","30280","29450"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","G6","190","180","74020","74000"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","G7","465","440","56910","55990"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","HEO","385","370","36210","36330"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","White","Crown Office and Procurator Fiscal Service","Outside London","SEO","70","65","45560","43440"
"In post","2023","White","Crown Prosecution Service","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Prosecution Service","London","AO","110","105","24090","24480"
"In post","2023","White","Crown Prosecution Service","London","EO","165","160","29350","28870"
"In post","2023","White","Crown Prosecution Service","London","G6","60","60","77470","78390"
"In post","2023","White","Crown Prosecution Service","London","G7","355","335","60960","61920"
"In post","2023","White","Crown Prosecution Service","London","HEO","75","75","33740","32660"
"In post","2023","White","Crown Prosecution Service","London","SCS level","35","35","98850","88340"
"In post","2023","White","Crown Prosecution Service","London","SEO","65","65","41620","40800"
"In post","2023","White","Crown Prosecution Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Crown Prosecution Service","Outside London","AO","930","860","22930","22870"
"In post","2023","White","Crown Prosecution Service","Outside London","EO","935","870","28110","28200"
"In post","2023","White","Crown Prosecution Service","Outside London","G6","135","135","73640","71370"
"In post","2023","White","Crown Prosecution Service","Outside London","G7","1660","1530","55980","56450"
"In post","2023","White","Crown Prosecution Service","Outside London","HEO","375","355","33140","32660"
"In post","2023","White","Crown Prosecution Service","Outside London","SCS level","45","45","92100","86410"
"In post","2023","White","Crown Prosecution Service","Outside London","SEO","305","300","39830","38940"
"In post","2023","White","Crown Prosecution Service","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","AA","35","35","17940","18640"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","AO","55","50","22750","22210"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","EO","210","200","29090","28710"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","G7","5","5","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","HEO","75","75","34930","34680"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Electronics and Components Agency","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","London","AO","45","40","24960","24480"
"In post","2023","White","Defence Equipment and Support","London","EO","35","35","30940","31160"
"In post","2023","White","Defence Equipment and Support","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","London","HEO","5","5","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","London","SEO","10","10","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","Outside London","AO","1165","1110","22490","21510"
"In post","2023","White","Defence Equipment and Support","Outside London","EO","575","545","27260","26930"
"In post","2023","White","Defence Equipment and Support","Outside London","G6","405","390","70060","70710"
"In post","2023","White","Defence Equipment and Support","Outside London","G7","1270","1230","54430","54510"
"In post","2023","White","Defence Equipment and Support","Outside London","HEO","2310","2210","33100","32500"
"In post","2023","White","Defence Equipment and Support","Outside London","SCS level","105","100","103500","95670"
"In post","2023","White","Defence Equipment and Support","Outside London","SEO","2730","2635","42210","42620"
"In post","2023","White","Defence Equipment and Support","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Equipment and Support","Overseas","SEO","25","25","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","AA","25","25","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","AO","75","75","21240","19430"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","EO","205","195","24630","24630"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","G6","180","170","72040","70550"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","G7","1655","1580","52240","49260"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","HEO","840","815","30110","30650"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","Defence Science and Technology Laboratory","Outside London","SEO","905","870","39630","39890"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","25","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","120","120","29680","28740"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","485","465","68860","66790"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","1220","1190","56940","55350"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","390","385","35880","34670"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","245","235","84480","77500"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","630","620","42680","41360"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","10","10","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","90","85","25890","25500"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","85","80","64690","62720"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","240","235","52500","50710"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","210","205","33530","31350"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","220","215","42280","37750"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","60","60","28710","27790"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","150","145","65830","64760"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","420","410","54970","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","350","345","37400","35620"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","90","80","88480","79000"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","EO","20","20","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","G6","10","10","[c]","[c]"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","G7","55","50","53120","53030"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","HEO","75","70","34560","35040"
"In post","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","White","Department for Education (excl. agencies)","London","AO","10","5","[c]","[c]"
"In post","2023","White","Department for Education (excl. agencies)","London","EO","65","65","30410","30560"
"In post","2023","White","Department for Education (excl. agencies)","London","G6","245","230","68160","67010"
"In post","2023","White","Department for Education (excl. agencies)","London","G7","435","415","56740","55380"
"In post","2023","White","Department for Education (excl. agencies)","London","HEO","160","155","35750","34400"
"In post","2023","White","Department for Education (excl. agencies)","London","SCS level","130","120","85420","76910"
"In post","2023","White","Department for Education (excl. agencies)","London","SEO","270","255","43330","41720"
"In post","2023","White","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","AO","40","35","22050","22020"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","EO","340","325","26560","25900"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","G6","445","430","65060","63220"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","G7","1030","995","52260","51360"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","HEO","740","715","31260","30330"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","SCS level","80","80","83610","76510"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","SEO","1170","1125","39060","37590"
"In post","2023","White","Department for Education (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","20","20","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","90","85","28870","29080"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","185","175","65270","64850"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","490","475","55040","54330"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","340","335","33870","33830"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","105","100","84430","78260"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","430","415","40860","40260"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","45","35","21870","22150"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","230","215","25960","25920"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","305","295","60820","59340"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","845","815","50100","49400"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","610","585","30740","30320"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","70","65","82340","76780"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","860","825","37910","37300"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","London","AO","10","10","[c]","[c]"
"In post","2023","White","Department for International Trade","London","EO","85","85","29910","29280"
"In post","2023","White","Department for International Trade","London","G6","180","175","67740","65980"
"In post","2023","White","Department for International Trade","London","G7","440","430","56850","55500"
"In post","2023","White","Department for International Trade","London","HEO","270","270","35420","35010"
"In post","2023","White","Department for International Trade","London","SCS level","90","85","90030","79570"
"In post","2023","White","Department for International Trade","London","SEO","335","330","42640","41550"
"In post","2023","White","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for International Trade","Outside London","EO","40","35","26090","25660"
"In post","2023","White","Department for International Trade","Outside London","G6","30","30","[c]","[c]"
"In post","2023","White","Department for International Trade","Outside London","G7","105","105","53830","52200"
"In post","2023","White","Department for International Trade","Outside London","HEO","90","85","32130","31440"
"In post","2023","White","Department for International Trade","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","White","Department for International Trade","Outside London","SEO","185","180","40810","39690"
"In post","2023","White","Department for International Trade","Overseas","G6","20","20","[c]","[c]"
"In post","2023","White","Department for International Trade","Overseas","G7","35","35","55590","53970"
"In post","2023","White","Department for International Trade","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","White","Department for International Trade","Overseas","SCS level","15","15","[c]","[c]"
"In post","2023","White","Department for International Trade","Overseas","SEO","15","15","[c]","[c]"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","15","15","[c]","[c]"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","80","80","30340","28850"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","235","225","66850","64970"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","490","475","55890","54630"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","195","190","34780","34310"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","110","105","85220","78880"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","245","240","41890","40800"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AO","20","20","[c]","[c]"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","55","50","27230","25830"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6","75","75","62090","60020"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","255","250","51110","49700"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","210","200","32150","31290"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","215","205","39000","37540"
"In post","2023","White","Department for Transport (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Department for Transport (excl. agencies)","London","AO","45","40","31850","34390"
"In post","2023","White","Department for Transport (excl. agencies)","London","EO","80","80","31550","31210"
