"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Outside London","Unknown","Female","520","480","28680","25300"
"In post","2023","Asian","Outside London","Unknown","Male","285","265","30120","26840"
"In post","2023","Asian","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","G6","Male","15","15","[c]","[c]"
"In post","2023","Asian","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","G7","Female","20","20","[c]","[c]"
"In post","2023","Asian","Overseas","G7","Male","25","25","[c]","[c]"
"In post","2023","Asian","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","HEO","Female","20","20","[c]","[c]"
"In post","2023","Asian","Overseas","HEO","Male","20","20","[c]","[c]"
"In post","2023","Asian","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Asian","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","AO","Female","10","5","[c]","[c]"
"In post","2023","Asian","Unknown","AO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","AA","Female","155","140","25130","23670"
"In post","2023","Black","London","AA","Male","135","135","24970","24380"
"In post","2023","Black","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","AO","Female","1150","1035","26930","25610"
"In post","2023","Black","London","AO","Male","730","705","29760","26920"
"In post","2023","Black","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","EO","Female","2250","2125","31500","32520"
"In post","2023","Black","London","EO","Male","955","935","31740","32520"
"In post","2023","Black","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","G6","Female","135","135","70410","69490"
"In post","2023","Black","London","G6","Male","75","75","72230","70940"
"In post","2023","Black","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","G7","Female","650","640","58190","56430"
"In post","2023","Black","London","G7","Male","335","335","59100","58820"
"In post","2023","Black","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","HEO","Female","1225","1205","37040","36310"
"In post","2023","Black","London","HEO","Male","565","560","37720","37490"
"In post","2023","Black","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","SCS level","Female","50","45","88430","80050"
"In post","2023","Black","London","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Black","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","SEO","Female","770","760","44190","43650"
"In post","2023","Black","London","SEO","Male","405","400","44810","43650"
"In post","2023","Black","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","London","Unknown","Female","515","495","34220","33050"
"In post","2023","Black","London","Unknown","Male","175","175","35580","33820"
"In post","2023","Black","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","AA","Female","105","95","22170","22520"
"In post","2023","Black","Outside London","AA","Male","130","125","23130","23230"
"In post","2023","Black","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","AO","Female","1080","975","23190","22220"
"In post","2023","Black","Outside London","AO","Male","785","760","25800","22520"
"In post","2023","Black","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","EO","Female","1170","1085","28300","28120"
"In post","2023","Black","Outside London","EO","Male","750","735","28690","28120"
"In post","2023","Black","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","G6","Female","25","25","[c]","[c]"
"In post","2023","Black","Outside London","G6","Male","30","30","[c]","[c]"
"In post","2023","Black","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","G7","Female","210","205","54440","52600"
"In post","2023","Black","Outside London","G7","Male","155","155","55290","53870"
"In post","2023","Black","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","HEO","Female","570","555","33780","34170"
"In post","2023","Black","Outside London","HEO","Male","490","485","34290","34170"
"In post","2023","Black","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Black","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Black","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","SEO","Female","360","350","41850","41200"
"In post","2023","Black","Outside London","SEO","Male","355","350","42710","41780"
"In post","2023","Black","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outside London","Unknown","Female","410","385","29160","26840"
"In post","2023","Black","Outside London","Unknown","Male","225","215","29920","29050"
"In post","2023","Black","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","G6","Male","5","5","[c]","[c]"
"In post","2023","Black","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","G7","Female","10","10","[c]","[c]"
"In post","2023","Black","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2023","Black","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","HEO","Female","15","15","[c]","[c]"
"In post","2023","Black","Overseas","HEO","Male","5","5","[c]","[c]"
"In post","2023","Black","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","SEO","Male","5","5","[c]","[c]"
"In post","2023","Black","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2023","Black","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2023","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","AA","Female","15","15","[c]","[c]"
"In post","2023","Mixed","London","AA","Male","15","15","[c]","[c]"
"In post","2023","Mixed","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","AO","Female","200","185","27820","26400"
"In post","2023","Mixed","London","AO","Male","150","150","28730","26530"
"In post","2023","Mixed","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","EO","Female","460","430","31180","31310"
"In post","2023","Mixed","London","EO","Male","245","240","31590","31340"
"In post","2023","Mixed","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","G6","Female","140","135","70160","68150"
"In post","2023","Mixed","London","G6","Male","130","130","70010","67890"
"In post","2023","Mixed","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","G7","Female","420","400","57750","56390"
"In post","2023","Mixed","London","G7","Male","280","280","57800","56430"
"In post","2023","Mixed","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","HEO","Female","455","445","36170","35860"
"In post","2023","Mixed","London","HEO","Male","325","325","36510","36180"
"In post","2023","Mixed","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","SCS level","Female","55","50","87200","81360"
"In post","2023","Mixed","London","SCS level","Male","45","40","88990","80500"
"In post","2023","Mixed","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","SEO","Female","310","300","43860","43360"
"In post","2023","Mixed","London","SEO","Male","215","210","43770","43650"
"In post","2023","Mixed","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","London","Unknown","Female","115","110","34690","33820"
"In post","2023","Mixed","London","Unknown","Male","30","30","[c]","[c]"
"In post","2023","Mixed","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","AA","Female","95","85","22060","23230"
"In post","2023","Mixed","Outside London","AA","Male","75","70","22370","23230"
"In post","2023","Mixed","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","AO","Female","875","770","23660","22400"
"In post","2023","Mixed","Outside London","AO","Male","645","620","25750","22520"
"In post","2023","Mixed","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","EO","Female","930","850","28220","28120"
"In post","2023","Mixed","Outside London","EO","Male","605","585","28730","28120"
"In post","2023","Mixed","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","G6","Female","70","65","70990","66860"
"In post","2023","Mixed","Outside London","G6","Male","65","65","71730","70920"
"In post","2023","Mixed","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","G7","Female","245","230","54680","52490"
"In post","2023","Mixed","Outside London","G7","Male","235","230","55370","54740"
"In post","2023","Mixed","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","HEO","Female","535","515","33630","33990"
"In post","2023","Mixed","Outside London","HEO","Male","395","385","34590","34250"
"In post","2023","Mixed","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Mixed","Outside London","SCS level","Male","30","30","91940","83380"
"In post","2023","Mixed","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","SEO","Female","315","305","41960","41380"
"In post","2023","Mixed","Outside London","SEO","Male","295","285","42360","41510"
"In post","2023","Mixed","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outside London","Unknown","Female","400","380","29680","26840"
"In post","2023","Mixed","Outside London","Unknown","Male","140","135","31670","29050"
"In post","2023","Mixed","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","G6","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","G7","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Overseas","G7","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","HEO","Female","25","25","[c]","[c]"
"In post","2023","Mixed","Overseas","HEO","Male","20","20","[c]","[c]"
"In post","2023","Mixed","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","SEO","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Overseas","SEO","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","AA","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","London","AA","Male","10","10","[c]","[c]"
"In post","2023","Other ethnicity","London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","AO","Female","80","70","26490","25610"
"In post","2023","Other ethnicity","London","AO","Male","65","65","29790","26920"
"In post","2023","Other ethnicity","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","EO","Female","200","190","31260","31730"
"In post","2023","Other ethnicity","London","EO","Male","115","115","31040","31350"
"In post","2023","Other ethnicity","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","G6","Female","55","55","70400","68640"
"In post","2023","Other ethnicity","London","G6","Male","60","60","72420","68840"
"In post","2023","Other ethnicity","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","G7","Female","135","130","57550","56190"
"In post","2023","Other ethnicity","London","G7","Male","130","125","57120","55740"
"In post","2023","Other ethnicity","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","HEO","Female","160","155","36270","35920"
"In post","2023","Other ethnicity","London","HEO","Male","115","110","36690","36180"
"In post","2023","Other ethnicity","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Other ethnicity","London","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Other ethnicity","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","SEO","Female","105","105","44200","43500"
"In post","2023","Other ethnicity","London","SEO","Male","70","65","44250","43380"
"In post","2023","Other ethnicity","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","London","Unknown","Female","35","35","35010","34820"
"In post","2023","Other ethnicity","London","Unknown","Male","20","15","[c]","[c]"
"In post","2023","Other ethnicity","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","AA","Male","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","AO","Female","175","160","23530","22500"
"In post","2023","Other ethnicity","Outside London","AO","Male","175","165","25440","22520"
"In post","2023","Other ethnicity","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","EO","Female","190","170","28430","28120"
"In post","2023","Other ethnicity","Outside London","EO","Male","170","165","28630","28120"
"In post","2023","Other ethnicity","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","G7","Female","50","50","54090","52360"
"In post","2023","Other ethnicity","Outside London","G7","Male","65","65","54280","52360"
"In post","2023","Other ethnicity","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Outside London","HEO","Female","105","100","34060","34170"
"In post","2023","Other ethnicity","Outside London","HEO","Male","105","100","35290","34700"
"In post","2023","Other ethnicity","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
