"Status","Year","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Scotland","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Scotland","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","London","55","[c]","49720","54700"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","North West (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","South West (England)","35","[c]","34950","33990"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","55","[c]","52340","44420"
"Leaver CS","2023","Declared disabled","Human Resources","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","North West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","South East (England)","30","[c]","33860","33130"
"Leaver CS","2023","Declared disabled","Human Resources","South West (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","London","35","[c]","51210","52400"
"Leaver CS","2023","Declared disabled","Legal","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","East Midlands (England)","230","[c]","26470","27570"
"Leaver CS","2023","Declared disabled","No function","East of England","240","[c]","28780","27840"
"Leaver CS","2023","Declared disabled","No function","London","575","[c]","38390","32520"
"Leaver CS","2023","Declared disabled","No function","North East (England)","245","[c]","26820","23390"
"Leaver CS","2023","Declared disabled","No function","North West (England)","525","[c]","26480","22400"
"Leaver CS","2023","Declared disabled","No function","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Scotland","225","[c]","28580","27570"
"Leaver CS","2023","Declared disabled","No function","South East (England)","420","[c]","28990","27570"
"Leaver CS","2023","Declared disabled","No function","South West (England)","325","[c]","29280","27570"
"Leaver CS","2023","Declared disabled","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Wales","250","[c]","25560","21840"
"Leaver CS","2023","Declared disabled","No function","West Midlands (England)","325","[c]","27260","26680"
"Leaver CS","2023","Declared disabled","No function","Yorkshire and The Humber","275","[c]","28790","27570"
"Leaver CS","2023","Declared disabled","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","South West (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scotland","80","[c]","39690","34730"
"Leaver CS","2023","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Wales","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","East of England","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","London","210","[c]","42990","37690"
"Leaver CS","2023","Declared non-disabled","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","North West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Wales","55","[c]","27950","19860"
"Leaver CS","2023","Declared non-disabled","Analysis","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","London","95","[c]","53910","42050"
"Leaver CS","2023","Declared non-disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","North West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","South East (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","South West (England)","90","[c]","45350","38980"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","London","175","[c]","48440","41930"
"Leaver CS","2023","Declared non-disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","East of England","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","London","140","[c]","35470","32520"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","North East (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","North West (England)","80","[c]","28860","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Scotland","85","[c]","25670","24610"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","South East (England)","50","[c]","28160","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Wales","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","West Midlands (England)","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","East Midlands (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","East of England","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","North East (England)","70","[c]","21840","21690"
"Leaver CS","2023","Declared non-disabled","Debt","North West (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Scotland","75","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Wales","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","West Midlands (England)","105","[c]","21930","21690"
"Leaver CS","2023","Declared non-disabled","Debt","Yorkshire and The Humber","60","[c]","23090","21690"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","East of England","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","London","375","[c]","50370","50650"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","North East (England)","105","[c]","44640","40670"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","North West (England)","175","[c]","45470","40630"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Scotland","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","South East (England)","70","[c]","38220","35300"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","South West (England)","215","[c]","39000","37300"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Wales","85","[c]","39670","37090"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","65","[c]","44770","47000"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","85","[c]","45980","41640"
"Leaver CS","2023","Declared non-disabled","Finance","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","East of England","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","London","150","[c]","48820","44700"
"Leaver CS","2023","Declared non-disabled","Finance","North East (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","North West (England)","45","[c]","40860","38470"
"Leaver CS","2023","Declared non-disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Scotland","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","South East (England)","65","[c]","39800","34640"
"Leaver CS","2023","Declared non-disabled","Finance","South West (England)","80","[c]","40120","34300"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Wales","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Yorkshire and The Humber","45","[c]","38170","34240"
"Leaver CS","2023","Declared non-disabled","Grants Management","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","North East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","North West (England)","60","[c]","23220","22150"
"Leaver CS","2023","Declared non-disabled","Grants Management","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","South West (England)","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","Yorkshire and The Humber","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","East Midlands (England)","45","[c]","28530","27470"
"Leaver CS","2023","Declared non-disabled","Human Resources","East of England","50","[c]","27680","24820"
"Leaver CS","2023","Declared non-disabled","Human Resources","London","165","[c]","48880","43890"
"Leaver CS","2023","Declared non-disabled","Human Resources","North East (England)","35","[c]","28770","24860"
"Leaver CS","2023","Declared non-disabled","Human Resources","North West (England)","85","[c]","33460","28870"
"Leaver CS","2023","Declared non-disabled","Human Resources","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Scotland","55","[c]","28870","22640"
"Leaver CS","2023","Declared non-disabled","Human Resources","South East (England)","135","[c]","30930","27470"
"Leaver CS","2023","Declared non-disabled","Human Resources","South West (England)","125","[c]","32770","28300"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Wales","55","[c]","36400","31310"
"Leaver CS","2023","Declared non-disabled","Human Resources","West Midlands (England)","60","[c]","33100","29670"
"Leaver CS","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","60","[c]","32690","27740"
"Leaver CS","2023","Declared non-disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
