"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Legal","10","[c]","44490","48040"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","260","[c]","26190","22180"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Other","80","[c]","25460","19080"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Policy","325","[c]","37470","34410"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","70","[c]","40400","41030"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","80","[c]","31430","30930"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Other","25","[c]","33340","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Policy","90","[c]","34620","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Project Delivery","30","[c]","35250","31880"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Commercial","20","[c]","35630","37590"
"New entrant CS","2023","Department for Education","Communications","45","[c]","32570","30700"
"New entrant CS","2023","Department for Education","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Digital, Data and Technology","90","[c]","37080","34480"
"New entrant CS","2023","Department for Education","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Finance","15","[c]","40020","30330"
"New entrant CS","2023","Department for Education","Human Resources","15","[c]","27820","25900"
"New entrant CS","2023","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Operational Delivery","100","[c]","34230","30330"
"New entrant CS","2023","Department for Education","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Policy","100","[c]","32380","30330"
"New entrant CS","2023","Department for Education","Project Delivery","80","[c]","42540","41680"
"New entrant CS","2023","Department for Education","Social Research","15","[c]","27840","22140"
"New entrant CS","2023","Department for Education","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Commercial","45","[c]","34580","35220"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Communications","40","[c]","35730","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","180","[c]","41410","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Economics","15","[c]","44030","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Finance","30","[c]","43950","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Human Resources","50","[c]","44210","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","840","[c]","24490","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Other","20","[c]","29890","29080"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Policy","505","[c]","40150","37300"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Project Delivery","20","[c]","30770","25970"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Property","65","[c]","37290","30320"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","115","[c]","28510","25970"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","15","[c]","35270","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Veterinarian","35","[c]","34970","37300"
"New entrant CS","2023","Department for International Trade","Commercial","15","[c]","35340","35010"
"New entrant CS","2023","Department for International Trade","Communications","25","[c]","41510","35700"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","55","[c]","44500","37950"
"New entrant CS","2023","Department for International Trade","Economics","20","[c]","32780","35010"
"New entrant CS","2023","Department for International Trade","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","30","[c]","32080","29500"
"New entrant CS","2023","Department for International Trade","International Trade","495","[c]","41090","40460"
"New entrant CS","2023","Department for International Trade","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","20","[c]","31840","29280"
"New entrant CS","2023","Department for International Trade","Other","15","[c]","39110","32150"
"New entrant CS","2023","Department for International Trade","Policy","25","[c]","36570","35010"
"New entrant CS","2023","Department for International Trade","Project Delivery","10","[c]","35540","35010"
"New entrant CS","2023","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","45","[c]","26560","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","20","[c]","44980","41950"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","70","[c]","28390","26590"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","85","[c]","48840","43740"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Policy","115","[c]","38230","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","Statistics","45","[c]","30570","28000"
"New entrant CS","2023","Department for Transport","Commercial","25","[c]","34510","31350"
"New entrant CS","2023","Department for Transport","Communications","20","[c]","33970","31510"
"New entrant CS","2023","Department for Transport","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Digital, Data and Technology","70","[c]","36620","31510"
"New entrant CS","2023","Department for Transport","Economics","25","[c]","32160","28000"
"New entrant CS","2023","Department for Transport","Finance","25","[c]","37020","31660"
"New entrant CS","2023","Department for Transport","Human Resources","30","[c]","28180","26960"
"New entrant CS","2023","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Operational Delivery","1285","[c]","24600","22500"
"New entrant CS","2023","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Planning","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Policy","75","[c]","38760","35400"
"New entrant CS","2023","Department for Transport","Project Delivery","25","[c]","41230","39430"
"New entrant CS","2023","Department for Transport","Property","10","[c]","36210","31350"
"New entrant CS","2023","Department for Transport","Science and Engineering","30","[c]","42320","39430"
"New entrant CS","2023","Department for Transport","Security","10","[c]","36260","37330"
"New entrant CS","2023","Department for Transport","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Unknown","135","[c]","36560","34390"
"New entrant CS","2023","Department for Work and Pensions","Commercial","25","[c]","37000","38470"
"New entrant CS","2023","Department for Work and Pensions","Communications","15","[c]","39870","34850"
"New entrant CS","2023","Department for Work and Pensions","Counter Fraud","310","[c]","27160","25610"
"New entrant CS","2023","Department for Work and Pensions","Digital, Data and Technology","405","[c]","41730","39000"
"New entrant CS","2023","Department for Work and Pensions","Economics","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Finance","55","[c]","32810","28120"
"New entrant CS","2023","Department for Work and Pensions","Human Resources","35","[c]","40280","38470"
"New entrant CS","2023","Department for Work and Pensions","Knowledge and Information Management","20","[c]","33050","32070"
"New entrant CS","2023","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Operational Delivery","1840","[c]","25620","21690"
"New entrant CS","2023","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Other","460","[c]","22290","21690"
"New entrant CS","2023","Department for Work and Pensions","Policy","95","[c]","31670","31620"
"New entrant CS","2023","Department for Work and Pensions","Project Delivery","45","[c]","39400","38470"
"New entrant CS","2023","Department for Work and Pensions","Property","30","[c]","42080","39500"
"New entrant CS","2023","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Science and Engineering","75","[c]","30570","27320"
"New entrant CS","2023","Department for Work and Pensions","Security","30","[c]","36740","34170"
"New entrant CS","2023","Department for Work and Pensions","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Statistics","10","[c]","31320","30360"
"New entrant CS","2023","Department for Work and Pensions","Unknown","230","[c]","31000","28120"
"New entrant CS","2023","Department of Health and Social Care","Commercial","35","[c]","37930","33500"
"New entrant CS","2023","Department of Health and Social Care","Communications","35","[c]","43170","41190"
"New entrant CS","2023","Department of Health and Social Care","Digital, Data and Technology","105","[c]","46100","40880"
"New entrant CS","2023","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Finance","30","[c]","39270","38980"
"New entrant CS","2023","Department of Health and Social Care","Human Resources","40","[c]","32040","27690"
"New entrant CS","2023","Department of Health and Social Care","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Legal","15","[c]","39820","37440"
"New entrant CS","2023","Department of Health and Social Care","Medicine","80","[c]","79600","73000"
"New entrant CS","2023","Department of Health and Social Care","Operational Delivery","695","[c]","38760","33360"
"New entrant CS","2023","Department of Health and Social Care","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Other","20","[c]","31720","27840"
"New entrant CS","2023","Department of Health and Social Care","Policy","15","[c]","43650","34190"
"New entrant CS","2023","Department of Health and Social Care","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Science and Engineering","145","[c]","34130","32980"
"New entrant CS","2023","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Unknown","215","[c]","36410","34190"
"New entrant CS","2023","Estyn","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Communications","10","[c]","34340","34310"
"New entrant CS","2023","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Operational Delivery","65","[c]","30310","26910"
"New entrant CS","2023","Food Standards Agency","Policy","35","[c]","33190","31260"
"New entrant CS","2023","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Science and Engineering","20","[c]","32600","31260"
"New entrant CS","2023","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Digital, Data and Technology","60","[c]","30940","28080"
"New entrant CS","2023","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Legal","20","[c]","49590","56190"
"New entrant CS","2023","HM Land Registry","Operational Delivery","240","[c]","24770","23390"
"New entrant CS","2023","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Project Delivery","20","[c]","32100","28080"
"New entrant CS","2023","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Communications","20","[c]","43140","41780"
"New entrant CS","2023","HM Revenue and Customs","Counter Fraud","120","[c]","29560","27890"
"New entrant CS","2023","HM Revenue and Customs","Digital, Data and Technology","440","[c]","39500","36990"
"New entrant CS","2023","HM Revenue and Customs","Economics","35","[c]","35220","39110"
"New entrant CS","2023","HM Revenue and Customs","Finance","115","[c]","29000","22520"
"New entrant CS","2023","HM Revenue and Customs","Human Resources","95","[c]","32980","27770"
"New entrant CS","2023","HM Revenue and Customs","Intelligence Analysis","15","[c]","30720","27890"
"New entrant CS","2023","HM Revenue and Customs","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Legal","85","[c]","45330","52600"
"New entrant CS","2023","HM Revenue and Customs","Operational Delivery","2940","[c]","23340","22520"
"New entrant CS","2023","HM Revenue and Customs","Operational Research","95","[c]","23660","22520"
"New entrant CS","2023","HM Revenue and Customs","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Policy","30","[c]","37680","39110"
"New entrant CS","2023","HM Revenue and Customs","Project Delivery","90","[c]","41300","39110"
"New entrant CS","2023","HM Revenue and Customs","Property","245","[c]","27690","26020"
"New entrant CS","2023","HM Revenue and Customs","Security","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Social Research","25","[c]","35750","35220"
"New entrant CS","2023","HM Revenue and Customs","Statistics","20","[c]","34300","34400"
"New entrant CS","2023","HM Revenue and Customs","Tax","240","[c]","35150","34400"
"New entrant CS","2023","HM Revenue and Customs","Unknown","525","[c]","29740","22520"
"New entrant CS","2023","HM Treasury","Communications","10","[c]","34100","32970"
"New entrant CS","2023","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Economics","40","[c]","29320","23210"
"New entrant CS","2023","HM Treasury","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","20","[c]","32760","26640"
"New entrant CS","2023","HM Treasury","Internal Audit","35","[c]","48340","43160"
"New entrant CS","2023","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Operational Delivery","35","[c]","27170","27820"
"New entrant CS","2023","HM Treasury","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Policy","165","[c]","32600","28500"
"New entrant CS","2023","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","20","[c]","40260","41750"
"New entrant CS","2023","Home Office","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","205","[c]","43320","39000"
"New entrant CS","2023","Home Office","Economics","20","[c]","35810","34200"
"New entrant CS","2023","Home Office","Finance","25","[c]","31930","25880"
"New entrant CS","2023","Home Office","Human Resources","30","[c]","40200","32000"
"New entrant CS","2023","Home Office","Intelligence Analysis","65","[c]","27910","25750"
"New entrant CS","2023","Home Office","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","6880","[c]","25140","25750"
"New entrant CS","2023","Home Office","Operational Research","15","[c]","37110","36000"
"New entrant CS","2023","Home Office","Other","185","[c]","27140","28650"
"New entrant CS","2023","Home Office","Policy","95","[c]","41420","36000"
"New entrant CS","2023","Home Office","Project Delivery","110","[c]","38130","36000"
"New entrant CS","2023","Home Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","15","[c]","42720","33090"
"New entrant CS","2023","Home Office","Security","20","[c]","37960","26400"
"New entrant CS","2023","Home Office","Social Research","25","[c]","39320","39480"
"New entrant CS","2023","Home Office","Statistics","50","[c]","24840","23500"
"New entrant CS","2023","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Commercial","275","[c]","30890","27830"
"New entrant CS","2023","Ministry of Defence","Communications","60","[c]","35490","33830"
"New entrant CS","2023","Ministry of Defence","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","255","[c]","34870","32500"
"New entrant CS","2023","Ministry of Defence","Finance","190","[c]","30680","27080"
"New entrant CS","2023","Ministry of Defence","Geography","50","[c]","27450","27610"
"New entrant CS","2023","Ministry of Defence","Human Resources","410","[c]","31040","27140"
"New entrant CS","2023","Ministry of Defence","Intelligence Analysis","55","[c]","31930","29520"
"New entrant CS","2023","Ministry of Defence","Internal Audit","10","[c]","30320","33310"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","60","[c]","29520","27080"
"New entrant CS","2023","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Medicine","245","[c]","44060","36410"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","1090","[c]","27000","22220"
"New entrant CS","2023","Ministry of Defence","Operational Research","50","[c]","33840","30650"
"New entrant CS","2023","Ministry of Defence","Other","640","[c]","26750","22220"
"New entrant CS","2023","Ministry of Defence","Policy","90","[c]","40940","37750"
"New entrant CS","2023","Ministry of Defence","Project Delivery","575","[c]","36280","33830"
"New entrant CS","2023","Ministry of Defence","Property","210","[c]","32060","33830"
"New entrant CS","2023","Ministry of Defence","Psychology","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","1000","[c]","33450","30650"
"New entrant CS","2023","Ministry of Defence","Security","695","[c]","29550","27500"
"New entrant CS","2023","Ministry of Defence","Statistics","60","[c]","32630","33830"
"New entrant CS","2023","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Commercial","35","[c]","31660","31270"
"New entrant CS","2023","Ministry of Justice","Communications","45","[c]","37860","35790"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","195","[c]","42960","37680"
"New entrant CS","2023","Ministry of Justice","Economics","15","[c]","36470","35410"
"New entrant CS","2023","Ministry of Justice","Finance","50","[c]","37140","35410"
"New entrant CS","2023","Ministry of Justice","Human Resources","95","[c]","30350","29660"
"New entrant CS","2023","Ministry of Justice","Intelligence Analysis","10","[c]","29450","28480"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","15","[c]","28450","29660"
"New entrant CS","2023","Ministry of Justice","Legal","75","[c]","32800","31270"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","13525","[c]","25730","23640"
"New entrant CS","2023","Ministry of Justice","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Other","75","[c]","36300","35410"
"New entrant CS","2023","Ministry of Justice","Policy","130","[c]","34820","34130"
"New entrant CS","2023","Ministry of Justice","Project Delivery","55","[c]","35080","31270"
"New entrant CS","2023","Ministry of Justice","Property","40","[c]","38910","37680"
"New entrant CS","2023","Ministry of Justice","Psychology","150","[c]","29950","28480"
"New entrant CS","2023","Ministry of Justice","Security","15","[c]","33890","31270"
"New entrant CS","2023","Ministry of Justice","Social Research","20","[c]","36640","35410"
"New entrant CS","2023","Ministry of Justice","Statistics","10","[c]","31720","31270"
"New entrant CS","2023","Ministry of Justice","Unknown","50","[c]","33130","35030"
"New entrant CS","2023","National Crime Agency","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","30","[c]","36030","32200"
"New entrant CS","2023","National Crime Agency","Finance","15","[c]","35040","27100"
"New entrant CS","2023","National Crime Agency","Human Resources","35","[c]","36310","30740"
"New entrant CS","2023","National Crime Agency","Legal","10","[c]","45140","34340"
"New entrant CS","2023","National Crime Agency","Operational Delivery","385","[c]","37660","36040"
"New entrant CS","2023","National Crime Agency","Project Delivery","20","[c]","41340","40440"
"New entrant CS","2023","National Crime Agency","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","5","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","20","[c]","34080","32800"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","15","[c]","31270","27140"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","275","[c]","62690","52750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","25","[c]","23390","22490"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","50","[c]","25290","22490"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","20","[c]","36790","33130"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","15","[c]","39530","34570"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","25","[c]","32400","32800"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","25","[c]","43730","40000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","65","[c]","47990","44000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Human Resources","20","[c]","38850","42000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Legal","25","[c]","52390","55000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Operational Delivery","115","[c]","28320","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","Policy","80","[c]","43900","38000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Project Delivery","35","[c]","46660","43000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Unknown","85","[c]","36880","30950"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Communications","15","[c]","32110","25000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","15","[c]","33050","33140"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
