"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","No function","Operational Delivery","South West (England)","250","[c]","27460","27570"
"Leaver CS","2023","Declared disabled","No function","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Operational Delivery","Wales","225","[c]","24770","21840"
"Leaver CS","2023","Declared disabled","No function","Operational Delivery","West Midlands (England)","280","[c]","26340","26120"
"Leaver CS","2023","Declared disabled","No function","Operational Delivery","Yorkshire and The Humber","235","[c]","28060","27570"
"Leaver CS","2023","Declared disabled","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","London","115","[c]","49180","45000"
"Leaver CS","2023","Declared disabled","No function","Policy","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Policy","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","South West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Science and Engineering","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","London","45","[c]","44060","36890"
"Leaver CS","2023","Declared disabled","No function","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","South East (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Unknown","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","No function","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","South West (England)","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Science and Engineering","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","South West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
