"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Water Services Regulation Authority","Unknown","25","20","[c]","[c]"
"In post","2023","40-49","Welsh Government (excl. agencies)","Heterosexual / straight","1510","1435","46480","41700"
"In post","2023","40-49","Welsh Government (excl. agencies)","LGBO","65","60","49890","45970"
"In post","2023","40-49","Welsh Government (excl. agencies)","Undeclared","180","175","45870","41700"
"In post","2023","40-49","Welsh Government (excl. agencies)","Unknown","35","30","44890","41700"
"In post","2023","40-49","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Wilton Park","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Wilton Park","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","Unknown","10","5","[c]","[c]"
"In post","2023","50-59","Active Travel England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","245","230","36770","35190"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Undeclared","40","35","37330","35190"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Heterosexual / straight","575","555","32580","29150"
"In post","2023","50-59","Animal and Plant Health Agency","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Animal and Plant Health Agency","Undeclared","110","105","34280","30320"
"In post","2023","50-59","Animal and Plant Health Agency","Unknown","75","70","32480","29080"
"In post","2023","50-59","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Heterosexual / straight","840","810","49390","41870"
"In post","2023","50-59","Cabinet Office (excl. agencies)","LGBO","35","30","52510","51290"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Undeclared","80","80","54450","54290"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Unknown","130","125","56300","41810"
"In post","2023","50-59","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","65","60","41540","37310"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Unknown","55","50","41660","38030"
"In post","2023","50-59","Charity Commission","Heterosexual / straight","70","65","36720","30550"
"In post","2023","50-59","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Charity Commission","Unknown","40","35","33090","30170"
"In post","2023","50-59","Companies House","Heterosexual / straight","240","230","33850","28070"
"In post","2023","50-59","Companies House","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Companies House","Undeclared","30","30","[c]","[c]"
"In post","2023","50-59","Companies House","Unknown","45","40","31610","24430"
"In post","2023","50-59","Competition and Markets Authority","Heterosexual / straight","130","125","68540","60910"
"In post","2023","50-59","Competition and Markets Authority","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Undeclared","20","15","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Heterosexual / straight","60","55","30300","26010"
"In post","2023","50-59","Criminal Injuries Compensation Authority","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Heterosexual / straight","145","140","45690","40620"
"In post","2023","50-59","Crown Commercial Service","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Crown Commercial Service","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Heterosexual / straight","480","445","39990","33120"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Undeclared","35","35","46000","37940"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Unknown","40","35","50540","55990"
"In post","2023","50-59","Crown Prosecution Service","Heterosexual / straight","1605","1520","46270","49050"
"In post","2023","50-59","Crown Prosecution Service","LGBO","60","60","48540","50970"
"In post","2023","50-59","Crown Prosecution Service","Undeclared","60","60","43490","38760"
"In post","2023","50-59","Crown Prosecution Service","Unknown","585","530","46570","53750"
"In post","2023","50-59","Defence Electronics and Components Agency","Heterosexual / straight","55","55","38790","34510"
"In post","2023","50-59","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Electronics and Components Agency","Undeclared","130","125","30620","30060"
"In post","2023","50-59","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Defence Equipment and Support","Heterosexual / straight","2385","2330","43610","42110"
"In post","2023","50-59","Defence Equipment and Support","LGBO","40","35","42380","39730"
"In post","2023","50-59","Defence Equipment and Support","Undeclared","395","385","43730","42780"
"In post","2023","50-59","Defence Equipment and Support","Unknown","130","125","41620","39500"
"In post","2023","50-59","Defence Science and Technology Laboratory","Heterosexual / straight","780","760","48530","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Defence Science and Technology Laboratory","Unknown","275","265","49720","49260"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","735","720","53830","55120"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","35","35","56750","56800"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","105","100","57210","58120"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","45","45","51100","41710"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","115","110","53540","53030"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Heterosexual / straight","1210","1170","47910","46030"
"In post","2023","50-59","Department for Education (excl. agencies)","LGBO","50","45","50250","45520"
"In post","2023","50-59","Department for Education (excl. agencies)","Undeclared","135","130","46120","44020"
"In post","2023","50-59","Department for Education (excl. agencies)","Unknown","145","140","48630","51360"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","1120","1090","45950","42730"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","45","45","44950","43820"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","110","110","44250","40260"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","120","120","45340","41630"
"In post","2023","50-59","Department for International Trade","Heterosexual / straight","395","385","51730","47670"
"In post","2023","50-59","Department for International Trade","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Undeclared","40","40","48020","46060"
"In post","2023","50-59","Department for International Trade","Unknown","130","130","50380","45010"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","455","445","49190","46920"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","30","30","48420","49700"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","40","40","49130","47320"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Department for Transport (excl. agencies)","Heterosexual / straight","505","495","56470","55740"
"In post","2023","50-59","Department for Transport (excl. agencies)","LGBO","30","30","51300","47420"
"In post","2023","50-59","Department for Transport (excl. agencies)","Undeclared","80","75","56940","55740"
"In post","2023","50-59","Department for Transport (excl. agencies)","Unknown","95","90","47640","39550"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","20625","18795","30260","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","LGBO","820","780","30210","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Undeclared","2945","2665","28770","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Unknown","5145","4550","28850","28120"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","470","450","54530","51320"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","LGBO","30","30","65200","54430"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Undeclared","210","200","54290","54660"
"In post","2023","50-59","Disclosure Scotland","Heterosexual / straight","35","30","38580","31940"
"In post","2023","50-59","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Disclosure Scotland","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Heterosexual / straight","935","850","29360","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","LGBO","35","30","27750","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Undeclared","365","320","28100","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Unknown","100","95","29060","22500"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Heterosexual / straight","1060","1030","31750","28590"
"In post","2023","50-59","Driver and Vehicle Standards Agency","LGBO","40","40","31030","28040"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Undeclared","330","315","30690","27490"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Unknown","335","330","28290","27400"
"In post","2023","50-59","Education Scotland","Heterosexual / straight","85","85","66780","72920"
"In post","2023","50-59","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education Scotland","Unknown","40","40","66470","70540"
"In post","2023","50-59","Education and Skills Funding Agency","Heterosexual / straight","155","150","45180","39820"
"In post","2023","50-59","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Estyn","Heterosexual / straight","45","45","74050","78500"
"In post","2023","50-59","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","FCDO Services","Heterosexual / straight","240","235","47400","44200"
"In post","2023","50-59","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","FCDO Services","Undeclared","35","35","50160","47480"
"In post","2023","50-59","FCDO Services","Unknown","40","40","42400","37010"
"In post","2023","50-59","Food Standards Agency","Heterosexual / straight","305","300","40230","33820"
"In post","2023","50-59","Food Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Undeclared","45","40","39280","34540"
"In post","2023","50-59","Food Standards Agency","Unknown","105","105","33110","28090"
"In post","2023","50-59","Food Standards Scotland","Heterosexual / straight","50","45","42030","34730"
"In post","2023","50-59","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","1200","1175","55560","55070"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","55","50","64860","62770"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","435","425","54680","55910"
"In post","2023","50-59","Forestry and Land Scotland","Heterosexual / straight","120","120","38250","33260"
"In post","2023","50-59","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Forestry and Land Scotland","Unknown","170","165","35110","33260"
"In post","2023","50-59","Government Actuary's Department","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","Heterosexual / straight","335","335","81710","71180"
"In post","2023","50-59","Government Commercial Organisation","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","Undeclared","30","30","72790","66270"
"In post","2023","50-59","Government Commercial Organisation","Unknown","110","110","75530","65500"
"In post","2023","50-59","Government Internal Audit Agency","Heterosexual / straight","155","150","52960","51350"
"In post","2023","50-59","Government Internal Audit Agency","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Government Internal Audit Agency","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Government Legal Department","Heterosexual / straight","335","310","62740","66620"
"In post","2023","50-59","Government Legal Department","LGBO","30","30","71610","76190"
"In post","2023","50-59","Government Legal Department","Undeclared","45","40","60880","62750"
"In post","2023","50-59","Government Legal Department","Unknown","140","135","63450","67690"
"In post","2023","50-59","Government Property Agency","Heterosexual / straight","95","95","55530","54960"
"In post","2023","50-59","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","Heterosexual / straight","3770","3440","28610","25480"
"In post","2023","50-59","HM Courts and Tribunals Service","LGBO","145","140","31270","25480"
"In post","2023","50-59","HM Courts and Tribunals Service","Undeclared","755","685","29020","25480"
"In post","2023","50-59","HM Courts and Tribunals Service","Unknown","300","275","27220","25480"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Heterosexual / straight","1480","1345","34640","34850"
"In post","2023","50-59","HM Land Registry","LGBO","30","30","31580","28080"
"In post","2023","50-59","HM Land Registry","Undeclared","350","315","34680","34850"
"In post","2023","50-59","HM Land Registry","Unknown","550","500","31110","28080"
"In post","2023","50-59","HM Prison and Probation Service","Heterosexual / straight","11285","10755","34390","32420"
"In post","2023","50-59","HM Prison and Probation Service","LGBO","555","535","35570","32920"
"In post","2023","50-59","HM Prison and Probation Service","Undeclared","1350","1270","35750","32920"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","2350","2175","31880","32790"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","11650","10920","38850","35000"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","LGBO","500","480","37580","34700"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Undeclared","1660","1545","38510","35000"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Unknown","4650","4230","33140","28130"
"In post","2023","50-59","HM Treasury (excl. agencies)","Heterosexual / straight","120","120","48870","40410"
"In post","2023","50-59","HM Treasury (excl. agencies)","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","Heterosexual / straight","740","700","46840","45300"
"In post","2023","50-59","Health and Safety Executive","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","Undeclared","185","180","45720","46570"
"In post","2023","50-59","Health and Safety Executive","Unknown","80","75","44630","40950"
"In post","2023","50-59","Home Office","Heterosexual / straight","7430","7015","34820","30140"
"In post","2023","50-59","Home Office","LGBO","250","240","36360","32000"
"In post","2023","50-59","Home Office","Undeclared","1440","1360","34830","30410"
"In post","2023","50-59","Home Office","Unknown","1435","1325","31370","26400"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Heterosexual / straight","65","60","55930","51460"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","Heterosexual / straight","230","215","43940","41450"
"In post","2023","50-59","Intellectual Property Office","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","Unknown","100","95","46280","43380"
"In post","2023","50-59","Legal Aid Agency","Heterosexual / straight","240","230","33120","27170"
"In post","2023","50-59","Legal Aid Agency","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","Undeclared","30","30","39810","32100"
"In post","2023","50-59","Legal Aid Agency","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Heterosexual / straight","230","225","37330","32950"
"In post","2023","50-59","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Undeclared","45","45","37750","32950"
"In post","2023","50-59","Maritime and Coastguard Agency","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","180","175","55460","54270"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Undeclared","30","30","55170","46550"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Unknown","55","55","54950","50480"
"In post","2023","50-59","Met Office","Heterosexual / straight","440","425","44840","42650"
"In post","2023","50-59","Met Office","LGBO","15","10","[c]","[c]"
"In post","2023","50-59","Met Office","Undeclared","100","95","43060","39890"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Heterosexual / straight","10375","10140","34380","29570"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","LGBO","150","145","34990","33830"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Undeclared","1630","1590","35990","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","1175","1145","35650","29570"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Heterosexual / straight","1155","1130","45320","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","LGBO","55","55","50010","48070"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Undeclared","160","155","49100","44960"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","185","180","44030","38700"
"In post","2023","50-59","National Crime Agency","Heterosexual / straight","1230","1205","45610","43240"
"In post","2023","50-59","National Crime Agency","LGBO","30","30","47850","41970"
"In post","2023","50-59","National Crime Agency","Undeclared","100","95","43410","43450"
"In post","2023","50-59","National Crime Agency","Unknown","250","245","45930","43360"
"In post","2023","50-59","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","Heterosexual / straight","55","50","45200","39990"
"In post","2023","50-59","National Records of Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","Unknown","80","75","36000","27740"
"In post","2023","50-59","National Savings and Investments","Heterosexual / straight","35","35","58310","54450"
"In post","2023","50-59","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","540","525","59240","52750"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Heterosexual / straight","110","110","54210","53000"
"In post","2023","50-59","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Unknown","65","65","58000","57120"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Heterosexual / straight","50","50","45000","40170"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Heterosexual / straight","50","50","62920","58190"
"In post","2023","50-59","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Heterosexual / straight","205","195","27120","25830"
"In post","2023","50-59","Office of the Public Guardian","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Unknown","30","30","24350","21780"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","Heterosexual / straight","180","165","52750","57040"
"In post","2023","50-59","Planning Inspectorate","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","Undeclared","35","30","46020","48660"
"In post","2023","50-59","Planning Inspectorate","Unknown","35","30","39870","26590"
"In post","2023","50-59","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","Heterosexual / straight","210","205","38840","36800"
"In post","2023","50-59","Registers of Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","Unknown","125","115","34120","32510"
"In post","2023","50-59","Revenue Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Royal Fleet Auxiliary","Unknown","440","440","47400","43120"
"In post","2023","50-59","Rural Payments Agency","Heterosexual / straight","485","450","29240","25920"
"In post","2023","50-59","Rural Payments Agency","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Rural Payments Agency","Undeclared","70","65","26330","22150"
"In post","2023","50-59","Rural Payments Agency","Unknown","120","115","29130","25990"
