"Status","Year","Parent_department","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Defence","Cheshire East","Outside London","AO","100","90","22350","22220"
"In post","2023","Ministry of Defence","Cheshire East","Outside London","EO","55","55","26430","27140"
"In post","2023","Ministry of Defence","Cheshire East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Cheshire East","Outside London","G7","10","10","54770","56180"
"In post","2023","Ministry of Defence","Cheshire East","Outside London","HEO","65","60","31730","33990"
"In post","2023","Ministry of Defence","Cheshire East","Outside London","SEO","45","40","39670","41200"
"In post","2023","Ministry of Defence","Cheshire West and Chester","Outside London","AO","10","10","22830","22220"
"In post","2023","Ministry of Defence","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Cheshire West and Chester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Cheshire West and Chester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Cheshire West and Chester","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Cheshire West and Chester","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Chorley and West Lancashire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","AA","55","50","21600","21380"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","AO","65","65","22420","22220"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","EO","35","35","28710","27470"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","G7","10","10","61180","54860"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","HEO","40","40","35170","34300"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","City of Edinburgh","Outside London","SEO","15","15","44430","41800"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","AA","55","55","21890","21380"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","AO","95","90","24610","22220"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","EO","50","45","28700","27470"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","G7","20","20","56320","55110"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","HEO","95","90","35110","34300"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","SEO","75","70","42320","41800"
"In post","2023","Ministry of Defence","Clackmannanshire and Fife","Outside London","Unknown","25","25","49160","51560"
"In post","2023","Ministry of Defence","Conwy and Denbighshire","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Conwy and Denbighshire","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Conwy and Denbighshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Conwy and Denbighshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","AA","95","90","20810","21380"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","AO","165","155","22470","22220"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","EO","90","90","27690","27470"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","G6","10","5","[c]","[c]"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","HEO","70","65","34940","34300"
"In post","2023","Ministry of Defence","Cornwall and Isles of Scilly","Outside London","SEO","20","20","42310","41910"
"In post","2023","Ministry of Defence","Coventry","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Coventry","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Coventry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Croydon","London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Croydon","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Croydon","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Darlington","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Derby","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Derby","Outside London","AO","45","45","35180","40880"
"In post","2023","Ministry of Defence","Derby","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Derby","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Derby","Outside London","Unknown","15","15","44880","42430"
"In post","2023","Ministry of Defence","Derry City and Strabane","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Derry City and Strabane","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Devon CC","Outside London","AA","160","150","22240","19770"
"In post","2023","Ministry of Defence","Devon CC","Outside London","AO","110","100","23330","22220"
"In post","2023","Ministry of Defence","Devon CC","Outside London","EO","60","55","27910","27470"
"In post","2023","Ministry of Defence","Devon CC","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Devon CC","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Devon CC","Outside London","HEO","40","35","35630","34300"
"In post","2023","Ministry of Defence","Devon CC","Outside London","SEO","10","10","44050","42820"
"In post","2023","Ministry of Defence","Dorset","Outside London","AA","65","60","21560","21380"
"In post","2023","Ministry of Defence","Dorset","Outside London","AO","150","145","22510","22220"
"In post","2023","Ministry of Defence","Dorset","Outside London","EO","190","185","30040","27740"
"In post","2023","Ministry of Defence","Dorset","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Dorset","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Dorset","Outside London","HEO","110","105","37050","36600"
"In post","2023","Ministry of Defence","Dorset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dorset","Outside London","SEO","40","40","45310","43030"
"In post","2023","Ministry of Defence","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dudley","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dudley","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dudley","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dumfries and Galloway","Outside London","AA","10","10","21130","21380"
"In post","2023","Ministry of Defence","Dumfries and Galloway","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dumfries and Galloway","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Dumfries and Galloway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Durham","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Durham","Outside London","AO","10","10","22450","22220"
"In post","2023","Ministry of Defence","Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Durham","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Ealing","London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Ealing","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Ealing","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","AA","10","10","21750","21380"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","AO","125","120","23240","21120"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","EO","65","60","28750","28600"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","HEO","55","50","34110","35200"
"In post","2023","Ministry of Defence","East Ayrshire and North Ayrshire mainland","Outside London","SEO","25","25","40760","40790"
"In post","2023","Ministry of Defence","East Cumbria","Outside London","AA","30","25","21320","21380"
"In post","2023","Ministry of Defence","East Cumbria","Outside London","AO","80","80","24430","22220"
"In post","2023","Ministry of Defence","East Cumbria","Outside London","EO","15","15","29530","27470"
"In post","2023","Ministry of Defence","East Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Cumbria","Outside London","HEO","15","15","34030","33830"
"In post","2023","Ministry of Defence","East Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Derbyshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AA","300","280","21670","21380"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","AO","755","740","32630","30200"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","EO","180","175","35150","29570"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","G6","10","10","75230","77010"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","G7","40","40","60530","57440"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","HEO","160","160","41100","37990"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","SEO","90","90","48340","45560"
"In post","2023","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","85","85","41140","41900"
"In post","2023","Ministry of Defence","East Kent","Outside London","AA","35","35","23580","21380"
"In post","2023","Ministry of Defence","East Kent","Outside London","AO","30","30","22620","22330"
"In post","2023","Ministry of Defence","East Kent","Outside London","EO","25","25","28380","27470"
"In post","2023","Ministry of Defence","East Kent","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Kent","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Kent","Outside London","HEO","20","15","36140","34970"
"In post","2023","Ministry of Defence","East Kent","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","East Lothian and Midlothian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Lothian and Midlothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Merseyside","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Merseyside","Outside London","AO","10","5","[c]","[c]"
"In post","2023","Ministry of Defence","East Merseyside","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","East Riding of Yorkshire","Outside London","AA","25","25","21750","19770"
"In post","2023","Ministry of Defence","East Riding of Yorkshire","Outside London","AO","105","100","28180","22330"
"In post","2023","Ministry of Defence","East Riding of Yorkshire","Outside London","EO","285","275","28130","27470"
"In post","2023","Ministry of Defence","East Riding of Yorkshire","Outside London","HEO","40","40","35780","34300"
"In post","2023","Ministry of Defence","East Riding of Yorkshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Surrey","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Surrey","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","East Surrey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Surrey","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Sussex CC","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","East Sussex CC","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Sussex CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","East Sussex CC","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","AA","30","30","22930","22590"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","AO","65","60","26220","22840"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","EO","55","55","29320","28360"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","HEO","45","45","36890","34640"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Essex Haven Gateway","Outside London","SEO","10","10","43410","41800"
"In post","2023","Ministry of Defence","Falkirk","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Falkirk","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Falkirk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Fermanagh and Omagh","Outside London","AA","15","15","21940","22130"
"In post","2023","Ministry of Defence","Fermanagh and Omagh","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Fermanagh and Omagh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","AA","40","40","19270","19840"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","AO","65","60","22720","22220"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","EO","205","200","29240","28710"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","HEO","90","90","34620","34680"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Flintshire and Wrexham","Outside London","SEO","30","25","43540","43690"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","AA","50","45","21110","21380"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","AO","410","380","22240","22220"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","EO","160","160","27490","27140"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","G6","10","10","69910","68750"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","G7","25","25","54600","55110"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","HEO","185","180","34060","33990"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Glasgow City","Outside London","SEO","95","95","42700","42620"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","AA","30","30","22330","21380"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","AO","110","105","26650","22220"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","EO","85","80","29380","27470"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","G7","15","15","60290","56180"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","HEO","55","55","35740","34300"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Gloucestershire CC","Outside London","SEO","30","30","41730","41500"
"In post","2023","Ministry of Defence","Greater Manchester North East","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester North East","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester North East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester North West","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester North West","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester South East","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester South East","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester South East","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester South West","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Greater Manchester South West","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Gwent Valleys","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Gwent Valleys","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Gwent Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Gwent Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Gwent Valleys","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Gwynedd","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Hackney and Newham","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Hackney and Newham","London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Hackney and Newham","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Haringey and Islington","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Haringey and Islington","London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","AA","25","25","24040","24630"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","AO","160","150","26320","25490"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","EO","80","80","31040","31280"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","HEO","30","30","38820","38270"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Harrow and Hillingdon","London","SEO","20","20","45210","45870"
"In post","2023","Ministry of Defence","Hartlepool and Stockton-on-Tees","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Hartlepool and Stockton-on-Tees","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Heart of Essex","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Heart of Essex","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Heart of Essex","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","AA","30","30","19760","19770"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","AO","175","170","27070","22220"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","EO","80","75","29140","27140"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","HEO","30","30","35540","34300"
"In post","2023","Ministry of Defence","Herefordshire, County of","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","AA","25","25","24890","24380"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","AO","35","35","26840","26560"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","EO","75","75","31510","31200"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","G6","25","25","69680","70470"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","G7","60","60","60990","60220"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","HEO","115","110","38210","38020"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","SCS level","15","15","85520","81000"
"In post","2023","Ministry of Defence","Hertfordshire CC","Outside London","SEO","135","135","45260","45750"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","AO","35","30","25360","25060"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","EO","105","100","30350","30080"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","HEO","75","70","37280","37180"
"In post","2023","Ministry of Defence","Hounslow and Richmond upon Thames","London","SEO","25","25","45140","44970"
"In post","2023","Ministry of Defence","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA","80","75","21610","21380"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","145","140","22230","22220"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","50","45","27670","27140"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","HEO","35","30","36300","34300"
"In post","2023","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","15","15","42400","41800"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","AO","35","30","22500","22220"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","EO","20","20","27400","27470"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","HEO","15","15","35320","34300"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Isle of Anglesey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Isle of Wight","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","London","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","London","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kent Thames Gateway","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kingston upon Hull, City of","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Kingston upon Hull, City of","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Kingston upon Hull, City of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Lambeth","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Lambeth","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","AA","45","40","22160","21380"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","AO","160","145","22340","22220"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","EO","195","180","27440","27470"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","G6","20","15","74250","76300"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","G7","10","10","49620","55110"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","HEO","75","75","32980","33990"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Lancaster and Wyre","Outside London","SEO","40","35","40790","41200"
"In post","2023","Ministry of Defence","Leeds","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Leeds","Outside London","AO","20","15","22250","22220"
"In post","2023","Ministry of Defence","Leeds","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leeds","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leicester","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leicester","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","AA","60","55","19980","19770"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","AO","45","45","22260","22220"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","EO","35","35","28830","27470"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","HEO","25","20","35790","34300"
"In post","2023","Ministry of Defence","Leicestershire CC and Rutland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Lewisham and Southwark","London","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Lewisham and Southwark","London","AO","10","10","25170","25060"
"In post","2023","Ministry of Defence","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
