"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","West Midlands (England)","Telford and Wrekin","Outside London","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Warwickshire CC","Outside London","15","15","34790","31260"
"In post","2023","Food Standards Agency","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","West Midlands (England)","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","15","15","34350","31260"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","35","35","40540","37720"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Leeds","Outside London","25","25","41090","38100"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","North Yorkshire CC","Outside London","55","50","36170","31730"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","10","10","33960","28090"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","Wakefield","Outside London","10","10","35030","34730"
"In post","2023","Food Standards Agency","Yorkshire and The Humber","York","Outside London","130","125","39370","38100"
"In post","2023","Foreign, Commonwealth and Development Office","London","Westminster","London","4565","4465","51820","51490"
"In post","2023","Foreign, Commonwealth and Development Office","Overseas","Overseas","Overseas","2230","2225","52660","53970"
"In post","2023","Foreign, Commonwealth and Development Office","Scotland","South Lanarkshire","Outside London","845","810","42760","39660"
"In post","2023","Foreign, Commonwealth and Development Office","South East (England)","Milton Keynes","Outside London","1075","1035","38920","33370"
"In post","2023","Foreign, Commonwealth and Development Office","South East (England)","West Sussex (North East)","Outside London","85","80","35870","31620"
"In post","2023","HM Land Registry","East Midlands (England)","Leicester","Outside London","305","280","30940","28080"
"In post","2023","HM Land Registry","East Midlands (England)","Nottingham","Outside London","610","555","33200","28080"
"In post","2023","HM Land Registry","East of England","Peterborough","Outside London","315","285","31680","28080"
"In post","2023","HM Land Registry","London","Croydon","London","395","375","42790","38410"
"In post","2023","HM Land Registry","North East (England)","Durham","Outside London","750","685","29910","28080"
"In post","2023","HM Land Registry","North West (England)","Mid Lancashire","Outside London","450","405","31380","28080"
"In post","2023","HM Land Registry","North West (England)","Wirral","Outside London","535","480","31390","28080"
"In post","2023","HM Land Registry","South West (England)","Dorset","Outside London","290","255","30400","28080"
"In post","2023","HM Land Registry","South West (England)","Gloucestershire CC","Outside London","350","305","32020","28080"
"In post","2023","HM Land Registry","South West (England)","Plymouth","Outside London","880","810","36170","34850"
"In post","2023","HM Land Registry","Wales","Swansea","Outside London","845","760","30710","28080"
"In post","2023","HM Land Registry","West Midlands (England)","Coventry","Outside London","275","250","32580","28080"
"In post","2023","HM Land Registry","West Midlands (England)","Telford and Wrekin","Outside London","350","320","30290","28080"
"In post","2023","HM Land Registry","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","360","325","30820","28080"
"In post","2023","HM Revenue and Customs","East Midlands (England)","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","Lincolnshire CC","Outside London","10","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","North Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","Nottingham","Outside London","4625","4375","34790","34700"
"In post","2023","HM Revenue and Customs","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East Midlands (England)","West Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Cambridgeshire CC","Outside London","35","35","37930","34440"
"In post","2023","HM Revenue and Customs","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Essex Haven Gateway","Outside London","60","55","34560","32260"
"In post","2023","HM Revenue and Customs","East of England","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Hertfordshire CC","Outside London","15","10","38550","38180"
"In post","2023","HM Revenue and Customs","East of England","Luton","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Norwich and East Norfolk","Outside London","40","35","35660","32970"
"In post","2023","HM Revenue and Customs","East of England","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","Southend-on-Sea","Outside London","105","90","35520","35030"
"In post","2023","HM Revenue and Customs","East of England","Suffolk CC","Outside London","525","485","32330","29730"
"In post","2023","HM Revenue and Customs","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","East of England","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Barking & Dagenham and Havering","London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Bexley and Greenwich","London","10","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Brent","London","125","115","38190","32330"
"In post","2023","HM Revenue and Customs","London","Bromley","London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Croydon","London","2960","2810","44250","39790"
"In post","2023","HM Revenue and Customs","London","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Hackney and Newham","London","5635","5365","44920","39790"
"In post","2023","HM Revenue and Customs","London","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Harrow and Hillingdon","London","40","40","33010","32120"
"In post","2023","HM Revenue and Customs","London","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Tower Hamlets","London","310","295","47520","40760"
"In post","2023","HM Revenue and Customs","London","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","London","Westminster","London","1170","1130","61060","65230"
"In post","2023","HM Revenue and Customs","North East (England)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North East (England)","Durham","Outside London","725","675","26220","22520"
"In post","2023","HM Revenue and Customs","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North East (England)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North East (England)","Sunderland","Outside London","2310","1945","27260","22520"
"In post","2023","HM Revenue and Customs","North East (England)","Tyneside","Outside London","8770","8095","33520","28130"
"In post","2023","HM Revenue and Customs","North West (England)","Cheshire East","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","East Cumbria","Outside London","10","10","38790","35020"
"In post","2023","HM Revenue and Customs","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","Greater Manchester South West","Outside London","6730","6405","35760","34700"
"In post","2023","HM Revenue and Customs","North West (England)","Lancaster and Wyre","Outside London","15","10","36250","33640"
"In post","2023","HM Revenue and Customs","North West (England)","Liverpool","Outside London","5680","5315","32930","28130"
"In post","2023","HM Revenue and Customs","North West (England)","Mid Lancashire","Outside London","1585","1410","31460","27890"
"In post","2023","HM Revenue and Customs","North West (England)","Sefton","Outside London","355","335","35720","34180"
"In post","2023","HM Revenue and Customs","North West (England)","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Northern Ireland","Belfast","Outside London","2405","2265","32370","28130"
"In post","2023","HM Revenue and Customs","Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Scotland","City of Edinburgh","Outside London","2230","2110","32360","28130"
"In post","2023","HM Revenue and Customs","Scotland","Glasgow City","Outside London","3190","2900","32320","28130"
"In post","2023","HM Revenue and Customs","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Scotland","North Lanarkshire","Outside London","310","295","33580","29730"
"In post","2023","HM Revenue and Customs","Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Scotland","South Lanarkshire","Outside London","2085","1840","28010","22520"
"In post","2023","HM Revenue and Customs","South East (England)","Berkshire","Outside London","295","270","37820","35000"
"In post","2023","HM Revenue and Customs","South East (England)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","East Kent","Outside London","240","220","33690","29730"
"In post","2023","HM Revenue and Customs","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","East Sussex CC","Outside London","45","40","33210","28190"
"In post","2023","HM Revenue and Customs","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","Milton Keynes","Outside London","100","95","26680","22520"
"In post","2023","HM Revenue and Customs","South East (England)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","Oxfordshire CC","Outside London","35","30","42570","45560"
"In post","2023","HM Revenue and Customs","South East (England)","Portsmouth","Outside London","1015","905","31060","28130"
"In post","2023","HM Revenue and Customs","South East (England)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","Southampton","Outside London","75","65","36980","34440"
"In post","2023","HM Revenue and Customs","South East (England)","West Kent","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South East (England)","West Sussex (South West)","Outside London","695","630","37960","35000"
"In post","2023","HM Revenue and Customs","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South West (England)","Bournemouth, Christchurch and Poole","Outside London","10","10","41030","36280"
"In post","2023","HM Revenue and Customs","South West (England)","Bristol, City of","Outside London","1590","1505","39960","35000"
"In post","2023","HM Revenue and Customs","South West (England)","Cornwall and Isles of Scilly","Outside London","30","25","40730","39020"
"In post","2023","HM Revenue and Customs","South West (England)","Devon CC","Outside London","65","60","39830","34740"
"In post","2023","HM Revenue and Customs","South West (England)","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South West (England)","Plymouth","Outside London","430","405","27000","22520"
"In post","2023","HM Revenue and Customs","South West (England)","Somerset CC","Outside London","10","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","South West (England)","Swindon","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","South West (England)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","South West (England)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","Cardiff and Vale of Glamorgan","Outside London","4510","4225","32310","28130"
"In post","2023","HM Revenue and Customs","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","Conwy and Denbighshire","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","Flintshire and Wrexham","Outside London","50","50","38310","33710"
"In post","2023","HM Revenue and Customs","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","Gwynedd","Outside London","15","15","24730","22520"
"In post","2023","HM Revenue and Customs","Wales","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Wales","South West Wales","Outside London","20","20","38440","34730"
"In post","2023","HM Revenue and Customs","Wales","Swansea","Outside London","55","55","39020","33960"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Birmingham","Outside London","3835","3625","34220","34400"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Staffordshire CC","Outside London","10","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Stoke-on-Trent","Outside London","70","65","36780","33470"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Telford and Wrekin","Outside London","1220","1165","43190","42140"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","West Midlands (England)","Worcestershire CC","Outside London","20","20","40160","37020"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Bradford","Outside London","1355","1205","26840","22520"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","60","55","32570","28230"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Leeds","Outside London","4165","3955","35920","34700"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","North Yorkshire CC","Outside London","15","15","40550","35020"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Sheffield","Outside London","50","45","40510","35150"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Yorkshire and The Humber","York","Outside London","10","5","[c]","[c]"
"In post","2023","HM Treasury","East Midlands (England)","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury","East of England","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","East of England","Norwich and East Norfolk","Outside London","80","75","29850","25460"
"In post","2023","HM Treasury","London","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","London","Camden and City of London","London","165","160","60260","54680"
"In post","2023","HM Treasury","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","London","Westminster","London","1955","1920","49360","53550"
"In post","2023","HM Treasury","North East (England)","Darlington","Outside London","195","190","42810","32000"
"In post","2023","HM Treasury","North East (England)","Tyneside","Outside London","20","20","49730","48780"
"In post","2023","HM Treasury","North West (England)","Blackpool","Outside London","20","20","47870","43210"
"In post","2023","HM Treasury","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","North West (England)","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury","North West (England)","Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury","North West (England)","Sefton","Outside London","20","20","46900","42700"
"In post","2023","HM Treasury","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Scotland","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury","South East (England)","Berkshire","Outside London","10","10","43710","38740"
"In post","2023","HM Treasury","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury","South West (England)","Bristol, City of","Outside London","15","15","49210","51350"
"In post","2023","HM Treasury","South West (England)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","South West (England)","Swindon","Outside London","15","15","52430","49350"
"In post","2023","HM Treasury","Unknown","Unknown","Unknown","25","20","48950","45180"
"In post","2023","HM Treasury","Wales","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury","Wales","Swansea","Outside London","20","20","52110","51350"
"In post","2023","HM Treasury","West Midlands (England)","Birmingham","Outside London","25","20","44990","43930"
"In post","2023","HM Treasury","West Midlands (England)","Coventry","Outside London","10","5","[c]","[c]"
"In post","2023","HM Treasury","West Midlands (England)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Yorkshire and The Humber","Leeds","Outside London","40","35","46470","42700"
"In post","2023","HM Treasury","Yorkshire and The Humber","Sheffield","Outside London","20","20","49940","48780"
"In post","2023","HM Treasury","Yorkshire and The Humber","York","Outside London","10","5","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","Leicestershire CC and Rutland","Outside London","260","245","29170","26180"
"In post","2023","Home Office","East Midlands (England)","Lincolnshire CC","Outside London","20","20","30860","27650"
"In post","2023","Home Office","East Midlands (England)","North Northamptonshire","Outside London","15","15","27360","22400"
"In post","2023","Home Office","East Midlands (England)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","South Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East of England","Bedford","Outside London","125","120","31000","27070"
"In post","2023","Home Office","East of England","Breckland and South Norfolk","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","East of England","Cambridgeshire CC","Outside London","10","10","54450","42950"
"In post","2023","Home Office","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East of England","Essex Haven Gateway","Outside London","165","155","26880","25880"
"In post","2023","Home Office","East of England","Essex Thames Gateway","Outside London","10","10","30480","31200"
"In post","2023","Home Office","East of England","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","East of England","Hertfordshire CC","Outside London","25","25","31790","26300"
"In post","2023","Home Office","East of England","Luton","Outside London","175","155","29340","26650"
"In post","2023","Home Office","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","East of England","Norwich and East Norfolk","Outside London","15","15","28990","27650"
"In post","2023","Home Office","East of England","Peterborough","Outside London","605","530","25740","22400"
"In post","2023","Home Office","East of England","Suffolk CC","Outside London","285","270","27710","26130"
"In post","2023","Home Office","East of England","Thurrock","Outside London","285","275","26440","25880"
"In post","2023","Home Office","East of England","West Essex","Outside London","415","375","30420","27650"
"In post","2023","Home Office","London","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","London","Barnet","London","155","155","47230","44450"
"In post","2023","Home Office","London","Bexley and Greenwich","London","10","10","37230","30370"
"In post","2023","Home Office","London","Brent","London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","London","Bromley","London","5","5","[c]","[c]"
"In post","2023","Home Office","London","Camden and City of London","London","290","275","37430","36180"
"In post","2023","Home Office","London","Croydon","London","6175","5905","39720","36180"
"In post","2023","Home Office","London","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","London","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","London","Hackney and Newham","London","515","475","33070","29980"
"In post","2023","Home Office","London","Haringey and Islington","London","5","5","[c]","[c]"
"In post","2023","Home Office","London","Harrow and Hillingdon","London","2520","2300","32280","30040"
"In post","2023","Home Office","London","Hounslow and Richmond upon Thames","London","675","640","32670","30140"
"In post","2023","Home Office","London","Kensington & Chelsea and Hammersmith & Fulham","London","5","5","[c]","[c]"
"In post","2023","Home Office","London","Lambeth","London","15","15","67130","62260"
"In post","2023","Home Office","London","Lewisham and Southwark","London","45","40","39910","36180"
"In post","2023","Home Office","London","Merton, Kingston upon Thames and Sutton","London","10","10","40090","31950"
"In post","2023","Home Office","London","Redbridge and Waltham Forest","London","10","5","[c]","[c]"
"In post","2023","Home Office","London","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","London","Wandsworth","London","10","10","32220","31520"
"In post","2023","Home Office","London","Westminster","London","4130","4045","50460","43710"
"In post","2023","Home Office","North East (England)","Darlington","Outside London","15","15","31440","25880"
"In post","2023","Home Office","North East (England)","Durham","Outside London","1075","920","25750","22400"
"In post","2023","Home Office","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North East (England)","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North East (England)","South Teesside","Outside London","125","125","27090","25980"
"In post","2023","Home Office","North East (England)","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North East (England)","Tyneside","Outside London","550","530","29330","26110"
"In post","2023","Home Office","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North West (England)","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","East Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North West (England)","Greater Manchester South West","Outside London","1325","1290","34970","32000"
"In post","2023","Home Office","North West (England)","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2023","Home Office","North West (England)","Liverpool","Outside London","5305","4975","28170","25880"
"In post","2023","Home Office","North West (England)","Manchester","Outside London","760","720","29610","26180"
"In post","2023","Home Office","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Sefton","Outside London","1810","1685","26830","25750"
"In post","2023","Home Office","North West (England)","Warrington","Outside London","10","10","34550","27490"
"In post","2023","Home Office","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","North West (England)","Wirral","Outside London","10","10","[c]","[c]"
"In post","2023","Home Office","Northern Ireland","Antrim and Newtownabbey","Outside London","25","25","28550","25750"
"In post","2023","Home Office","Northern Ireland","Ards and North Down","Outside London","10","10","[c]","[c]"
"In post","2023","Home Office","Northern Ireland","Belfast","Outside London","510","470","25610","22400"
"In post","2023","Home Office","Northern Ireland","Lisburn and Castlereagh","Outside London","215","215","29180","26000"
"In post","2023","Home Office","Northern Ireland","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Northern Ireland","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Overseas","Overseas","Overseas","150","150","46000","29820"
"In post","2023","Home Office","Scotland","Aberdeen City and Aberdeenshire","Outside London","35","35","27360","25980"
"In post","2023","Home Office","Scotland","City of Edinburgh","Outside London","210","190","30030","26210"
"In post","2023","Home Office","Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
