"Status","Year","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","SEO/HEO","SEO","Male","1545","[c]","43120","42080"
"Leaver CS","2023","White","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Female","890","[c]","37000","32910"
"Leaver CS","2023","White","Unknown","Unknown","Male","370","[c]","43100","39310"
"Leaver CS","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AO","Female","110","[c]","22400","21780"
"Leaver Dept.","2023","Asian","AA/AO","AO","Male","110","[c]","22530","21690"
"Leaver Dept.","2023","Asian","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","EO","EO","Female","245","[c]","28860","28120"
"Leaver Dept.","2023","Asian","EO","EO","Male","200","[c]","28750","28120"
"Leaver Dept.","2023","Asian","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G6","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G7","Female","85","[c]","55710","55250"
"Leaver Dept.","2023","Asian","G6/G7","G7","Male","65","[c]","56000","55150"
"Leaver Dept.","2023","Asian","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","Female","170","[c]","34280","34300"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","Male","145","[c]","34570","34170"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","Female","95","[c]","41800","41340"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","Male","80","[c]","41990","41800"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AO","Female","65","[c]","23200","22010"
"Leaver Dept.","2023","Black","AA/AO","AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","EO","Female","135","[c]","29830","29750"
"Leaver Dept.","2023","Black","EO","EO","Male","65","[c]","28500","28120"
"Leaver Dept.","2023","Black","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","Female","105","[c]","34140","34170"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","Male","55","[c]","33870","33820"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","Female","70","[c]","41670","41970"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","EO","Female","75","[c]","28670","28120"
"Leaver Dept.","2023","Mixed","EO","EO","Male","45","[c]","28660","28120"
"Leaver Dept.","2023","Mixed","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G7","Female","40","[c]","54660","54000"
"Leaver Dept.","2023","Mixed","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","Female","80","[c]","34230","34170"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","Male","40","[c]","34190","34550"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","Female","40","[c]","42400","41940"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","Male","35","[c]","42110","41550"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","AO","Female","40","[c]","22520","21780"
"Leaver Dept.","2023","Undeclared","AA/AO","AO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","EO","Female","55","[c]","28070","28120"
"Leaver Dept.","2023","Undeclared","EO","EO","Male","60","[c]","29020","28120"
"Leaver Dept.","2023","Undeclared","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","G7","Male","45","[c]","55870","55720"
"Leaver Dept.","2023","Undeclared","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","HEO","Female","35","[c]","34720","34170"
"Leaver Dept.","2023","Undeclared","SEO/HEO","HEO","Male","55","[c]","35090","34550"
"Leaver Dept.","2023","Undeclared","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","SEO","Male","40","[c]","42250","42280"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AA","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AO","Female","295","[c]","22750","22170"
"Leaver Dept.","2023","Unknown","AA/AO","AO","Male","240","[c]","22660","22200"
"Leaver Dept.","2023","Unknown","EO","EO","Female","280","[c]","27990","27760"
"Leaver Dept.","2023","Unknown","EO","EO","Male","250","[c]","27850","27570"
"Leaver Dept.","2023","Unknown","G6/G7","G6","Female","80","[c]","67980","66440"
"Leaver Dept.","2023","Unknown","G6/G7","G6","Male","75","[c]","68700","67890"
"Leaver Dept.","2023","Unknown","G6/G7","G7","Female","205","[c]","55400","55150"
"Leaver Dept.","2023","Unknown","G6/G7","G7","Male","210","[c]","55900","55220"
"Leaver Dept.","2023","Unknown","SCS level","SCS level","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","SCS level","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","HEO","Female","660","[c]","32700","32000"
"Leaver Dept.","2023","Unknown","SEO/HEO","HEO","Male","515","[c]","33070","32960"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","Female","215","[c]","41550","41510"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","Male","195","[c]","41590","41550"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","AA/AO","AA","Female","50","[c]","20480","19930"
"Leaver Dept.","2023","White","AA/AO","AA","Male","50","[c]","22290","21440"
"Leaver Dept.","2023","White","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","AA/AO","AO","Female","940","[c]","22040","21690"
"Leaver Dept.","2023","White","AA/AO","AO","Male","610","[c]","22340","21690"
"Leaver Dept.","2023","White","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","EO","EO","Female","1255","[c]","27760","27850"
"Leaver Dept.","2023","White","EO","EO","Male","870","[c]","27950","28090"
"Leaver Dept.","2023","White","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","G6/G7","G6","Female","240","[c]","67330","66460"
"Leaver Dept.","2023","White","G6/G7","G6","Male","190","[c]","68220","66970"
"Leaver Dept.","2023","White","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","G6/G7","G7","Female","635","[c]","54450","54540"
"Leaver Dept.","2023","White","G6/G7","G7","Male","535","[c]","54860","54630"
"Leaver Dept.","2023","White","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SCS level","SCS level","Female","130","[c]","84280","79160"
"Leaver Dept.","2023","White","SCS level","SCS level","Male","130","[c]","97150","86910"
"Leaver Dept.","2023","White","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SEO/HEO","HEO","Female","1070","[c]","33620","33570"
"Leaver Dept.","2023","White","SEO/HEO","HEO","Male","735","[c]","34070","33990"
"Leaver Dept.","2023","White","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SEO/HEO","SEO","Female","800","[c]","41060","40720"
"Leaver Dept.","2023","White","SEO/HEO","SEO","Male","600","[c]","41200","40600"
"Leaver Dept.","2023","White","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","AA/AO","AA","Female","45","[c]","22570","23000"
"New entrant CS","2023","Asian","AA/AO","AA","Male","60","[c]","23070","23230"
"New entrant CS","2023","Asian","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","AA/AO","AO","Female","855","[c]","22960","22490"
"New entrant CS","2023","Asian","AA/AO","AO","Male","805","[c]","23830","22520"
"New entrant CS","2023","Asian","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","EO","EO","Female","405","[c]","28010","27840"
"New entrant CS","2023","Asian","EO","EO","Male","315","[c]","28020","28120"
"New entrant CS","2023","Asian","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","G6/G7","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","G6/G7","G6","Male","30","[c]","72330","70000"
"New entrant CS","2023","Asian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","G6/G7","G7","Female","105","[c]","56430","54500"
"New entrant CS","2023","Asian","G6/G7","G7","Male","105","[c]","56080","54380"
"New entrant CS","2023","Asian","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO/HEO","HEO","Female","280","[c]","33830","33880"
"New entrant CS","2023","Asian","SEO/HEO","HEO","Male","265","[c]","33680","33830"
"New entrant CS","2023","Asian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO/HEO","SEO","Female","170","[c]","41980","41210"
"New entrant CS","2023","Asian","SEO/HEO","SEO","Male","150","[c]","42270","41780"
"New entrant CS","2023","Asian","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Unknown","Female","120","[c]","23010","23640"
"New entrant CS","2023","Asian","Unknown","Unknown","Male","90","[c]","23610","23640"
"New entrant CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","AA/AO","AA","Female","50","[c]","24490","23230"
"New entrant CS","2023","Black","AA/AO","AA","Male","35","[c]","24180","23230"
"New entrant CS","2023","Black","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","AA/AO","AO","Female","370","[c]","24600","22520"
"New entrant CS","2023","Black","AA/AO","AO","Male","320","[c]","26720","26400"
"New entrant CS","2023","Black","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","EO","EO","Female","175","[c]","28180","28120"
"New entrant CS","2023","Black","EO","EO","Male","125","[c]","27840","28030"
"New entrant CS","2023","Black","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","G7","Female","50","[c]","56580","54280"
"New entrant CS","2023","Black","G6/G7","G7","Male","40","[c]","56050","54820"
"New entrant CS","2023","Black","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO/HEO","HEO","Female","145","[c]","34980","34400"
"New entrant CS","2023","Black","SEO/HEO","HEO","Male","130","[c]","33720","34000"
"New entrant CS","2023","Black","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO/HEO","SEO","Female","95","[c]","42120","41380"
"New entrant CS","2023","Black","SEO/HEO","SEO","Male","80","[c]","41210","41520"
"New entrant CS","2023","Black","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","Female","150","[c]","24900","23640"
"New entrant CS","2023","Black","Unknown","Unknown","Male","45","[c]","25500","23640"
"New entrant CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","AA/AO","AA","Female","45","[c]","22040","23230"
"New entrant CS","2023","Mixed","AA/AO","AA","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","AA/AO","AO","Female","235","[c]","24250","22500"
"New entrant CS","2023","Mixed","AA/AO","AO","Male","165","[c]","25200","23340"
"New entrant CS","2023","Mixed","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","EO","EO","Female","145","[c]","27990","28120"
"New entrant CS","2023","Mixed","EO","EO","Male","85","[c]","27820","27650"
"New entrant CS","2023","Mixed","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","G7","Female","40","[c]","55860","55150"
"New entrant CS","2023","Mixed","G6/G7","G7","Male","30","[c]","54450","54600"
"New entrant CS","2023","Mixed","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO/HEO","HEO","Female","110","[c]","32870","32260"
"New entrant CS","2023","Mixed","SEO/HEO","HEO","Male","95","[c]","33090","33000"
"New entrant CS","2023","Mixed","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO/HEO","SEO","Female","55","[c]","41210","41600"
"New entrant CS","2023","Mixed","SEO/HEO","SEO","Male","40","[c]","41700","41480"
"New entrant CS","2023","Mixed","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","Female","110","[c]","23770","23640"
"New entrant CS","2023","Mixed","Unknown","Unknown","Male","40","[c]","27170","23640"
"New entrant CS","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","AO","Female","55","[c]","23540","22500"
"New entrant CS","2023","Other ethnicity","AA/AO","AO","Male","50","[c]","25220","23210"
"New entrant CS","2023","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","EO","EO","Female","40","[c]","27570","28120"
"New entrant CS","2023","Other ethnicity","EO","EO","Male","30","[c]","27870","27760"
"New entrant CS","2023","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","HEO","Female","30","[c]","33830","34000"
"New entrant CS","2023","Other ethnicity","SEO/HEO","HEO","Male","30","[c]","33480","33830"
"New entrant CS","2023","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","AA","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","AO","Female","80","[c]","22900","22150"
"New entrant CS","2023","Undeclared","AA/AO","AO","Male","145","[c]","24590","22500"
"New entrant CS","2023","Undeclared","EO","EO","Female","45","[c]","27620","27690"
"New entrant CS","2023","Undeclared","EO","EO","Male","70","[c]","28630","27920"
"New entrant CS","2023","Undeclared","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","G7","Male","45","[c]","55730","54680"
"New entrant CS","2023","Undeclared","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","HEO","Male","70","[c]","34300","34300"
"New entrant CS","2023","Undeclared","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","SEO","Male","55","[c]","42980","41570"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","AA","Female","1225","[c]","22280","22180"
"New entrant CS","2023","Unknown","AA/AO","AA","Male","965","[c]","22920","22180"
"New entrant CS","2023","Unknown","AA/AO","AO","Female","4780","[c]","23790","22400"
"New entrant CS","2023","Unknown","AA/AO","AO","Male","4235","[c]","24630","22520"
"New entrant CS","2023","Unknown","EO","EO","Female","2355","[c]","27540","27080"
"New entrant CS","2023","Unknown","EO","EO","Male","2395","[c]","27630","26780"
"New entrant CS","2023","Unknown","G6/G7","G6","Female","95","[c]","73820","71000"
