"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Female","35","35","64140","65210"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Male","35","35","67580","68090"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Government Legal Department","AA/AO","Female","15","10","[c]","[c]"
"In post","2023","Legal","Government Legal Department","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Legal","Government Legal Department","EO","Female","230","215","29220","28170"
"In post","2023","Legal","Government Legal Department","EO","Male","95","95","29420","28170"
"In post","2023","Legal","Government Legal Department","G6/G7","Female","1165","1035","60850","62350"
"In post","2023","Legal","Government Legal Department","G6/G7","Male","545","530","61720","64200"
"In post","2023","Legal","Government Legal Department","SCS level","Female","135","125","85010","79300"
"In post","2023","Legal","Government Legal Department","SCS level","Male","75","70","84550","81290"
"In post","2023","Legal","Government Legal Department","SEO/HEO","Female","135","130","39600","40050"
"In post","2023","Legal","Government Legal Department","SEO/HEO","Male","85","85","39150","39440"
"In post","2023","Legal","HM Courts and Tribunals Service","EO","Female","30","30","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","EO","Male","15","15","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","EO","Female","45","40","28440","28080"
"In post","2023","Legal","HM Land Registry","EO","Male","15","15","[c]","[c]"
"In post","2023","Legal","HM Land Registry","G6/G7","Female","100","90","63260","61730"
"In post","2023","Legal","HM Land Registry","G6/G7","Male","55","50","65550","67290"
"In post","2023","Legal","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","SEO/HEO","Female","40","35","37700","34850"
"In post","2023","Legal","HM Land Registry","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","AA/AO","Female","100","85","23560","22520"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","AA/AO","Male","90","85","23870","22520"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","EO","Female","165","145","29550","28130"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","EO","Male","95","90","29330","28130"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","G6/G7","Female","260","235","65110","63990"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","G6/G7","Male","245","235","64600","63990"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","SEO/HEO","Female","310","295","37880","35000"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","SEO/HEO","Male","240","235","38210","35070"
"In post","2023","Legal","Health and Safety Executive","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","EO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Intellectual Property Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Intellectual Property Office","G6/G7","Male","10","5","[c]","[c]"
"In post","2023","Legal","Intellectual Property Office","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Legal","Intellectual Property Office","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Legal","Met Office","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Legal","Met Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Met Office","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Legal","Met Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","G6/G7","Male","15","10","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","EO","Female","10","10","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","EO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","EO","Female","10","10","[c]","[c]"
"In post","2023","Legal","National Crime Agency","EO","Male","5","5","[c]","[c]"
"In post","2023","Legal","National Crime Agency","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Legal","National Crime Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Legal","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","G6/G7","Female","60","55","60970","60000"
"In post","2023","Legal","Office of Gas and Electricity Markets","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of the Public Guardian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of the Public Guardian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of the Public Guardian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of the Public Guardian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of the Public Guardian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office of the Public Guardian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Registers of Scotland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Scottish Courts and Tribunals Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Courts and Tribunals Service","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Legal","Scottish Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Courts and Tribunals Service","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2023","Legal","Scottish Courts and Tribunals Service","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Scottish Prison Service","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Serious Fraud Office","G6/G7","Female","40","40","58390","54230"
"In post","2023","Legal","Serious Fraud Office","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Legal","Serious Fraud Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Serious Fraud Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Serious Fraud Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","EO","Female","10","10","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Legal","The Insolvency Service","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Legal","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Debt Management Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Debt Management Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Export Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","Legal","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Export Finance","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Legal","UK Export Finance","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Legal","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Health Security Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Health Security Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Health Security Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Health Security Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Health Security Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Health Security Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","EO","Female","10","10","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Legal","UK Supreme Court","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Welsh Revenue Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Welsh Revenue Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","No function","Active Travel England","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","No function","Active Travel England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Active Travel England","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2023","No function","Active Travel England","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","AA/AO","Female","30","25","21480","21520"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","EO","Female","155","140","25820","25160"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","EO","Male","110","105","25710","25160"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","Female","275","245","35180","34740"
"In post","2023","No function","Advisory, Conciliation and Arbitration Service","SEO/HEO","Male","190","175","35990","35190"
"In post","2023","No function","Animal and Plant Health Agency","AA/AO","Female","570","525","22930","22150"
"In post","2023","No function","Animal and Plant Health Agency","AA/AO","Male","325","320","23120","22150"
"In post","2023","No function","Animal and Plant Health Agency","EO","Female","450","430","27260","25920"
"In post","2023","No function","Animal and Plant Health Agency","EO","Male","320","315","27390","26030"
"In post","2023","No function","Animal and Plant Health Agency","G6/G7","Female","130","125","54420","54330"
"In post","2023","No function","Animal and Plant Health Agency","G6/G7","Male","115","110","55620","54790"
"In post","2023","No function","Animal and Plant Health Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Animal and Plant Health Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Animal and Plant Health Agency","SEO/HEO","Female","535","505","35640","36390"
"In post","2023","No function","Animal and Plant Health Agency","SEO/HEO","Male","400","390","36110","37300"
"In post","2023","No function","Animal and Plant Health Agency","Unknown","Female","10","10","[c]","[c]"
"In post","2023","No function","Animal and Plant Health Agency","Unknown","Male","5","5","[c]","[c]"
"In post","2023","No function","Building Digital UK","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Building Digital UK","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Building Digital UK","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Building Digital UK","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Building Digital UK","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Building Digital UK","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Cabinet Office (excl. agencies)","AA/AO","Female","35","30","25170","25280"
"In post","2023","No function","Cabinet Office (excl. agencies)","AA/AO","Male","45","45","25280","25280"
"In post","2023","No function","Cabinet Office (excl. agencies)","EO","Female","130","125","28600","28370"
"In post","2023","No function","Cabinet Office (excl. agencies)","EO","Male","65","65","28570","28370"
"In post","2023","No function","Cabinet Office (excl. agencies)","G6/G7","Female","410","400","59910","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","G6/G7","Male","360","360","60240","56430"
"In post","2023","No function","Cabinet Office (excl. agencies)","SCS level","Female","90","90","87380","79050"
"In post","2023","No function","Cabinet Office (excl. agencies)","SCS level","Male","95","95","92770","81000"
"In post","2023","No function","Cabinet Office (excl. agencies)","SEO/HEO","Female","300","295","38770","38460"
"In post","2023","No function","Cabinet Office (excl. agencies)","SEO/HEO","Male","245","245","38990","39080"
"In post","2023","No function","Charity Commission","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","No function","Charity Commission","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","No function","Charity Commission","EO","Female","65","65","25630","25300"
"In post","2023","No function","Charity Commission","EO","Male","30","30","25990","25300"
"In post","2023","No function","Charity Commission","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","No function","Charity Commission","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","No function","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Charity Commission","SEO/HEO","Female","110","105","33780","30550"
"In post","2023","No function","Charity Commission","SEO/HEO","Male","80","75","33580","30170"
"In post","2023","No function","Companies House","AA/AO","Female","200","165","22560","23240"
"In post","2023","No function","Companies House","AA/AO","Male","100","95","22560","23240"
"In post","2023","No function","Companies House","EO","Female","75","70","26840","25700"
"In post","2023","No function","Companies House","EO","Male","65","60","26680","25700"
"In post","2023","No function","Companies House","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","No function","Companies House","G6/G7","Male","25","25","[c]","[c]"
