"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","20","[c]","25930","25970"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","32370","30820"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","EO","30","[c]","25300","25300"
"New entrant CS","2023","Charity Commission","Charity Commission","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","Charity Commission","SEO/HEO","40","[c]","33320","30170"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","135","[c]","21490","21380"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","EO","60","[c]","29350","25610"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","20","[c]","58810","57220"
"New entrant CS","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","105","[c]","39710","40680"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","AA/AO","25","[c]","23100","23200"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","EO","20","[c]","27690","27550"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","G6/G7","50","[c]","63670","60600"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","60","[c]","37410","34110"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","30","[c]","21780","21780"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","Cabinet Office","SEO/HEO","30","[c]","34940","33000"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","115","[c]","22200","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","30","[c]","28880","28700"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","30","[c]","52890","52360"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","30","[c]","35610","33120"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","AA/AO","470","[c]","21720","20980"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","EO","115","[c]","27360","26900"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","G6/G7","110","[c]","52490","51870"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","180","[c]","37990","38760"
"New entrant CS","2023","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","AA/AO","460","[c]","21840","20750"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","EO","105","[c]","27230","26800"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","G6/G7","70","[c]","59160","55500"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","Ministry of Defence","SEO/HEO","625","[c]","37520","35000"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","120","[c]","20230","19430"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","EO","90","[c]","24480","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","130","[c]","51130","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","450","[c]","31440","30650"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","30","[c]","24260","25400"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","95","[c]","27310","28510"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","45","[c]","55300","54710"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","270","[c]","36190","34480"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","45","[c]","26570","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6/G7","20","[c]","54770","52760"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","85","[c]","35520","35040"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","AA/AO","15","[c]","20850","22020"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","EO","130","[c]","25730","25900"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","G6/G7","65","[c]","55960","52500"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","Department for Education","SEO/HEO","190","[c]","34760","34030"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","30","[c]","21130","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","170","[c]","26850","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","250","[c]","54270","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","86490","81530"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","475","[c]","34990","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","EO","170","[c]","26500","27420"
"New entrant CS","2023","Department for International Trade","Department for International Trade","G6/G7","130","[c]","57580","56230"
"New entrant CS","2023","Department for International Trade","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Department for International Trade","SEO/HEO","475","[c]","38360","38050"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","40","[c]","21900","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","25","[c]","27580","28410"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","40","[c]","54650","54630"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","125","[c]","34710","33880"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","AA/AO","40","[c]","29020","32550"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","EO","60","[c]","29560","30720"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","G6/G7","40","[c]","59920","55740"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","180","[c]","36300","35400"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","1750","[c]","21910","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","890","[c]","28080","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","185","[c]","58300","56500"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","545","[c]","37070","37520"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","15","[c]","23630","24750"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","90","[c]","27620","28770"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","40","[c]","54170","54660"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","130","[c]","35280","34190"
"New entrant CS","2023","Disclosure Scotland","Scottish Government","AA/AO","20","[c]","22630","22180"
"New entrant CS","2023","Disclosure Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","575","[c]","21630","22500"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","EO","35","[c]","26810","26780"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","30","[c]","37020","34850"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","245","[c]","25580","27490"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","EO","335","[c]","27170","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","25","[c]","32460","31510"
"New entrant CS","2023","Education Scotland","Scottish Government","AA/AO","15","[c]","22960","22180"
"New entrant CS","2023","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","Scottish Government","G6/G7","20","[c]","64410","68540"
"New entrant CS","2023","Education Scotland","Scottish Government","SEO/HEO","10","[c]","37950","41640"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","SEO/HEO","15","[c]","32480","30330"
"New entrant CS","2023","Estyn","Estyn","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","EO","50","[c]","26450","26910"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","SEO/HEO","100","[c]","34880","33000"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","SEO/HEO","10","[c]","35390","33520"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","EO","10","[c]","30170","30090"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","G6/G7","85","[c]","72760","70930"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","G6/G7","10","[c]","55030","54680"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","SEO/HEO","30","[c]","39240","39200"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","EO","130","[c]","28120","27760"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","G6/G7","115","[c]","54920","52020"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","SEO/HEO","65","[c]","41040","45230"
"New entrant CS","2023","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","G6/G7","35","[c]","55560","55000"
"New entrant CS","2023","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","SEO/HEO","40","[c]","37180","38340"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1395","[c]","21950","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","EO","190","[c]","26840","25830"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","10","[c]","52860","51770"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","120","[c]","36040","35410"
"New entrant CS","2023","HM Land Registry","HM Land Registry","AA/AO","225","[c]","23420","23390"
"New entrant CS","2023","HM Land Registry","HM Land Registry","EO","65","[c]","28760","28080"
"New entrant CS","2023","HM Land Registry","HM Land Registry","G6/G7","20","[c]","57630","56190"
"New entrant CS","2023","HM Land Registry","HM Land Registry","SEO/HEO","50","[c]","39290","39460"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","AA/AO","7015","[c]","27700","28880"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","EO","250","[c]","29380","28480"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","G6/G7","10","[c]","58450","56780"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","290","[c]","36140","33200"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","4055","[c]","23080","23640"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","3160","[c]","22820","22520"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","570","[c]","28360","27650"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","225","[c]","57080","54680"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","10","[c]","99280","92500"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","825","[c]","37870","34700"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","AA/AO","50","[c]","22120","21700"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","EO","75","[c]","26180","25460"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","G6/G7","20","[c]","55890","54090"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","120","[c]","31320","30510"
"New entrant CS","2023","Health and Safety Executive","Department for Work and Pensions","AA/AO","85","[c]","21520","21540"
"New entrant CS","2023","Health and Safety Executive","Department for Work and Pensions","EO","85","[c]","27380","27320"
"New entrant CS","2023","Health and Safety Executive","Department for Work and Pensions","G6/G7","30","[c]","58660","56250"
"New entrant CS","2023","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","125","[c]","39850","37180"
"New entrant CS","2023","Home Office","Home Office","AA/AO","3830","[c]","23030","22400"
"New entrant CS","2023","Home Office","Home Office","EO","3280","[c]","27080","25750"
"New entrant CS","2023","Home Office","Home Office","G6/G7","105","[c]","60190","59000"
"New entrant CS","2023","Home Office","Home Office","SCS level","25","[c]","92830","84310"
"New entrant CS","2023","Home Office","Home Office","SEO/HEO","540","[c]","36140","36000"
"New entrant CS","2023","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","[c]","52500","51460"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","35","[c]","36030","37710"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","28160","29900"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","64670","64600"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","[c]","40720","41240"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","AA/AO","80","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","AA/AO","95","[c]","22590","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","25","[c]","27210","26780"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","G6/G7","10","[c]","61230","63120"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","55","[c]","36960","39430"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","10","[c]","23290","24520"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","55","[c]","27730","27840"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","45","[c]","57330","54090"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","15","[c]","83590","82000"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","90","[c]","37170","36110"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","80","[c]","19600","19080"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","60","[c]","25350","24150"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","35","[c]","48010","45150"
"New entrant CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","90","[c]","35020","37420"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","1625","[c]","24080","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","710","[c]","28300","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","175","[c]","66500","64620"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","20","[c]","104850","107500"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","930","[c]","37880","35830"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","10","[c]","34030","18300"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","55","[c]","23050","21780"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","195","[c]","28100","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","105","[c]","56290","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","440","[c]","36400","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","AA/AO","45","[c]","24030","22950"
"New entrant CS","2023","National Crime Agency","National Crime Agency","EO","305","[c]","34240","34340"
"New entrant CS","2023","National Crime Agency","National Crime Agency","G6/G7","30","[c]","66950","66490"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","National Crime Agency","SEO/HEO","130","[c]","44210","42240"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","AA/AO","25","[c]","23430","22180"
"New entrant CS","2023","National Records of Scotland","Scottish Government","EO","20","[c]","29100","29100"
"New entrant CS","2023","National Records of Scotland","Scottish Government","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Scottish Government","SEO/HEO","20","[c]","37930","33520"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","G6/G7","15","[c]","60640","54500"
"New entrant CS","2023","National Savings and Investments","Chancellor's other departments","SEO/HEO","15","[c]","39970","40300"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","65","[c]","22260","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","40","[c]","27900","27140"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","145","[c]","75230","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","205","[c]","45280","47750"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","30","[c]","21140","20970"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","170","[c]","26150","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","130","[c]","59800","57500"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","135","[c]","38240","38000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","15","[c]","24160","23760"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","15","[c]","51830","49500"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","50","[c]","35010","33500"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","EO","5","[c]","[c]","[c]"
