"Status","Year","Disability","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","White","East Yorkshire and Northern Lincolnshire","170","165","28810","27470"
"In post","2023","Unknown","White","Eastern Scotland","2405","2275","41520","37060"
"In post","2023","Unknown","White","Essex","195","190","30750","26370"
"In post","2023","Unknown","White","Gloucestershire, Wiltshire and Bath/Bristol area","2670","2575","38180","34700"
"In post","2023","Unknown","White","Greater Manchester","990","950","35350","31620"
"In post","2023","Unknown","White","Hampshire and Isle of Wight","1750","1620","34230","30810"
"In post","2023","Unknown","White","Herefordshire, Worcestershire and Warwickshire","120","115","29780","26200"
"In post","2023","Unknown","White","Highlands and Islands","175","170","32620","31350"
"In post","2023","Unknown","White","Inner London - East","1305","1265","47710","42240"
"In post","2023","Unknown","White","Inner London - West","4020","3940","48400","43030"
"In post","2023","Unknown","White","Kent","440","430","31530","25880"
"In post","2023","Unknown","White","Lancashire","440","410","31760","28080"
"In post","2023","Unknown","White","Leicestershire, Rutland and Northamptonshire","150","145","34320","31090"
"In post","2023","Unknown","White","Lincolnshire","120","115","28720","25660"
"In post","2023","Unknown","White","Merseyside","1350","1280","30900","26410"
"In post","2023","Unknown","White","North Eastern Scotland","215","200","37250","36950"
"In post","2023","Unknown","White","North Yorkshire","265","255","33040","28840"
"In post","2023","Unknown","White","Northern Ireland","450","430","30970","27890"
"In post","2023","Unknown","White","Northumberland, and Tyne and Wear","1225","1085","31710","27890"
"In post","2023","Unknown","White","Outer London - East and North East","35","35","35980","33410"
"In post","2023","Unknown","White","Outer London - South","385","375","42560","39630"
"In post","2023","Unknown","White","Outer London - West and North West","285","270","34160","30250"
"In post","2023","Unknown","White","Overseas","515","515","58120","57410"
"In post","2023","Unknown","White","Shropshire and Staffordshire","405","385","35190","32110"
"In post","2023","Unknown","White","South Yorkshire","550","530","34740","32000"
"In post","2023","Unknown","White","Southern Scotland","815","750","37680","34950"
"In post","2023","Unknown","White","Surrey, East and West Sussex","250","235","36400","29970"
"In post","2023","Unknown","White","Tees Valley and Durham","505","480","30810","28080"
"In post","2023","Unknown","White","Unknown","60","55","44070","45610"
"In post","2023","Unknown","White","West Central Scotland","1825","1725","37710","36040"
"In post","2023","Unknown","White","West Midlands","770","735","37620","35190"
"In post","2023","Unknown","White","West Wales and The Valleys","460","435","31260","28080"
"In post","2023","Unknown","White","West Yorkshire","790","755","38910","35190"
"Leaver CS","2023","Declared disabled","Asian","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Greater Manchester","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Inner London - East","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Inner London - West","50","[c]","41800","34160"
"Leaver CS","2023","Declared disabled","Asian","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Leicestershire, Rutland and Northamptonshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Outer London - South","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Midlands","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Asian","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Inner London - East","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Inner London - West","50","[c]","37820","33570"
"Leaver CS","2023","Declared disabled","Black","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Outer London - South","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Midlands","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Inner London - West","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Mixed","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other ethnicity","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Devon","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","West Midlands","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Undeclared","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Eastern Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","West Midlands","5","[c]","[c]","[c]"
