"Status","Year","Disability","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Unknown","SEO/HEO","SEO","35","35","47840","47380"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1705","1705","41910","39940"
"Leaver CS","2023","Declared disabled","London","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","AA/AO","AO","130","[c]","24750","25480"
"Leaver CS","2023","Declared disabled","London","EO","EO","245","[c]","30690","31060"
"Leaver CS","2023","Declared disabled","London","G6/G7","G6","65","[c]","69390","67620"
"Leaver CS","2023","Declared disabled","London","G6/G7","G7","125","[c]","56760","56340"
"Leaver CS","2023","Declared disabled","London","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","HEO","150","[c]","35450","34860"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","SEO","95","[c]","43610","42980"
"Leaver CS","2023","Declared disabled","London","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","AA","235","[c]","20530","19930"
"Leaver CS","2023","Declared disabled","Outside London","AA/AO","AO","1520","[c]","22340","21690"
"Leaver CS","2023","Declared disabled","Outside London","EO","EO","1140","[c]","28100","28120"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","G6","65","[c]","69980","67110"
"Leaver CS","2023","Declared disabled","Outside London","G6/G7","G7","140","[c]","55660","54470"
"Leaver CS","2023","Declared disabled","Outside London","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","HEO","405","[c]","33860","33990"
"Leaver CS","2023","Declared disabled","Outside London","SEO/HEO","SEO","280","[c]","42500","41490"
"Leaver CS","2023","Declared disabled","Outside London","Unknown","Unknown","305","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","AA","115","[c]","22790","23000"
"Leaver CS","2023","Declared non-disabled","London","AA/AO","AO","755","[c]","24790","25480"
"Leaver CS","2023","Declared non-disabled","London","EO","EO","1280","[c]","30130","31060"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","G6","425","[c]","69910","68680"
"Leaver CS","2023","Declared non-disabled","London","G6/G7","G7","1020","[c]","56510","55220"
"Leaver CS","2023","Declared non-disabled","London","SCS level","SCS level","290","[c]","98070","88910"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","HEO","970","[c]","35530","35070"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","SEO","780","[c]","42990","42520"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","AA","1195","[c]","20720","19930"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","AO","7405","[c]","22340","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","EO","4960","[c]","27910","27570"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","G6","445","[c]","71480","69680"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","G7","1085","[c]","56700","55110"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","SCS level","145","[c]","101640","96320"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","HEO","2270","[c]","34160","33710"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","SEO","1865","[c]","42590","41560"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Unknown","1015","[c]","41380","34480"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","AO","90","[c]","24330","24900"
"Leaver CS","2023","Undeclared","London","EO","EO","100","[c]","29860","30410"
"Leaver CS","2023","Undeclared","London","G6/G7","G6","45","[c]","70960","69500"
"Leaver CS","2023","Undeclared","London","G6/G7","G7","85","[c]","56850","55420"
"Leaver CS","2023","Undeclared","London","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SEO/HEO","HEO","90","[c]","35170","34710"
"Leaver CS","2023","Undeclared","London","SEO/HEO","SEO","70","[c]","43550","42670"
"Leaver CS","2023","Undeclared","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","AA","165","[c]","20580","19930"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","AO","700","[c]","23040","21690"
"Leaver CS","2023","Undeclared","Outside London","EO","EO","395","[c]","28100","27570"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","G7","90","[c]","55120","54540"
"Leaver CS","2023","Undeclared","Outside London","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","HEO","195","[c]","34520","34230"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","SEO","190","[c]","42150","41620"
"Leaver CS","2023","Undeclared","Outside London","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","AA","110","[c]","22600","23500"
"Leaver CS","2023","Unknown","London","AA/AO","AO","515","[c]","24790","25480"
"Leaver CS","2023","Unknown","London","EO","EO","640","[c]","29160","29660"
"Leaver CS","2023","Unknown","London","G6/G7","G6","255","[c]","70310","67620"
"Leaver CS","2023","Unknown","London","G6/G7","G7","530","[c]","57510","55560"
"Leaver CS","2023","Unknown","London","SCS level","SCS level","130","[c]","102320","95000"
"Leaver CS","2023","Unknown","London","SEO/HEO","HEO","610","[c]","34240","34020"
"Leaver CS","2023","Unknown","London","SEO/HEO","SEO","450","[c]","42470","41870"
"Leaver CS","2023","Unknown","London","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","AA/AO","AA","885","[c]","21550","21380"
"Leaver CS","2023","Unknown","Outside London","AA/AO","AO","3350","[c]","23130","22150"
"Leaver CS","2023","Unknown","Outside London","EO","EO","1615","[c]","28700","27500"
"Leaver CS","2023","Unknown","Outside London","G6/G7","G6","195","[c]","71540","68770"
"Leaver CS","2023","Unknown","Outside London","G6/G7","G7","525","[c]","54910","53640"
"Leaver CS","2023","Unknown","Outside London","SCS level","SCS level","55","[c]","99650","93000"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","HEO","840","[c]","33990","33000"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","SEO","665","[c]","41790","40480"
"Leaver CS","2023","Unknown","Outside London","Unknown","Unknown","475","[c]","34400","32910"
"Leaver CS","2023","Unknown","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","HEO","55","[c]","46450","46130"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","215","[c]","36830","33920"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","EO","EO","105","[c]","30350","29890"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","G7","100","[c]","55260","54730"
"Leaver Dept.","2023","Declared disabled","London","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","HEO","155","[c]","35350","35410"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","SEO","100","[c]","42030","41550"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","AO","240","[c]","21890","21690"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","EO","285","[c]","27460","27570"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","G7","65","[c]","53440","51940"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","HEO","160","[c]","32700","32160"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","SEO","100","[c]","39720","38470"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","AO","155","[c]","25050","25480"
"Leaver Dept.","2023","Declared non-disabled","London","EO","EO","605","[c]","29870","29890"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","G6","290","[c]","67940","66620"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","G7","670","[c]","55970","55170"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","SCS level","180","[c]","90820","82510"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","HEO","890","[c]","34940","34670"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","SEO","600","[c]","42440","42010"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","AA","80","[c]","21350","20750"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","AO","1400","[c]","21880","21690"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","EO","1665","[c]","27500","27570"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","G6","100","[c]","66810","65820"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","G7","395","[c]","53090","51860"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","SCS level","50","[c]","90180","81580"
