"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Bedfordshire and Hertfordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Female","65","65","40100","40750"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Male","45","45","40170","41600"
"In post","2023","Commercial","Cheshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","Female","20","15","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Female","30","30","39810","39850"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","G6/G7","Female","30","30","62770","63610"
"In post","2023","Commercial","East Anglia","G6/G7","Male","30","30","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO/HEO","Female","90","85","39210","40450"
"In post","2023","Commercial","East Anglia","SEO/HEO","Male","65","60","38040","38470"
"In post","2023","Commercial","East Anglia","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","East Wales","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Commercial","East Wales","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","Commercial","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO/HEO","Female","65","65","36180","34170"
"In post","2023","Commercial","East Wales","SEO/HEO","Male","55","55","37170","37720"
"In post","2023","Commercial","East Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6/G7","Male","10","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","80","75","23420","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","50","50","23560","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","75","70","27240","27080"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","50","50","26180","27000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","160","150","59470","56000"
