"Status","Year","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North West (England)","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South West (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","20","20","41510","38670"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","115","110","50010","46000"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","210","205","43780","42450"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","35","35","40680","33370"
"In post","2023","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Legal Department","London","15","15","64030","69800"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","East Midlands (England)","25","25","40810","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","East of England","20","20","39120","35410"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","London","140","140","46810","43650"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","North East (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","North West (England)","50","50","38730","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Scotland","10","10","40450","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","South East (England)","20","20","42840","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","South West (England)","20","20","42440","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Wales","20","20","41420","38920"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands (England)","55","55","39120","37680"
"In post","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Yorkshire and The Humber","15","15","41220","37680"
"In post","2023","Digital, Data & Technology","HM Land Registry","East Midlands (England)","35","35","39730","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","East of England","15","15","41260","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","London","45","45","43540","43020"
"In post","2023","Digital, Data & Technology","HM Land Registry","North East (England)","15","15","38540","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","North West (England)","40","40","34840","32690"
"In post","2023","Digital, Data & Technology","HM Land Registry","South West (England)","480","455","39910","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","Wales","25","25","38470","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","West Midlands (England)","30","30","35880","34850"
"In post","2023","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Midlands (England)","35","35","40580","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East of England","65","55","38070","36990"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","490","485","51180","45560"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North East (England)","815","790","44250","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North West (England)","535","520","41290","36990"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","50","50","36650","34700"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Scotland","215","210","42010","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South East (England)","280","270","43890","42170"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South West (England)","115","115","43190","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Wales","135","130","38160","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","805","790","44200","42440"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","425","410","40850","35000"
"In post","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","London","15","15","54230","54090"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","North West (England)","70","70","38520","32800"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Health and Safety Executive","Yorkshire and The Humber","15","15","45280","40790"
"In post","2023","Digital, Data & Technology","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","London","960","945","49380","44040"
"In post","2023","Digital, Data & Technology","Home Office","North East (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","North West (England)","485","480","43300","39190"
"In post","2023","Digital, Data & Technology","Home Office","Scotland","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","South East (England)","10","10","53100","58390"
"In post","2023","Digital, Data & Technology","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","Wales","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Home Office","West Midlands (England)","10","10","36400","32440"
"In post","2023","Digital, Data & Technology","Home Office","Yorkshire and The Humber","150","150","49070","54000"
"In post","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","20","20","50640","55290"
"In post","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Intellectual Property Office","Wales","250","245","48590","47840"
"In post","2023","Digital, Data & Technology","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","85","80","38750","31940"
"In post","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","75","70","50460","54090"
"In post","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Met Office","East Midlands (England)","30","30","33280","32730"
"In post","2023","Digital, Data & Technology","Met Office","East of England","30","30","36200","37420"
"In post","2023","Digital, Data & Technology","Met Office","London","25","25","35830","37420"
"In post","2023","Digital, Data & Technology","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Met Office","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Met Office","Overseas","30","30","34770","37420"
"In post","2023","Digital, Data & Technology","Met Office","Scotland","70","70","34050","33490"
"In post","2023","Digital, Data & Technology","Met Office","South East (England)","75","70","36760","37420"
"In post","2023","Digital, Data & Technology","Met Office","South West (England)","1195","1135","39460","39650"
"In post","2023","Digital, Data & Technology","Met Office","Wales","10","10","35280","32970"
"In post","2023","Digital, Data & Technology","Met Office","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Met Office","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","65","65","28450","27140"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","275","270","33650","33830"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","270","265","42640","38020"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","200","195","34810","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","25","25","27130","26170"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","45","45","42760","42990"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","95","90","28720","27140"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","460","445","34190","33990"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","865","840","38870","34300"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","25","20","27030","27140"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","255","250","33550","33830"
"In post","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","50","50","31180","29570"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","60","60","46490","47100"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","15","15","40360","37860"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","515","505","53870","55720"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","40","40","41650","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","60","60","40680","37680"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","45","45","43630","51770"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","25","25","48910","51770"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","20","20","46390","45610"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","20","20","44820","46640"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","100","100","43270","37750"
"In post","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","140","135","49810","51770"
"In post","2023","Digital, Data & Technology","National Crime Agency","East Midlands (England)","35","30","34060","30740"
"In post","2023","Digital, Data & Technology","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","London","85","85","51330","50980"
"In post","2023","Digital, Data & Technology","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","North West (England)","60","60","41410","38640"
"In post","2023","Digital, Data & Technology","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","South East (England)","15","10","43210","44140"
"In post","2023","Digital, Data & Technology","National Crime Agency","South West (England)","20","20","49330","47380"
"In post","2023","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Crime Agency","West Midlands (England)","15","15","43260","47380"
"In post","2023","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","25","25","41420","38640"
"In post","2023","Digital, Data & Technology","National Savings and Investments","London","10","10","58220","55180"
"In post","2023","Digital, Data & Technology","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","30","30","47450","43850"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","North West (England)","50","50","43840","41050"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South West (England)","20","20","41120","41050"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","15","15","45610","41050"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","105","105","49450","45000"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","60","60","45160","43560"
"In post","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Wales","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands (England)","30","30","40410","39140"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Planning Inspectorate","South West (England)","35","35","44310","42220"
"In post","2023","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Registers of Scotland","Scotland","60","60","41700","39590"
"In post","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scotland","75","75","39490","33600"
"In post","2023","Digital, Data & Technology","Scottish Prison Service","Scotland","40","40","44140","42590"
"In post","2023","Digital, Data & Technology","Serious Fraud Office","London","55","55","45490","41580"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Submarine Delivery Agency","South West (England)","65","65","38450","37200"
"In post","2023","Digital, Data & Technology","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","London","10","10","41260","34520"
"In post","2023","Digital, Data & Technology","The Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","North West (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The Insolvency Service","West Midlands (England)","35","35","43480","41530"
"In post","2023","Digital, Data & Technology","The Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","The National Archives","London","140","135","42410","42420"
"In post","2023","Digital, Data & Technology","UK Debt Management Office","London","35","35","56140","57110"
"In post","2023","Digital, Data & Technology","UK Export Finance","London","55","55","56000","54000"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","East of England","15","15","50010","51490"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","London","165","160","48390","41870"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","North East (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","North West (England)","15","15","43210","43900"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","South East (England)","30","30","52630","51750"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","South West (England)","25","25","48910","42480"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Wales","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","West Midlands (England)","15","15","48190","49590"
"In post","2023","Digital, Data & Technology","UK Health Security Agency","Yorkshire and The Humber","30","30","49910","49590"
"In post","2023","Digital, Data & Technology","UK Hydrographic Office","South West (England)","200","195","44170","43890"
"In post","2023","Digital, Data & Technology","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","London","55","55","47310","40830"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","North East (England)","20","20","39860","37760"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","North West (England)","10","10","39390","37690"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Scotland","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","South East (England)","235","225","41790","37760"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Wales","555","540","42920","39690"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Statistics Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","20","20","49820","49760"
"In post","2023","Digital, Data & Technology","Welsh Revenue Authority","Wales","10","10","47480","52910"
"In post","2023","Digital, Data & Technology","Wilton Park","South East (England)","5","5","[c]","[c]"
"In post","2023","Finance","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Active Travel England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","London","10","10","44970","39950"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","London","10","10","53890","58030"
"In post","2023","Finance","Building Digital UK","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Building Digital UK","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","London","75","75","50820","51290"
"In post","2023","Finance","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","London","60","60","31240","30130"
"In post","2023","Finance","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","North West (England)","15","15","31440","30130"
"In post","2023","Finance","Central Civil Service Fast Stream","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","East of England","10","10","[c]","[c]"
"In post","2023","Finance","Charity Commission","North West (England)","5","5","[c]","[c]"
"In post","2023","Finance","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Companies House","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Companies House","Wales","75","70","33160","31350"
"In post","2023","Finance","Competition and Markets Authority","London","15","15","50470","44000"
"In post","2023","Finance","Competition and Markets Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Commercial Service","North West (England)","30","30","44670","40520"
"In post","2023","Finance","Crown Commercial Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Office and Procurator Fiscal Service","Scotland","25","25","42120","42540"
"In post","2023","Finance","Crown Prosecution Service","East Midlands (England)","25","25","28550","26900"
"In post","2023","Finance","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","London","20","20","44000","40540"
"In post","2023","Finance","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","South West (England)","5","5","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Crown Prosecution Service","Yorkshire and The Humber","35","35","33620","27980"
"In post","2023","Finance","Defence Electronics and Components Agency","Wales","5","5","[c]","[c]"
"In post","2023","Finance","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Equipment and Support","South West (England)","445","425","40580","32550"
"In post","2023","Finance","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Defence Science and Technology Laboratory","South East (England)","25","25","39310","39890"
"In post","2023","Finance","Defence Science and Technology Laboratory","South West (England)","25","25","46510","49260"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","115","110","54380","55240"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","10","10","50930","48160"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","60","60","55970","53030"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
