"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","EO","EO","105","95","26120","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","10","10","59670","59680"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","50","50","50490","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","90","85","30760","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","75","70","38640","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","AA/AO","AO","10","10","22150","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","EO","EO","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Highlands and Islands","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","AA/AO","AO","55","55","25350","25340"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","EO","EO","230","225","28940","29080"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","G6/G7","G6","250","245","65350","64740"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","G6/G7","G7","710","690","55060","54330"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","SCS level","SCS level","125","125","85260","78260"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","SEO/HEO","HEO","560","555","33930","33830"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","SEO/HEO","SEO","620","600","40840","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Inner London - West","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","EO","EO","45","40","28200","29150"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","SEO/HEO","HEO","20","20","31850","31780"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","SEO/HEO","SEO","15","10","38460","37360"
"In post","2023","Department for Environment, Food and Rural Affairs","Kent","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","AA/AO","AO","30","30","22200","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","EO","EO","35","35","26360","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","G6/G7","G7","30","30","49720","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","SEO/HEO","HEO","25","25","31020","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Lancashire","SEO/HEO","SEO","25","25","38290","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","EO","EO","10","10","26320","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","10","10","50210","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","15","15","37520","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","EO","EO","10","10","26270","26080"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","G6/G7","G7","10","10","50740","49510"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","SEO/HEO","HEO","15","15","30750","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Lincolnshire","SEO/HEO","SEO","15","15","37740","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Merseyside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","EO","EO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","North Eastern Scotland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","AA/AO","AO","205","195","22730","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","EO","EO","185","175","26180","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","G6/G7","G6","60","60","60590","59680"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","G6/G7","G7","195","190","50020","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","SCS level","SCS level","10","10","78030","75130"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","SEO/HEO","HEO","195","190","30610","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","North Yorkshire","SEO/HEO","SEO","210","200","37840","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","AA/AO","AO","290","265","22130","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","EO","EO","165","155","25950","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","G6/G7","G6","40","40","59630","59340"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","G6/G7","G7","110","105","49610","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","SEO/HEO","HEO","135","135","30750","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","SEO/HEO","SEO","130","125","38030","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - East and North East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - South","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","EO","EO","30","30","32070","32720"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","SEO/HEO","HEO","15","15","35790","37890"
"In post","2023","Department for Environment, Food and Rural Affairs","Outer London - West and North West","SEO/HEO","SEO","15","15","43050","40990"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","AA/AO","AO","55","50","22130","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","EO","EO","45","40","26270","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","G6/G7","G7","20","15","51170","49670"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","SEO/HEO","HEO","25","25","30320","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","SEO/HEO","SEO","40","40","38690","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","G6/G7","G7","15","15","49810","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","South Yorkshire","SEO/HEO","SEO","15","15","37160","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","AA/AO","AO","15","10","22150","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","EO","EO","10","10","26510","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Southern Scotland","SEO/HEO","SEO","20","15","39190","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","AA/AO","AO","215","200","25320","25340"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","EO","EO","200","190","28980","29080"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","G6/G7","G6","60","60","65980","65610"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","G6/G7","G7","130","130","54690","54330"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","SCS level","SCS level","15","15","85700","83850"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","SEO/HEO","HEO","195","190","33800","33830"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","SEO/HEO","SEO","180","170","40660","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Central Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Central Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Central Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","EO","EO","10","10","25430","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","G6/G7","G7","25","25","50310","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","SEO/HEO","HEO","15","15","30620","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","SEO/HEO","SEO","30","30","37730","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","AA/AO","AO","95","90","22160","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","EO","EO","60","55","26260","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","G6/G7","G7","15","15","51330","49590"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","SEO/HEO","HEO","35","30","30800","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","SEO/HEO","SEO","50","45","38040","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","AA/AO","AO","45","40","22050","22150"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","EO","EO","35","35","26070","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","G6/G7","G7","30","30","49670","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","SEO/HEO","HEO","35","30","30620","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","SEO/HEO","SEO","40","40","37870","37300"
"In post","2023","Department for International Trade","Bedfordshire and Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Bedfordshire and Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Bedfordshire and Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Derbyshire and Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Derbyshire and Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Derbyshire and Nottinghamshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Derbyshire and Nottinghamshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Derbyshire and Nottinghamshire","SEO/HEO","SEO","30","25","46170","45700"
"In post","2023","Department for International Trade","East Anglia","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","East Anglia","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","East Anglia","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for International Trade","East Anglia","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for International Trade","East Anglia","SEO/HEO","SEO","20","20","45090","45190"
"In post","2023","Department for International Trade","East Wales","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Department for International Trade","East Wales","G6/G7","G7","20","20","55270","52200"
"In post","2023","Department for International Trade","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","East Wales","SEO/HEO","HEO","15","15","31150","31440"
"In post","2023","Department for International Trade","East Wales","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Eastern Scotland","G6/G7","G7","15","15","53700","52140"
"In post","2023","Department for International Trade","Eastern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Eastern Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Eastern Scotland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","15","10","31930","31910"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","25","25","42020","42480"
"In post","2023","Department for International Trade","Greater Manchester","EO","EO","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Greater Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Greater Manchester","G6/G7","G7","20","20","51970","52130"
"In post","2023","Department for International Trade","Greater Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Greater Manchester","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Greater Manchester","SEO/HEO","SEO","35","35","39070","39400"
"In post","2023","Department for International Trade","Hampshire and Isle of Wight","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Hampshire and Isle of Wight","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Hampshire and Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Hampshire and Isle of Wight","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Hampshire and Isle of Wight","SEO/HEO","SEO","15","15","42400","42930"
"In post","2023","Department for International Trade","Inner London - West","AA/AO","AO","20","20","28660","28660"
"In post","2023","Department for International Trade","Inner London - West","EO","EO","230","230","29910","29280"
"In post","2023","Department for International Trade","Inner London - West","G6/G7","G6","275","270","68160","66000"
"In post","2023","Department for International Trade","Inner London - West","G6/G7","G7","795","780","56870","55500"
"In post","2023","Department for International Trade","Inner London - West","SCS level","SCS level","145","140","89020","78760"
"In post","2023","Department for International Trade","Inner London - West","SEO/HEO","HEO","565","560","35600","35010"
"In post","2023","Department for International Trade","Inner London - West","SEO/HEO","SEO","660","655","42530","41550"
"In post","2023","Department for International Trade","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Northern Ireland","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Northern Ireland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Northern Ireland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Northumberland, and Tyne and Wear","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Northumberland, and Tyne and Wear","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Northumberland, and Tyne and Wear","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Overseas","G6/G7","G6","30","30","64990","65100"
"In post","2023","Department for International Trade","Overseas","G6/G7","G7","65","65","55340","55220"
"In post","2023","Department for International Trade","Overseas","SCS level","SCS level","30","30","85980","77940"
"In post","2023","Department for International Trade","Overseas","SEO/HEO","HEO","15","15","35930","35460"
"In post","2023","Department for International Trade","Overseas","SEO/HEO","SEO","30","30","40910","40580"
"In post","2023","Department for International Trade","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Surrey, East and West Sussex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Surrey, East and West Sussex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Tees Valley and Durham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Tees Valley and Durham","EO","EO","35","30","25760","25660"
"In post","2023","Department for International Trade","Tees Valley and Durham","G6/G7","G6","15","15","65900","62560"
"In post","2023","Department for International Trade","Tees Valley and Durham","G6/G7","G7","35","35","51880","52000"
"In post","2023","Department for International Trade","Tees Valley and Durham","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Tees Valley and Durham","SEO/HEO","HEO","55","55","31720","31440"
"In post","2023","Department for International Trade","Tees Valley and Durham","SEO/HEO","SEO","50","50","38720","38050"
"In post","2023","Department for International Trade","West Central Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Central Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Central Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Central Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Central Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Central Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Midlands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Midlands","EO","EO","5","5","[c]","[c]"
"In post","2023","Department for International Trade","West Midlands","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Midlands","G6/G7","G7","20","20","50970","52130"
"In post","2023","Department for International Trade","West Midlands","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Midlands","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for International Trade","West Midlands","SEO/HEO","SEO","40","40","38730","38510"
"In post","2023","Department for International Trade","West Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Yorkshire","G6/G7","G7","10","10","52990","53200"
"In post","2023","Department for International Trade","West Yorkshire","SEO/HEO","HEO","10","10","32680","33040"
"In post","2023","Department for International Trade","West Yorkshire","SEO/HEO","SEO","30","25","42720","43540"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","EO","EO","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","G6/G7","G6","15","10","65930","64970"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","G6/G7","G7","15","15","55180","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","SEO/HEO","HEO","15","10","36230","36880"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","SEO/HEO","SEO","10","10","43500","42560"
"In post","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","G6/G7","G6","10","10","68440","69070"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","G6/G7","G7","25","20","50190","49700"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","SEO/HEO","HEO","15","15","32190","31290"
