"Status","Year","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Female","15","10","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Male","25","25","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Female","170","160","34230","29100"
"In post","2023","Asian","Eastern Scotland","Male","115","115","38380","34700"
"In post","2023","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Female","100","90","33690","31280"
"In post","2023","Asian","Essex","Male","80","80","38560","31170"
"In post","2023","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Female","400","370","35570","31920"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Male","440","430","37710","34600"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Female","925","840","30790","28120"
"In post","2023","Asian","Greater Manchester","Male","1045","1025","32940","28130"
"In post","2023","Asian","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Female","200","180","30210","28120"
"In post","2023","Asian","Hampshire and Isle of Wight","Male","185","175","33060","28120"
"In post","2023","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Female","120","110","28250","27470"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Male","90","80","30690","28120"
"In post","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inner London - East","Female","1735","1605","39400","34370"
"In post","2023","Asian","Inner London - East","Male","1400","1370","41380","37500"
"In post","2023","Asian","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Inner London - West","Female","3935","3775","44180","41060"
"In post","2023","Asian","Inner London - West","Male","2640","2610","44720","41060"
"In post","2023","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Kent","Female","100","90","30410","31280"
"In post","2023","Asian","Kent","Male","80","80","31300","31280"
"In post","2023","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Lancashire","Female","455","375","26620","22520"
"In post","2023","Asian","Lancashire","Male","680","650","27640","27500"
"In post","2023","Asian","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Female","570","485","26910","24430"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Male","435","415","27430","25880"
"In post","2023","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Female","15","10","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2023","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Merseyside","Female","125","110","32660","27650"
"In post","2023","Asian","Merseyside","Male","135","130","32350","28120"
"In post","2023","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Female","15","10","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2023","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","North Yorkshire","Female","45","40","30620","28120"
"In post","2023","Asian","North Yorkshire","Male","40","40","36230","32000"
"In post","2023","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Female","270","250","29660","27890"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Male","255","250","32580","28120"
"In post","2023","Asian","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - East and North East","Female","565","475","30750","32520"
"In post","2023","Asian","Outer London - East and North East","Male","315","310","31800","32520"
"In post","2023","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - South","Female","1170","1070","36050","32520"
"In post","2023","Asian","Outer London - South","Male","745","730","39170","36180"
"In post","2023","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Outer London - West and North West","Female","1565","1395","33570","32520"
"In post","2023","Asian","Outer London - West and North West","Male","985","945","33860","30610"
"In post","2023","Asian","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Overseas","Female","75","75","49800","51510"
"In post","2023","Asian","Overseas","Male","95","95","53490","55030"
"In post","2023","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Shropshire and Staffordshire","Female","180","170","33940","28130"
"In post","2023","Asian","Shropshire and Staffordshire","Male","210","200","36560","33830"
"In post","2023","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","South Yorkshire","Female","280","250","30030","26140"
"In post","2023","Asian","South Yorkshire","Male","235","230","32680","28120"
"In post","2023","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Southern Scotland","Female","40","35","30020","22520"
"In post","2023","Asian","Southern Scotland","Male","25","20","[c]","[c]"
"In post","2023","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Surrey, East and West Sussex","Female","225","205","33070","29160"
"In post","2023","Asian","Surrey, East and West Sussex","Male","155","150","33330","30880"
"In post","2023","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Tees Valley and Durham","Female","80","70","30590","28120"
"In post","2023","Asian","Tees Valley and Durham","Male","80","70","32220","28690"
"In post","2023","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Female","35","30","32790","28050"
"In post","2023","Asian","Unknown","Male","35","35","34930","28120"
"In post","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Central Scotland","Female","220","195","31440","28120"
"In post","2023","Asian","West Central Scotland","Male","190","185","32710","28120"
"In post","2023","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Midlands","Female","2690","2435","29530","28120"
"In post","2023","Asian","West Midlands","Male","2080","2025","30700","28120"
"In post","2023","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Wales and The Valleys","Female","90","80","30720","28120"
"In post","2023","Asian","West Wales and The Valleys","Male","80","75","29880","26750"
"In post","2023","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","West Yorkshire","Female","1265","1115","29520","28120"
"In post","2023","Asian","West Yorkshire","Male","1340","1300","30890","28120"
"In post","2023","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Bedfordshire and Hertfordshire","Female","180","170","32060","30120"
"In post","2023","Black","Bedfordshire and Hertfordshire","Male","95","90","33480","31280"
"In post","2023","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Female","185","175","30700","28790"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Male","120","120","32850","31280"
"In post","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cheshire","Female","15","15","[c]","[c]"
"In post","2023","Black","Cheshire","Male","25","20","[c]","[c]"
"In post","2023","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Derbyshire and Nottinghamshire","Female","265","245","29830","28120"
"In post","2023","Black","Derbyshire and Nottinghamshire","Male","165","160","30250","28120"
"In post","2023","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Devon","Female","10","5","[c]","[c]"
"In post","2023","Black","Devon","Male","15","15","[c]","[c]"
"In post","2023","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Female","10","10","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Male","10","10","[c]","[c]"
"In post","2023","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Anglia","Female","70","65","32440","28120"
"In post","2023","Black","East Anglia","Male","70","70","33800","29380"
"In post","2023","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Wales","Female","100","90","32510","28280"
"In post","2023","Black","East Wales","Male","90","90","34880","31780"
"In post","2023","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Black","East Yorkshire and Northern Lincolnshire","Male","20","20","[c]","[c]"
"In post","2023","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Eastern Scotland","Female","85","80","33110","29100"
"In post","2023","Black","Eastern Scotland","Male","50","50","35430","30180"
"In post","2023","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Essex","Female","135","125","30200","31070"
"In post","2023","Black","Essex","Male","70","70","34950","31280"
"In post","2023","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Female","270","255","34030","32470"
"In post","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Male","270","265","35680","34400"
"In post","2023","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Greater Manchester","Female","405","385","30690","28120"
"In post","2023","Black","Greater Manchester","Male","330","320","32570","28130"
"In post","2023","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Hampshire and Isle of Wight","Female","100","95","30430","28120"
"In post","2023","Black","Hampshire and Isle of Wight","Male","80","75","32660","30880"
"In post","2023","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Herefordshire, Worcestershire and Warwickshire","Female","30","30","30670","28120"
"In post","2023","Black","Herefordshire, Worcestershire and Warwickshire","Male","35","35","30840","28120"
"In post","2023","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inner London - East","Female","1745","1660","35820","32520"
"In post","2023","Black","Inner London - East","Male","890","870","37320","33800"
"In post","2023","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Inner London - West","Female","2910","2815","39660","35410"
"In post","2023","Black","Inner London - West","Male","1385","1370","40690","36620"
"In post","2023","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Kent","Female","115","105","32720","31280"
"In post","2023","Black","Kent","Male","105","105","32400","31280"
"In post","2023","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Lancashire","Female","30","30","[c]","[c]"
"In post","2023","Black","Lancashire","Male","40","40","30680","28120"
"In post","2023","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Leicestershire, Rutland and Northamptonshire","Female","130","115","26300","23960"
"In post","2023","Black","Leicestershire, Rutland and Northamptonshire","Male","80","75","30490","28480"
"In post","2023","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","Black","Lincolnshire","Male","15","15","[c]","[c]"
"In post","2023","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Merseyside","Female","80","80","29010","25980"
"In post","2023","Black","Merseyside","Male","85","85","31630","28120"
"In post","2023","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Black","North Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2023","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","North Yorkshire","Female","10","10","[c]","[c]"
"In post","2023","Black","North Yorkshire","Male","20","20","[c]","[c]"
"In post","2023","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northumberland, and Tyne and Wear","Female","80","80","29030","28120"
"In post","2023","Black","Northumberland, and Tyne and Wear","Male","70","70","33740","28130"
"In post","2023","Black","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outer London - East and North East","Female","540","505","32380","32520"
"In post","2023","Black","Outer London - East and North East","Male","275","270","33100","32520"
"In post","2023","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outer London - South","Female","1190","1125","35180","32520"
"In post","2023","Black","Outer London - South","Male","555","550","36090","32520"
"In post","2023","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Outer London - West and North West","Female","515","480","33170","32520"
"In post","2023","Black","Outer London - West and North West","Male","295","290","34790","32520"
"In post","2023","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Overseas","Female","35","35","45570","40240"
"In post","2023","Black","Overseas","Male","30","30","51530","53500"
"In post","2023","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Shropshire and Staffordshire","Female","65","60","32380","28880"
"In post","2023","Black","Shropshire and Staffordshire","Male","80","75","32870","32910"
"In post","2023","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","South Yorkshire","Female","105","100","30670","28120"
"In post","2023","Black","South Yorkshire","Male","75","75","29580","28120"
"In post","2023","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Southern Scotland","Female","20","20","[c]","[c]"
"In post","2023","Black","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2023","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Surrey, East and West Sussex","Female","140","130","32190","30960"
"In post","2023","Black","Surrey, East and West Sussex","Male","135","130","33400","33830"
"In post","2023","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Tees Valley and Durham","Female","30","30","31940","29590"
"In post","2023","Black","Tees Valley and Durham","Male","30","30","32070","30600"
"In post","2023","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Black","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Central Scotland","Female","85","80","28280","25830"
"In post","2023","Black","West Central Scotland","Male","95","90","32500","28120"
"In post","2023","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Midlands","Female","865","800","29710","28120"
"In post","2023","Black","West Midlands","Male","390","380","32120","28120"
"In post","2023","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Wales and The Valleys","Female","40","35","26930","26960"
"In post","2023","Black","West Wales and The Valleys","Male","35","35","29380","28120"
"In post","2023","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","West Yorkshire","Female","240","230","31840","28120"
"In post","2023","Black","West Yorkshire","Male","205","205","31720","28120"
"In post","2023","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Bedfordshire and Hertfordshire","Female","80","75","32400","30880"
"In post","2023","Mixed","Bedfordshire and Hertfordshire","Male","70","70","38220","31280"
"In post","2023","Mixed","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Female","115","110","31940","28880"
"In post","2023","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Male","90","90","35870","31890"
"In post","2023","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Cheshire","Female","45","45","35540","34040"
"In post","2023","Mixed","Cheshire","Male","25","25","[c]","[c]"
"In post","2023","Mixed","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Cornwall and Isles of Scilly","Female","15","10","[c]","[c]"
"In post","2023","Mixed","Cornwall and Isles of Scilly","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Cumbria","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Cumbria","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Derbyshire and Nottinghamshire","Female","180","165","29760","28080"
"In post","2023","Mixed","Derbyshire and Nottinghamshire","Male","110","110","34700","28880"
"In post","2023","Mixed","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Devon","Female","75","70","31460","28120"
"In post","2023","Mixed","Devon","Male","60","55","37350","34370"
"In post","2023","Mixed","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Dorset and Somerset","Female","30","30","32220","28120"
"In post","2023","Mixed","Dorset and Somerset","Male","35","30","34110","32060"
"In post","2023","Mixed","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","East Anglia","Female","130","120","31410","28880"
"In post","2023","Mixed","East Anglia","Male","90","90","35620","31390"
"In post","2023","Mixed","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","East Wales","Female","185","175","33930","30610"
"In post","2023","Mixed","East Wales","Male","125","120","36670","33930"
"In post","2023","Mixed","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","East Yorkshire and Northern Lincolnshire","Female","20","20","[c]","[c]"
"In post","2023","Mixed","East Yorkshire and Northern Lincolnshire","Male","35","30","31290","30440"
"In post","2023","Mixed","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Eastern Scotland","Female","100","95","39520","31970"
"In post","2023","Mixed","Eastern Scotland","Male","80","80","38830","33600"
"In post","2023","Mixed","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Essex","Female","50","45","34280","31280"
"In post","2023","Mixed","Essex","Male","30","30","33720","31280"
"In post","2023","Mixed","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Female","255","235","35850","32340"
"In post","2023","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Male","250","245","37710","33990"
"In post","2023","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Greater Manchester","Female","275","260","32520","28130"
"In post","2023","Mixed","Greater Manchester","Male","175","170","34980","32060"
"In post","2023","Mixed","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Hampshire and Isle of Wight","Female","120","115","33510","30650"
"In post","2023","Mixed","Hampshire and Isle of Wight","Male","125","120","38440","32410"
"In post","2023","Mixed","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Herefordshire, Worcestershire and Warwickshire","Female","35","35","29920","28120"
"In post","2023","Mixed","Herefordshire, Worcestershire and Warwickshire","Male","25","25","[c]","[c]"
"In post","2023","Mixed","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inner London - East","Female","390","370","40610","35410"
"In post","2023","Mixed","Inner London - East","Male","245","240","43430","39250"
"In post","2023","Mixed","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inner London - West","Female","1260","1210","46270","42210"
"In post","2023","Mixed","Inner London - West","Male","875","865","47530","43260"
"In post","2023","Mixed","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Kent","Female","80","75","29770","28670"
"In post","2023","Mixed","Kent","Male","65","65","34000","31280"
"In post","2023","Mixed","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Lancashire","Female","100","90","29900","28120"
"In post","2023","Mixed","Lancashire","Male","60","60","32400","28120"
"In post","2023","Mixed","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Leicestershire, Rutland and Northamptonshire","Female","80","70","30280","27480"
"In post","2023","Mixed","Leicestershire, Rutland and Northamptonshire","Male","45","40","30550","28880"
"In post","2023","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Lincolnshire","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Lincolnshire","Male","20","20","[c]","[c]"
"In post","2023","Mixed","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Merseyside","Female","190","175","29220","26720"
"In post","2023","Mixed","Merseyside","Male","130","130","32570","27650"
"In post","2023","Mixed","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2023","Mixed","North Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2023","Mixed","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","North Yorkshire","Female","30","30","35630","32720"
"In post","2023","Mixed","North Yorkshire","Male","30","30","33680","30320"
"In post","2023","Mixed","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northumberland, and Tyne and Wear","Female","115","105","31730","28120"
"In post","2023","Mixed","Northumberland, and Tyne and Wear","Male","80","75","31600","28120"
"In post","2023","Mixed","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outer London - East and North East","Female","75","65","33630","32520"
"In post","2023","Mixed","Outer London - East and North East","Male","50","45","32350","32520"
"In post","2023","Mixed","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outer London - South","Female","280","265","39040","35430"
"In post","2023","Mixed","Outer London - South","Male","160","155","40090","36180"
"In post","2023","Mixed","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Outer London - West and North West","Female","175","160","34140","32520"
"In post","2023","Mixed","Outer London - West and North West","Male","110","105","35070","32520"
"In post","2023","Mixed","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Overseas","Female","65","65","46970","41880"
"In post","2023","Mixed","Overseas","Male","65","65","52430","51280"
"In post","2023","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Shropshire and Staffordshire","Female","90","85","35030","28480"
"In post","2023","Mixed","Shropshire and Staffordshire","Male","50","50","34780","31430"
"In post","2023","Mixed","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","South Yorkshire","Female","105","95","33510","28120"
