"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Mixed","International Trade","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","International Trade","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Mixed","International Trade","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","EO","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","EO","EO","35","35","29720","29730"
"In post","2023","Mixed","Legal","G6/G7","G6","45","45","71140","71910"
"In post","2023","Mixed","Legal","G6/G7","G7","150","135","57270","55450"
"In post","2023","Mixed","Legal","SCS level","SCS level","20","15","[c]","[c]"
"In post","2023","Mixed","Legal","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Legal","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","Mixed","Medicine","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Medicine","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","AA/AO","AA","150","140","22700","23230"
"In post","2023","Mixed","Operational Delivery","AA/AO","AO","1550","1420","25400","22520"
"In post","2023","Mixed","Operational Delivery","EO","EO","1515","1415","29480","28120"
"In post","2023","Mixed","Operational Delivery","G6/G7","G6","35","35","72430","67890"
"In post","2023","Mixed","Operational Delivery","G6/G7","G7","105","100","56160","55120"
"In post","2023","Mixed","Operational Delivery","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Mixed","Operational Delivery","SEO/HEO","HEO","490","470","35820","34860"
"In post","2023","Mixed","Operational Delivery","SEO/HEO","SEO","215","215","44220","42510"
"In post","2023","Mixed","Operational Delivery","Unknown","Unknown","660","625","30900","29050"
"In post","2023","Mixed","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Mixed","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Operational Research","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Operational Research","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Other","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Mixed","Other","AA/AO","AO","60","55","22450","21690"
"In post","2023","Mixed","Other","EO","EO","60","60","29140","28750"
"In post","2023","Mixed","Other","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Other","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Mixed","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Other","SEO/HEO","HEO","35","35","33690","34170"
"In post","2023","Mixed","Other","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Mixed","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Mixed","Policy","EO","EO","80","80","29350","29080"
"In post","2023","Mixed","Policy","G6/G7","G6","95","95","66970","66490"
"In post","2023","Mixed","Policy","G6/G7","G7","355","345","56150","55180"
"In post","2023","Mixed","Policy","SCS level","SCS level","50","50","83170","76480"
"In post","2023","Mixed","Policy","SEO/HEO","HEO","270","270","35050","34670"
"In post","2023","Mixed","Policy","SEO/HEO","SEO","230","225","42040","41360"
"In post","2023","Mixed","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","EO","EO","30","30","28690","28120"
"In post","2023","Mixed","Project Delivery","G6/G7","G6","40","35","69850","68530"
"In post","2023","Mixed","Project Delivery","G6/G7","G7","75","70","56480","55370"
"In post","2023","Mixed","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","SEO/HEO","HEO","110","110","34030","34170"
"In post","2023","Mixed","Project Delivery","SEO/HEO","SEO","100","95","42640","42510"
"In post","2023","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Property","EO","EO","20","15","[c]","[c]"
"In post","2023","Mixed","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","SEO/HEO","HEO","30","30","34310","33960"
"In post","2023","Mixed","Property","SEO/HEO","SEO","20","15","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","EO","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","EO","EO","25","20","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","G6/G7","G7","45","45","54360","54340"
"In post","2023","Mixed","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","SEO/HEO","HEO","65","65","32670","32500"
"In post","2023","Mixed","Science and Engineering","SEO/HEO","SEO","60","60","41870","40880"
"In post","2023","Mixed","Science and Engineering","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Security","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Mixed","Security","AA/AO","AO","30","30","33250","30380"
"In post","2023","Mixed","Security","EO","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Mixed","Security","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Social Research","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","EO","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Statistics","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Mixed","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","SEO/HEO","HEO","30","30","[c]","[c]"
"In post","2023","Mixed","Statistics","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Mixed","Tax","AA/AO","AO","30","30","22670","22520"
"In post","2023","Mixed","Tax","EO","EO","55","55","28520","27890"
"In post","2023","Mixed","Tax","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Mixed","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","SEO/HEO","HEO","110","105","36150","35000"
"In post","2023","Mixed","Tax","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Unknown","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","AA/AO","AO","35","35","23930","22520"
"In post","2023","Mixed","Unknown","EO","EO","80","75","29380","29100"
"In post","2023","Mixed","Unknown","G6/G7","G6","40","40","70710","69710"
"In post","2023","Mixed","Unknown","G6/G7","G7","80","75","58210","56430"
"In post","2023","Mixed","Unknown","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","SEO/HEO","HEO","170","165","34150","34400"
"In post","2023","Mixed","Unknown","SEO/HEO","SEO","70","70","43600","41950"
"In post","2023","Mixed","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","AA/AO","AO","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","EO","EO","30","30","30100","30930"
"In post","2023","Other ethnicity","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","EO","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","G6/G7","G7","30","30","56890","56430"
"In post","2023","Other ethnicity","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","SEO/HEO","SEO","40","40","42190","41870"
"In post","2023","Other ethnicity","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","EO","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","G6/G7","G7","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","EO","EO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","EO","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","EO","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","EO","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Legal","G6/G7","G7","55","50","55840","53670"
"In post","2023","Other ethnicity","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal","SEO/HEO","SEO","15","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Delivery","AA/AO","AA","35","35","23270","23230"
"In post","2023","Other ethnicity","Operational Delivery","AA/AO","AO","415","380","25830","24710"
"In post","2023","Other ethnicity","Operational Delivery","EO","EO","460","425","29950","29450"
"In post","2023","Other ethnicity","Operational Delivery","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Operational Delivery","G6/G7","G7","35","30","57910","55720"
"In post","2023","Other ethnicity","Operational Delivery","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Operational Delivery","SEO/HEO","HEO","145","140","36390","35720"
"In post","2023","Other ethnicity","Operational Delivery","SEO/HEO","SEO","80","80","46340","43650"
"In post","2023","Other ethnicity","Operational Delivery","Unknown","Unknown","115","110","31180","29050"
"In post","2023","Other ethnicity","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Other","AA/AO","AO","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Other","EO","EO","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Other","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Other","G6/G7","G7","5","5","[c]","[c]"
