"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Department for Transport","AA/AO","230","160","23700","22500"
"In post","2023","65+","Department for Transport","EO","240","170","28700","27450"
"In post","2023","65+","Department for Transport","G6/G7","30","25","61690","60210"
"In post","2023","65+","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport","SEO/HEO","85","70","40180","38510"
"In post","2023","65+","Department for Work and Pensions","AA/AO","1325","980","22260","21690"
"In post","2023","65+","Department for Work and Pensions","EO","1505","1055","28920","28120"
"In post","2023","65+","Department for Work and Pensions","G6/G7","50","40","62280","60780"
"In post","2023","65+","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","SEO/HEO","290","210","39440","37520"
"In post","2023","65+","Department of Health and Social Care","AA/AO","30","25","22720","22650"
"In post","2023","65+","Department of Health and Social Care","EO","30","25","28750","28610"
"In post","2023","65+","Department of Health and Social Care","G6/G7","65","55","62100","58710"
"In post","2023","65+","Department of Health and Social Care","SCS level","30","25","122110","119130"
"In post","2023","65+","Department of Health and Social Care","SEO/HEO","35","30","39470","39630"
"In post","2023","65+","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","EO","35","25","28860","28090"
"In post","2023","65+","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","SEO/HEO","10","10","37320","37010"
"In post","2023","65+","Foreign, Commonwealth and Development Office","AA/AO","25","25","29510","28950"
"In post","2023","65+","Foreign, Commonwealth and Development Office","EO","20","15","31110","31350"
"In post","2023","65+","Foreign, Commonwealth and Development Office","G6/G7","65","45","64280","62130"
"In post","2023","65+","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","SEO/HEO","35","30","42460","40600"
"In post","2023","65+","HM Land Registry","AA/AO","30","25","23740","23390"
"In post","2023","65+","HM Land Registry","EO","50","35","28830","28080"
"In post","2023","65+","HM Land Registry","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","SEO/HEO","60","35","37530","34850"
"In post","2023","65+","HM Revenue and Customs","AA/AO","700","525","23110","22520"
"In post","2023","65+","HM Revenue and Customs","EO","425","295","30100","29730"
"In post","2023","65+","HM Revenue and Customs","G6/G7","130","95","66260","65230"
"In post","2023","65+","HM Revenue and Customs","SCS level","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","SEO/HEO","455","320","40420","39880"
"In post","2023","65+","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","G6/G7","10","5","64580","64990"
"In post","2023","65+","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","SEO/HEO","10","5","[c]","[c]"
"In post","2023","65+","Home Office","AA/AO","445","350","23510","22400"
"In post","2023","65+","Home Office","EO","370","265","29930","30200"
"In post","2023","65+","Home Office","G6/G7","40","35","63640","62330"
"In post","2023","65+","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","SEO/HEO","130","100","38220","37410"
"In post","2023","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","AA/AO","920","815","22590","22220"
"In post","2023","65+","Ministry of Defence","EO","330","300","29300","28550"
"In post","2023","65+","Ministry of Defence","G6/G7","165","135","62250","59890"
"In post","2023","65+","Ministry of Defence","SCS level","15","10","120140","109720"
"In post","2023","65+","Ministry of Defence","SEO/HEO","610","530","39750","38680"
"In post","2023","65+","Ministry of Defence","Unknown","75","70","45400","42620"
"In post","2023","65+","Ministry of Justice","AA/AO","1315","975","24180","23230"
"In post","2023","65+","Ministry of Justice","EO","220","165","30210","28880"
"In post","2023","65+","Ministry of Justice","G6/G7","45","40","68460","64140"
"In post","2023","65+","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","SEO/HEO","240","180","41430","38910"
"In post","2023","65+","Ministry of Justice","Unknown","620","475","31290","29050"
"In post","2023","65+","National Crime Agency","AA/AO","15","15","29250","30080"
"In post","2023","65+","National Crime Agency","EO","30","25","37770","38310"
"In post","2023","65+","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","National Crime Agency","SEO/HEO","35","35","47290","46810"
"In post","2023","65+","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","G6/G7","10","10","75960","77470"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","AA/AO","235","190","26060","25060"
"In post","2023","65+","Scottish Government","EO","110","80","33880","32510"
"In post","2023","65+","Scottish Government","G6/G7","50","40","71080","69030"
"In post","2023","65+","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","SEO/HEO","115","85","45700","48640"
"In post","2023","65+","The National Archives","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","SEO/HEO","10","10","38560","36180"
"In post","2023","65+","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","AA/AO","220","130","21520","21200"
"In post","2023","65+","UK Statistics Authority","EO","35","30","27280","27580"
"In post","2023","65+","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","SEO/HEO","20","20","35210","34370"
"In post","2023","65+","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","AA/AO","50","35","25650","25620"
"In post","2023","65+","Welsh Government","EO","40","30","30720","30610"
"In post","2023","65+","Welsh Government","G6/G7","30","20","67660","63900"
"In post","2023","65+","Welsh Government","SCS level","15","10","96290","90680"
"In post","2023","65+","Welsh Government","SEO/HEO","70","60","43450","39690"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","EO","10","10","28500","28120"
"In post","2023","Unknown","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","10","10","35760","34390"
"In post","2023","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","AA/AO","20","[c]","20330","19000"
"Leaver CS","2023","16-19","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","AA/AO","15","[c]","22960","21690"
"Leaver CS","2023","16-19","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","Unknown","10","[c]","17790","16960"
"Leaver CS","2023","16-19","Ministry of Justice","AA/AO","55","[c]","22290","21780"
"Leaver CS","2023","16-19","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Government","AA/AO","10","[c]","22380","22180"
"Leaver CS","2023","16-19","The National Archives","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Attorney General's Departments","AA/AO","95","[c]","23020","22870"
"Leaver CS","2023","20-29","Attorney General's Departments","EO","65","[c]","27630","27760"
"Leaver CS","2023","20-29","Attorney General's Departments","G6/G7","10","[c]","53480","51630"
"Leaver CS","2023","20-29","Attorney General's Departments","SEO/HEO","30","[c]","37090","37880"
"Leaver CS","2023","20-29","Cabinet Office","AA/AO","65","[c]","19710","18300"
"Leaver CS","2023","20-29","Cabinet Office","EO","65","[c]","26710","27500"
"Leaver CS","2023","20-29","Cabinet Office","G6/G7","50","[c]","56850","56430"
"Leaver CS","2023","20-29","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office","SEO/HEO","185","[c]","33410","32000"
"Leaver CS","2023","20-29","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","SEO/HEO","10","[c]","37950","37980"
"Leaver CS","2023","20-29","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","AA/AO","10","[c]","22850","22520"
"Leaver CS","2023","20-29","Competition and Markets Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","SEO/HEO","10","[c]","35760","34110"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","80","[c]","21600","21380"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","EO","65","[c]","26870","26490"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","35","[c]","54620","53380"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","170","[c]","36150","33640"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport","EO","15","[c]","27390","26180"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport","G6/G7","25","[c]","55020","53030"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","60","[c]","35770","35620"
"Leaver CS","2023","20-29","Department for Education","AA/AO","10","[c]","21170","22020"
"Leaver CS","2023","20-29","Department for Education","EO","55","[c]","24600","25900"
"Leaver CS","2023","20-29","Department for Education","G6/G7","15","[c]","54640","55020"
"Leaver CS","2023","20-29","Department for Education","SEO/HEO","80","[c]","34330","34400"
"Leaver CS","2023","20-29","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","AA/AO","100","[c]","22490","22150"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","EO","70","[c]","25830","25920"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","95","[c]","34520","33830"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","EO","55","[c]","22730","23000"
"Leaver CS","2023","20-29","Department for International Trade","G6/G7","20","[c]","53700","53030"
"Leaver CS","2023","20-29","Department for International Trade","SEO/HEO","40","[c]","35550","35040"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","AA/AO","45","[c]","21590","18650"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","EO","20","[c]","27270","27850"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","G6/G7","20","[c]","53470","53360"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","SEO/HEO","60","[c]","33920","33210"
"Leaver CS","2023","20-29","Department for Transport","AA/AO","240","[c]","21920","22500"
"Leaver CS","2023","20-29","Department for Transport","EO","45","[c]","27690","26960"
"Leaver CS","2023","20-29","Department for Transport","G6/G7","15","[c]","56430","55740"
"Leaver CS","2023","20-29","Department for Transport","SEO/HEO","70","[c]","35700","35160"
"Leaver CS","2023","20-29","Department for Work and Pensions","AA/AO","675","[c]","22020","21690"
"Leaver CS","2023","20-29","Department for Work and Pensions","EO","810","[c]","28880","28120"
"Leaver CS","2023","20-29","Department for Work and Pensions","G6/G7","10","[c]","55790","55790"
"Leaver CS","2023","20-29","Department for Work and Pensions","SEO/HEO","90","[c]","36980","37380"
"Leaver CS","2023","20-29","Department of Health and Social Care","AA/AO","150","[c]","21400","20880"
"Leaver CS","2023","20-29","Department of Health and Social Care","EO","210","[c]","26130","26880"
"Leaver CS","2023","20-29","Department of Health and Social Care","G6/G7","55","[c]","56030","53920"
"Leaver CS","2023","20-29","Department of Health and Social Care","SEO/HEO","340","[c]","34410","33330"
"Leaver CS","2023","20-29","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","SEO/HEO","10","[c]","34420","32350"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","30","[c]","33830","32750"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","AA/AO","50","[c]","23560","23390"
"Leaver CS","2023","20-29","HM Land Registry","EO","40","[c]","30490","30710"
"Leaver CS","2023","20-29","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","SEO/HEO","15","[c]","41910","41330"
"Leaver CS","2023","20-29","HM Revenue and Customs","AA/AO","650","[c]","22660","22520"
"Leaver CS","2023","20-29","HM Revenue and Customs","EO","200","[c]","27240","26030"
"Leaver CS","2023","20-29","HM Revenue and Customs","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs","SEO/HEO","160","[c]","39850","42840"
"Leaver CS","2023","20-29","HM Treasury","AA/AO","45","[c]","22320","22750"
"Leaver CS","2023","20-29","HM Treasury","EO","20","[c]","26310","27820"
"Leaver CS","2023","20-29","HM Treasury","G6/G7","30","[c]","54270","54090"
"Leaver CS","2023","20-29","HM Treasury","SEO/HEO","70","[c]","34970","33630"
"Leaver CS","2023","20-29","Home Office","AA/AO","275","[c]","22900","22400"
"Leaver CS","2023","20-29","Home Office","EO","215","[c]","27480","26750"
"Leaver CS","2023","20-29","Home Office","G6/G7","20","[c]","59110","59290"
"Leaver CS","2023","20-29","Home Office","SEO/HEO","155","[c]","38390","37330"
"Leaver CS","2023","20-29","Ministry of Defence","AA/AO","420","[c]","23320","22220"
"Leaver CS","2023","20-29","Ministry of Defence","EO","150","[c]","27590","27140"
"Leaver CS","2023","20-29","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","SEO/HEO","315","[c]","35290","33500"
"Leaver CS","2023","20-29","Ministry of Defence","Unknown","100","[c]","28210","29860"
"Leaver CS","2023","20-29","Ministry of Justice","AA/AO","2140","[c]","22360","21780"
"Leaver CS","2023","20-29","Ministry of Justice","EO","195","[c]","28070","28310"
"Leaver CS","2023","20-29","Ministry of Justice","G6/G7","10","[c]","56060","55720"
"Leaver CS","2023","20-29","Ministry of Justice","SEO/HEO","140","[c]","36850","35410"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","530","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","AA/AO","20","[c]","25490","24650"
"Leaver CS","2023","20-29","National Crime Agency","EO","50","[c]","35450","34670"
"Leaver CS","2023","20-29","National Crime Agency","SEO/HEO","10","[c]","43410","42240"
"Leaver CS","2023","20-29","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","20","[c]","18080","18300"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","[c]","37650","36330"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","AA/AO","15","[c]","20650","20970"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","EO","30","[c]","26410","25750"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","10","[c]","49510","46250"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","25","[c]","35520","34900"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","AA/AO","235","[c]","24130","23700"
"Leaver CS","2023","20-29","Scottish Government","EO","70","[c]","30410","29450"
"Leaver CS","2023","20-29","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","SEO/HEO","55","[c]","37210","34730"
"Leaver CS","2023","20-29","The National Archives","AA/AO","10","[c]","23080","23460"
"Leaver CS","2023","20-29","The National Archives","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","SEO/HEO","15","[c]","38930","41000"
"Leaver CS","2023","20-29","UK Statistics Authority","AA/AO","110","[c]","20120","19860"
"Leaver CS","2023","20-29","UK Statistics Authority","EO","20","[c]","24980","24840"
"Leaver CS","2023","20-29","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","SEO/HEO","55","[c]","34020","33000"
"Leaver CS","2023","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","AA/AO","15","[c]","21960","21300"
"Leaver CS","2023","20-29","Welsh Government","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","AA/AO","20","[c]","23310","24460"
"Leaver CS","2023","30-39","Attorney General's Departments","EO","15","[c]","27650","27350"
"Leaver CS","2023","30-39","Attorney General's Departments","G6/G7","100","[c]","56110","52790"
"Leaver CS","2023","30-39","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","SEO/HEO","40","[c]","38720","39190"
"Leaver CS","2023","30-39","Cabinet Office","AA/AO","10","[c]","21140","21380"
"Leaver CS","2023","30-39","Cabinet Office","EO","15","[c]","26540","26570"
"Leaver CS","2023","30-39","Cabinet Office","G6/G7","160","[c]","60250","56430"
"Leaver CS","2023","30-39","Cabinet Office","SCS level","10","[c]","83960","81030"
"Leaver CS","2023","30-39","Cabinet Office","SEO/HEO","100","[c]","36840","37300"
"Leaver CS","2023","30-39","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","SEO/HEO","10","[c]","32170","30170"
"Leaver CS","2023","30-39","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","G6/G7","30","[c]","65370","59870"
"Leaver CS","2023","30-39","Competition and Markets Authority","SEO/HEO","20","[c]","39640","39240"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","21780","21660"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","EO","35","[c]","26490","25310"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","125","[c]","55800","53600"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","130","[c]","37240","38930"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","G6/G7","50","[c]","55980","53160"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","30","[c]","35700","35040"
"Leaver CS","2023","30-39","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education","G6/G7","50","[c]","56420","54270"
"Leaver CS","2023","30-39","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education","SEO/HEO","80","[c]","37410","37590"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","AA/AO","40","[c]","22010","22150"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","EO","35","[c]","26120","25920"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","G6/G7","35","[c]","[c]","[c]"
