"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Black","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Royal Fleet Auxiliary","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Rural Payments Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Courts and Tribunals Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Forestry","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Forestry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Forestry","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Forestry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Prison Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Prison Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Prison Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Prison Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Public Pensions Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Public Pensions Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Public Pensions Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Public Pensions Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Serious Fraud Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Serious Fraud Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Serious Fraud Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Security Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Security Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Security Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Security Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Standards and Testing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Student Awards Agency for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Student Awards Agency for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Student Awards Agency for Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Student Awards Agency for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Submarine Delivery Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Submarine Delivery Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Submarine Delivery Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Teaching Regulation Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Teaching Regulation Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Teaching Regulation Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Teaching Regulation Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The Insolvency Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Health Security Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Hydrographic Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Hydrographic Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Hydrographic Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Hydrographic Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Space Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Valuation Office Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Vehicle Certification Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Vehicle Certification Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Vehicle Certification Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Vehicle Certification Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinary Medicines Directorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinary Medicines Directorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinary Medicines Directorate","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinary Medicines Directorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Revenue Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Revenue Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Wilton Park","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Wilton Park","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Wilton Park","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Active Travel England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Animal and Plant Health Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Building Digital UK","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Building Digital UK","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Building Digital UK","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Building Digital UK","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Central Civil Service Fast Stream","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Companies House","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Companies House","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Companies House","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Companies House","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Criminal Injuries Compensation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Criminal Injuries Compensation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Criminal Injuries Compensation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
