"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Cumbria","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","East Cumbria","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Cumbria","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Derby","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Nottingham","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Nottingham","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Nottingham","G7","15","15","53910","51770"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Nottingham","HEO","20","20","33470","33950"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","Nottingham","SEO","20","20","40870","40850"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO","10","10","[c]","[c]"
"In post","2023","Analysis","Devon","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Devon CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Devon CC","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Plymouth","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Plymouth","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Torbay","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","Torbay","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Dorset","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Dorset","EO","40","35","25950","25970"
"In post","2023","Analysis","Dorset and Somerset","Dorset","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Dorset","G7","15","15","50770","49400"
"In post","2023","Analysis","Dorset and Somerset","Dorset","HEO","45","45","30660","30350"
"In post","2023","Analysis","Dorset and Somerset","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Dorset","SEO","25","25","37880","37310"
"In post","2023","Analysis","Dorset and Somerset","Somerset CC","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","Somerset CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Cambridgeshire CC","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","North and West Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Peterborough","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Suffolk CC","AO","15","15","21600","22150"
"In post","2023","Analysis","East Anglia","Suffolk CC","EO","55","50","26010","25920"
"In post","2023","Analysis","East Anglia","Suffolk CC","G6","15","15","63940","60300"
"In post","2023","Analysis","East Anglia","Suffolk CC","G7","60","55","50180","49400"
"In post","2023","Analysis","East Anglia","Suffolk CC","HEO","105","100","30610","30350"
"In post","2023","Analysis","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","Suffolk CC","SEO","95","90","37820","37310"
"In post","2023","Analysis","East Wales","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Cardiff and Vale of Glamorgan","G7","10","5","[c]","[c]"
"In post","2023","Analysis","East Wales","Cardiff and Vale of Glamorgan","HEO","15","15","33800","32460"
"In post","2023","Analysis","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Cardiff and Vale of Glamorgan","SEO","10","10","40270","39090"
"In post","2023","Analysis","East Wales","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","AO","40","35","21480","21200"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","EO","110","105","25610","25040"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","G6","45","45","63370","61770"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","G7","205","195","52550","51460"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","HEO","340","330","31740","31560"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","SCS level","15","15","84190","73880"
"In post","2023","Analysis","East Wales","Monmouthshire and Newport","SEO","345","330","39150","39300"
"In post","2023","Analysis","East Wales","Powys","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Angus and Dundee City","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","G6","15","10","77080","71780"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","G7","10","10","54050","52420"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","HEO","20","20","34910","34110"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","City of Edinburgh","SEO","15","15","43730","42920"
"In post","2023","Analysis","Eastern Scotland","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","Falkirk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Essex Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","Southend-on-Sea","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","15","15","28710","28610"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","10","10","58700","58110"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","20","20","35790","36990"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","15","15","42710","44200"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","35","30","27570","27140"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","45","45","57080","58000"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","55","55","32990","33130"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","75","70","41500","41050"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AO","25","25","23740","23340"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","20","20","25740","26310"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6","25","25","73170","70550"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G7","215","205","52780","49260"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","HEO","100","100","29300","30650"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO","130","125","39760","39890"
"In post","2023","Analysis","Greater Manchester","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Greater Manchester North East","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","EO","15","15","26620","26020"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","G6","15","15","69990","71070"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","G7","55","50","57210","57970"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","HEO","80","80","34540","34700"
"In post","2023","Analysis","Greater Manchester","Greater Manchester South West","SEO","65","65","42110","42140"
"In post","2023","Analysis","Greater Manchester","Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Manchester","EO","15","15","27170","26940"
"In post","2023","Analysis","Greater Manchester","Manchester","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Manchester","G7","20","20","53730","53040"
"In post","2023","Analysis","Greater Manchester","Manchester","HEO","80","75","33720","33950"
"In post","2023","Analysis","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","Manchester","SEO","45","45","41380","43250"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","EO","10","10","27090","27080"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","G6","20","20","72350","70550"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","G7","275","260","52820","49260"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","HEO","100","100","29960","30650"
"In post","2023","Analysis","Hampshire and Isle of Wight","Central Hampshire","SEO","145","140","39640","39890"
"In post","2023","Analysis","Hampshire and Isle of Wight","North Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","HEO","15","15","34860","34300"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","EO","40","35","25470","24840"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","G6","20","20","63200","61240"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","G7","95","90","52580","51460"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","HEO","185","180","31840","31560"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","SCS level","10","10","82270","73330"
"In post","2023","Analysis","Hampshire and Isle of Wight","South Hampshire","SEO","170","165","39360","39300"
"In post","2023","Analysis","Hampshire and Isle of Wight","Southampton","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","Southampton","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","G6","10","10","78770","78600"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","G7","45","45","63870","65230"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","HEO","75","75","38900","39450"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Hackney and Newham","SEO","60","55","45810","45760"
"In post","2023","Analysis","Inner London - East","Haringey and Islington","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lambeth","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lambeth","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lewisham and Southwark","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","AO","15","15","23960","24520"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","EO","90","90","28950","28960"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","G6","110","105","74000","73510"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","G7","220","210","59090","59290"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","HEO","165","160","35720","35410"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","SCS level","35","30","101700","99650"
"In post","2023","Analysis","Inner London - East","Tower Hamlets","SEO","150","145","44490","43650"
"In post","2023","Analysis","Inner London - West","Camden and City of London","EO","15","15","29470","30090"
"In post","2023","Analysis","Inner London - West","Camden and City of London","G6","95","85","94200","92410"
"In post","2023","Analysis","Inner London - West","Camden and City of London","G7","15","15","58810","58970"
"In post","2023","Analysis","Inner London - West","Camden and City of London","HEO","25","25","36010","36600"
"In post","2023","Analysis","Inner London - West","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inner London - West","Camden and City of London","SEO","25","25","48050","47560"
"In post","2023","Analysis","Inner London - West","Westminster","AA","20","20","23500","23500"
"In post","2023","Analysis","Inner London - West","Westminster","AO","35","35","25430","25610"
"In post","2023","Analysis","Inner London - West","Westminster","EO","210","205","29960","29750"
"In post","2023","Analysis","Inner London - West","Westminster","G6","290","280","70110","68860"
"In post","2023","Analysis","Inner London - West","Westminster","G7","930","905","58300","56910"
"In post","2023","Analysis","Inner London - West","Westminster","HEO","900","890","36130","35760"
"In post","2023","Analysis","Inner London - West","Westminster","SCS level","115","115","87320","80890"
"In post","2023","Analysis","Inner London - West","Westminster","SEO","545","530","44690","44170"
"In post","2023","Analysis","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","East Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","East Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Kent Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Kent Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Medway","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Medway","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Mid Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","West Kent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent","West Kent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackburn with Darwen","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackpool","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Blackpool","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","East Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Mid Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lancashire","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire","Lincolnshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","East Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Liverpool","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Liverpool","EO","15","15","27480","27650"
"In post","2023","Analysis","Merseyside","Liverpool","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Merseyside","Liverpool","G7","40","35","56400","56870"
"In post","2023","Analysis","Merseyside","Liverpool","HEO","35","35","33690","34400"
"In post","2023","Analysis","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Liverpool","SEO","50","50","41220","42140"
"In post","2023","Analysis","Merseyside","Sefton","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Sefton","G7","10","10","58280","59400"
"In post","2023","Analysis","Merseyside","Sefton","HEO","15","15","31650","30170"
"In post","2023","Analysis","Merseyside","Sefton","SEO","10","10","41260","40820"
"In post","2023","Analysis","Merseyside","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merseyside","Wirral","SEO","[c]","[c]","[c]","[c]"
