"Status","Year","Parent_department","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","London","Unknown","20","20","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","Outside London","Heterosexual / straight","365","345","40770","39460"
"In post","2023","HM Land Registry","Digital, Data and Technology","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Land Registry","Digital, Data and Technology","Outside London","Undeclared","65","65","39770","39460"
"In post","2023","HM Land Registry","Digital, Data and Technology","Outside London","Unknown","200","195","36780","38470"
"In post","2023","HM Land Registry","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Finance","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","HM Land Registry","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","Outside London","Heterosexual / straight","70","65","40090","37190"
"In post","2023","HM Land Registry","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Human Resources","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Land Registry","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Legal","London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Outside London","Heterosexual / straight","155","140","51430","58140"
"In post","2023","HM Land Registry","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Legal","Outside London","Undeclared","30","25","50360","56190"
"In post","2023","HM Land Registry","Legal","Outside London","Unknown","60","60","44610","40600"
"In post","2023","HM Land Registry","Operational Delivery","London","Heterosexual / straight","115","105","36720","31680"
"In post","2023","HM Land Registry","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","London","Undeclared","25","20","[c]","[c]"
"In post","2023","HM Land Registry","Operational Delivery","London","Unknown","60","55","32410","31680"
"In post","2023","HM Land Registry","Operational Delivery","Outside London","Heterosexual / straight","2865","2550","30090","28080"
"In post","2023","HM Land Registry","Operational Delivery","Outside London","LGBO","145","135","28270","28080"
"In post","2023","HM Land Registry","Operational Delivery","Outside London","Undeclared","480","410","31610","28080"
"In post","2023","HM Land Registry","Operational Delivery","Outside London","Unknown","1550","1410","27740","28080"
"In post","2023","HM Land Registry","Other","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","Outside London","Heterosexual / straight","115","110","39700","39520"
"In post","2023","HM Land Registry","Project Delivery","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Land Registry","Project Delivery","Outside London","Unknown","50","50","34650","39460"
"In post","2023","HM Land Registry","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Land Registry","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","Outside London","Heterosexual / straight","40","35","40370","41780"
"In post","2023","HM Revenue and Customs","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Commercial","Outside London","Unknown","30","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","London","Heterosexual / straight","60","60","54330","47820"
"In post","2023","HM Revenue and Customs","Communications","London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","London","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","London","Unknown","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Outside London","Heterosexual / straight","125","120","46430","42510"
"In post","2023","HM Revenue and Customs","Communications","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Communications","Outside London","Unknown","35","35","41140","41780"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","Heterosexual / straight","325","310","41660","39790"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","LGBO","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","Undeclared","45","45","41590","39790"
"In post","2023","HM Revenue and Customs","Counter Fraud","London","Unknown","185","180","38670","39450"
"In post","2023","HM Revenue and Customs","Counter Fraud","Outside London","Heterosexual / straight","1060","1015","34190","34400"
"In post","2023","HM Revenue and Customs","Counter Fraud","Outside London","LGBO","65","65","34570","29730"
"In post","2023","HM Revenue and Customs","Counter Fraud","Outside London","Undeclared","125","120","36010","34700"
"In post","2023","HM Revenue and Customs","Counter Fraud","Outside London","Unknown","485","465","33280","28130"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","London","Heterosexual / straight","235","230","50390","45560"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","London","Undeclared","40","35","48150","45560"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","London","Unknown","90","90","48460","40190"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","Outside London","Heterosexual / straight","1480","1435","43740","42140"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","Outside London","LGBO","100","100","40270","35000"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","Outside London","Undeclared","190","180","42680","41780"
"In post","2023","HM Revenue and Customs","Digital, Data and Technology","Outside London","Unknown","575","555","40730","36990"
"In post","2023","HM Revenue and Customs","Economics","London","Heterosexual / straight","75","75","55120","45560"
"In post","2023","HM Revenue and Customs","Economics","London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Economics","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Economics","London","Unknown","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Economics","Outside London","Heterosexual / straight","45","40","41520","34700"
"In post","2023","HM Revenue and Customs","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Economics","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Finance","London","Heterosexual / straight","205","195","55270","45970"
"In post","2023","HM Revenue and Customs","Finance","London","LGBO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Finance","London","Undeclared","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Finance","London","Unknown","75","75","50070","45170"
"In post","2023","HM Revenue and Customs","Finance","Outside London","Heterosexual / straight","555","520","41570","41780"
"In post","2023","HM Revenue and Customs","Finance","Outside London","LGBO","30","30","39080","38390"
"In post","2023","HM Revenue and Customs","Finance","Outside London","Undeclared","60","55","38650","35240"
"In post","2023","HM Revenue and Customs","Finance","Outside London","Unknown","180","160","35150","34400"
"In post","2023","HM Revenue and Customs","Human Resources","London","Heterosexual / straight","95","90","56520","48570"
"In post","2023","HM Revenue and Customs","Human Resources","London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","London","Undeclared","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","London","Unknown","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Outside London","Heterosexual / straight","580","545","41770","39020"
"In post","2023","HM Revenue and Customs","Human Resources","Outside London","LGBO","50","50","39750","35000"
"In post","2023","HM Revenue and Customs","Human Resources","Outside London","Undeclared","40","40","37770","35000"
"In post","2023","HM Revenue and Customs","Human Resources","Outside London","Unknown","160","150","35980","34400"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","London","Heterosexual / straight","55","55","47240","39790"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","London","Unknown","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Outside London","Heterosexual / straight","100","95","38270","35000"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Outside London","Heterosexual / straight","30","30","50400","44930"
"In post","2023","HM Revenue and Customs","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outside London","Heterosexual / straight","50","50","37270","35000"
"In post","2023","HM Revenue and Customs","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","London","Heterosexual / straight","495","480","47000","39790"
"In post","2023","HM Revenue and Customs","Legal","London","LGBO","30","30","51830","40070"
"In post","2023","HM Revenue and Customs","Legal","London","Undeclared","90","85","48700","40880"
"In post","2023","HM Revenue and Customs","Legal","London","Unknown","240","230","42560","39450"
"In post","2023","HM Revenue and Customs","Legal","Outside London","Heterosexual / straight","1040","985","35570","34700"
"In post","2023","HM Revenue and Customs","Legal","Outside London","LGBO","60","60","36970","34700"
"In post","2023","HM Revenue and Customs","Legal","Outside London","Undeclared","125","115","33490","34700"
"In post","2023","HM Revenue and Customs","Legal","Outside London","Unknown","415","395","33460","29730"
"In post","2023","HM Revenue and Customs","Operational Delivery","London","Heterosexual / straight","1195","1120","37730","32580"
"In post","2023","HM Revenue and Customs","Operational Delivery","London","LGBO","55","50","38680","32540"
"In post","2023","HM Revenue and Customs","Operational Delivery","London","Undeclared","190","175","37760","34370"
"In post","2023","HM Revenue and Customs","Operational Delivery","London","Unknown","645","590","32600","26920"
"In post","2023","HM Revenue and Customs","Operational Delivery","Outside London","Heterosexual / straight","16755","15200","29270","27890"
"In post","2023","HM Revenue and Customs","Operational Delivery","Outside London","LGBO","1180","1130","28150","26020"
"In post","2023","HM Revenue and Customs","Operational Delivery","Outside London","Undeclared","1755","1550","28100","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Outside London","Unknown","9695","8670","25980","22520"
"In post","2023","HM Revenue and Customs","Operational Research","London","Heterosexual / straight","35","35","50190","45170"
"In post","2023","HM Revenue and Customs","Operational Research","London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Research","London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Research","Outside London","Heterosexual / straight","90","85","47090","42510"
"In post","2023","HM Revenue and Customs","Operational Research","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Research","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Research","Outside London","Unknown","100","95","27320","22520"
"In post","2023","HM Revenue and Customs","Other","London","Heterosexual / straight","55","50","53330","48170"
"In post","2023","HM Revenue and Customs","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Other","London","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Other","London","Unknown","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Other","Outside London","Heterosexual / straight","220","200","50000","54680"
"In post","2023","HM Revenue and Customs","Other","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Other","Outside London","Undeclared","30","30","53000","57970"
"In post","2023","HM Revenue and Customs","Other","Outside London","Unknown","65","55","42770","36990"
"In post","2023","HM Revenue and Customs","Policy","London","Heterosexual / straight","460","440","62510","65230"
"In post","2023","HM Revenue and Customs","Policy","London","LGBO","40","40","68290","65230"
"In post","2023","HM Revenue and Customs","Policy","London","Undeclared","65","60","62380","65230"
"In post","2023","HM Revenue and Customs","Policy","London","Unknown","170","160","59900","65230"
"In post","2023","HM Revenue and Customs","Policy","Outside London","Heterosexual / straight","315","300","51650","55780"
"In post","2023","HM Revenue and Customs","Policy","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Policy","Outside London","Undeclared","30","30","51540","50360"
"In post","2023","HM Revenue and Customs","Policy","Outside London","Unknown","65","60","47330","42510"
"In post","2023","HM Revenue and Customs","Project Delivery","London","Heterosexual / straight","285","270","54890","46320"
"In post","2023","HM Revenue and Customs","Project Delivery","London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Project Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Project Delivery","London","Unknown","130","125","53450","46050"
"In post","2023","HM Revenue and Customs","Project Delivery","Outside London","Heterosexual / straight","1840","1775","47820","42510"
"In post","2023","HM Revenue and Customs","Project Delivery","Outside London","LGBO","115","110","47830","42510"
"In post","2023","HM Revenue and Customs","Project Delivery","Outside London","Undeclared","155","150","44490","42510"
"In post","2023","HM Revenue and Customs","Project Delivery","Outside London","Unknown","460","445","45260","42510"
"In post","2023","HM Revenue and Customs","Property","London","Heterosexual / straight","235","220","40590","36030"
"In post","2023","HM Revenue and Customs","Property","London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Property","London","Undeclared","60","55","44980","40190"
"In post","2023","HM Revenue and Customs","Property","London","Unknown","185","175","37590","32590"
"In post","2023","HM Revenue and Customs","Property","Outside London","Heterosexual / straight","1320","1225","37850","34440"
"In post","2023","HM Revenue and Customs","Property","Outside London","LGBO","75","70","32760","31000"
"In post","2023","HM Revenue and Customs","Property","Outside London","Undeclared","190","175","37680","34450"
"In post","2023","HM Revenue and Customs","Property","Outside London","Unknown","540","505","32930","27810"
"In post","2023","HM Revenue and Customs","Security","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","London","Unknown","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Outside London","Heterosexual / straight","90","85","44210","42510"
"In post","2023","HM Revenue and Customs","Security","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Security","Outside London","Unknown","50","50","43390","42140"
"In post","2023","HM Revenue and Customs","Social Research","London","Heterosexual / straight","50","45","56610","61530"
"In post","2023","HM Revenue and Customs","Social Research","London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","London","Unknown","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","Outside London","Heterosexual / straight","45","45","48540","42510"
"In post","2023","HM Revenue and Customs","Social Research","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Social Research","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","London","Heterosexual / straight","125","120","56300","48570"
"In post","2023","HM Revenue and Customs","Statistics","London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","London","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","London","Unknown","30","30","48420","45560"
"In post","2023","HM Revenue and Customs","Statistics","Outside London","Heterosexual / straight","115","110","45640","42140"
"In post","2023","HM Revenue and Customs","Statistics","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Statistics","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Tax","London","Heterosexual / straight","1395","1320","47160","42060"
"In post","2023","HM Revenue and Customs","Tax","London","LGBO","75","75","46840","39790"
"In post","2023","HM Revenue and Customs","Tax","London","Undeclared","200","185","46640","40350"
"In post","2023","HM Revenue and Customs","Tax","London","Unknown","670","630","43000","39790"
"In post","2023","HM Revenue and Customs","Tax","Outside London","Heterosexual / straight","9210","8735","37960","35000"
"In post","2023","HM Revenue and Customs","Tax","Outside London","LGBO","725","700","35860","34700"
"In post","2023","HM Revenue and Customs","Tax","Outside London","Undeclared","1045","970","40850","35000"
"In post","2023","HM Revenue and Customs","Tax","Outside London","Unknown","4060","3840","32900","28130"
"In post","2023","HM Revenue and Customs","Unknown","London","Heterosexual / straight","610","600","51890","45560"
"In post","2023","HM Revenue and Customs","Unknown","London","LGBO","60","60","57760","61530"
"In post","2023","HM Revenue and Customs","Unknown","London","Undeclared","55","55","53250","45960"
"In post","2023","HM Revenue and Customs","Unknown","London","Unknown","370","365","49570","45170"
"In post","2023","HM Revenue and Customs","Unknown","Outside London","Heterosexual / straight","2160","2105","37300","34700"
"In post","2023","HM Revenue and Customs","Unknown","Outside London","LGBO","195","195","34050","34400"
"In post","2023","HM Revenue and Customs","Unknown","Outside London","Undeclared","170","160","38390","35000"
"In post","2023","HM Revenue and Customs","Unknown","Outside London","Unknown","1095","1060","35070","34550"
"In post","2023","HM Treasury","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","London","Heterosexual / straight","35","35","46820","39980"
"In post","2023","HM Treasury","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Treasury","Communications","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Treasury","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Corporate Finance","London","Unknown","20","20","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","London","Unknown","30","30","56110","54690"
"In post","2023","HM Treasury","Digital, Data and Technology","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","London","Heterosexual / straight","150","150","46820","52840"
"In post","2023","HM Treasury","Economics","London","LGBO","15","15","[c]","[c]"
"In post","2023","HM Treasury","Economics","London","Undeclared","25","25","[c]","[c]"
"In post","2023","HM Treasury","Economics","London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Treasury","Economics","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","HM Treasury","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Economics","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","Heterosexual / straight","60","55","50690","54090"
"In post","2023","HM Treasury","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Treasury","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2023","HM Treasury","Finance","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Treasury","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","Heterosexual / straight","50","45","50100","53550"
"In post","2023","HM Treasury","Human Resources","London","LGBO","5","5","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","Outside London","Heterosexual / straight","50","45","37350","30510"
"In post","2023","HM Treasury","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
