"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Black","Tax","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","London","55","[c]","42040","37260"
"Leaver Dept.","2023","Black","Unknown","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinarian","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinarian","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinarian","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Corporate Finance","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Corporate Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Geography","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Geography","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Geography","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Inspector of Education and Training","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","London","London","55","[c]","34050","31790"
"Leaver Dept.","2023","Mixed","Operational Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","North West (England)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","West Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","London","London","80","[c]","45870","41550"
"Leaver Dept.","2023","Mixed","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
